cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
148	ENSMUSG00000074457	S100a16	4.2146042409356635e-82	7.797017845730976e-80	0.792	True	5' UTR	1957.0	['chr3:90537418-90541994' 'chr3:90541191-90541994' 'chr3:90541195-90541994' 'chr3:90541318-90541994']
99	ENSMUSG00000018217	Pmp22	9.035525930798226e-45	8.357861485988359e-43	0.437	False	5' UTR	1165.0	['chr11:63129151-63133125' 'chr11:63131655-63133125']
82	ENSMUSG00000030695	Aldoa	1.1118129927816568e-25	6.85618012215355e-24	0.295	True	CDS	6559.0	['chr7:126797777-126799045' 'chr7:126797777-126800002' 'chr7:126797777-126800288']
79	ENSMUSG00000030605	Mfge8	1.367293473550973e-19	6.3237323151732495e-18	0.247	True	CDS	2461.0	['chr7:79143051-79143278' 'chr7:79143051-79145247']
135	ENSMUSG00000025026	Add3	2.511531071885601e-12	9.292664965976722e-11	0.618	True	5' UTR	729.0	['chr19:53140715-53216801' 'chr19:53143090-53216801']
100	ENSMUSG00000018217	Pmp22	1.9611252004527775e-09	6.046802701396064e-08	0.394	False	5' UTR	1165.0	['chr11:63129151-63133128' 'chr11:63131655-63133128']
8	ENSMUSG00000090841	Myl6	6.524456445306759e-09	1.5087805529771882e-07	0.208	True	CDS	2000.0	['chr10:128491034-128491720' 'chr10:128491034-128492059']
151	ENSMUSG00000073889	Il11ra1	2.790143021301061e-08	5.73529398822996e-07	0.196	True	5' UTR	142.0	['chr4:41760552-41763582' 'chr4:41762424-41763582']
40	ENSMUSG00000025781	Atp5c1	8.823290386527531e-08	1.6323087215075932e-06	0.243	True	CDS	8723.0	['chr2:10056162-10056770' 'chr2:10056162-10058996']
83	ENSMUSG00000038650	Rnh1	7.681449716650766e-07	1.2918801796185375e-05	0.303	True	CDS	1215.0	['chr7:141166788-141168676' 'chr7:141166788-141172742']
86	ENSMUSG00000031996	Aplp2	8.952735493510496e-07	1.380213388582868e-05	0.223	True	CDS	9395.0	['chr9:31164674-31167561' 'chr9:31164674-31168708']
115	ENSMUSG00000025290	Rps24	1.1652601285518992e-06	1.6582547983238564e-05	0.182	True	CDS	7434.0	['chr14:24493494-24495430' 'chr14:24494070-24495430']
