	chromosome	start	end	cluster	left_exon_count	left_genes	right_exon_count	right_genes	genes	n_genes	genes_cluster	n_genes_cluster	annotated	gene_id	original_cluster	n_start	strand	cluster_type	psi_a	psi_b	delta_psi	lfc_psi	abs_delta_psi	abs_lfc_psi
0	chr1	10035164	10037662	0	7	['ENSMUSG00000025917']	1	['ENSMUSG00000025917']	['ENSMUSG00000025917']	1	['ENSMUSG00000025917']	1	True	ENSMUSG00000025917	19	1	-	shared_acceptor	0.07285401263109506	0.1224650545998175	-0.049611041968722444	-0.7492897870288449	0.049611041968722444	0.7492897870288449
1	chr1	10035164	10037670	0	7	['ENSMUSG00000025917']	4	['ENSMUSG00000025917']	['ENSMUSG00000025917']	1	['ENSMUSG00000025917']	1	True	ENSMUSG00000025917	19	1	-	shared_acceptor	0.927145987368905	0.8775349454001825	0.04961104196872246	0.0793399438970606	0.04961104196872246	0.0793399438970606
2	chr1	16585432	16597951	1	4	['ENSMUSG00000025939']	7	['ENSMUSG00000025939']	['ENSMUSG00000025939']	1	['ENSMUSG00000025939']	1	True	ENSMUSG00000025939	38	1	-	shared_acceptor	0.8156175375596744	0.9023947106359952	-0.08677717307632082	-0.14586581448596456	0.08677717307632082	0.14586581448596456
3	chr1	16585432	16602262	1	4	['ENSMUSG00000025939']	7	['ENSMUSG00000025939']	['ENSMUSG00000025939']	1	['ENSMUSG00000025939']	1	False	ENSMUSG00000025939	38	1	-	shared_acceptor	0.18438246244032566	0.09760528936400474	0.08677717307632092	0.9176701965923595	0.08677717307632092	0.9176701965923595
4	chr1	16648008	16656822	2	10	['ENSMUSG00000079658']	5	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.7529720060242864	0.7558631959461464	-0.0028911899218599935	-0.0055289145648447224	0.0028911899218599935	0.0055289145648447224
5	chr1	16648008	16656862	2	10	['ENSMUSG00000079658']	0	[]	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	False	ENSMUSG00000079658	42	1	-	shared_acceptor	0.08243585480652367	0.049618381902489364	0.032817472904034306	0.7323972623531492	0.032817472904034306	0.7323972623531492
6	chr1	16648008	16656912	2	10	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.03411874899118971	0.02209289169298993	0.012025857298199782	0.6269824638697772	0.012025857298199782	0.6269824638697772
7	chr1	16648008	16656992	2	10	['ENSMUSG00000079658']	3	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.13047339017800005	0.1724255304583743	-0.04195214028037425	-0.40221780083163416	0.04195214028037425	0.40221780083163416
8	chr1	37995842	37996893	3	6	['ENSMUSG00000058407']	1	['ENSMUSG00000058407']	['ENSMUSG00000058407']	1	['ENSMUSG00000058407']	1	True	ENSMUSG00000058407	95	1	-	shared_acceptor	0.2061287606458128	0.15211571740939417	0.05401304323641862	0.4383765844439842	0.05401304323641862	0.4383765844439842
9	chr1	37995842	37997109	3	6	['ENSMUSG00000058407']	2	['ENSMUSG00000058407']	['ENSMUSG00000058407']	1	['ENSMUSG00000058407']	1	True	ENSMUSG00000058407	95	1	-	shared_acceptor	0.5546107402151808	0.6868056818424478	-0.13219494162726708	-0.308426419191814	0.13219494162726708	0.308426419191814
