cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
25112	ENSMUSG00000032187	Smarca4	1.826881822195581e-108	0.613	False	5' UTR	51.0	1.2461676822616517e-111	chr9	[21616401 21626013]	[21632805]
9143	ENSMUSG00000048163	Selplg	5.047107450512826e-98	0.672	True	5' UTR	3807.0	6.885549045720089e-101	chr5	[113820249]	[113830349 113832429]
18692	ENSMUSG00000062210	Tnfaip8	2.3063281035025773e-62	0.483	True	CDS	14633.0	6.292846121425859e-65	chr18	[49979627 50031364 50053620]	[50090200]
533	ENSMUSG00000026395	Ptprc	2.4002489998524642e-61	0.603	True	CDS	1847.0	8.186388130465432e-64	chr1	[138117026]	[138117754 138120020 138126303]
18714	ENSMUSG00000024610	Cd74	1.9871191490521566e-51	0.069	True	CDS	13413.0	8.132820528180722e-54	chr18	[60810419 60811486]	[60811859]
16502	ENSMUSG00000025290	Rps24	5.0451457956509205e-51	0.183	True	CDS	1930.0	2.409005495876974e-53	chr14	[24493494 24495450]	[24495775]
23084	ENSMUSG00000042079	Hnrnpf	5.79891228098076e-51	0.204	False	5' UTR	10737.0	3.164481463018151e-53	chr6	[117900507 117906840 117907209 117907880 117907919 117917072]	[117917470]
17034	ENSMUSG00000059895	Ptp4a3	1.1472779420443519e-48	0.241	True	CDS	119.0	7.043316151704751e-51	chr15	[73724849 73748466 73749389]	[73751129]
10111	ENSMUSG00000030220	Arhgdib	7.621019094405576e-47	0.089	True	5' UTR	271.0	5.198512342705031e-49	chr6	[136933774]	"[136935032 136939413 136939436 136939454 136939511 136940908 136941438
 136941651 136941813]"
11332	ENSMUSG00000031557	Plekha2	4.831381246609927e-45	0.413	False	5' UTR	106.0	3.625183745750968e-47	chr8	[25088506]	[25101660 25102034 25104468]
20140	ENSMUSG00000035268	Pkig	2.9792702264066393e-43	0.225	True	5' UTR	83.0	2.438693227617986e-45	chr2	[163658493 163658660 163659236 163661607]	[163703486]
