cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
1397	ENSMUSG00000032187	Smarca4	1.2055527920267534e-111	1.740818231686632e-108	0.617	False	5' UTR	51.0	['chr9:21616401-21632805' 'chr9:21626013-21632805']
481	ENSMUSG00000048163	Selplg	6.328848927230114e-101	4.569428925460142e-98	0.678	True	5' UTR	3807.0	['chr5:113820249-113830349' 'chr5:113820249-113832429']
1027	ENSMUSG00000062210	Tnfaip8	5.1432633972921484e-65	2.475624115229954e-62	0.487	True	CDS	14633.0	['chr18:49979627-50090200' 'chr18:50031364-50090200' 'chr18:50053620-50090200']
21	ENSMUSG00000026395	Ptprc	2.0430145681913476e-64	7.3752825911707655e-62	0.61	True	CDS	1847.0	['chr1:138117026-138117754' 'chr1:138117026-138120020' 'chr1:138117026-138126303']
1030	ENSMUSG00000024610	Cd74	8.043406682606653e-54	2.322935849936801e-51	0.069	True	CDS	13413.0	['chr18:60810419-60811859' 'chr18:60811486-60811859']
911	ENSMUSG00000025290	Rps24	2.2261466325174807e-53	5.357592895592071e-51	0.183	True	CDS	1930.0	['chr14:24493494-24495775' 'chr14:24495450-24495775']
1282	ENSMUSG00000042079	Hnrnpf	2.679210276870063e-53	5.526828056857674e-51	0.207	False	5' UTR	10737.0	['chr6:117900507-117917470' 'chr6:117906840-117917470' 'chr6:117907209-117917470' 'chr6:117907880-117917470' 'chr6:117907919-117917470' 'chr6:117917072-117917470']
545	ENSMUSG00000030220	Arhgdib	1.1672985789022499e-52	2.106973934918561e-50	0.089	True	5' UTR	271.0	['chr6:136933774-136935032' 'chr6:136933774-136939413' 'chr6:136933774-136939436' 'chr6:136933774-136939454' 'chr6:136933774-136939511' 'chr6:136933774-136940908' 'chr6:136933774-136941438' 'chr6:136933774-136941651' 'chr6:136933774-136941813']
934	ENSMUSG00000059895	Ptp4a3	6.684790782671371e-51	1.072537543353051e-48	0.243	True	CDS	119.0	['chr15:73724849-73751129' 'chr15:73748466-73751129' 'chr15:73749389-73751129']
628	ENSMUSG00000031557	Plekha2	3.532760216329797e-47	5.101305752380225e-45	0.418	False	5' UTR	106.0	['chr8:25088506-25101660' 'chr8:25088506-25102034' 'chr8:25088506-25104468']
1117	ENSMUSG00000035268	Pkig	1.9558356403474938e-45	2.5674787860561647e-43	0.228	True	5' UTR	83.0	['chr2:163658493-163703486' 'chr2:163658660-163703486' 'chr2:163659236-163703486' 'chr2:163661607-163703486']
1	ENSMUSG00000025935	Tram1	4.8817618891754306e-45	5.874386806641102e-43	0.327	False	CDS	6041.0	['chr1:13572075-13573858' 'chr1:13572075-13576368']
218	ENSMUSG00000022329	Stk3	3.2170707882276284e-37	3.5734232447697656e-35	0.762	False	CDS	2533.0	['chr15:34876821-34920506' 'chr15:34876821-34945006']
111	ENSMUSG00000078812	Eif5a	5.518619443562765e-37	5.692061768931881e-35	0.077	True	5' UTR	2379.0	['chr11:69919337-69919449' 'chr11:69919337-69920341' 'chr11:69919337-69920801' 'chr11:69919337-69921024' 'chr11:69919337-69921163' 'chr11:69919337-69921187']
533	ENSMUSG00000030067	Foxp1	6.562127636285644e-37	6.317141537864313e-35	0.48	False	5' UTR	36.0	['chr6:99308439-99338241' 'chr6:99308439-99339301' 'chr6:99308439-99435216']
1226	ENSMUSG00000029204	Rhoh	1.0485431267371747e-36	9.463101718803004e-35	0.189	True	5' UTR	33.0	['chr5:65863151-65891553' 'chr5:65863882-65891553']
513	ENSMUSG00000004980	Hnrnpa2b1	1.6953106512275946e-34	1.4400168119839098e-32	0.082	True	CDS	12072.0	['chr6:51467296-51467391' 'chr6:51467296-51469671']
529	ENSMUSG00000030067	Foxp1	4.728693518003657e-31	3.7934630222207127e-29	0.297	True	CDS	36.0	['chr6:99016666-99028164' 'chr6:99016666-99028674' 'chr6:99016666-99075854']
181	ENSMUSG00000021546	Hnrnpk	2.2609747031503424e-29	1.71834077439426e-27	0.101	True	5' UTR	4081.0	['chr13:58400418-58402064' 'chr13:58400418-58402393']
586	ENSMUSG00000052040	Klf13	8.38985142774409e-28	6.057472730831234e-26	0.154	True	CDS	378.0	['chr7:63891798-63936230' 'chr7:63891798-63937663' 'chr7:63891798-63937967']
1077	ENSMUSG00000054766	Set	1.0196161873774e-24	6.69238988442257e-23	0.223	True	CDS	3124.0	['chr2:30062281-30068269' 'chr2:30066894-30068269']
922	ENSMUSG00000036461	Elf1	1.3034666848863865e-23	8.183503882504096e-22	0.101	False	5' UTR	1171.0	['chr14:79481638-79536123' 'chr14:79515771-79536123' 'chr14:79516485-79536123' 'chr14:79535629-79536123' 'chr14:79535702-79536123']
1071	ENSMUSG00000024776	Stambpl1	3.6078789198797716e-23	2.170740483460996e-21	0.393	False	5' UTR	87.0	['chr19:34192596-34220187' 'chr19:34192632-34220187' 'chr19:34192920-34220187' 'chr19:34192944-34220187' 'chr19:34193472-34220187' 'chr19:34217411-34220187']
430	ENSMUSG00000028677	Rnf220	9.71934293644024e-20	5.6138924800878816e-18	0.384	True	CDS	5131.0	['chr4:117289069-117289199' 'chr4:117289069-117289203' 'chr4:117289069-117296132']
667	ENSMUSG00000032228	Tcf12	3.7649247531962967e-19	2.0909812860059432e-17	0.493	True	CDS	652.0	['chr9:71885289-71895930' 'chr9:71885289-71917005']
1070	ENSMUSG00000052085	Dock8	1.725551293044859e-18	9.228503952432506e-17	0.561	True	CDS	9362.0	['chr19:25051590-25061108' 'chr19:25052639-25061108']
1421	ENSMUSG00000048758	Rpl29	3.959514378792376e-18	2.0419781296343541e-16	0.107	True	5' UTR	10096.0	['chr9:106429577-106429970' 'chr9:106429640-106429970' 'chr9:106429814-106429970']
22	ENSMUSG00000026395	Ptprc	1.2289564975295274e-17	6.119355801491856e-16	0.299	True	CDS	1847.0	['chr1:138120167-138122456' 'chr1:138120167-138126303']
546	ENSMUSG00000015766	Eps8	1.759203571312497e-17	8.351441242887024e-16	0.351	True	5' UTR	115.0	['chr6:137539402-137570702' 'chr6:137539402-137591418']
