cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
22708	ENSMUSG00000029761	Cald1	1.6179236363529296e-171	0.612	True	CDS	14253.0	1.2341141390945305e-174	chr6	[34686075 34709698]	[34741789]
12347	ENSMUSG00000032366	Tpm1	1.5439616978248737e-143	0.777	True	CDS	273.0	2.355395420022691e-146	chr9	[67036129]	[67043578 67047786 67048124 67049019]
14327	ENSMUSG00000019929	Dcn	6.923748799046866e-135	0.24	True	5' UTR	152.0	1.5843818762120977e-137	chr10	[97479790 97482548]	[97483339]
19544	ENSMUSG00000026879	Gsn	1.111960804632131e-90	0.366	True	5' UTR	190.0	3.3927103116159607e-93	chr2	[35256474 35266904 35282602 35282722]	[35283905]
12345	ENSMUSG00000032366	Tpm1	1.6146722128985677e-86	0.578	True	CDS	273.0	6.158170148354568e-89	chr9	[67031515]	[67031951 67032466 67032794]
5617	ENSMUSG00000024501	Dpysl3	6.464129963678432e-76	0.674	True	CDS	974.0	2.9584118826903574e-78	chr18	[43363592]	[43392990 43437830]
1417	ENSMUSG00000090841	Myl6	6.935682685446885e-74	0.255	True	CDS	685.0	3.7032630662187793e-76	chr10	[128491034]	[128491290 128491720 128492059]
659	ENSMUSG00000026670	Uap1	1.2473852682682844e-73	0.345	True	CDS	3233.0	7.611809417350325e-76	chr1	[170143464]	[170147996 170149271]
16502	ENSMUSG00000025290	Rps24	1.4432216739455752e-62	0.318	True	CDS	1632.0	9.907700278802574e-65	chr14	[24493494 24495450]	[24495775]
9043	ENSMUSG00000029322	Plac8	5.810068313420311e-58	0.783	True	5' UTR	251.0	4.4317836105418076e-60	chr5	[100562763]	[100562841 100572145]
16501	ENSMUSG00000025290	Rps24	1.7469151720779843e-55	0.197	True	CDS	1632.0	1.4657564372889266e-57	chr14	[24493494 24494070]	[24495430]
22710	ENSMUSG00000029761	Cald1	1.646853650157833e-41	0.409	True	CDS	14253.0	1.5074175287485882e-43	chr6	[34746016 34746640 34747970]	[34753443]
20982	ENSMUSG00000073889	Il11ra1	3.183156135684429e-40	0.227	True	5' UTR	281.0	3.156447731799968e-42	chr4	[41760552 41762424]	[41763582]
9667	ENSMUSG00000009281	Rarres2	4.9251291010782874e-39	0.764	True	5' UTR	20.0	5.259481877581695e-41	chr6	[48572291]	[48572594 48572740]
10991	ENSMUSG00000030695	Aldoa	1.419409154777794e-35	0.192	True	CDS	1221.0	1.6240379345283683e-37	chr7	[126797777]	[126797974 126799045 126800002 126800288]
19214	ENSMUSG00000025026	Add3	6.61163782348761e-35	0.794	True	5' UTR	1181.0	8.069123201815541e-37	chr19	[53140715 53143090]	[53216801]
1842	ENSMUSG00000018736	Ndel1	8.655471151635835e-35	0.391	True	CDS	7284.0	1.1223723079924423e-36	chr11	[68822666]	[68826170 68829915]
18601	ENSMUSG00000024381	Bin1	9.444272318991031e-35	0.818	True	CDS	8081.0	1.2966964282367547e-36	chr18	[32424968 32426353]	[32431671]
1420	ENSMUSG00000090841	Myl6	9.018829196473538e-32	0.075	True	CDS	685.0	1.3070766951410924e-33	chr10	[128492746]	[128492939 128493334 128493539]
1055	ENSMUSG00000019947	Arid5b	1.7739776796102246e-31	0.417	True	CDS	7862.0	2.706296994065942e-33	chr10	[68135107]	[68136486 68186026]
431	ENSMUSG00000026389	Steap3	5.02583273631361e-31	0.831	False	CDS	134.0	8.050532987230037e-33	chr1	[120244268]	[120258761 120265232]
6211	ENSMUSG00000025781	Atp5c1	5.151295050920409e-31	0.121	True	CDS	3578.0	8.644431054176125e-33	chr2	[10056162]	[10056770 10058996]
17591	ENSMUSG00000060636	Rpl35a	8.983189995668787e-31	0.146	True	5' UTR	1066.0	1.575998244854173e-32	chr16	[33056511 33056556 33056618]	[33057136]
6208	ENSMUSG00000002107	Celf2	2.271747948192757e-29	0.723	True	CDS	431.0	4.15880631248102e-31	chr2	[6721614]	[6872356 6962379]
23084	ENSMUSG00000042079	Hnrnpf	1.0704529827827443e-27	0.297	False	5' UTR	742.0	2.0412909664049285e-29	chr6	[117906840 117907209 117907880 117907919 117917072]	[117917470]
14873	ENSMUSG00000018217	Pmp22	2.295355082917095e-27	0.167	False	5' UTR	503.0	4.7272759144745665e-29	chr11	[63129151 63131655]	[63133125]
4033	ENSMUSG00000022565	Plec	6.917480670426305e-27	0.376	True	CDS	3061.0	1.4774176870475709e-28	chr15	[76194813]	[76195424 76197980 76199549 76205598 76229358]
4872	ENSMUSG00000023905	Tnfrsf12a	5.41670360003621e-25	0.052	True	CDS	445.0	1.1982029321209008e-26	chr17	[23676274]	[23676519 23677327]
14052	ENSMUSG00000004207	Psap	6.78114861428374e-25	0.064	True	CDS	857.0	1.5517502549848374e-26	chr10	[60296003 60297546]	[60299098]
16486	ENSMUSG00000039197	Adk	7.681421728197659e-25	0.411	True	CDS	10712.0	1.8163544895051676e-26	chr14	[21052701 21076322]	[21092367]
3486	ENSMUSG00000042354	Gnl3	8.471980436534915e-25	0.257	True	CDS	3757.0	2.067912844920803e-26	chr14	[31017414]	[31017808 31018929]
2478	ENSMUSG00000025162	Csnk1d	6.271470995907531e-24	0.397	True	CDS	14213.0	1.5786311431346185e-25	chr11	[120963907]	[120964948 120967995]
