cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
134	ENSMUSG00000074457	S100a16	2.3479503701733064e-82	3.9915156292946215e-80	0.951	True	5' UTR	1018.0	['chr3:90537418-90541994' 'chr3:90541318-90541994']
123	ENSMUSG00000055447	Cd47	2.9106971988683895e-73	2.4740926190381318e-71	0.45	True	CDS	264.0	['chr16:49906813-49910869' 'chr16:49908079-49910869']
114	ENSMUSG00000025290	Rps24	1.1102797249477801e-56	6.291585108037421e-55	0.535	True	CDS	8880.0	['chr14:24493494-24495775' 'chr14:24495450-24495775']
3	ENSMUSG00000010609	Psen2	3.0230866829108526e-49	1.2848118402371128e-47	0.312	True	CDS	9276.0	['chr1:180229488-180229842' 'chr1:180229488-180229970']
116	ENSMUSG00000054263	Lifr	7.104554557483703e-46	2.4155485495444595e-44	0.65	True	5' UTR	375.0	['chr15:7129827-7154387' 'chr15:7140584-7154387']
155	ENSMUSG00000040466	Blvrb	3.2037517031949545e-29	7.780539850616318e-28	0.226	True	CDS	7581.0	['chr7:27448197-27459256' 'chr7:27452551-27459256']
95	ENSMUSG00000026457	Adipor1	1.876562648230881e-26	3.987695627490623e-25	0.502	True	5' UTR	3195.0	['chr1:134415586-134422921' 'chr1:134415990-134422921']
42	ENSMUSG00000023942	Slc29a1	1.2335146716729642e-25	2.329972157604488e-24	0.138	True	CDS	465.0	['chr17:45590339-45592179' 'chr17:45590339-45599473']
9	ENSMUSG00000090841	Myl6	1.4253849592439583e-25	2.4231544307147296e-24	0.195	True	CDS	2792.0	['chr10:128491034-128491720' 'chr10:128491034-128492059']
153	ENSMUSG00000040952	Rps19	7.891093170839557e-25	1.2195325809479315e-23	0.098	True	5' UTR	10657.0	['chr7:24884668-24885136' 'chr7:24884855-24885136' 'chr7:24884870-24885136']
18	ENSMUSG00000001123	Lgals9	7.156798288749777e-24	1.0138797575728849e-22	0.086	True	CDS	1601.0	['chr11:78968034-78969714' 'chr11:78968034-78971317']
168	ENSMUSG00000010047	Hyal2	8.038047535858772e-24	1.0511292931507627e-22	0.607	True	5' UTR	1420.0	['chr9:107567977-107570104' 'chr9:107569234-107570104']
164	ENSMUSG00000032249	Anp32a	1.7948760947462234e-23	2.1794924007632706e-22	0.238	False	CDS	6199.0	['chr9:62341555-62371720' 'chr9:62345511-62371720']
99	ENSMUSG00000004207	Psap	1.769432440220322e-22	2.0053567655830316e-21	0.083	True	CDS	193.0	['chr10:60296003-60299098' 'chr10:60297546-60299098']
156	ENSMUSG00000030588	Yif1b	3.551701045632085e-21	3.773682360984091e-20	0.607	True	CDS	10078.0	['chr7:29238437-29244070' 'chr7:29238446-29244070' 'chr7:29238612-29244070']
35	ENSMUSG00000022890	Atp5j	1.4065736822994734e-20	1.406573682299473e-19	0.093	True	5' UTR	2087.0	['chr16:84831508-84833820' 'chr16:84831508-84833994' 'chr16:84831508-84834809']
159	ENSMUSG00000025511	Tspan4	3.8933960939520035e-20	3.677096310954671e-19	0.632	True	5' UTR	10376.0	['chr7:141475498-141482487' 'chr7:141476479-141482487']
74	ENSMUSG00000004980	Hnrnpa2b1	5.3834056886715506e-20	4.816731405653493e-19	0.162	True	CDS	6023.0	['chr6:51467296-51467391' 'chr6:51467296-51469671']
136	ENSMUSG00000078578	Ube2d3	8.063023922256045e-19	6.853570333917637e-18	0.363	True	5' UTR	9435.0	['chr3:135438353-135439644' 'chr3:135438699-135439644' 'chr3:135438865-135439644']
143	ENSMUSG00000066026	Dhrs3	1.0709408160526523e-18	8.669520891854802e-18	0.067	True	5' UTR	811.0	['chr4:144893376-144918651' 'chr4:144893710-144918651']
70	ENSMUSG00000001847	Rac1	9.093418737576283e-18	7.026732660854399e-17	0.068	True	CDS	739.0	['chr5:143508159-143509597' 'chr5:143508159-143514669']
67	ENSMUSG00000028964	Park7	1.2269910397168722e-17	9.069064206602968e-17	0.197	True	5' UTR	2760.0	['chr4:150908424-150909192' 'chr4:150908424-150909391' 'chr4:150908424-150909783' 'chr4:150908424-150914320']
167	ENSMUSG00000048758	Rpl29	1.5382331562137305e-17	1.0895818189847255e-16	0.244	True	5' UTR	10429.0	['chr9:106429577-106429970' 'chr9:106429640-106429970']
150	ENSMUSG00000042079	Hnrnpf	1.0006028350031276e-16	6.542403151943526e-16	0.514	True	5' UTR	10706.0	['chr6:117906840-117917470' 'chr6:117907209-117917470' 'chr6:117917072-117917470']
121	ENSMUSG00000060636	Rpl35a	1.0512596299247342e-16	6.619042114340919e-16	0.263	True	5' UTR	3272.0	['chr16:33056511-33057136' 'chr16:33056556-33057136' 'chr16:33056618-33057136' 'chr16:33056906-33057136']
4	ENSMUSG00000073481	Mtarc2	1.361416925245814e-16	8.012355862384283e-16	0.056	True	CDS	4413.0	['chr1:184822551-184827108' 'chr1:184822551-184827188' 'chr1:184822551-184832576']
23	ENSMUSG00000021290	Atp5mpl	2.0531051029132287e-16	1.1634262249841634e-15	0.081	True	5' UTR	1904.0	['chr12:111963354-111966594' 'chr12:111963354-111966924']
135	ENSMUSG00000027900	Dram2	9.347818298383377e-15	5.08353270418662e-14	0.219	True	CDS	10152.0	['chr3:106566185-106572973' 'chr3:106571694-106572973']
73	ENSMUSG00000029810	Tmem176b	9.569002737292464e-15	5.08353270418662e-14	0.364	True	5' UTR	8166.0	['chr6:48838366-48840361' 'chr6:48838366-48840996' 'chr6:48838366-48841348']
109	ENSMUSG00000064215	Ifi27	1.1234722068380139e-14	5.787584095832192e-14	0.355	True	CDS	9927.0	['chr12:103436683-103437676' 'chr12:103437525-103437676']
131	ENSMUSG00000032679	Cd59a	1.9968210809521945e-14	9.984105404760973e-14	0.143	True	5' UTR	892.0	['chr2:104095928-104104171' 'chr2:104097845-104104171']
30	ENSMUSG00000012405	Rpl15	2.2712579422399688e-14	1.07253847272443e-13	0.269	True	5' UTR	8104.0	['chr14:18270461-18270823' 'chr14:18270461-18270845' 'chr14:18270461-18270959' 'chr14:18270461-18271219']
