cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
20561	ENSMUSG00000074457	S100a16	4.727698042331047e-80	0.944	True	5' UTR	1018.0	2.671015843124885e-82	chr3	[90537418 90541318]	[90541994]
17705	ENSMUSG00000055447	Cd47	2.6249598526523714e-71	0.449	True	CDS	264.0	2.966056330680645e-73	chr16	[49906813 49908079]	[49910869]
16502	ENSMUSG00000025290	Rps24	6.746987176757543e-55	0.532	True	CDS	8880.0	1.1435571486029735e-56	chr14	[24493494 24495450]	[24495775]
760	ENSMUSG00000010609	Psen2	1.3638551255921773e-47	0.312	True	CDS	9276.0	3.082158475914526e-49	chr1	[180229488]	[180229842 180229970]
16888	ENSMUSG00000054263	Lifr	2.56945410847012e-44	0.648	True	5' UTR	375.0	7.258344939181129e-46	chr15	[7129827 7140584]	[7154387]
23481	ENSMUSG00000040466	Blvrb	8.530370077020182e-28	0.226	True	CDS	7581.0	3.37359268582719e-29	chr7	[27448197 27452551]	[27459256]
13569	ENSMUSG00000026457	Adipor1	4.163873891227545e-25	0.499	True	5' UTR	3195.0	1.8819768999898503e-26	chr1	[134415586 134415990]	[134422921]
1417	ENSMUSG00000090841	Myl6	2.828994584750058e-24	0.196	True	CDS	2792.0	1.4384718227542666e-25	chr10	[128491034]	[128491720 128492059]
5224	ENSMUSG00000023942	Slc29a1	4.434108576418487e-24	0.139	True	CDS	465.0	2.505146088372027e-25	chr17	[45590339]	[45592179 45599473]
23426	ENSMUSG00000040952	Rps19	3.04896472531871e-23	0.098	True	5' UTR	10657.0	1.8948368349438316e-24	chr7	[24884668 24884855 24884870]	[24885136]
1998	ENSMUSG00000001123	Lgals9	1.0812378627336874e-22	0.086	True	CDS	1601.0	7.330426188024999e-24	chr11	[78968034]	[78969714 78971317]
25586	ENSMUSG00000010047	Hyal2	1.10250832456782e-22	0.603	True	5' UTR	1420.0	8.097518768012237e-24	chr9	[107567977 107569234]	[107570104]
25358	ENSMUSG00000032249	Anp32a	3.4678494012744306e-22	0.239	False	CDS	6199.0	2.742931729821584e-23	chr9	[62341555 62345511]	[62371720]
14052	ENSMUSG00000004207	Psap	2.1851147629892893e-21	0.084	True	CDS	193.0	1.851792172024821e-22	chr10	[60296003 60297546]	[60299098]
23521	ENSMUSG00000030588	Yif1b	3.9510597704488215e-20	0.601	True	CDS	10078.0	3.5715794535130586e-21	chr7	[29238437 29238446 29238612]	[29244070]
4713	ENSMUSG00000022890	Atp5j	2.7169052970590923e-19	0.093	True	5' UTR	2087.0	2.6094570649720092e-20	chr16	[84831508]	[84833820 84833994 84834809]
24288	ENSMUSG00000025511	Tspan4	3.660624758237031e-19	0.627	True	5' UTR	10376.0	3.929484203757265e-20	chr7	[141475498 141476479]	[141482487]
9695	ENSMUSG00000004980	Hnrnpa2b1	4.8987906027332175e-19	0.162	True	CDS	6023.0	5.535356613257873e-20	chr6	[51467296]	[51467391 51469671]
