	chromosome	start	end	cluster	left_exon_count	left_genes	right_exon_count	right_genes	genes	n_genes	genes_cluster	n_genes_cluster	annotated	gene_id	original_cluster	n_start	strand	cluster_type	psi_a	psi_b	delta_psi	lfc_psi	abs_delta_psi	abs_lfc_psi
0	chr1	16648008	16656822	0	10	['ENSMUSG00000079658']	5	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.8670518854944741	0.8683313266525237	-0.0012794411580495657	-0.00212730390984997	0.0012794411580495657	0.00212730390984997
1	chr1	16648008	16656992	0	10	['ENSMUSG00000079658']	3	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.13294811450552585	0.13166867334747626	0.0012794411580495935	0.013951176711401114	0.0012794411580495935	0.013951176711401114
2	chr1	55086942	55087779	1	3	['ENSMUSG00000025980']	1	['ENSMUSG00000025980']	['ENSMUSG00000025980']	1	['ENSMUSG00000025980']	1	True	ENSMUSG00000025980	165	1	-	shared_acceptor	0.7090740994171482	0.5982873423494186	0.11078675706772956	0.24509785801038675	0.11078675706772956	0.24509785801038675
3	chr1	55086942	55087989	1	3	['ENSMUSG00000025980']	1	['ENSMUSG00000025980']	['ENSMUSG00000025980']	1	['ENSMUSG00000025980']	1	True	ENSMUSG00000025980	165	1	-	shared_acceptor	0.2909259005828518	0.40171265765058145	-0.11078675706772967	-0.46551217635284314	0.11078675706772967	0.46551217635284314
4	chr1	138117026	138117754	2	6	['ENSMUSG00000026395']	2	['ENSMUSG00000026395']	['ENSMUSG00000026395']	1	['ENSMUSG00000026395']	1	True	ENSMUSG00000026395	533	1	-	shared_acceptor	0.9878758307614416	0.18326519198913988	0.8046106387723018	2.4303969126277587	0.8046106387723018	2.4303969126277587
5	chr1	138117026	138120020	2	6	['ENSMUSG00000026395']	4	['ENSMUSG00000026395']	['ENSMUSG00000026395']	1	['ENSMUSG00000026395']	1	True	ENSMUSG00000026395	533	1	-	shared_acceptor	0.006530239316465107	0.49516634062931125	-0.4886361013128461	-6.244633357373703	0.4886361013128461	6.244633357373703
6	chr1	138117026	138126303	2	6	['ENSMUSG00000026395']	11	['ENSMUSG00000026395']	['ENSMUSG00000026395']	1	['ENSMUSG00000026395']	1	True	ENSMUSG00000026395	533	1	-	shared_acceptor	0.005593929922093161	0.3215684673815489	-0.3159745374594557	-5.845119700285522	0.3159745374594557	5.845119700285522
7	chr1	138120167	138122456	3	5	['ENSMUSG00000026395']	5	['ENSMUSG00000026395']	['ENSMUSG00000026395']	1	['ENSMUSG00000026395']	1	True	ENSMUSG00000026395	534	1	-	shared_acceptor	0.9223382939970992	0.08502537354682108	0.8373129204502782	3.4393306377248773	0.8373129204502782	3.4393306377248773
8	chr1	138120167	138126303	3	5	['ENSMUSG00000026395']	11	['ENSMUSG00000026395']	['ENSMUSG00000026395']	1	['ENSMUSG00000026395']	1	True	ENSMUSG00000026395	534	1	-	shared_acceptor	0.07766170600290082	0.914974626453179	-0.8373129204502782	-3.5584564144260535	0.8373129204502782	3.5584564144260535
9	chr1	138175127	138175208	4	9	['ENSMUSG00000026395']	8	['ENSMUSG00000026395']	['ENSMUSG00000026395']	1	['ENSMUSG00000026395']	1	True	ENSMUSG00000026395	535	1	-	shared_acceptor	0.9455066056187043	0.9384441577984569	0.007062447820247342	0.010816637422784534	0.007062447820247342	0.010816637422784534
10	chr1	138175127	138175575	4	9	['ENSMUSG00000026395']	1	['ENSMUSG00000026395']	['ENSMUSG00000026395']	1	['ENSMUSG00000026395']	1	True	ENSMUSG00000026395	535	1	-	shared_acceptor	0.054493394381295794	0.06155584220154305	-0.0070624478202472585	-0.17581442600636432	0.0070624478202472585	0.17581442600636432
11	chr1	162720607	162721430	5	13	['ENSMUSG00000040225']	9	['ENSMUSG00000040225']	['ENSMUSG00000040225']	1	['ENSMUSG00000040225']	1	True	ENSMUSG00000040225	621	1	-	shared_acceptor	0.8520122079159717	0.7822647285093649	0.06974747940660675	0.12321718502772852	0.06974747940660675	0.12321718502772852
12	chr1	162720607	162721445	5	13	['ENSMUSG00000040225']	4	['ENSMUSG00000040225']	['ENSMUSG00000040225']	1	['ENSMUSG00000040225']	1	True	ENSMUSG00000040225	621	1	-	shared_acceptor	0.14798779208402843	0.2177352714906351	-0.06974747940660667	-0.5570969602550382	0.06974747940660667	0.5570969602550382
13	chr1	165659445	165663566	6	4	['ENSMUSG00000040723']	2	['ENSMUSG00000040723']	['ENSMUSG00000040723']	1	['ENSMUSG00000040723']	1	True	ENSMUSG00000040723	643	1	-	shared_acceptor	0.887699906460586	0.9046901198886639	-0.016990213428077827	-0.027351670627624752	0.016990213428077827	0.027351670627624752
14	chr1	165659445	165664949	6	4	['ENSMUSG00000040723']	4	['ENSMUSG00000040723']	['ENSMUSG00000040723']	1	['ENSMUSG00000040723']	1	True	ENSMUSG00000040723	643	1	-	shared_acceptor	0.11230009353941392	0.09530988011133608	0.01699021342807784	0.23666144598456595	0.01699021342807784	0.23666144598456595
15	chr1	195130010	195131188	7	11	['ENSMUSG00000016481']	6	['ENSMUSG00000016481']	['ENSMUSG00000016481']	1	['ENSMUSG00000016481']	1	True	ENSMUSG00000016481	826	1	-	shared_acceptor	0.7209836475637719	0.8509266096005571	-0.12994296203678524	-0.23906816949090057	0.12994296203678524	0.23906816949090057
