cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
533	ENSMUSG00000026395	Ptprc	1.0675849816724437e-174	0.796	True	CDS	1434.0	3.98352605101658e-177	chr1	[138117026]	[138117754 138120020 138126303]
534	ENSMUSG00000026395	Ptprc	2.9275860038545895e-112	0.83	True	CDS	1434.0	2.1847656745183503e-114	chr1	[138120167]	[138122456 138126303]
10111	ENSMUSG00000030220	Arhgdib	5.664928272326307e-47	0.095	True	5' UTR	10696.0	6.341337618275717e-49	chr6	[136933774]	[136941438 136941651 136941813]
14419	ENSMUSG00000040345	Arhgap9	3.1189398100469304e-22	0.552	True	CDS	449.0	4.6551340448461646e-24	chr10	[127322891 127323831 127324460]	[127325119]
26094	ENSMUSG00000040990	Sh3kbp1	4.134151270293207e-16	0.357	True	CDS	761.0	7.712968787860461e-18	chrX	[159683702 159708744]	[159764012]
8264	ENSMUSG00000028649	Macf1	5.571667280482474e-14	0.46	True	CDS	10722.0	1.247388197122942e-15	chr4	[123554366]	[123564463 123572617]
19214	ENSMUSG00000025026	Add3	1.6079784015840354e-12	0.436	False	5' UTR	6480.0	4.1999435862269586e-14	chr19	[53140715 53143090 53194454]	[53216801]
23795	ENSMUSG00000066406	Akap13	2.645869484164293e-11	0.405	True	CDS	1642.0	7.898117863176994e-13	chr7	[75697435 75702153]	[75704365]
20401	ENSMUSG00000027763	Mbnl1	1.8404502876396163e-10	0.255	True	5' UTR	939.0	6.180616637595728e-12	chr3	[60473174 60501424]	[60528756]
9895	ENSMUSG00000030067	Foxp1	1.5243104215195664e-09	0.192	True	CDS	677.0	6.25649799877434e-11	chr6	[99016666]	[99028164 99075854]
12864	ENSMUSG00000002015	Bcap31	3.8012028539240754e-08	0.132	False	5' UTR	9132.0	1.7020311286227201e-09	chrX	[73714929]	[73716118 73717661]
16519	ENSMUSG00000021895	Arhgef3	4.600368806856424e-08	0.422	True	CDS	2704.0	2.231522182430355e-09	chr14	[27265586 27336270]	[27362790]
17034	ENSMUSG00000059895	Ptp4a3	3.239205493319274e-07	0.278	True	CDS	319.0	1.6921222726294718e-08	chr15	[73724849 73748466]	[73751129]
14553	ENSMUSG00000000378	Ccm2	3.764885117722047e-07	0.287	True	CDS	3764.0	2.1072118196205484e-08	chr11	[6547030 6561242]	[6569964]
23436	ENSMUSG00000040940	Arhgef1	3.41595702932154e-06	0.136	True	CDS	1505.0	2.039377330938233e-07	chr7	[24918001 24919352]	[24919631]
7182	ENSMUSG00000002458	Rgs19	1.7491272383355433e-05	0.274	True	CDS	9148.0	1.1747869511208872e-06	chr2	[181691596]	[181693363 181693879]
23084	ENSMUSG00000042079	Hnrnpf	0.0001080766215756853	0.069	True	5' UTR	1053.0	7.662148544544853e-06	chr6	[117900507 117906840 117907209 117907880 117907919 117917072]	[117917470]
8426	ENSMUSG00000028675	Pnrc2	0.00010871715061564826	0.182	False	5' UTR	4542.0	8.367885279460256e-06	chr4	[135873100]	[135873264 135873277 135873674]
16825	ENSMUSG00000036461	Elf1	0.00010871715061564826	0.163	False	5' UTR	2850.0	8.518881204957511e-06	chr14	[79515771 79535629]	[79536123]
