cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
77	ENSMUSG00000015937	Macroh2a1	1.0318543790319178e-63	7.305529003545976e-61	0.505	True	CDS	6198.0	['chr13:56084286-56088252' 'chr13:56084286-56089758' 'chr13:56084286-56096124']
446	ENSMUSG00000022587	Ly6e	3.1381578196939213e-38	1.1109078681716479e-35	0.174	False	5' UTR	205.0	['chr15:74955336-74957777' 'chr15:74955718-74957777' 'chr15:74956714-74957777' 'chr15:74957303-74957777' 'chr15:74957464-74957777']
14	ENSMUSG00000026721	Rabgap1l	1.0819358829922346e-31	2.553368683861673e-29	0.684	True	CDS	347.0	['chr1:160257536-160307176' 'chr1:160257536-160342036']
10	ENSMUSG00000026395	Ptprc	3.8836614908324775e-31	6.874080838773485e-29	0.487	True	CDS	683.0	['chr1:138117026-138117754' 'chr1:138117026-138120020' 'chr1:138117026-138126303']
266	ENSMUSG00000030220	Arhgdib	2.6279343794881598e-22	3.721155081355235e-20	0.158	True	5' UTR	453.0	['chr6:136933774-136935032' 'chr6:136933774-136939413' 'chr6:136933774-136939436' 'chr6:136933774-136939454' 'chr6:136933774-136939511' 'chr6:136933774-136940908' 'chr6:136933774-136941438' 'chr6:136933774-136941651' 'chr6:136933774-136941813']
447	ENSMUSG00000022587	Ly6e	1.2307439984962222e-18	1.452277918225542e-16	0.083	False	5' UTR	205.0	['chr15:74955718-74957780' 'chr15:74957303-74957780']
499	ENSMUSG00000053477	Tcf4	1.8517470710567865e-14	1.6387961578852563e-12	0.316	True	CDS	102.0	['chr18:69564685-69633577' 'chr18:69593585-69633577']
208	ENSMUSG00000003644	Rps6ka1	2.0986057568149058e-13	1.650903195361059e-11	0.328	True	CDS	292.0	['chr4:133872004-133872844' 'chr4:133872004-133874608' 'chr4:133872004-133874883' 'chr4:133872004-133880917']
553	ENSMUSG00000027763	Mbnl1	1.2350769635118774e-12	7.963407960303852e-11	0.172	True	5' UTR	212.0	['chr3:60473174-60528756' 'chr3:60501095-60528756' 'chr3:60501424-60528756']
492	ENSMUSG00000062210	Tnfaip8	1.2841386062240351e-12	7.963407960303852e-11	0.267	True	CDS	3375.0	['chr18:49979627-50090200' 'chr18:50031364-50090200' 'chr18:50053620-50090200']
554	ENSMUSG00000027763	Mbnl1	1.3497301627633648e-12	7.963407960303852e-11	0.329	True	5' UTR	212.0	['chr3:60473174-60595594' 'chr3:60501095-60595594' 'chr3:60501424-60595594' 'chr3:60529805-60595594']
346	ENSMUSG00000073702	Rpl31	2.0650630858230762e-11	1.1246651267405676e-09	0.084	True	5' UTR	118.0	['chr1:39367935-39368149' 'chr1:39368007-39368149' 'chr1:39368012-39368149']
408	ENSMUSG00000057322	Rpl38	8.569248488773113e-11	4.333591378608117e-09	0.1	True	5' UTR	2538.0	['chr11:114668610-114668781' 'chr11:114668627-114668781' 'chr11:114668686-114668781']
203	ENSMUSG00000028649	Macf1	3.116900295392408e-10	1.4711769394252169e-08	0.241	True	CDS	469.0	['chr4:123554366-123564463' 'chr4:123554366-123572617' 'chr4:123554366-123664466']
233	ENSMUSG00000048163	Selplg	1.0874127732473434e-09	4.811801521619495e-08	0.159	True	5' UTR	226.0	['chr5:113820249-113830349' 'chr5:113820249-113832429']
315	ENSMUSG00000031516	Dctn6	1.1781281227259436e-09	4.9065571228821646e-08	0.214	True	CDS	671.0	['chr8:34106407-34107575' 'chr8:34106407-34108419']
53	ENSMUSG00000078812	Eif5a	6.0568676248848735e-09	2.3823679324547172e-07	0.061	True	5' UTR	10421.0	['chr11:69919337-69919449' 'chr11:69919337-69920341' 'chr11:69919337-69920801' 'chr11:69919337-69921024' 'chr11:69919337-69921163' 'chr11:69919337-69921187']
432	ENSMUSG00000025290	Rps24	7.602823106143156e-09	2.83305197849966e-07	0.109	True	CDS	1945.0	['chr14:24493494-24495775' 'chr14:24495450-24495775']
292	ENSMUSG00000052040	Klf13	1.3984347687362573e-07	4.714722934596524e-06	0.143	True	CDS	3977.0	['chr7:63891798-63936230' 'chr7:63891798-63937663' 'chr7:63891798-63937967']
311	ENSMUSG00000038650	Rnh1	4.4355436052657784e-07	1.427438578421896e-05	0.309	True	CDS	16755.0	['chr7:141166788-141168574' 'chr7:141166788-141168676' 'chr7:141166788-141172742']
669	ENSMUSG00000039328	Rnf122	6.153193162539993e-07	1.894113373512311e-05	0.177	False	CDS	131.0	['chr8:31112173-31118431' 'chr8:31115176-31118431']
194	ENSMUSG00000028465	Tln1	2.125994589865506e-06	6.271684040103243e-05	0.057	False	5' UTR	1395.0	['chr4:43556784-43558085' 'chr4:43556784-43562130']
556	ENSMUSG00000027763	Mbnl1	2.538259707115588e-06	7.188351490551344e-05	0.105	True	CDS	212.0	['chr3:60613521-60615620' 'chr3:60614737-60615620']
317	ENSMUSG00000058833	Rex1bd	5.131979029662654e-06	0.00013457189455559846	0.14	True	CDS	16002.0	['chr8:70505961-70506292' 'chr8:70505961-70506497']
631	ENSMUSG00000056737	Capg	1.0322040646443526e-05	0.0002610001706315006	0.241	True	5' UTR	6709.0	['chr6:72544467-72555273' 'chr6:72549502-72555273' 'chr6:72549869-72555273']
462	ENSMUSG00000060636	Rpl35a	1.1240726901044173e-05	0.00027442878089445767	0.074	True	5' UTR	2187.0	['chr16:33056511-33057136' 'chr16:33056556-33057136' 'chr16:33056618-33057136']
652	ENSMUSG00000051504	Siglech	1.3751781857051755e-05	0.0003245420518264214	0.164	True	CDS	2.0	['chr7:55768722-55769332' 'chr7:55769166-55769332']
224	ENSMUSG00000039968	Rsbn1l	1.8145835554477865e-05	0.0004130975790847333	0.119	True	CDS	11408.0	['chr5:20927731-20945280' 'chr5:20927731-20951257']
287	ENSMUSG00000030798	Cd37	1.8671077020778906e-05	0.0004130975790847333	0.062	True	CDS	13321.0	['chr7:45238573-45238660' 'chr7:45238573-45238694' 'chr7:45238573-45238960']
534	ENSMUSG00000026879	Gsn	2.1803772903304527e-05	0.0004602946330448113	0.197	True	5' UTR	701.0	['chr2:35256474-35283905' 'chr2:35266904-35283905' 'chr2:35282602-35283905']
9	ENSMUSG00000026395	Ptprc	2.2104544524750824e-05	0.0004602946330448113	0.059	True	CDS	683.0	['chr1:138115643-138116954' 'chr1:138115643-138126303']
65	ENSMUSG00000025144	Cenpx	3.19457681941529e-05	0.0006462172537560072	0.09	False	CDS	16724.0	['chr11:120711757-120711844' 'chr11:120711757-120713693']
176	ENSMUSG00000027506	Tpd52	4.3783762975211985e-05	0.0008610806718458358	0.052	True	CDS	344.0	['chr3:8953800-8963847' 'chr3:8953800-9004405']
0	ENSMUSG00000025935	Tram1	5.786340847587986e-05	0.0010566271573499747	0.09	False	CDS	518.0	['chr1:13572075-13573858' 'chr1:13572075-13576368']
106	ENSMUSG00000003882	Il7r	5.820403832860029e-05	0.0010566271573499747	0.095	True	CDS	166.0	['chr15:9525193-9529661' 'chr15:9525193-9530041']
415	ENSMUSG00000021000	Mia2	0.00011652873267642725	0.002012252261827085	0.183	True	CDS	2618.0	['chr12:59137787-59146847' 'chr12:59144771-59146847' 'chr12:59146363-59146847']
567	ENSMUSG00000078578	Ube2d3	0.000270664334387851	0.004154589962179009	0.109	True	5' UTR	1987.0	['chr3:135438353-135439644' 'chr3:135438433-135439644' 'chr3:135438699-135439644' 'chr3:135438865-135439644' 'chr3:135438871-135439644']
444	ENSMUSG00000059895	Ptp4a3	0.0002757990511616009	0.004154589962179009	0.126	True	CDS	2138.0	['chr15:73724849-73751129' 'chr15:73748466-73751129' 'chr15:73749389-73751129']
342	ENSMUSG00000031431	Tsc22d3	0.00028528212706395336	0.004207911374193313	0.071	True	CDS	2205.0	['chrX:140542157-140542511' 'chrX:140542157-140542846' 'chrX:140542157-140598128']
92	ENSMUSG00000049960	Mrps16	0.000480610683251921	0.0064202332781577364	0.092	True	CDS	15719.0	['chr14:20392154-20393178' 'chr14:20392154-20393481']
70	ENSMUSG00000021131	Erh	0.0007608579900400393	0.009697626110865795	0.071	True	CDS	1514.0	['chr12:80641045-80642789' 'chr12:80641045-80643764']
703	ENSMUSG00000048758	Rpl29	0.0009016941511118724	0.01119999050854747	0.068	True	5' UTR	7050.0	['chr9:106429577-106429970' 'chr9:106429640-106429970' 'chr9:106429814-106429970']
359	ENSMUSG00000053332	Gas5	0.0009716184246037117	0.011860445596886688	0.105	True	Non-coding	1495.0	['chr1:161036853-161037288' 'chr1:161037165-161037288']
391	ENSMUSG00000010142	Tnfrsf13b	0.0010890106969244668	0.012764994605430504	0.054	True	CDS	446.0	['chr11:61141492-61146841' 'chr11:61142530-61146841']
524	ENSMUSG00000025014	Dntt	0.0010998088572475434	0.012764994605430504	0.066	True	CDS	165.0	['chr19:41055844-41059066' 'chr19:41058627-41059066']
543	ENSMUSG00000027593	Raly	0.001261060110119859	0.014400492870400973	0.06	True	CDS	2058.0	['chr2:154859751-154861840' 'chr2:154859959-154861840']
90	ENSMUSG00000012405	Rpl15	0.0013386173043257155	0.014808453929103228	0.052	True	5' UTR	17350.0	['chr14:18270461-18270823' 'chr14:18270461-18270845' 'chr14:18270461-18270959']
521	ENSMUSG00000034445	Cyb561a3	0.0013899177400604245	0.015139411691735084	0.116	True	5' UTR	125.0	['chr19:10577564-10578982' 'chr19:10577894-10578982' 'chr19:10578084-10578982']
340	ENSMUSG00000002015	Bcap31	0.0018053215869278465	0.018796583581542868	0.08	False	5' UTR	9883.0	['chrX:73714929-73716118' 'chrX:73714929-73717661']
192	ENSMUSG00000028459	Cd72	0.0019953118159481303	0.02006429335579425	0.115	True	CDS	15595.0	['chr4:43452640-43453083' 'chr4:43452640-43454242' 'chr4:43452640-43454446']
171	ENSMUSG00000076437	Selenoh	0.002012097215058463	0.02006429335579425	0.117	True	CDS	5170.0	['chr2:84669398-84669987' 'chr2:84669398-84670012']
545	ENSMUSG00000035268	Pkig	0.00380152123565162	0.032427434154715024	0.136	True	5' UTR	869.0	['chr2:163658493-163703486' 'chr2:163658660-163703486' 'chr2:163659236-163703486' 'chr2:163661607-163703486']
590	ENSMUSG00000028759	Hp1bp3	0.004170386653161196	0.03515040179093008	0.055	True	5' UTR	2593.0	['chr4:138216741-138222089' 'chr4:138217295-138222089' 'chr4:138221719-138222089' 'chr4:138221724-138222089']
245	ENSMUSG00000004980	Hnrnpa2b1	0.0046655896768661295	0.03789864334824631	0.189	True	3' UTR	16870.0	['chr6:51461434-51461920' 'chr6:51461434-51461983' 'chr6:51461434-51463411']
99	ENSMUSG00000060373	Hnrnpc	0.0049023295365446026	0.03899830687498402	0.084	True	5' UTR	10992.0	['chr14:52084392-52097322' 'chr14:52084392-52098015' 'chr14:52084392-52103889']
388	ENSMUSG00000020376	Rnf130	0.005101058037347104	0.03968735264221703	0.068	True	CDS	5225.0	['chr11:50095981-50104549' 'chr11:50099340-50104549']
418	ENSMUSG00000021134	Srsf5	0.005310111049769554	0.040864767643878745	0.097	True	5' UTR	3344.0	['chr12:80945669-80946576' 'chr12:80945673-80946576' 'chr12:80945799-80946576']
281	ENSMUSG00000008140	Emc10	0.006024055159080632	0.045372670772649865	0.119	True	CDS	1737.0	['chr7:44490971-44491163' 'chr7:44490971-44491955']
