cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
14052	ENSMUSG00000004207	Psap	0.0	0.313	True	CDS		0.0	chr10	[60296003 60297546]	[60299098]
12345	ENSMUSG00000032366	Tpm1	1.5382504763275451e-267	0.816	True	CDS		1.6540327702446721e-270	chr9	[67031515]	[67031951 67032466]
19544	ENSMUSG00000026879	Gsn	5.789330681250188e-195	0.381	True	5' UTR		9.337630131048692e-198	chr2	[35256474 35266904 35282602 35282722]	[35283905]
1591	ENSMUSG00000020315	Sptbn1	9.206938172090894e-190	0.858	True	CDS		1.979986703675461e-192	chr11	[30159446]	[30197724 30219579]
20026	ENSMUSG00000027455	Nsfl1c	3.1048369560005235e-187	0.9	True	CDS		8.346335903227213e-190	chr2	[151500790 151502461]	[151503014]
19215	ENSMUSG00000025026	Add3	3.0830205678657634e-183	0.74	True	CDS		9.945227638276656e-186	chr19	[53242628 53244406]	[53244998]
16502	ENSMUSG00000025290	Rps24	1.0058736143774573e-163	0.333	True	CDS		3.785545860560324e-166	chr14	[24493494 24495450]	[24495775]
3231	ENSMUSG00000021585	Cast	7.569458390730789e-156	0.739	True	CDS		3.2556810282713068e-158	chr13	[74798719]	[74807819 74808436]
19214	ENSMUSG00000025026	Add3	6.225371476682649e-145	0.721	True	5' UTR		3.012276520975476e-147	chr19	[53140715 53143090 53203476]	[53216801]
18692	ENSMUSG00000062210	Tnfaip8	8.548284000471098e-137	0.811	True	CDS		4.5958516131565054e-139	chr18	[49979627 50031364 50053620]	[50090200]
13434	ENSMUSG00000026305	Lrrfip1	3.927799956320869e-123	0.821	False	CDS		2.3228924472865354e-125	chr1	[90998894 91044580 91053724]	[91068563]
9032	ENSMUSG00000035325	Sec31a	5.4741690678307505e-123	0.737	False	CDS		3.5317219792456454e-125	chr5	[100368353]	[100369596 100373380 100373425 100375208]
21740	ENSMUSG00000040407	Akap9	4.537947894772355e-122	0.807	True	CDS		3.1716840124753015e-124	chr5	[3951735 3954451]	[3954792]
15483	ENSMUSG00000059248	Septin9	2.9911495681384543e-119	0.987	True	CDS		2.251402900749374e-121	chr11	[117218932 117232720 117266596]	[117290398]
14324	ENSMUSG00000036499	Eea1	1.1782564797199739e-114	0.851	True	CDS		9.502068384838499e-117	chr10	[95974079 95978287]	[95989562]
1417	ENSMUSG00000090841	Myl6	1.0436676828268183e-102	0.274	True	CDS		8.977786518940368e-105	chr10	[128491034]	[128491290 128491720 128492059]
9946	ENSMUSG00000030315	Vgll4	1.2188139388659016e-101	0.879	True	CDS		1.1139697290709854e-103	chr6	[114890807]	[114921317 114957936]
21636	ENSMUSG00000039953	Clstn1	8.778516064039151e-100	0.961	False	CDS		8.495338126489502e-102	chr4	[149638396 149641715]	[149643195]
4764	ENSMUSG00000022940	Pigp	4.351533032033945e-99	0.536	True	CDS		4.445114387561558e-101	chr16	[94370193]	[94370366 94370605 94370741 94370895 94371744]
13663	ENSMUSG00000053332	Gas5	1.972234427631604e-96	0.355	True	Non-coding		2.120682180249037e-98	chr1	[161036853 161037165]	[161037288]
1102	ENSMUSG00000001435	Col18a1	3.867031724177841e-96	0.964	True	CDS		4.366003559555626e-98	chr10	[77096536]	[77112218 77112959 77166290]
16501	ENSMUSG00000025290	Rps24	5.1143844880587844e-92	0.083	True	CDS		6.049271975123295e-94	chr14	[24493494 24494070]	[24495430]
1652	ENSMUSG00000015837	Sqstm1	7.380782353662028e-90	0.113	True	CDS		9.126773878184229e-92	chr11	[50200948]	[50202399 50202513]
16486	ENSMUSG00000039197	Adk	7.720926368470709e-89	0.669	True	CDS		9.962485636736398e-91	chr14	[21052701 21076322]	[21092367]
6211	ENSMUSG00000025781	Atp5c1	5.894437467816956e-87	0.14	True	CDS		7.922631005130318e-89	chr2	[10056162]	[10056770 10058996]
19085	ENSMUSG00000024810	Il33	4.214815633880737e-84	0.95	True	5' UTR		5.8916777677902775e-86	chr19	[29925162 29945859]	[29949660]
23362	ENSMUSG00000001918	Slc1a5	4.4759105968879435e-84	0.403	False	CDS		6.49728957612766e-86	chr7	[16789938 16792577 16792723]	[16793647]
13884	ENSMUSG00000038587	Akap12	3.1257651113587064e-80	0.652	True	CDS		4.705452855808805e-82	chr10	[4313858 4334710]	[4353142]
865	ENSMUSG00000062866	Phactr2	1.8693446212172624e-78	0.806	True	CDS		2.914569570715086e-80	chr10	[13291963]	[13324064 13474056]
9434	ENSMUSG00000001847	Rac1	7.171160963755301e-77	0.056	True	CDS		1.1566388651218225e-78	chr5	[143508159]	[143509597 143514669]
