cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
681	ENSMUSG00000013593	Ndufs2	1.6068900939580576e-13	0.128	False	CDS	6661.0	4.974891931758694e-16	chr1	[171237270]	[171237350 171237945]
15702	ENSMUSG00000021000	Mia2	1.11433657524873e-12	0.408	True	CDS	6224.0	5.1749376559538536e-15	chr12	[59137787 59144771 59146363]	[59146847]
16502	ENSMUSG00000025290	Rps24	3.4150537826642014e-12	0.266	True	CDS	3995.0	2.6432304819382368e-14	chr14	[24493494 24495450]	[24495775]
9895	ENSMUSG00000030067	Foxp1	1.411719486750284e-08	0.334	True	CDS	392.0	1.3111945697371057e-10	chr6	[99016666]	[99028164 99075854]
1055	ENSMUSG00000019947	Arid5b	9.521319899335024e-08	0.325	True	CDS	209.0	1.0317219705161792e-09	chr10	[68135107]	[68136486 68186026]
4499	ENSMUSG00000022523	Fgf12	9.121723999336396e-05	0.283	True	CDS	338.0	1.1296252630757148e-06	chr16	[28398389]	[28444993 28752834]
22319	ENSMUSG00000029462	Vps29	0.00013160181399320987	0.181	True	CDS	3009.0	1.8334618048589611e-06	chr5	[122354477 122356806]	[122360013]
17660	ENSMUSG00000022708	Zbtb20	0.0003216756148095361	0.178	False	5' UTR	416.0	4.9794986812621695e-06	chr16	[43146944 43193539 43232821 43236078 43283006]	[43302569]
10654	ENSMUSG00000052040	Klf13	0.0008845622952756586	0.217	True	CDS	3115.0	1.7680987484644707e-05	chr7	[63891798]	[63924670 63936230 63937967]
6438	ENSMUSG00000026797	Stxbp1	0.0008845622952756586	0.145	True	CDS	2321.0	1.7800789223813566e-05	chr2	[32815028]	[32816897 32817286]
17705	ENSMUSG00000055447	Cd47	0.0009713802877747448	0.169	True	CDS	951.0	2.1051585183972794e-05	chr16	[49906813 49908079 49908736]	[49910869]
15389	ENSMUSG00000020612	Prkar1a	0.00131864965425899	0.153	True	5' UTR	441.0	3.0618800021493575e-05	chr11	[109649528 109650625 109651074]	[109653779]
1417	ENSMUSG00000090841	Myl6	0.0014769938838582936	0.134	True	CDS	6243.0	3.829713752923019e-05	chr10	[128491034]	[128491290 128491720 128492059]
15048	ENSMUSG00000001105	Ift20	0.002131248285936764	0.18	True	5' UTR	12515.0	5.93846271623247e-05	chr11	[78536577 78538739]	[78538834]
7340	ENSMUSG00000034109	Golim4	0.003566767669572218	0.191	True	CDS	144.0	0.00011386119875269624	chr3	[75898133]	[75902401 75903247]
20401	ENSMUSG00000027763	Mbnl1	0.004733134307157157	0.229	True	5' UTR	11619.0	0.00016119033244188462	chr3	[60501424 60528524]	[60528756]
15545	ENSMUSG00000025156	Gps1	0.006427698640328035	0.202	True	CDS	9006.0	0.0002387999494858713	chr11	[120784343 120784726]	[120785121]
17704	ENSMUSG00000055447	Cd47	0.007391938173295975	0.073	True	CDS	951.0	0.00029548945984613764	chr16	[49898133 49899901]	[49906781]
25563	ENSMUSG00000048758	Rpl29	0.007391938173295975	0.073	True	5' UTR	14344.0	0.0002975083475320361	chr9	[106429577 106429640]	[106429970]
857	ENSMUSG00000019820	Utrn	0.007487120561717867	0.229	True	CDS	1370.0	0.0003197502739443136	chr10	[12765333]	[12826769 12861568]
11442	ENSMUSG00000004319	Clcn3	0.017268556403438627	0.181	True	CDS	2031.0	0.0008554083667338022	chr8	[60941415]	[60954543 60975732 60982776]
20255	ENSMUSG00000000827	Tpd52l2	0.020350089263360228	0.196	True	CDS	2926.0	0.0010710573296505382	chr2	[181508268 181511616]	[181513039]
14052	ENSMUSG00000004207	Psap	0.0209373751342503	0.072	True	CDS	1366.0	0.001140212419741009	chr10	[60296003 60297546]	[60299098]
10092	ENSMUSG00000030189	Ybx3	0.0209373751342503	0.17	True	CDS	12452.0	0.0011667887071718432	chr6	[131370415]	[131375974 131379358]
22852	ENSMUSG00000036402	Gng12	0.0281040812682136	0.125	True	5' UTR	14857.0	0.001789023061758368	chr6	[66896516 66896528 66896990]	[66914453]
9137	ENSMUSG00000058153	Sez6l	0.0281040812682136	0.055	True	CDS	53.0	0.0017912236219834172	chr5	[112426759]	[112428376 112436283]
10489	ENSMUSG00000001247	Lsr	0.0318132988424547	0.161	True	CDS	6711.0	0.0021548846896314398	chr7	[30959315]	[30962098 30965969]
25625	ENSMUSG00000032599	Ip6k2	0.0318132988424547	0.09	True	CDS	1579.0	0.0021668500759566673	chr9	[108796397 108798179]	[108798271]
2041	ENSMUSG00000020530	Ggnbp2	0.03228307008736781	0.206	True	CDS	6014.0	0.002266927037726439	chr11	[84840436]	[84841415 84841421]
9676	ENSMUSG00000029810	Tmem176b	0.03419041399181129	0.125	True	5' UTR	1565.0	0.0024875378600853412	chr6	[48838363]	[48840361 48840996]
19682	ENSMUSG00000027012	Dync1i2	0.03469835131753821	0.14	True	5' UTR	677.0	0.002618558323517325	chr2	[71211846 71212075]	[71214439]
21548	ENSMUSG00000057530	Ece1	0.03469835131753821	0.169	False	5' UTR	527.0	0.0026319182887915983	chr4	[137862382 137905156 137905422]	[137913768]
16862	ENSMUSG00000022139	Mbnl2	0.03622714919814676	0.175	True	CDS	15358.0	0.002860038094590533	chr14	[120396605 120404733]	[120428935]
