cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
11	ENSMUSG00000013593	Ndufs2	3.1442865246752453e-16	1.9966219431687808e-13	0.128	False	CDS	6661.0	['chr1:171237270-171237350' 'chr1:171237270-171237945']
369	ENSMUSG00000021000	Mia2	5.1497623158085326e-15	1.6350495352692093e-12	0.413	True	CDS	6224.0	['chr12:59137787-59146847' 'chr12:59144771-59146847' 'chr12:59146363-59146847']
394	ENSMUSG00000025290	Rps24	2.614338574554952e-14	4.1502624871059865e-12	0.268	True	CDS	3995.0	['chr14:24493494-24495775' 'chr14:24495450-24495775']
231	ENSMUSG00000030067	Foxp1	1.3072852533849486e-10	1.6602522717988847e-08	0.337	True	CDS	392.0	['chr6:99016666-99028164' 'chr6:99016666-99075854']
24	ENSMUSG00000019947	Arid5b	1.0227503168772552e-09	1.0824107520284283e-07	0.328	True	CDS	209.0	['chr10:68135107-68136486' 'chr10:68135107-68186026']
116	ENSMUSG00000022523	Fgf12	1.1284426422200091e-06	0.0001023658682585294	0.285	True	CDS	338.0	['chr16:28398389-28444993' 'chr16:28398389-28752834']
546	ENSMUSG00000029462	Vps29	1.8229196951794555e-06	0.00014469425080486928	0.182	True	CDS	3009.0	['chr5:122354477-122360013' 'chr5:122356806-122360013']
430	ENSMUSG00000022708	Zbtb20	3.848747947541823e-06	0.0002715505496321175	0.181	False	5' UTR	416.0	['chr16:43146944-43302569' 'chr16:43193539-43302569' 'chr16:43232821-43302569' 'chr16:43236078-43302569' 'chr16:43283006-43302569']
255	ENSMUSG00000052040	Klf13	1.7516506085109756e-05	0.0009349762586580475	0.22	True	CDS	3115.0	['chr7:63891798-63924670' 'chr7:63891798-63936230' 'chr7:63891798-63937967']
151	ENSMUSG00000026797	Stxbp1	1.7668842683301686e-05	0.0009349762586580475	0.146	True	CDS	2321.0	['chr2:32815028-32816897' 'chr2:32815028-32817286']
435	ENSMUSG00000055447	Cd47	2.0848668169101713e-05	0.001018377252875353	0.17	True	CDS	951.0	['chr16:49906813-49910869' 'chr16:49908079-49910869' 'chr16:49908736-49910869']
358	ENSMUSG00000020612	Prkar1a	3.059265316684942e-05	0.0013875953400678126	0.154	True	5' UTR	441.0	['chr11:109649528-109653779' 'chr11:109650625-109653779' 'chr11:109651074-109653779']
30	ENSMUSG00000090841	Myl6	3.8269695614380844e-05	0.0015220493127865386	0.135	True	CDS	6243.0	['chr10:128491034-128491290' 'chr10:128491034-128491720' 'chr10:128491034-128492059']
352	ENSMUSG00000001105	Ift20	5.936333903974687e-05	0.0022173953111905447	0.181	True	5' UTR	12515.0	['chr11:78536577-78538834' 'chr11:78538739-78538834']
170	ENSMUSG00000034109	Golim4	0.00011375730434796311	0.003801888855839821	0.193	True	CDS	144.0	['chr3:75898133-75902401' 'chr3:75898133-75903247']
503	ENSMUSG00000027763	Mbnl1	0.00016086247490346386	0.005107383578184977	0.231	True	5' UTR	11619.0	['chr3:60501424-60528756' 'chr3:60528524-60528756']
362	ENSMUSG00000025156	Gps1	0.0002383724762771167	0.006880296474362232	0.203	True	CDS	9006.0	['chr11:120784343-120785121' 'chr11:120784726-120785121']
434	ENSMUSG00000055447	Cd47	0.00029318769580890315	0.007840241483246923	0.072	True	CDS	951.0	['chr16:49898133-49906781' 'chr16:49899901-49906781']
616	ENSMUSG00000048758	Rpl29	0.0002963240875557892	0.007840241483246923	0.073	True	5' UTR	14344.0	['chr9:106429577-106429970' 'chr9:106429640-106429970']
16	ENSMUSG00000019820	Utrn	0.00031931944841990866	0.008110713989865681	0.231	True	CDS	1370.0	['chr10:12765333-12826769' 'chr10:12765333-12861568']
272	ENSMUSG00000004319	Clcn3	0.0008537728980649265	0.018071526342374283	0.183	True	CDS	2031.0	['chr8:60941415-60954543' 'chr8:60941415-60975732' 'chr8:60941415-60982776']
502	ENSMUSG00000000827	Tpd52l2	0.0010705043918012602	0.021780575423940837	0.198	True	CDS	2926.0	['chr2:181508268-181513039' 'chr2:181511616-181513039']
328	ENSMUSG00000004207	Psap	0.0011400043104020845	0.021780575423940837	0.072	True	CDS	1366.0	['chr10:60296003-60299098' 'chr10:60297546-60299098']
235	ENSMUSG00000030189	Ybx3	0.0011662040384472258	0.021780575423940837	0.171	True	CDS	12452.0	['chr6:131370415-131375974' 'chr6:131370415-131379358']
554	ENSMUSG00000036402	Gng12	0.0017441767729967448	0.028329644345410118	0.126	True	5' UTR	14857.0	['chr6:66896516-66914453' 'chr6:66896528-66914453' 'chr6:66896990-66914453']
203	ENSMUSG00000058153	Sez6l	0.0017845445256951253	0.028329644345410118	0.055	True	CDS	53.0	['chr5:112426759-112428376' 'chr5:112426759-112436283']
618	ENSMUSG00000032599	Ip6k2	0.002140991256017312	0.031811246696626	0.091	True	CDS	1579.0	['chr9:108796397-108798271' 'chr9:108798179-108798271']
243	ENSMUSG00000001247	Lsr	0.0021541474141022333	0.031811246696626	0.163	True	CDS	6711.0	['chr7:30959315-30962098' 'chr7:30959315-30965969']
51	ENSMUSG00000020530	Ggnbp2	0.002266121236269765	0.032704249659802294	0.208	True	CDS	6014.0	['chr11:84840436-84841415' 'chr11:84840436-84841421']
219	ENSMUSG00000029810	Tmem176b	0.002485608229824284	0.03507469390974267	0.125	True	5' UTR	1565.0	['chr6:48838363-48840361' 'chr6:48838363-48840996']
482	ENSMUSG00000027012	Dync1i2	0.002617498008446664	0.0355273610263242	0.141	True	5' UTR	677.0	['chr2:71211846-71214439' 'chr2:71212075-71214439']
529	ENSMUSG00000057530	Ece1	0.002629584201948405	0.0355273610263242	0.17	False	5' UTR	527.0	['chr4:137862382-137913768' 'chr4:137905156-137913768' 'chr4:137905422-137913768']
402	ENSMUSG00000022139	Mbnl2	0.002859185438135901	0.0378246406920062	0.176	True	CDS	15358.0	['chr14:120396605-120428935' 'chr14:120404733-120428935']
619	ENSMUSG00000033392	Clasp2	0.003393125278418005	0.04340257490714879	0.109	True	CDS	973.0	['chr9:113786635-113813142' 'chr9:113793467-113813142']
315	ENSMUSG00000026087	Mrpl30	0.003417525583240062	0.04340257490714879	0.15	True	5' UTR	12564.0	['chr1:37890585-37893939' 'chr1:37893024-37893939']
543	ENSMUSG00000050017	Pitpnb	0.003847373655971738	0.04790357395180498	0.166	True	CDS	2682.0	['chr5:111383111-111386503' 'chr5:111385605-111386503']
