	chromosome	start	end	cluster	left_exon_count	left_genes	right_exon_count	right_genes	genes	n_genes	genes_cluster	n_genes_cluster	annotated	gene_id	original_cluster	n_start	strand	cluster_type	psi_a	psi_b	delta_psi	lfc_psi	abs_delta_psi	abs_lfc_psi
0	chr1	16648008	16656822	42	10	['ENSMUSG00000079658']	5	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.7297671374109282	0.7183799979599511	0.011387139450977135	0.022689004166283666	0.011387139450977135	0.022689004166283666
1	chr1	16648008	16656862	42	10	['ENSMUSG00000079658']	0	[]	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	False	ENSMUSG00000079658	42	1	-	shared_acceptor	0.06833535132582581	0.06000645482595166	0.008328896499874151	0.1875144072969821	0.008328896499874151	0.1875144072969821
2	chr1	16648008	16656912	42	10	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.04540673865188384	0.056365676638329115	-0.010958937986445275	-0.31191048928827136	0.010958937986445275	0.31191048928827136
3	chr1	16648008	16656992	42	10	['ENSMUSG00000079658']	3	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.15649077261136202	0.16524787057576812	-0.008757097964406102	-0.07855408846490608	0.008757097964406102	0.07855408846490608
4	chr1	37995842	37996893	95	6	['ENSMUSG00000058407']	1	['ENSMUSG00000058407']	['ENSMUSG00000058407']	1	['ENSMUSG00000058407']	1	True	ENSMUSG00000058407	95	1	-	shared_acceptor	0.16736762379709325	0.18843498087300292	-0.021067357075909676	-0.17104633455616325	0.021067357075909676	0.17104633455616325
5	chr1	37995842	37997109	95	6	['ENSMUSG00000058407']	2	['ENSMUSG00000058407']	['ENSMUSG00000058407']	1	['ENSMUSG00000058407']	1	True	ENSMUSG00000058407	95	1	-	shared_acceptor	0.6513905691081329	0.6043854947696887	0.04700507433844414	0.10805379595411257	0.04700507433844414	0.10805379595411257
6	chr1	37995842	37997164	95	6	['ENSMUSG00000058407']	2	['ENSMUSG00000058407']	['ENSMUSG00000058407']	1	['ENSMUSG00000058407']	1	True	ENSMUSG00000058407	95	1	-	shared_acceptor	0.18124180709477397	0.2071795243573083	-0.025937717262534327	-0.1929656462811704	0.025937717262534327	0.1929656462811704
7	chr1	55086942	55087779	165	3	['ENSMUSG00000025980']	1	['ENSMUSG00000025980']	['ENSMUSG00000025980']	1	['ENSMUSG00000025980']	1	True	ENSMUSG00000025980	165	1	-	shared_acceptor	0.7594144718167287	0.7524679136106982	0.0069465582060305175	0.01325742753747744	0.0069465582060305175	0.01325742753747744
8	chr1	55086942	55087989	165	3	['ENSMUSG00000025980']	1	['ENSMUSG00000025980']	['ENSMUSG00000025980']	1	['ENSMUSG00000025980']	1	True	ENSMUSG00000025980	165	1	-	shared_acceptor	0.2405855281832712	0.24753208638930183	-0.006946558206030629	-0.041065683302546674	0.006946558206030629	0.041065683302546674
9	chr1	75274211	75274397	281	2	['ENSMUSG00000033061']	4	['ENSMUSG00000033061']	['ENSMUSG00000033061']	1	['ENSMUSG00000033061']	1	True	ENSMUSG00000033061	281	1	-	shared_acceptor	0.9938042665905218	0.9941814762754981	-0.0003772096849763429	-0.0005474873749240754	0.0003772096849763429	0.0005474873749240754
10	chr1	75274211	75274402	281	2	['ENSMUSG00000033061']	0	[]	['ENSMUSG00000033061']	1	['ENSMUSG00000033061']	1	False	ENSMUSG00000033061	281	1	-	shared_acceptor	0.00619573340947826	0.00581852372450186	0.00037720968497639926	0.0906218949071631	0.00037720968497639926	0.0906218949071631
