cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
16502	ENSMUSG00000025290	Rps24	5.53092938888148e-78	0.685	True	CDS		6.663770348049976e-80	chr14	[24493494 24495450]	[24495775]
24300	ENSMUSG00000018819	Lsp1	2.797351372994302e-63	0.792	True	CDS		6.74060571805856e-65	chr7	[142460967 142472365 142475418 142477367]	[142484479]
1417	ENSMUSG00000090841	Myl6	3.298989790345507e-43	0.275	True	CDS		1.1924059483176533e-44	chr10	[128491034]	[128491290 128491720 128492059]
533	ENSMUSG00000026395	Ptprc	7.156782556867045e-27	0.812	True	CDS		3.449051834634721e-28	chr1	[138117026]	[138117754 138126303]
10991	ENSMUSG00000030695	Aldoa	9.999312851482709e-18	0.202	True	CDS		6.023682440652234e-19	chr7	[126797777]	[126799045 126800002 126800288]
6211	ENSMUSG00000025781	Atp5c1	1.5254973996441623e-15	0.3	True	CDS		1.1027692045620451e-16	chr2	[10056162]	[10056770 10058996]
22882	ENSMUSG00000056737	Capg	2.447175551333494e-13	0.331	True	5' UTR		2.0638829951005367e-14	chr6	[72544467 72549502]	[72555273]
24662	ENSMUSG00000055148	Klf2	9.528835062810924e-12	0.162	False	CDS		9.184419337649083e-13	chr8	[72319150 72320243]	[72320744]
17312	ENSMUSG00000023034	Nr4a1	4.21291802150309e-11	0.081	False	CDS		4.568224360666002e-12	chr15	[101270970 101271866]	[101272153]
17034	ENSMUSG00000059895	Ptp4a3	4.077467101494347e-09	0.447	True	CDS		4.91261096565584e-10	chr15	[73724849 73748466]	[73751129]
18714	ENSMUSG00000024610	Cd74	1.062359941440188e-07	0.064	True	CDS		1.407946910342418e-08	chr18	[60810419 60811486]	[60811859]
3139	ENSMUSG00000015937	Macroh2a1	1.210345317313737e-06	0.355	True	CDS		1.749896844309017e-07	chr13	[56084286]	[56088252 56089758]
9693	ENSMUSG00000004980	Hnrnpa2b1	3.282770934412785e-06	0.288	True	CDS		5.537203985756504e-07	chr6	[51464212]	[51464428 51465179]
24301	ENSMUSG00000018819	Lsp1	1.247037502005941e-05	0.054	False	CDS		2.403927714710248e-06	chr7	[142490035 142490423]	[142490559]
22474	ENSMUSG00000019054	Fis1	1.5111781949100929e-05	0.125	True	CDS		3.0951842546351297e-06	chr5	[136953591 136962229]	[136962999]
9896	ENSMUSG00000030067	Foxp1	2.7873985762029545e-05	0.357	True	CDS		6.044960767669059e-06	chr6	[99076046]	[99096144 99162839]
23084	ENSMUSG00000042079	Hnrnpf	6.932608884953636e-05	0.176	True	5' UTR		1.670508165049069e-05	chr6	[117906840 117907209 117917072]	[117917470]
16133	ENSMUSG00000015396	Cd83	0.00013632812063866023	0.126	False	CDS		3.613516450663284e-05	chr13	[43797722 43797729]	[43799602]
15405	ENSMUSG00000057322	Rpl38	0.00015807180358898062	0.122	True	5' UTR		4.3803029910199453e-05	chr11	[114668610 114668627]	[114668781]
9895	ENSMUSG00000030067	Foxp1	0.00045861568163271864	0.254	True	CDS		0.00014918823378413736	chr6	[99016666]	[99028164 99075854]
7009	ENSMUSG00000027620	Rbm39	0.0005597045445897922	0.128	True	CDS		0.000188815990945954	chr2	[156177386]	[156177633 156178880 156179177]
25338	ENSMUSG00000032294	Pkm	0.0011609557430371294	0.147	True	CDS		0.0004112136488759157	chr9	[59675196 59675735]	[59678044]
13663	ENSMUSG00000053332	Gas5	0.0011784522151478394	0.206	True	Non-coding		0.0004401448032479882	chr1	[161036853 161037165]	[161037288]
20541	ENSMUSG00000027940	Tpm3	0.00514591193025599	0.076	True	CDS		0.0020459649843186465	chr3	[90088477 90089124]	[90089797]
20542	ENSMUSG00000027940	Tpm3	0.016074817120340732	0.066	True	CDS		0.007405387730133817	chr3	[90090080 90091092]	[90099528]
10111	ENSMUSG00000030220	Arhgdib	0.016074817120340732	0.086	True	5' UTR		0.007738332617777638	chr6	[136933774]	[136941438 136941651]
