cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
48	ENSMUSG00000025290	Rps24	6.508025241769445e-80	5.4016609506686375e-78	0.689	True	CDS	396.0	['chr14:24493494-24495775' 'chr14:24495450-24495775']
77	ENSMUSG00000018819	Lsp1	1.7268506947941961e-65	7.166430383395914e-64	0.803	True	CDS	1182.0	['chr7:142460967-142484479' 'chr7:142472365-142484479' 'chr7:142475418-142484479' 'chr7:142477367-142484479']
2	ENSMUSG00000090841	Myl6	7.445276306429361e-45	2.0598597781121233e-43	0.275	True	CDS	1168.0	['chr10:128491034-128491290' 'chr10:128491034-128491720' 'chr10:128491034-128492059']
0	ENSMUSG00000026395	Ptprc	3.2684399311513837e-28	6.782012857139121e-27	0.818	True	CDS	51.0	['chr1:138117026-138117754' 'chr1:138117026-138126303']
34	ENSMUSG00000030695	Aldoa	4.1034182980247575e-19	6.811674374721097e-18	0.201	True	CDS	7815.0	['chr7:126797777-126799045' 'chr7:126797777-126800002' 'chr7:126797777-126800288']
22	ENSMUSG00000025781	Atp5c1	8.283036310879684e-17	1.145820023005023e-15	0.301	True	CDS	7655.0	['chr2:10056162-10056770' 'chr2:10056162-10058996']
69	ENSMUSG00000056737	Capg	2.0560928244071895e-14	2.4379386346542395e-13	0.333	True	5' UTR	3997.0	['chr6:72544467-72555273' 'chr6:72549502-72555273']
79	ENSMUSG00000055148	Klf2	5.976191555636333e-13	6.200298738972695e-12	0.162	False	CDS	7735.0	['chr8:72319150-72320744' 'chr8:72320243-72320744']
51	ENSMUSG00000023034	Nr4a1	2.817031579852624e-12	2.597929123641864e-11	0.08	False	CDS	2998.0	['chr15:101270970-101272153' 'chr15:101271866-101272153']
49	ENSMUSG00000059895	Ptp4a3	4.903363303272927e-10	4.06979154171653e-09	0.451	True	CDS	522.0	['chr15:73724849-73751129' 'chr15:73748466-73751129']
59	ENSMUSG00000024610	Cd74	1.4082837516623282e-08	1.0626141035270292e-07	0.064	True	CDS	58.0	['chr18:60810419-60811859' 'chr18:60811486-60811859']
11	ENSMUSG00000015937	Macroh2a1	1.74792289404803e-07	1.2089800017165545e-06	0.357	True	CDS	5459.0	['chr13:56084286-56088252' 'chr13:56084286-56089758']
27	ENSMUSG00000004980	Hnrnpa2b1	5.525226035883003e-07	3.275669721273495e-06	0.29	True	CDS	8654.0	['chr6:51464212-51464428' 'chr6:51464212-51465179']
78	ENSMUSG00000018819	Lsp1	2.246353437834837e-06	1.154692315236444e-05	0.052	False	CDS	1182.0	['chr7:142490035-142490559' 'chr7:142490423-142490559']
68	ENSMUSG00000019054	Fis1	2.365032452893921e-06	1.154692315236444e-05	0.125	True	CDS	9508.0	['chr5:136953591-136962999' 'chr5:136962229-136962999']
31	ENSMUSG00000030067	Foxp1	6.038573791344201e-06	2.7844534704531598e-05	0.36	True	CDS	678.0	['chr6:99076046-99096144' 'chr6:99076046-99162839']
70	ENSMUSG00000042079	Hnrnpf	1.661150383479735e-05	6.8937740914409e-05	0.178	True	5' UTR	924.0	['chr6:117906840-117917470' 'chr6:117907209-117917470' 'chr6:117917072-117917470']
47	ENSMUSG00000015396	Cd83	3.608925585793315e-05	0.0001361549198276569	0.125	False	CDS	39.0	['chr13:43797722-43799602' 'chr13:43797729-43799602']
45	ENSMUSG00000057322	Rpl38	4.378949841265401e-05	0.000158022972532621	0.122	True	5' UTR	610.0	['chr11:114668610-114668781' 'chr11:114668627-114668781']
23	ENSMUSG00000027620	Rbm39	0.00014337206179637337	0.00044188729018656544	0.129	True	CDS	1266.0	['chr2:156177386-156177633' 'chr2:156177386-156178880' 'chr2:156177386-156179177']
30	ENSMUSG00000030067	Foxp1	0.0001490704111472751	0.00044188729018656544	0.256	True	CDS	678.0	['chr6:99016666-99028164' 'chr6:99016666-99075854']
80	ENSMUSG00000032294	Pkm	0.00041041081806030764	0.0011489547712711984	0.147	True	CDS	4577.0	['chr9:59675196-59678044' 'chr9:59675735-59678044']
43	ENSMUSG00000053332	Gas5	0.0004400144086212028	0.001178103094050317	0.207	True	Non-coding	5442.0	['chr1:161036853-161037288' 'chr1:161037165-161037288']
62	ENSMUSG00000027940	Tpm3	0.002027213400562633	0.005098748855960561	0.076	True	CDS	3250.0	['chr3:90088477-90089797' 'chr3:90089124-90089797']
63	ENSMUSG00000027940	Tpm3	0.007359319819367452	0.015725134500156487	0.065	True	CDS	3250.0	['chr3:90090080-90099528' 'chr3:90091092-90099528']
32	ENSMUSG00000030220	Arhgdib	0.00773850928943115	0.016057406775569636	0.085	True	5' UTR	64.0	['chr6:136933774-136941438' 'chr6:136933774-136941651']
