cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
421	ENSMUSG00000032366	Tpm1	2.7597417621797456e-257	2.4699688771508722e-254	0.817	True	CDS	284.0	['chr9:67036129-67043578' 'chr9:67036129-67047786' 'chr9:67036129-67048124']
667	ENSMUSG00000026879	Gsn	1.2766756887531674e-201	5.7131237071704255e-199	0.841	True	5' UTR	2510.0	['chr2:35266904-35283905' 'chr2:35282602-35283905' 'chr2:35282722-35283905']
41	ENSMUSG00000090841	Myl6	5.563962724157996e-165	1.659915546040469e-162	0.158	True	CDS	328.0	['chr10:128492746-128492939' 'chr10:128492746-128493539']
559	ENSMUSG00000025290	Rps24	3.42440016343309e-152	7.662095365681542e-150	0.843	True	CDS	1845.0	['chr14:24493494-24495430' 'chr14:24494070-24495430']
40	ENSMUSG00000090841	Myl6	4.431436463851543e-141	7.932271270294263e-139	0.595	True	CDS	328.0	['chr10:128491034-128491290' 'chr10:128491034-128491720' 'chr10:128491034-128492059']
628	ENSMUSG00000039601	Rcan2	3.5389985402881704e-122	5.2790061559298544e-120	0.88	True	CDS	1371.0	['chr17:43836498-44017767' 'chr17:43953538-44017767']
515	ENSMUSG00000020486	Septin4	5.633257045525937e-108	7.202521508208165e-106	0.647	True	CDS	2643.0	['chr11:87578538-87583921' 'chr11:87579029-87583921' 'chr11:87581099-87583921' 'chr11:87581226-87583921' 'chr11:87583365-87583921' 'chr11:87583615-87583921']
385	ENSMUSG00000025147	Mob2	8.312603286653354e-98	9.299724926943444e-96	0.74	True	CDS	370.0	['chr7:142016506-142025830' 'chr7:142016506-142060985']
212	ENSMUSG00000025006	Sorbs1	2.515128889416366e-97	2.5011559511418305e-95	0.677	False	CDS	355.0	['chr19:40352566-40356587' 'chr19:40352566-40363202']
870	ENSMUSG00000032294	Pkm	6.936574517785462e-84	6.208234193417989e-82	0.619	True	CDS	2912.0	['chr9:59675196-59678044' 'chr9:59675735-59678044']
803	ENSMUSG00000040811	Eml2	1.1618871382273824e-82	9.453536261031891e-81	0.942	True	CDS	1262.0	['chr7:19179856-19181709' 'chr7:19181224-19181709']
