cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
22274	ENSMUSG00000008658	Rbfox1	0.0	0.437	False	CDS	1102.0	0.0	chr16	[6809249 7039201 7040026 7193878 7217830]	[7224311]
9537	ENSMUSG00000033981	Gria2	1.8430860182311136e-266	0.574	True	CDS	541.0	2.7942480567482012e-270	chr3	[80689352]	[80690404 80691320]
14172	ENSMUSG00000025468	Caly	1.7352083988935685e-247	0.351	True	5' UTR	5100.0	3.946046995664575e-251	chr7	[140074101]	[140081075 140081381 140081393 140081605 140082093 140082200 140082462]
26596	ENSMUSG00000028161	Ppp3ca	2.655062608495738e-242	0.178	True	CDS	64.0	8.050523373243594e-246	chr3	[136928620 136932041]	[136935029]
21119	ENSMUSG00000040640	Erc2	7.420130033773224e-209	0.574	True	CDS	162.0	2.812359776293672e-212	chr14	[27777243 27798647 27876203]	[27876587]
16027	ENSMUSG00000032503	Arpp21	1.6694004579056812e-194	0.32	True	5' UTR	127.0	7.592785587806313e-198	chr9	[112187767]	"[112187854 112187861 112187903 112188021 112188124 112206245 112219803
 112228864 112230916 112232335 112233092 112233646 112234310 112235646
 112235650]"
24287	ENSMUSG00000024921	Smarca2	1.4751078671304959e-170	0.508	True	CDS	294.0	7.827285529042958e-174	chr19	"[26720948 26722223 26748299 26748341 26748953 26749943 26749948 26750011
 26751157]"	[26751824]
3888	ENSMUSG00000057531	Dtnbp1	1.5193848480313196e-165	0.354	False	CDS	582.0	9.213977247006183e-169	chr13	[44931152]	[44946172 44946865 44946869 44948505 44953172 44970046]
5807	ENSMUSG00000013539	Tango2	4.924871281168223e-144	0.361	True	CDS	5134.0	3.7332256527958025e-147	chr16	[18316735]	[18319744 18324357 18343798 18347871]
32259	ENSMUSG00000032336	Nptn	4.557420561321345e-134	0.314	True	CDS	942.0	3.8001535911563675e-137	chr9	[58582527 58582707 58619011 58621578]	[58623687]
28000	ENSMUSG00000029095	Ablim2	4.179157912378166e-133	0.525	True	CDS	279.0	3.801538428482263e-136	chr5	[35812220 35814664]	[35824025]
12905	ENSMUSG00000038077	Kcna6	5.138042922151675e-130	0.426	False	3' UTR	380.0	5.063262430865052e-133	chr6	[126708708]	[126712560 126712586 126715063 126727480 126735215 126737281]
