cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	chromosome	start	end	Annotated	Region	diff_exp_rank
17705	ENSMUSG00000055447	Cd47	1.42e-184	9.409999999999999e-182	0.975	chr16	[49898133 49906813 49908079 49908736]	[49910869]	True	CDS	
21020	ENSMUSG00000028478	Clta	4.5300000000000005e-167	1.5e-164	0.932	chr4	[44025561 44030269 44031436]	[44032401]	True	CDS	
3109	ENSMUSG00000047547	Cltb	2.29e-146	5.0700000000000006e-144	0.906	chr13	[54594043]	[54597026 54598722]	True	CDS	
10858	ENSMUSG00000037032	Apbb1	4.58e-127	7.590000000000001e-125	0.947	chr7	[105565648]	[105565946 105566051]	True	CDS	
18600	ENSMUSG00000024381	Bin1	2.2099999999999997e-115	2.93e-113	0.899	chr18	[32414291 32415038]	[32419843]	True	CDS	
25338	ENSMUSG00000032294	Pkm	2.93e-109	3.25e-107	0.807	chr9	[59675196 59675735]	[59678044]	True	CDS	
13000	ENSMUSG00000031422	Morf4l2	8.87e-101	8.41e-99	0.693	chrX	[136734502]	[136735546 136739805]	True	5' UTR	
14618	ENSMUSG00000020458	Rtn4	2.1800000000000001e-100	1.81e-98	0.773	chr11	[29693694 29705592 29708771 29718883]	[29733633]	True	CDS	
20086	ENSMUSG00000005881	Ergic3	4.7099999999999997e-98	3.47e-96	0.919	chr2	[156011407 156015392]	[156015989]	True	CDS	
26108	ENSMUSG00000031367	Ap1s2	1.25e-81	8.29e-80	0.962	chrX	[163917844 163931372]	[163932133]	True	CDS	
24515	ENSMUSG00000031517	Gpm6a	7.7e-78	4.65e-76	0.721	chr8	[54779651 54955316]	[55037328]	False	5' UTR	
18602	ENSMUSG00000024381	Bin1	2.3199999999999997e-74	1.29e-72	0.669	chr18	[32424968 32426353 32431743]	[32431983]	True	CDS	
11636	ENSMUSG00000031708	Tecr	5.33e-72	2.72e-70	0.585	chr8	[83573324]	[83573411 83573871]	True	CDS	
21740	ENSMUSG00000040407	Akap9	4.01e-68	1.9000000000000001e-66	0.944	chr5	[3951735 3954451]	[3954792]	True	CDS	
24811	ENSMUSG00000036564	Ndrg4	1.1300000000000001e-66	5.01e-65	0.699	chr8	[95711145 95712364]	[95713178]	True	CDS	
6383	ENSMUSG00000026860	Sh3glb2	1.13e-64	4.68e-63	0.918	chr2	[30345940]	[30346059 30346353]	True	CDS	
14052	ENSMUSG00000004207	Psap	1.6000000000000002e-64	6.27e-63	0.536	chr10	[60296003 60297546]	[60299098]	True	CDS	
