cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
442	ENSMUSG00000055447	Cd47	1.3487417790967528e-185	8.861233488665667e-183	0.984	True	CDS	11431.0	['chr16:49898133-49910869' 'chr16:49906813-49910869' 'chr16:49908079-49910869' 'chr16:49908736-49910869']
528	ENSMUSG00000028478	Clta	1.5152764018760834e-167	4.977682980162935e-165	0.942	True	CDS	5387.0	['chr4:44025561-44032401' 'chr4:44030269-44032401' 'chr4:44031436-44032401']
69	ENSMUSG00000047547	Cltb	2.904152623978936e-147	6.3600942465138716e-145	0.921	True	CDS	11150.0	['chr13:54594043-54597026' 'chr13:54594043-54598722']
271	ENSMUSG00000037032	Apbb1	1.1609634536071647e-127	1.9068824725497675e-125	0.958	True	CDS	10141.0	['chr7:105565648-105565946' 'chr7:105565648-105566051']
468	ENSMUSG00000024381	Bin1	2.1131715545940274e-115	2.776707422736552e-113	0.902	True	CDS	4742.0	['chr18:32414291-32419843' 'chr18:32415038-32419843']
632	ENSMUSG00000032294	Pkm	2.814925084578875e-109	3.0823429676138683e-107	0.812	True	CDS	2986.0	['chr9:59675196-59678044' 'chr9:59675735-59678044']
321	ENSMUSG00000031422	Morf4l2	6.60492680932448e-101	6.199195591037407e-99	0.701	True	5' UTR	2052.0	['chrX:136734502-136735546' 'chrX:136734502-136739805']
355	ENSMUSG00000020458	Rtn4	8.022528815724868e-101	6.588501789914046e-99	0.783	True	CDS	5283.0	['chr11:29693694-29733633' 'chr11:29705592-29733633' 'chr11:29708771-29733633' 'chr11:29718883-29733633']
507	ENSMUSG00000005881	Ergic3	2.0234448167506395e-98	1.4771147162279663e-96	0.93	True	CDS	11317.0	['chr2:156011407-156015989' 'chr2:156015392-156015989']
656	ENSMUSG00000031367	Ap1s2	7.174420502049409e-82	4.713594269846463e-80	0.971	True	CDS	704.0	['chrX:163917844-163932133' 'chrX:163931372-163932133']
604	ENSMUSG00000031517	Gpm6a	7.45772540611497e-78	4.454295992561398e-76	0.725	False	5' UTR	594.0	['chr8:54779651-55037328' 'chr8:54955316-55037328']
469	ENSMUSG00000024381	Bin1	1.7737703387887964e-74	9.711392604868662e-73	0.672	True	CDS	4742.0	['chr18:32424968-32431983' 'chr18:32426353-32431983' 'chr18:32431743-32431983']
291	ENSMUSG00000031708	Tecr	5.281105756654616e-72	2.6689896016323723e-70	0.589	True	CDS	12337.0	['chr8:83573324-83573411' 'chr8:83573324-83573871']
551	ENSMUSG00000040407	Akap9	3.15511199722017e-68	1.4806489872668942e-66	0.952	True	CDS	3821.0	['chr5:3951735-3954792' 'chr5:3954451-3954792']
