	chromosome	start	end	cluster	left_exon_count	left_genes	right_exon_count	right_genes	genes	n_genes	genes_cluster	n_genes_cluster	annotated	gene_id	original_cluster	n_start	strand	cluster_type	psi_a	psi_b	delta_psi	lfc_psi	abs_delta_psi	abs_lfc_psi
0	chr1	55014563	55014869	0	4	['ENSMUSG00000025982']	2	['ENSMUSG00000025982']	['ENSMUSG00000025982']	1	['ENSMUSG00000025982']	1	True	ENSMUSG00000025982	162	1	-	shared_acceptor	0.01324525985529898	0.058922139125651335	-0.045676879270352355	-2.153333575044897	0.045676879270352355	2.153333575044897
1	chr1	55014563	55016376	0	4	['ENSMUSG00000025982']	5	['ENSMUSG00000025982']	['ENSMUSG00000025982']	1	['ENSMUSG00000025982']	1	True	ENSMUSG00000025982	162	1	-	shared_acceptor	0.986754740144701	0.9410778608743486	0.045676879270352355	0.06837745395326388	0.045676879270352355	0.06837745395326388
2	chr1	138115643	138116954	1	8	['ENSMUSG00000026395']	6	['ENSMUSG00000026395']	['ENSMUSG00000026395']	1	['ENSMUSG00000026395']	1	True	ENSMUSG00000026395	532	1	-	shared_acceptor	0.9969294581445685	0.8910696405519786	0.10585981759258989	0.16195323585322446	0.10585981759258989	0.16195323585322446
3	chr1	138115643	138126303	1	8	['ENSMUSG00000026395']	11	['ENSMUSG00000026395']	['ENSMUSG00000026395']	1	['ENSMUSG00000026395']	1	True	ENSMUSG00000026395	532	1	-	shared_acceptor	0.003070541855431671	0.10893035944802137	-0.10585981759258971	-5.148768560744498	0.10585981759258971	5.148768560744498
4	chr1	138117026	138117754	2	6	['ENSMUSG00000026395']	2	['ENSMUSG00000026395']	['ENSMUSG00000026395']	1	['ENSMUSG00000026395']	1	True	ENSMUSG00000026395	533	1	-	shared_acceptor	0.9569358268288092	0.060961174917835106	0.895974651910974	3.9724595434939403	0.895974651910974	3.9724595434939403
5	chr1	138117026	138120020	2	6	['ENSMUSG00000026395']	4	['ENSMUSG00000026395']	['ENSMUSG00000026395']	1	['ENSMUSG00000026395']	1	True	ENSMUSG00000026395	533	1	-	shared_acceptor	0.03142235686649236	0.15313430508135895	-0.12171194821486658	-2.284934173834079	0.12171194821486658	2.284934173834079
6	chr1	138117026	138126303	2	6	['ENSMUSG00000026395']	11	['ENSMUSG00000026395']	['ENSMUSG00000026395']	1	['ENSMUSG00000026395']	1	True	ENSMUSG00000026395	533	1	-	shared_acceptor	0.011641816304698474	0.785904520000806	-0.7742627036961075	-6.076965863359641	0.7742627036961075	6.076965863359641
7	chr1	138120167	138122456	3	5	['ENSMUSG00000026395']	5	['ENSMUSG00000026395']	['ENSMUSG00000026395']	1	['ENSMUSG00000026395']	1	True	ENSMUSG00000026395	534	1	-	shared_acceptor	0.9356457651372886	0.05409007310765483	0.8815556920296338	4.112526652129213	0.8815556920296338	4.112526652129213
8	chr1	138120167	138126303	3	5	['ENSMUSG00000026395']	11	['ENSMUSG00000026395']	['ENSMUSG00000026395']	1	['ENSMUSG00000026395']	1	True	ENSMUSG00000026395	534	1	-	shared_acceptor	0.06435423486271151	0.9459099268923452	-0.8815556920296337	-3.87759579640066	0.8815556920296337	3.87759579640066
9	chr1	161244343	161247257	4	10	['ENSMUSG00000026701']	7	['ENSMUSG00000026701']	['ENSMUSG00000026701']	1	['ENSMUSG00000026701']	1	True	ENSMUSG00000026701	613	1	-	shared_acceptor	0.9757944279258419	0.9725058419831952	0.0032885859426466935	0.004870328465460982	0.0032885859426466935	0.004870328465460982
10	chr1	161244343	161251022	4	10	['ENSMUSG00000026701']	5	['ENSMUSG00000026701']	['ENSMUSG00000026701']	1	['ENSMUSG00000026701']	1	True	ENSMUSG00000026701	613	1	-	shared_acceptor	0.024205572074158077	0.027494158016804795	-0.0032885859426467177	-0.18378590770684244	0.0032885859426467177	0.18378590770684244
11	chr1	162720607	162721430	5	13	['ENSMUSG00000040225']	9	['ENSMUSG00000040225']	['ENSMUSG00000040225']	1	['ENSMUSG00000040225']	1	True	ENSMUSG00000040225	621	1	-	shared_acceptor	0.8420706874309134	0.7865330009376715	0.05553768649324187	0.09843404620870155	0.05553768649324187	0.09843404620870155
12	chr1	162720607	162721445	5	13	['ENSMUSG00000040225']	4	['ENSMUSG00000040225']	['ENSMUSG00000040225']	1	['ENSMUSG00000040225']	1	True	ENSMUSG00000040225	621	1	-	shared_acceptor	0.15792931256908674	0.21346699906232838	-0.055537686493241645	-0.43473408285149073	0.055537686493241645	0.43473408285149073
13	chr10	18018906	18022995	6	3	['ENSMUSG00000078453']	1	['ENSMUSG00000078453']	['ENSMUSG00000078453']	1	['ENSMUSG00000078453']	1	True	ENSMUSG00000078453	878	1	-	shared_acceptor	0.14276091970381297	0.12849622674639397	0.014264692957419	0.1518751039038464	0.014264692957419	0.1518751039038464
14	chr10	18018906	18023067	6	3	['ENSMUSG00000078453']	2	['ENSMUSG00000078453']	['ENSMUSG00000078453']	1	['ENSMUSG00000078453']	1	True	ENSMUSG00000078453	878	1	-	shared_acceptor	0.857239080296187	0.8715037732536061	-0.014264692957419056	-0.023809288709558923	0.014264692957419056	0.023809288709558923
15	chr10	23786005	23786625	7	9	['ENSMUSG00000061983']	3	['ENSMUSG00000061983']	['ENSMUSG00000061983']	1	['ENSMUSG00000061983']	1	True	ENSMUSG00000061983	896	1	-	shared_acceptor	0.002119841920536879	0.0109736291216723	-0.008853787201135421	-2.372011583339793	0.008853787201135421	2.372011583339793
16	chr10	23786005	23786764	7	9	['ENSMUSG00000061983']	8	['ENSMUSG00000061983']	['ENSMUSG00000061983']	1	['ENSMUSG00000061983']	1	True	ENSMUSG00000061983	896	1	-	shared_acceptor	0.9978801580794632	0.9890263708783277	0.008853787201135499	0.01285757456096371	0.008853787201135499	0.01285757456096371
17	chr10	62495107	62497779	8	6	['ENSMUSG00000020077']	6	['ENSMUSG00000020077']	['ENSMUSG00000020077']	1	['ENSMUSG00000020077']	1	True	ENSMUSG00000020077	1028	1	-	shared_acceptor	0.9924084687224903	0.9830638398214947	0.009344628900995633	0.01364893879544059	0.009344628900995633	0.01364893879544059
18	chr10	62495107	62507642	8	6	['ENSMUSG00000020077']	8	['ENSMUSG00000020077']	['ENSMUSG00000020077']	1	['ENSMUSG00000020077']	1	False	ENSMUSG00000020077	1028	1	-	shared_acceptor	0.007591531277509709	0.0169361601785053	-0.009344628900995591	-1.1576438901892168	0.009344628900995591	1.1576438901892168
19	chr10	128491034	128491290	9	11	['ENSMUSG00000090841']	1	['ENSMUSG00000090841']	['ENSMUSG00000090841']	1	['ENSMUSG00000090841']	1	True	ENSMUSG00000090841	1417	1	-	shared_acceptor	0.009956569605578404	0.014454927456546916	-0.004498357850968512	-0.5378406504756592	0.004498357850968512	0.5378406504756592
20	chr10	128491034	128491720	9	11	['ENSMUSG00000090841']	1	['ENSMUSG00000090841']	['ENSMUSG00000090841']	1	['ENSMUSG00000090841']	1	True	ENSMUSG00000090841	1417	1	-	shared_acceptor	0.006463686873717322	0.17724075362658642	-0.1707770667528691	-4.777209031004487	0.1707770667528691	4.777209031004487
21	chr10	128491034	128492059	9	11	['ENSMUSG00000090841']	14	['ENSMUSG00000090841']	['ENSMUSG00000090841']	1	['ENSMUSG00000090841']	1	True	ENSMUSG00000090841	1417	1	-	shared_acceptor	0.9835797435207042	0.8083043189168667	0.1752754246038375	0.2831434668616639	0.1752754246038375	0.2831434668616639
22	chr10	128492746	128492939	10	15	['ENSMUSG00000090841']	3	['ENSMUSG00000090841']	['ENSMUSG00000090841']	1	['ENSMUSG00000090841']	1	True	ENSMUSG00000090841	1420	1	-	shared_acceptor	1.4317077628780204e-12	0.01829772440682794	-0.018297724405396232	-24.1230969417252	0.018297724405396232	24.1230969417252
23	chr10	128492746	128493539	10	15	['ENSMUSG00000090841']	21	['ENSMUSG00000090841']	['ENSMUSG00000090841']	1	['ENSMUSG00000090841']	1	True	ENSMUSG00000090841	1420	1	-	shared_acceptor	0.9999999999985683	0.981702275593172	0.018297724405396232	0.02664253533939615	0.018297724405396232	0.02664253533939615
24	chr11	4702221	4703904	11	4	['ENSMUSG00000059534']	2	['ENSMUSG00000059534']	['ENSMUSG00000059534']	1	['ENSMUSG00000059534']	1	True	ENSMUSG00000059534	1472	1	-	shared_acceptor	0.0865146744913128	0.07352562723171552	0.012989047259597278	0.23469767186751422	0.012989047259597278	0.23469767186751422
25	chr11	4702221	4704157	11	4	['ENSMUSG00000059534']	3	['ENSMUSG00000059534']	['ENSMUSG00000059534']	1	['ENSMUSG00000059534']	1	True	ENSMUSG00000059534	1472	1	-	shared_acceptor	0.9134853255086871	0.9264743727682845	-0.012989047259597375	-0.020369517186932223	0.012989047259597375	0.020369517186932223
26	chr11	6429226	6433724	12	4	['ENSMUSG00000041126']	2	['ENSMUSG00000041126']	['ENSMUSG00000041126']	1	['ENSMUSG00000041126']	1	True	ENSMUSG00000041126	1517	1	-	shared_acceptor	0.96359033617165	0.9255340849852386	0.03805625118641143	0.05813380309067165	0.03805625118641143	0.05813380309067165
