cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
1044	ENSMUSG00000004207	Psap	1.5822000222979002e-68	3.14224924428363e-65	0.299	True	CDS	4076.0	['chr10:60296003-60299098' 'chr10:60297546-60299098']
660	ENSMUSG00000059325	Hopx	2.7572921830697964e-40	2.7379911377883077e-37	0.356	True	5' UTR	8579.0	['chr5:77095023-77095151' 'chr5:77095023-77114847']
1475	ENSMUSG00000026879	Gsn	2.83827599723747e-36	1.878938710171205e-33	0.282	True	5' UTR	80.0	['chr2:35266904-35283905' 'chr2:35282602-35283905' 'chr2:35282722-35283905']
1633	ENSMUSG00000006390	Elovl1	3.882493379459118e-33	1.9276579629014515e-30	0.283	True	5' UTR	226.0	['chr4:118428216-118430496' 'chr4:118429831-118430496']
1923	ENSMUSG00000032013	Trim29	5.168699182911796e-31	2.0530073154525653e-28	0.062	False	CDS	214.0	['chr9:43329616-43332310' 'chr9:43330939-43332310']
840	ENSMUSG00000038650	Rnh1	2.786648119669693e-26	7.906118808091443e-24	0.137	True	CDS	106.0	['chr7:141166788-141168574' 'chr7:141166788-141168676' 'chr7:141166788-141172742']
1441	ENSMUSG00000032702	Kank1	1.5798911287479155e-24	3.4862930907704e-22	0.371	False	CDS	13670.0	['chr19:25378531-25409086' 'chr19:25383791-25409086' 'chr19:25407034-25409086' 'chr19:25407038-25409086' 'chr19:25407191-25409086']
49	ENSMUSG00000019820	Utrn	3.737542753952742e-22	7.422759909350144e-20	0.538	True	CDS	9008.0	['chr10:12765333-12826769' 'chr10:12765333-12861568']
610	ENSMUSG00000033295	Ptprf	3.251237405721769e-19	5.3807979064695276e-17	0.467	True	CDS	731.0	['chr4:118226572-118227819' 'chr4:118226572-118230695']
411	ENSMUSG00000024096	Ralbp1	2.72281921195057e-18	3.8625135392384514e-16	0.151	True	5' UTR	237.0	['chr17:65867831-65884222' 'chr17:65867831-65884678' 'chr17:65867831-65885182' 'chr17:65867831-65885186']
67	ENSMUSG00000019947	Arid5b	5.332533361930277e-17	6.619007035495956e-15	0.246	True	CDS	2653.0	['chr10:68135107-68136486' 'chr10:68135107-68186026']
645	ENSMUSG00000029059	Prxl2b	9.803168668870755e-16	1.0816162764654069e-13	0.13	False	CDS	316.0	['chr4:154897159-154897349' 'chr4:154897159-154897506']
529	ENSMUSG00000032046	Abhd12	1.1071057819838411e-15	1.157216885799952e-13	0.283	False	CDS	1604.0	['chr2:150858485-150858771' 'chr2:150858485-150904357']
530	ENSMUSG00000027459	Fam110a	1.0729244280276574e-14	1.0146799590775843e-12	0.456	True	5' UTR	2126.0	['chr2:151970925-151973610' 'chr2:151970925-151979993']
611	ENSMUSG00000033295	Ptprf	1.7174475583106884e-14	1.5182491485998036e-12	0.149	False	5' UTR	731.0	['chr4:118284853-118287648' 'chr4:118284853-118291180']
1925	ENSMUSG00000032010	Usp2	1.7582945829705683e-14	1.5182491485998036e-12	0.339	True	CDS	9599.0	['chr9:44076223-44089132' 'chr9:44085336-44089132']
343	ENSMUSG00000000326	Comt	2.1420204448680152e-14	1.7701351739794064e-12	0.132	False	CDS	3452.0	['chr16:18411321-18411690' 'chr16:18411321-18424304']
1157	ENSMUSG00000039230	Tbcd	5.2922930405634145e-14	4.0424976840611316e-12	0.408	True	CDS	1386.0	['chr11:121597393-121601957' 'chr11:121601838-121601957']
1984	ENSMUSG00000031379	Pir	1.0819251746852283e-13	7.958160729351345e-12	0.069	False	CDS	148.0	['chrX:164330100-164358148' 'chrX:164342519-164358148']
311	ENSMUSG00000022565	Plec	3.4867133368235915e-13	2.3877974782522943e-11	0.127	True	CDS	268.0	['chr15:76194813-76195424' 'chr15:76194813-76197980' 'chr15:76194813-76199549' 'chr15:76194813-76205598']
58	ENSMUSG00000019866	Crybg1	5.008752015666792e-13	3.315793834371416e-11	0.475	False	CDS	12063.0	['chr10:44004891-44022092' 'chr10:44004891-44065725']
246	ENSMUSG00000021662	Arhgef28	5.301580942478683e-13	3.396432177987956e-11	0.371	True	CDS	4395.0	['chr13:97996934-98016015' 'chr13:97996934-98029377']
930	ENSMUSG00000032475	Nck1	2.906120941397815e-12	1.6975165263576642e-10	0.403	True	CDS	5383.0	['chr9:100497971-100506726' 'chr9:100497971-100508429']
624	ENSMUSG00000066043	Phactr4	3.916885010787637e-12	2.222552466121213e-10	0.473	True	CDS	841.0	['chr4:132387066-132397952' 'chr4:132387066-132413070']
1938	ENSMUSG00000032373	Car12	1.7773167150266764e-11	9.539867556872916e-10	0.278	True	CDS	1259.0	['chr9:66753822-66763247' 'chr9:66762433-66763247']
1921	ENSMUSG00000041444	Arhgap32	2.0649594097900505e-11	1.0792129968008002e-09	0.289	True	CDS	1078.0	['chr9:32208266-32239262' 'chr9:32224588-32239262']
1059	ENSMUSG00000019929	Dcn	4.944400203584425e-11	2.517840719056069e-09	0.131	True	5' UTR	248.0	['chr10:97479790-97483339' 'chr10:97479871-97483339' 'chr10:97479968-97483339' 'chr10:97482548-97483339']
1314	ENSMUSG00000060636	Rpl35a	7.166176897669047e-11	3.558006829692682e-09	0.061	True	5' UTR	1638.0	['chr16:33056511-33057136' 'chr16:33056556-33057136' 'chr16:33056618-33057136']
1768	ENSMUSG00000042079	Hnrnpf	1.1548606648829759e-10	5.594032391359976e-09	0.089	False	5' UTR	2247.0	['chr6:117906840-117917470' 'chr6:117907209-117917470' 'chr6:117907880-117917470' 'chr6:117907919-117917470' 'chr6:117917072-117917470']
156	ENSMUSG00000038615	Nfe2l1	1.2720559983302244e-10	6.015007649247204e-09	0.238	True	5' UTR	1651.0	['chr11:96828224-96829411' 'chr11:96828224-96829819']
1449	ENSMUSG00000025025	Mxi1	2.2812026909599095e-10	1.0535973358712513e-08	0.298	True	CDS	4023.0	['chr19:53310974-53331351' 'chr19:53329721-53331351']
750	ENSMUSG00000030315	Vgll4	2.357922562380699e-10	1.0642805020200156e-08	0.228	True	5' UTR	4704.0	['chr6:114958012-114968860' 'chr6:114958012-114969713']
118	ENSMUSG00000020315	Sptbn1	2.583824234536368e-10	1.1403277621753836e-08	0.149	True	CDS	8849.0	['chr11:30159446-30197724' 'chr11:30159446-30219579']
1155	ENSMUSG00000025142	Aspscr1	3.202096517576295e-10	1.3824703660666349e-08	0.09	False	CDS	8743.0	['chr11:120704125-120708658' 'chr11:120708280-120708658']
1455	ENSMUSG00000026655	Fam107b	3.3413873325381707e-10	1.4119138813661292e-08	0.253	False	CDS	11946.0	['chr2:3713637-3772796' 'chr2:3749392-3772796']
1153	ENSMUSG00000025372	Baiap2	4.626565485610233e-10	1.875175317228964e-08	0.14	True	CDS	433.0	['chr11:119999298-120006359' 'chr11:120000587-120006359' 'chr11:120003082-120006359' 'chr11:120003086-120006359']
1256	ENSMUSG00000033060	Lmo7	8.67888988251925e-10	3.4472550613366464e-08	0.323	True	CDS	4609.0	['chr14:101884415-101896467' 'chr14:101888707-101896467']
463	ENSMUSG00000025085	Ablim1	1.1528128137990255e-09	4.4028581696247383e-08	0.238	True	CDS	384.0	['chr19:57083604-57118752' 'chr19:57083604-57132862']
650	ENSMUSG00000062604	Srpk2	1.3818131779340055e-09	5.1778886252395e-08	0.3	True	CDS	9465.0	['chr5:23565266-23616327' 'chr5:23565266-23675720']
1722	ENSMUSG00000049327	Kmt5a	1.9886308843440194e-09	7.313742474643005e-08	0.105	True	CDS	1675.0	['chr5:124440016-124447214' 'chr5:124445729-124447214' 'chr5:124446085-124447214']
646	ENSMUSG00000029055	Plch2	3.9490595309102235e-09	1.4259694960704913e-07	0.363	False	5' UTR	9895.0	['chr4:155054750-155056678' 'chr4:155054750-155063989']
1323	ENSMUSG00000022744	Cldnd1	6.82517218611509e-09	2.337033096831822e-07	0.089	True	5' UTR	3380.0	['chr16:58728085-58729438' 'chr16:58729224-58729438']
519	ENSMUSG00000005087	Cd44	8.295246876815878e-09	2.7922644571790395e-07	0.192	False	CDS	1752.0	['chr2:102845411-102846403' 'chr2:102845411-102853015']
817	ENSMUSG00000030629	Zfand6	9.794438192383791e-09	3.188812172143313e-07	0.168	True	5' UTR	1266.0	['chr7:84634410-84679310' 'chr7:84634410-84689746']
226	ENSMUSG00000060147	Serpinb6a	1.252623974989437e-08	3.9779183337064367e-07	0.234	True	CDS	96.0	['chr13:33931647-33935922' 'chr13:33931647-33996243']
198	ENSMUSG00000047446	Arl4a	1.2618774170367852e-08	3.9779183337064367e-07	0.075	True	5' UTR	642.0	['chr12:40036834-40037263' 'chr12:40036834-40037838']
1462	ENSMUSG00000036617	Etl4	1.5108196510957258e-08	4.688262229806424e-07	0.389	True	CDS	571.0	['chr2:20713449-20743459' 'chr2:20737556-20743459']
574	ENSMUSG00000028108	Ecm1	1.6779849628260067e-08	5.126889440265308e-07	0.102	False	CDS	680.0	['chr3:95735420-95735847' 'chr3:95735420-95736472']
1071	ENSMUSG00000040054	Baz2a	2.6015908479875518e-08	7.828423369853453e-07	0.242	False	CDS	3400.0	['chr10:128096524-128108894' 'chr10:128097061-128108894']
842	ENSMUSG00000025147	Mob2	2.9034383044444196e-08	8.606311153174057e-07	0.096	True	CDS	9606.0	['chr7:142016506-142025830' 'chr7:142016506-142060985']
1877	ENSMUSG00000007888	Crlf1	3.903096104651165e-08	1.139933656446649e-06	0.055	True	5' UTR	939.0	['chr8:70492711-70499093' 'chr8:70493401-70499093' 'chr8:70498879-70499093']
1795	ENSMUSG00000060962	Dmkn	6.007979006318597e-08	1.729253087905613e-06	0.144	True	CDS	13.0	['chr7:30765474-30767160' 'chr7:30766518-30767160']
1442	ENSMUSG00000024805	Pcgf5	1.2748265283613114e-07	3.5163965073966165e-06	0.356	True	5' UTR	9789.0	['chr19:36348570-36411956' 'chr19:36409910-36411956']
447	ENSMUSG00000034659	Tmem109	1.3436077699787409e-07	3.655349357777781e-06	0.093	True	CDS	2070.0	['chr19:10874487-10880180' 'chr19:10874487-10881652']
547	ENSMUSG00000037174	Elf2	1.4693384988772186e-07	3.943386836175887e-06	0.215	True	CDS	6260.0	['chr3:51266867-51277205' 'chr3:51266867-51308050']
1035	ENSMUSG00000040653	Ppp1r14c	1.7394066258909964e-07	4.5621788300048524e-06	0.355	False	5' UTR	3192.0	['chr10:3352397-3423494' 'chr10:3366970-3423494']
746	ENSMUSG00000030067	Foxp1	1.7458488976856436e-07	4.5621788300048524e-06	0.204	True	CDS	8774.0	['chr6:99016666-99028164' 'chr6:99016666-99075854']
1983	ENSMUSG00000031379	Pir	2.310327683946829e-07	5.882449718356926e-06	0.066	False	5' UTR	148.0	['chrX:164269678-164280129' 'chrX:164271732-164280129']
427	ENSMUSG00000024456	Diaph1	2.471184745263489e-07	6.212370764675047e-06	0.18	True	CDS	1356.0	['chr18:37905160-37906388' 'chr18:37905160-37935202']
442	ENSMUSG00000024969	Mark2	2.8952091161909647e-07	7.187356630944072e-06	0.182	True	CDS	1533.0	['chr19:7278087-7279986' 'chr19:7278087-7280998']
698	ENSMUSG00000029705	Cux1	3.5057907979411626e-07	8.575056366798175e-06	0.072	True	CDS	12379.0	['chr5:136485852-136565380' 'chr5:136485852-136567178']
1343	ENSMUSG00000024158	Hagh	3.540557009453426e-07	8.575056366798175e-06	0.11	True	5' UTR	3176.0	['chr17:24840282-24852731' 'chr17:24850669-24852731']
368	ENSMUSG00000022940	Pigp	3.6274428347564934e-07	8.679640325092045e-06	0.095	True	CDS	12114.0	['chr16:94370193-94370366' 'chr16:94370193-94370605' 'chr16:94370193-94370741' 'chr16:94370193-94370895' 'chr16:94370193-94371744']
1703	ENSMUSG00000029407	Uso1	4.5304512942360156e-07	1.0711281274229436e-05	0.304	False	CDS	8746.0	['chr5:92182110-92187235' 'chr5:92183503-92187235']
1058	ENSMUSG00000036499	Eea1	4.677635144107094e-07	1.0929156936701986e-05	0.212	True	CDS	1043.0	['chr10:95974079-95989562' 'chr10:95978287-95989562']
1671	ENSMUSG00000040407	Akap9	5.057479313002826e-07	1.1679248739097224e-05	0.137	True	CDS	2821.0	['chr5:3951735-3954792' 'chr5:3954451-3954792']
