	chromosome	start	end	cluster	left_exon_count	left_genes	right_exon_count	right_genes	genes	n_genes	genes_cluster	n_genes_cluster	annotated	gene_id	original_cluster	n_start	strand	cluster_type	psi_a	psi_b	delta_psi	lfc_psi	abs_delta_psi	abs_lfc_psi
0	chr1	13579567	13579690	29	5	['ENSMUSG00000025935']	3	['ENSMUSG00000025935']	['ENSMUSG00000025935']	1	['ENSMUSG00000025935']	1	True	ENSMUSG00000025935	29	1	-	shared_acceptor	0.9970666348767125	0.9816386006649825	0.015428034211730002	0.022497943695883038	0.015428034211730002	0.022497943695883038
1	chr1	13579567	13581023	29	5	['ENSMUSG00000025935']	4	['ENSMUSG00000025935']	['ENSMUSG00000025935']	1	['ENSMUSG00000025935']	1	True	ENSMUSG00000025935	29	1	-	shared_acceptor	0.0029333651232873407	0.01836139933501735	-0.01542803421173001	-2.6460470352424696	0.01542803421173001	2.6460470352424696
2	chr1	16648008	16656822	42	10	['ENSMUSG00000079658']	5	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.6499629959301155	0.7503290268857826	-0.1003660309556671	-0.20716578633452015	0.1003660309556671	0.20716578633452015
3	chr1	16648008	16656862	42	10	['ENSMUSG00000079658']	0	[]	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	False	ENSMUSG00000079658	42	1	-	shared_acceptor	0.05658256663680307	0.04548304366112702	0.011099522975676047	0.31502881338068	0.011099522975676047	0.31502881338068
4	chr1	16648008	16656912	42	10	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.06791487185266513	0.039423544325227454	0.02849132752743768	0.7846700260376762	0.02849132752743768	0.7846700260376762
5	chr1	16648008	16656992	42	10	['ENSMUSG00000079658']	3	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.22553956558041624	0.1647643851278629	0.06077518045255334	0.4529761115422919	0.06077518045255334	0.4529761115422919
6	chr1	51763965	51766822	148	10	['ENSMUSG00000018417']	6	['ENSMUSG00000018417']	['ENSMUSG00000018417']	1	['ENSMUSG00000018417']	1	True	ENSMUSG00000018417	148	1	-	shared_acceptor	0.7498013051111668	0.6941148848102004	0.05568642030096638	0.11133386976262527	0.05568642030096638	0.11133386976262527
7	chr1	51763965	51769004	148	10	['ENSMUSG00000018417']	10	['ENSMUSG00000018417']	['ENSMUSG00000018417']	1	['ENSMUSG00000018417']	1	True	ENSMUSG00000018417	148	1	-	shared_acceptor	0.2501986948888332	0.3058851151897995	-0.05568642030096632	-0.2899156399412952	0.05568642030096632	0.2899156399412952
8	chr1	55086942	55087779	165	3	['ENSMUSG00000025980']	1	['ENSMUSG00000025980']	['ENSMUSG00000025980']	1	['ENSMUSG00000025980']	1	True	ENSMUSG00000025980	165	1	-	shared_acceptor	0.8805115419839402	0.7391932388498443	0.14131830313409588	0.252390354133314	0.14131830313409588	0.252390354133314
9	chr1	55086942	55087989	165	3	['ENSMUSG00000025980']	1	['ENSMUSG00000025980']	['ENSMUSG00000025980']	1	['ENSMUSG00000025980']	1	True	ENSMUSG00000025980	165	1	-	shared_acceptor	0.11948845801605977	0.2608067611501557	-0.14131830313409594	-1.1261099960609335	0.14131830313409594	1.1261099960609335
10	chr1	75316804	75316891	284	32	['ENSMUSG00000026209']	3	['ENSMUSG00000026209']	['ENSMUSG00000026209']	1	['ENSMUSG00000026209']	1	True	ENSMUSG00000026209	284	1	-	shared_acceptor	0.5272173925797418	0.528834134381522	-0.001616741801780286	-0.004417335969128189	0.001616741801780286	0.004417335969128189
11	chr1	75316804	75317335	284	32	['ENSMUSG00000026209']	7	['ENSMUSG00000026209']	['ENSMUSG00000026209']	1	['ENSMUSG00000026209']	1	True	ENSMUSG00000026209	284	1	-	shared_acceptor	0.4727826074202582	0.4711658656184779	0.001616741801780286	0.0049419385109765734	0.001616741801780286	0.0049419385109765734
12	chr1	92637404	92639687	383	6	['ENSMUSG00000073616']	6	['ENSMUSG00000073616']	['ENSMUSG00000073616']	1	['ENSMUSG00000073616']	1	True	ENSMUSG00000073616	383	1	-	shared_acceptor	0.9432181234468707	0.9767324469400981	-0.03351432349322736	-0.05037198439912524	0.03351432349322736	0.05037198439912524
13	chr1	92637404	92641880	383	6	['ENSMUSG00000073616']	3	['ENSMUSG00000073616']	['ENSMUSG00000073616']	1	['ENSMUSG00000073616']	1	False	ENSMUSG00000073616	383	1	-	shared_acceptor	0.056781876553129385	0.02326755305990192	0.033514323493227464	1.2871109948832427	0.033514323493227464	1.2871109948832427
14	chr1	92639760	92641607	384	6	['ENSMUSG00000073616']	1	['ENSMUSG00000073616']	['ENSMUSG00000073616']	1	['ENSMUSG00000073616']	1	True	ENSMUSG00000073616	384	1	-	shared_acceptor	0.0291805377597394	0.021527788006846914	0.007652749752892485	0.4388063635996202	0.007652749752892485	0.4388063635996202
