cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	chromosome	start	end	Annotated	Region	diff_exp_rank
9143	ENSMUSG00000048163	Selplg	1.18e-101	2.7e-98	0.581	chr5	[113820249]	[113830349 113832429]	True	5' UTR	
28	ENSMUSG00000025935	Tram1	9.97e-74	1.14e-70	0.337	chr1	[13572075]	[13573858 13576368]	False	CDS	
19544	ENSMUSG00000026879	Gsn	2.68e-69	2.05e-66	0.591	chr2	[35256474 35266904 35282602]	[35283905]	True	5' UTR	
533	ENSMUSG00000026395	Ptprc	9.59e-66	4.4e-63	0.586	chr1	[138117026]	[138117754 138120020 138126303]	True	CDS	
22371	ENSMUSG00000049327	Kmt5a	1.36e-47	5.1899999999999997e-45	0.42	chr5	[124440016 124445729 124446085 124446910]	[124447214]	True	CDS	
1517	ENSMUSG00000041126	H2az2	4.51e-41	1.48e-38	0.111	chr11	[6429226]	[6433724 6439376]	True	CDS	
16502	ENSMUSG00000025290	Rps24	1.6400000000000001e-37	4.6900000000000003e-35	0.176	chr14	[24493494 24495450]	[24495775]	True	CDS	
10111	ENSMUSG00000030220	Arhgdib	2.5800000000000002e-37	6.580000000000001e-35	0.098	chr6	[136933774]	"[136935032 136939413 136939436 136939454 136939511 136940908 136941438
 136941651 136941813]"	True	5' UTR	
20141	ENSMUSG00000035268	Pkig	6.59e-36	1.51e-33	0.197	chr2	[163658493 163658660 163659236 163703556]	[163721128]	False	5' UTR	
4983	ENSMUSG00000024208	Uqcc2	5.449999999999999e-34	1.14e-31	0.149	chr17	[27125959]	[27133740 27134021]	False	CDS	
23084	ENSMUSG00000042079	Hnrnpf	1.12e-33	2.14e-31	0.153	chr6	[117900507 117906840 117907209 117907880 117907919 117917072]	[117917470]	False	5' UTR	
700	ENSMUSG00000038179	Slamf7	7.24e-31	1.2799999999999999e-28	0.184	chr1	[171641268]	[171648873 171652657]	False	CDS	
19172	ENSMUSG00000025217	Btrc	8.91e-29	1.3600000000000002e-26	0.457	chr19	[45471105 45472904]	[45502932]	False	CDS	
8195	ENSMUSG00000028677	Rnf220	2.15e-28	3.09e-26	0.325	chr4	[117289069]	[117289199 117289203 117296132]	True	CDS	
3051	ENSMUSG00000021365	Nedd9	8.480000000000001e-27	1.0799999999999999e-24	0.519	chr13	[41339021]	[41358853 41425861]	True	CDS	
20542	ENSMUSG00000027940	Tpm3	1.02e-26	1.2199999999999999e-24	0.171	chr3	[90090080 90091092]	[90099528]	True	CDS	
16825	ENSMUSG00000036461	Elf1	2.97e-26	3.4e-24	0.095	chr14	[79481638 79515771 79516485 79535629 79535702]	[79536123]	False	5' UTR	
14019	ENSMUSG00000019849	Prep	6.620000000000001e-26	7.23e-24	0.164	chr10	[45097515 45107638]	[45107772]	False	CDS	
22882	ENSMUSG00000056737	Capg	1.07e-25	1.1099999999999999e-23	0.565	chr6	[72544467 72549502 72549869]	[72555273]	True	5' UTR	
2935	ENSMUSG00000021215	Net1	1.3e-25	1.29e-23	0.686	chr13	[3888979]	[3893293 3907797]	True	CDS	
25112	ENSMUSG00000032187	Smarca4	1.9e-25	1.8199999999999997e-23	0.259	chr9	[21616401 21626013]	[21632805]	False	5' UTR	
17034	ENSMUSG00000059895	Ptp4a3	1.43e-24	1.2800000000000001e-22	0.133	chr15	[73724849 73748466 73749389]	[73751129]	False	CDS	
23232	ENSMUSG00000030263	Lrmp	1.45e-24	1.2800000000000001e-22	0.148	chr6	[145122107 145138264 145145009]	[145147636]	False	5' UTR	
24045	ENSMUSG00000030876	Mettl9	6.059999999999999e-23	5.14e-21	0.229	chr7	[121032854 121034976]	[121047838]	False	5' UTR	
9899	ENSMUSG00000030067	Foxp1	3.16e-22	2.5e-20	0.379	chr6	[99308439]	[99338241 99339301 99435216]	False	5' UTR	
22758	ENSMUSG00000029686	Cul1	1.6900000000000001e-21	1.29e-19	0.308	chr6	[47454030 47454484]	[47484744]	True	5' UTR	
10654	ENSMUSG00000052040	Klf13	4.05e-20	2.99e-18	0.146	chr7	[63891798]	[63936230 63937663 63937967]	True	CDS	
10206	ENSMUSG00000063802	Hspbp1	8.2e-20	5.88e-18	0.239	chr7	[4664859]	[4674448 4677707]	False	CDS	
18023	ENSMUSG00000046711	Hmga1	3.51e-19	2.37e-17	0.117	chr17	[27556710 27556712 27556750 27557067]	[27559533]	True	5' UTR	
