cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
752	ENSMUSG00000048163	Selplg	1.0679604991171826e-101	2.4242703329960045e-98	0.586	True	5' UTR	10001.0	['chr5:113820249-113830349' 'chr5:113820249-113832429']
2	ENSMUSG00000025935	Tram1	8.869006593972827e-74	1.0066322484159157e-70	0.339	False	CDS	670.0	['chr1:13572075-13573858' 'chr1:13572075-13576368']
1696	ENSMUSG00000026879	Gsn	2.3207714044877296e-69	1.756050362729049e-66	0.6	True	5' UTR	3034.0	['chr2:35256474-35283905' 'chr2:35266904-35283905' 'chr2:35282602-35283905']
34	ENSMUSG00000026395	Ptprc	4.182094929751968e-66	2.3733388726342422e-63	0.593	True	CDS	3092.0	['chr1:138117026-138117754' 'chr1:138117026-138120020' 'chr1:138117026-138126303']
1958	ENSMUSG00000049327	Kmt5a	5.4278924456079863e-48	2.4642631703060248e-45	0.427	True	CDS	1534.0	['chr5:124440016-124447214' 'chr5:124445729-124447214' 'chr5:124446085-124447214' 'chr5:124446910-124447214']
129	ENSMUSG00000041126	H2az2	4.4264800428228046e-41	1.6746849495346275e-38	0.109	True	CDS	132.0	['chr11:6429226-6433724' 'chr11:6429226-6439376']
855	ENSMUSG00000030220	Arhgdib	9.845293838116266e-38	3.1926881446462746e-35	0.096	True	5' UTR	2111.0	['chr6:136933774-136935032' 'chr6:136933774-136939413' 'chr6:136933774-136939436' 'chr6:136933774-136939454' 'chr6:136933774-136939511' 'chr6:136933774-136940908' 'chr6:136933774-136941438' 'chr6:136933774-136941651' 'chr6:136933774-136941813']
1414	ENSMUSG00000025290	Rps24	1.5789216672281933e-37	4.480190230759997e-35	0.176	True	CDS	8464.0	['chr14:24493494-24495775' 'chr14:24495450-24495775']
1759	ENSMUSG00000035268	Pkig	4.961001303267404e-36	1.251274773157445e-33	0.197	False	5' UTR	319.0	['chr2:163658493-163721128' 'chr2:163658660-163721128' 'chr2:163659236-163721128' 'chr2:163703556-163721128']
414	ENSMUSG00000024208	Uqcc2	1.2851677655216543e-34	2.9173308277341554e-32	0.146	False	CDS	2737.0	['chr17:27125959-27133740' 'chr17:27125959-27134021']
2012	ENSMUSG00000042079	Hnrnpf	1.1091029055454119e-33	2.288785086898259e-31	0.156	False	5' UTR	1010.0	['chr6:117900507-117917470' 'chr6:117906840-117917470' 'chr6:117907209-117917470' 'chr6:117907880-117917470' 'chr6:117907919-117917470' 'chr6:117917072-117917470']
55	ENSMUSG00000038179	Slamf7	6.534573528919368e-31	1.236123492553914e-28	0.183	False	CDS	14.0	['chr1:171641268-171648873' 'chr1:171641268-171652657']
1662	ENSMUSG00000025217	Btrc	8.764661369337558e-29	1.4211272363140183e-26	0.461	False	CDS	335.0	['chr19:45471105-45502932' 'chr19:45472904-45502932']
672	ENSMUSG00000028677	Rnf220	1.9848959948032894e-28	3.003809272135645e-26	0.329	True	CDS	6883.0	['chr4:117289069-117289199' 'chr4:117289069-117289203' 'chr4:117289069-117296132']
1438	ENSMUSG00000036461	Elf1	7.218043257642042e-27	9.638210702851433e-25	0.095	False	5' UTR	2015.0	['chr14:79481638-79536123' 'chr14:79515771-79536123' 'chr14:79516485-79536123' 'chr14:79535629-79536123' 'chr14:79535702-79536123']
257	ENSMUSG00000021365	Nedd9	8.294547513485625e-27	1.046034603089576e-24	0.524	True	CDS	2041.0	['chr13:41339021-41358853' 'chr13:41339021-41425861']
1803	ENSMUSG00000027940	Tpm3	9.990424870793181e-27	1.193592866142133e-24	0.171	True	CDS	8058.0	['chr3:90090080-90099528' 'chr3:90091092-90099528']
1190	ENSMUSG00000019849	Prep	5.43437456999036e-26	6.168015136939058e-24	0.163	False	CDS	190.0	['chr10:45097515-45107772' 'chr10:45107638-45107772']
1998	ENSMUSG00000056737	Capg	7.670395809570921e-26	8.291332613202852e-24	0.572	True	5' UTR	1080.0	['chr6:72544467-72555273' 'chr6:72549502-72555273' 'chr6:72549869-72555273']
248	ENSMUSG00000021215	Net1	1.2558819557677567e-25	1.295841836178549e-23	0.692	True	CDS	1218.0	['chr13:3888979-3893293' 'chr13:3888979-3907797']
2191	ENSMUSG00000032187	Smarca4	1.8787353030745566e-25	1.8542300599909753e-23	0.262	False	5' UTR	179.0	['chr9:21616401-21632805' 'chr9:21626013-21632805']
2019	ENSMUSG00000030263	Lrmp	1.1403070445324035e-24	1.078540412953565e-22	0.148	False	5' UTR	187.0	['chr6:145122107-145147636' 'chr6:145138264-145147636' 'chr6:145145009-145147636']
1454	ENSMUSG00000059895	Ptp4a3	1.2830027374430036e-24	1.164966485598247e-22	0.133	False	CDS	687.0	['chr15:73724849-73751129' 'chr15:73748466-73751129' 'chr15:73749389-73751129']
2091	ENSMUSG00000030876	Mettl9	2.862797557146557e-23	2.4068705387861787e-21	0.231	False	5' UTR	6559.0	['chr7:121032854-121047838' 'chr7:121034976-121047838']
834	ENSMUSG00000030067	Foxp1	3.128882174745008e-22	2.5366294773825603e-20	0.384	False	5' UTR	2218.0	['chr6:99308439-99338241' 'chr6:99308439-99339301' 'chr6:99308439-99435216']
1986	ENSMUSG00000029686	Cul1	1.6625141150459313e-21	1.301347255570436e-19	0.31	True	5' UTR	2463.0	['chr6:47454030-47484744' 'chr6:47454484-47484744']
