cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
22882	ENSMUSG00000056737	Capg	6.341090489047299e-48	0.571	True	5' UTR	736.0	1.2836215564873077e-50	chr6	[72544467 72549502]	[72555273]
659	ENSMUSG00000026670	Uap1	1.3999828973234143e-40	0.362	True	CDS	312.0	5.667946952726375e-43	chr1	[170143464]	[170147996 170149271]
22982	ENSMUSG00000064080	Fbln2	9.948592485539906e-39	0.805	True	CDS	50.0	6.041655355591035e-41	chr6	[91257827 91259771]	[91263339]
1417	ENSMUSG00000090841	Myl6	2.055043590315569e-38	0.355	True	CDS	4029.0	1.6640029071381129e-40	chr10	[128491034]	[128491720 128492059]
20982	ENSMUSG00000073889	Il11ra1	9.248707793637958e-34	0.283	True	5' UTR	371.0	9.361040276961496e-36	chr4	[41760552 41762424]	[41763582]
14873	ENSMUSG00000018217	Pmp22	3.2818828340297837e-32	0.3	False	5' UTR	236.0	3.9860925109673485e-34	chr11	[63129151 63131655]	[63133125]
16502	ENSMUSG00000025290	Rps24	4.738567145681763e-29	0.152	True	CDS	751.0	6.71456882991343e-31	chr14	[24493494 24495450]	[24495775]
21570	ENSMUSG00000028745	Capzb	8.136690334619876e-27	0.332	True	CDS	7037.0	1.432234771517798e-28	chr4	[139287833 139288974]	[139291003]
19544	ENSMUSG00000026879	Gsn	8.136690334619876e-27	0.139	True	5' UTR	38.0	1.4823929759428922e-28	chr2	[35266904 35282602]	[35283905]
13884	ENSMUSG00000038587	Akap12	6.729841235190848e-26	0.623	True	CDS	365.0	1.362316039512317e-27	chr10	[4313858 4334710]	[4353142]
10991	ENSMUSG00000030695	Aldoa	1.8876786521981638e-22	0.185	True	CDS	3474.0	4.203333031210487e-24	chr7	[126797777]	[126797974 126799045 126800002 126800288]
17736	ENSMUSG00000043336	Filip1l	4.241410725565579e-22	0.533	True	CDS	6502.0	1.0303022005422456e-23	chr16	[57513445 57549340]	[57569650]
25874	ENSMUSG00000023092	Fhl1	2.7819909761204026e-21	0.422	True	5' UTR	1176.0	7.321028884527374e-23	chrX	[56754392 56786583]	[56787989]
10691	ENSMUSG00000030605	Mfge8	1.1958981238655725e-20	0.163	True	CDS	902.0	3.6312696068792685e-22	chr7	[79143051]	[79143278 79145247]
6208	ENSMUSG00000002107	Celf2	2.2707827410156343e-20	0.573	True	CDS	2058.0	7.638376973912582e-22	chr2	[6721614]	[6872356 6962379]
