cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
621	ENSMUSG00000018819	Lsp1	4.386069552767886e-151	2.872875557062965e-148	0.804	True	CDS	1009.0	['chr7:142460967-142484479' 'chr7:142472365-142484479' 'chr7:142475418-142484479' 'chr7:142477367-142484479']
401	ENSMUSG00000025290	Rps24	1.0204122784618195e-142	3.3418502119624594e-140	0.505	True	CDS	6273.0	['chr14:24493494-24495775' 'chr14:24495450-24495775']
176	ENSMUSG00000028041	Adam15	6.996244613914068e-127	1.5275134073712379e-124	0.913	True	CDS	10768.0	['chr3:89340180-89340401' 'chr3:89340180-89341508']
29	ENSMUSG00000090841	Myl6	2.4078170723816853e-93	3.94280045602501e-91	0.195	True	CDS	4756.0	['chr10:128491034-128491290' 'chr10:128491034-128491720' 'chr10:128491034-128492059']
490	ENSMUSG00000026879	Gsn	7.817546548468902e-91	1.0240985978494263e-88	0.731	True	5' UTR	588.0	['chr2:35266904-35283905' 'chr2:35282602-35283905']
7	ENSMUSG00000026395	Ptprc	4.421568398403833e-82	4.826878834924185e-80	0.883	True	CDS	67.0	['chr1:138117026-138117754' 'chr1:138117026-138120020' 'chr1:138117026-138126303']
518	ENSMUSG00000027763	Mbnl1	1.7053410683244087e-67	1.5957119996464109e-65	0.767	True	5' UTR	6298.0	['chr3:60473174-60528756' 'chr3:60501424-60528756']
368	ENSMUSG00000038811	Gngt2	5.445027644783164e-60	4.458116384166216e-58	0.519	True	5' UTR	4701.0	['chr11:95842427-95843812' 'chr11:95842796-95843812' 'chr11:95843393-95843812']
503	ENSMUSG00000027455	Nsfl1c	1.7261273147324733e-48	1.256237101277522e-46	0.777	True	CDS	5461.0	['chr2:151500790-151503014' 'chr2:151502461-151503014']
246	ENSMUSG00000015766	Eps8	1.2205606371422386e-46	7.994672173281662e-45	0.825	True	5' UTR	802.0	['chr6:137539402-137570702' 'chr6:137539402-137591418']
11	ENSMUSG00000026670	Uap1	2.966999313667606e-45	1.7667132276838924e-43	0.605	True	CDS	955.0	['chr1:170143464-170147996' 'chr1:170143464-170149271']
565	ENSMUSG00000039191	Rbpj	1.6526796181150314e-35	9.020876248877878e-34	0.484	False	5' UTR	1297.0	['chr5:53466229-53627383' 'chr5:53590487-53627383' 'chr5:53590725-53627383']
8	ENSMUSG00000026395	Ptprc	1.2939306210193323e-33	6.519419667443558e-32	0.873	True	CDS	67.0	['chr1:138120167-138122456' 'chr1:138120167-138126303']
556	ENSMUSG00000029063	Nadk	1.5163267245517658e-33	6.677354399227197e-32	0.481	True	5' UTR	3161.0	['chr4:155562456-155576993' 'chr4:155563980-155576993']
356	ENSMUSG00000033066	Gas7	1.5291651295940145e-33	6.677354399227197e-32	0.646	False	CDS	10287.0	['chr11:67455775-67603108' 'chr11:67571351-67603108' 'chr11:67586816-67603108']
611	ENSMUSG00000066406	Akap13	2.94459479350251e-33	1.20544349359009e-31	0.598	True	CDS	7089.0	['chr7:75697435-75704365' 'chr7:75702153-75704365']
230	ENSMUSG00000029810	Tmem176b	1.4712499999508655e-32	5.668639705693041e-31	0.378	True	5' UTR	258.0	['chr6:48838366-48840361' 'chr6:48838366-48840996' 'chr6:48838366-48841348']
273	ENSMUSG00000030695	Aldoa	1.1472898219696504e-31	4.174860185500672e-30	0.159	True	CDS	3350.0	['chr7:126797777-126797974' 'chr7:126797777-126799045' 'chr7:126797777-126800002' 'chr7:126797777-126800288']
589	ENSMUSG00000056737	Capg	8.35253347235525e-31	2.8794260128382576e-29	0.251	True	5' UTR	5468.0	['chr6:72544467-72555273' 'chr6:72549502-72555273' 'chr6:72549869-72555273']
208	ENSMUSG00000002944	Cd36	8.830436492796216e-31	2.8919679513907613e-29	0.256	True	5' UTR	5404.0	['chr5:17829550-17835618' 'chr5:17829550-17849657']
153	ENSMUSG00000058835	Abi1	1.1838465336898151e-30	3.692473712222995e-29	0.516	True	CDS	6091.0	['chr2:22946762-22950184' 'chr2:22946762-22953435' 'chr2:22946762-22957018']
163	ENSMUSG00000026970	Rbms1	1.4651242787304872e-28	4.362074557129406e-27	0.357	True	CDS	9244.0	['chr2:60842473-60881118' 'chr2:60842473-60962691']
466	ENSMUSG00000024610	Cd74	4.135315546119728e-28	1.1776659490036615e-26	0.085	True	CDS	175.0	['chr18:60810419-60811859' 'chr18:60811486-60811859']
410	ENSMUSG00000022587	Ly6e	8.33628195708963e-27	2.275110284122378e-25	0.064	False	5' UTR	12897.0	['chr15:74955718-74957777' 'chr15:74957303-74957777']
177	ENSMUSG00000028041	Adam15	6.17434918220576e-26	1.617679485737909e-24	0.525	True	CDS	10768.0	['chr3:89340473-89340863' 'chr3:89340473-89341114' 'chr3:89340473-89341508']
35	ENSMUSG00000001891	Ugp2	1.1448390487209095e-24	2.8841137573545986e-23	0.585	True	CDS	3369.0	['chr11:21354407-21370187' 'chr11:21354407-21371015']
12	ENSMUSG00000026656	Fcgr2b	6.1091721552277525e-24	1.482039911731177e-22	0.667	True	CDS	29.0	['chr1:170961234-170963325' 'chr1:170961234-170965702']
229	ENSMUSG00000029810	Tmem176b	2.2569798028980693e-23	5.279720610350841e-22	0.387	False	5' UTR	258.0	['chr6:48838363-48840361' 'chr6:48838363-48840996' 'chr6:48838363-48841348']
355	ENSMUSG00000018217	Pmp22	4.1947012250563e-23	9.474238973834058e-22	0.27	False	5' UTR	1657.0	['chr11:63129151-63133125' 'chr11:63131655-63133125']
404	ENSMUSG00000036461	Elf1	3.9207615631144947e-22	8.560329412799979e-21	0.531	True	5' UTR	7431.0	['chr14:79481638-79536123' 'chr14:79515771-79536123']
526	ENSMUSG00000027940	Tpm3	1.5847615359354365e-21	3.348447761411971e-20	0.152	True	CDS	1291.0	['chr3:90090080-90099528' 'chr3:90091092-90099528']
654	ENSMUSG00000040990	Sh3kbp1	1.5610361064234934e-20	3.1952457803355875e-19	0.542	True	CDS	3093.0	['chrX:159828580-159865325' 'chrX:159840612-159865325']
571	ENSMUSG00000061288	Taok3	6.126110972852561e-20	1.215940208248008e-18	0.495	True	5' UTR	1375.0	['chr5:117120340-117185527' 'chr5:117133776-117185527']
106	ENSMUSG00000022892	App	1.3149015900050537e-18	2.53311923956856e-17	0.337	True	CDS	9006.0	['chr16:85030366-85040251' 'chr16:85030366-85043576' 'chr16:85030366-85056324']
512	ENSMUSG00000017760	Ctsa	2.3146034168746968e-18	4.331614965865504e-17	0.107	True	5' UTR	641.0	['chr2:164833197-164834030' 'chr2:164833851-164834030']
524	ENSMUSG00000042747	Krtcap2	7.34662155497582e-18	1.3005505725700438e-16	0.115	False	CDS	2196.0	['chr3:89246516-89246778' 'chr3:89246594-89246778']
461	ENSMUSG00000024381	Bin1	6.481640814745695e-17	1.1172301930680082e-15	0.403	False	CDS	6741.0	['chr18:32424968-32431983' 'chr18:32426353-32431983' 'chr18:32431743-32431983']
644	ENSMUSG00000011958	Bnip2	3.3427800559480304e-15	5.5830386315553526e-14	0.396	True	CDS	6543.0	['chr9:70003668-70007064' 'chr9:70004342-70007064']
136	ENSMUSG00000024456	Diaph1	3.4094892406444897e-15	5.5830386315553526e-14	0.535	True	CDS	3108.0	['chr18:37905160-37906388' 'chr18:37905160-37935202']
284	ENSMUSG00000031708	Tecr	5.346355177339582e-15	8.541128393066894e-14	0.143	True	CDS	6148.0	['chr8:83573324-83573411' 'chr8:83573324-83573871']
379	ENSMUSG00000021000	Mia2	6.633712792386815e-15	1.0345433045269913e-13	0.297	True	CDS	2416.0	['chr12:59129897-59136064' 'chr12:59131605-59136064']
346	ENSMUSG00000019907	Ppp1r12a	1.0552946729908184e-14	1.6074837460674094e-13	0.481	True	CDS	13199.0	['chr10:108252925-108259756' 'chr10:108253496-108259756']
324	ENSMUSG00000026305	Lrrfip1	2.0347361658376737e-14	3.028982246871992e-13	0.417	True	CDS	1176.0	['chr1:90998894-91068563' 'chr1:91053724-91068563']
620	ENSMUSG00000025511	Tspan4	3.099161872354187e-14	4.511002280871095e-13	0.432	True	5' UTR	2071.0	['chr7:141475498-141482487' 'chr7:141476479-141482487']
486	ENSMUSG00000025026	Add3	5.91518136863361e-14	8.422703905336989e-13	0.345	True	CDS	3789.0	['chr19:53242628-53244998' 'chr19:53244406-53244998']
543	ENSMUSG00000028788	Ptp4a2	6.814014772785584e-14	9.496126970584165e-13	0.301	True	5' UTR	2920.0	['chr4:129820602-129838978' 'chr4:129820800-129838978']
71	ENSMUSG00000015937	Macroh2a1	4.3222672021735716e-13	5.898093786299353e-12	0.263	True	CDS	1249.0	['chr13:56084286-56088252' 'chr13:56084286-56089758']
601	ENSMUSG00000040940	Arhgef1	7.363902817063502e-13	9.843584377911414e-12	0.459	True	CDS	7350.0	['chr7:24918001-24919631' 'chr7:24919352-24919631']
