cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
9533	ENSMUSG00000008658	Rbfox1	0.0	0.0	0.393	True	CDS	1751.0	['chr16:6809249-7224311' 'chr16:7039201-7224311' 'chr16:7040026-7224311' 'chr16:7193878-7224311' 'chr16:7217830-7224311']
9947	ENSMUSG00000039601	Rcan2	0.0	0.0	0.792	True	CDS	2139.0	['chr17:43836498-44017767' 'chr17:43953538-44017767']
7299	ENSMUSG00000056211	R3hdm1	0.0	0.0	0.417	True	5' UTR	101.0	['chr1:128103484-128151744' 'chr1:128141947-128151744' 'chr1:128142093-128151744']
1553	ENSMUSG00000057531	Dtnbp1	0.0	0.0	0.354	False	CDS	141.0	['chr13:44931152-44946172' 'chr13:44931152-44946865' 'chr13:44931152-44946869' 'chr13:44931152-44948505' 'chr13:44931152-44953172' 'chr13:44931152-44970046']
5143	ENSMUSG00000025855	Prkar1b	0.0	0.0	0.264	True	5' UTR	1324.0	['chr5:139127786-139129644' 'chr5:139127786-139129968' 'chr5:139127786-139130294' 'chr5:139127786-139130393' 'chr5:139127786-139130446' 'chr5:139127786-139130507' 'chr5:139127786-139149919' 'chr5:139127786-139150535']
8022	ENSMUSG00000033066	Gas7	0.0	0.0	0.301	False	CDS	1212.0	['chr11:67455775-67603108' 'chr11:67571351-67603108' 'chr11:67596700-67603108']
2237	ENSMUSG00000018865	Sult4a1	0.0	0.0	0.128	False	CDS	1188.0	['chr15:84077583-84078769' 'chr15:84077583-84079361' 'chr15:84077583-84079517' 'chr15:84077583-84080187']
6027	ENSMUSG00000025468	Caly	0.0	0.0	0.292	True	5' UTR	1320.0	['chr7:140074101-140081381' 'chr7:140074101-140081393' 'chr7:140074101-140082093' 'chr7:140074101-140082462']
13886	ENSMUSG00000032336	Nptn	3.6387352544695193e-303	5.8102515935534964e-300	0.312	True	CDS	15708.0	['chr9:58582527-58623687' 'chr9:58582707-58623687' 'chr9:58619011-58623687' 'chr9:58621578-58623687']
5967	ENSMUSG00000030695	Aldoa	2.100713382804467e-290	3.018935202428298e-287	0.096	True	CDS	4998.0	['chr7:126797777-126797974' 'chr7:126797777-126799045' 'chr7:126797777-126800002' 'chr7:126797777-126800288']
3411	ENSMUSG00000002107	Celf2	1.9556467443502772e-272	2.5549635784598037e-269	0.347	True	CDS	1894.0	['chr2:6721614-6721779' 'chr2:6721614-6849299' 'chr2:6721614-6871867' 'chr2:6721614-6872209' 'chr2:6721614-6872356' 'chr2:6721614-6884367' 'chr2:6721614-6884852' 'chr2:6721614-6962379']
10014	ENSMUSG00000003279	Dlgap1	1.5726307563938328e-261	1.8833563833446477e-258	0.114	True	CDS	561.0	['chr17:70516997-70593167' 'chr17:70521801-70593167' 'chr17:70522263-70593167' 'chr17:70522269-70593167' 'chr17:70522349-70593167' 'chr17:70561872-70593167' 'chr17:70583182-70593167']
3605	ENSMUSG00000017412	Cacnb4	8.005862267352118e-261	8.850172818778252e-258	0.271	True	CDS	579.0	['chr2:52477812-52556202' 'chr2:52477812-52558269' 'chr2:52477812-52656675' 'chr2:52477812-52675728']
6782	ENSMUSG00000032503	Arpp21	2.5131893686369282e-258	2.579788886905807e-255	0.242	True	5' UTR	116.0	['chr9:112187767-112187854' 'chr9:112187767-112187861' 'chr9:112187767-112187903' 'chr9:112187767-112188021' 'chr9:112187767-112188124' 'chr9:112187767-112206245' 'chr9:112187767-112219803' 'chr9:112187767-112228864' 'chr9:112187767-112230916' 'chr9:112187767-112232335' 'chr9:112187767-112233092' 'chr9:112187767-112233646' 'chr9:112187767-112234310' 'chr9:112187767-112235646' 'chr9:112187767-112235650']
1882	ENSMUSG00000015759	Cnih1	8.704471771320616e-253	8.33946425504324e-250	0.215	True	CDS	4150.0	['chr14:46780226-46783826' 'chr14:46780226-46784112']
6897	ENSMUSG00000031137	Fgf13	1.7293211042577903e-240	1.553254599330544e-237	0.411	False	CDS	8946.0	['chrX:59131951-59133621' 'chrX:59131951-59133877' 'chrX:59131951-59135170' 'chrX:59131951-59250799' 'chrX:59131951-59567140']
9322	ENSMUSG00000022307	Oxr1	4.288116226942027e-235	3.624971664551992e-232	0.282	True	CDS	857.0	['chr15:41826053-41850459' 'chr15:41831078-41850459' 'chr15:41831130-41850459' 'chr15:41848751-41850459' 'chr15:41849507-41850459']
9021	ENSMUSG00000056296	Synpr	4.86134076098762e-228	3.881240448675172e-225	0.785	True	CDS	3982.0	['chr14:13285207-13493508' 'chr14:13329722-13493508' 'chr14:13425867-13493508' 'chr14:13454353-13493508']
3684	ENSMUSG00000027016	Zfp385b	4.038084997974239e-213	3.054279973994095e-210	0.506	True	CDS	6293.0	['chr2:77503683-77519428' 'chr2:77503683-77703056' 'chr2:77503683-77719451']
13027	ENSMUSG00000052572	Dlg2	1.5143320546932388e-211	1.0881232978998266e-208	0.256	True	CDS	15545.0	['chr7:91449916-91733091' 'chr7:91543192-91733091' 'chr7:91672955-91733091' 'chr7:91711799-91733091']
12112	ENSMUSG00000033805	Ephx4	3.6068534090594563e-196	2.356095015526975e-193	0.097	True	5' UTR	1565.0	['chr5:107402644-107406032' 'chr5:107402837-107406032' 'chr5:107403112-107406032' 'chr5:107403776-107406032' 'chr5:107403953-107406032' 'chr5:107405874-107406032']
2604	ENSMUSG00000022940	Pigp	1.1555790041427837e-184	7.220359073276497e-182	0.308	True	CDS	3290.0	['chr16:94370193-94370366' 'chr16:94370193-94370605' 'chr16:94370193-94370741' 'chr16:94370193-94371744']
11205	ENSMUSG00000028059	Arhgef2	4.114373320583416e-174	2.365106359604171e-171	0.167	True	CDS	4239.0	['chr3:88616655-88629787' 'chr3:88621322-88629787' 'chr3:88621600-88629787' 'chr3:88622598-88629787' 'chr3:88629564-88629787' 'chr3:88629648-88629787' 'chr3:88629691-88629787']
5619	ENSMUSG00000061702	Tmem91	4.467942462199374e-173	2.469569274010278e-170	0.179	False	5' UTR	11076.0	['chr7:25673661-25674653' 'chr7:25673661-25674686' 'chr7:25673661-25674741' 'chr7:25673661-25674766' 'chr7:25673661-25674988' 'chr7:25673661-25675036' 'chr7:25673661-25675317']
4077	ENSMUSG00000027805	Pfn2	9.645958015417521e-172	5.1341504681320435e-169	0.063	True	CDS	6883.0	['chr3:57845367-57845469' 'chr3:57845367-57846870' 'chr3:57845367-57847323' 'chr3:57845367-57847351']
6370	ENSMUSG00000014633	Cmc2	5.090078737605597e-168	2.6124829120760727e-165	0.308	False	5' UTR	1231.0	['chr8:116911235-116918760' 'chr8:116911235-116921351' 'chr8:116911235-116944025']
740	ENSMUSG00000090841	Myl6	1.2708965387951135e-164	6.297949710008475e-162	0.149	True	CDS	2735.0	['chr10:128491034-128491290' 'chr10:128491034-128491720' 'chr10:128491034-128492059']
6625	ENSMUSG00000032366	Tpm1	1.3210344961888236e-164	6.32819558157653e-162	0.13	True	CDS	4088.0	['chr9:67036129-67043578' 'chr9:67036129-67047786']
13578	ENSMUSG00000036564	Ndrg4	2.1046737508666867e-161	9.756860152808114e-159	0.124	True	CDS	23201.0	['chr8:95700158-95706188' 'chr8:95703178-95706188']
3999	ENSMUSG00000040269	Mrps28	9.61622087252872e-159	4.3185846924721953e-156	0.063	False	CDS	8079.0	['chr3:8802415-8863199' 'chr3:8802415-8899986' 'chr3:8802415-8923587']
2941	ENSMUSG00000024109	Nrxn1	6.023716866301843e-158	2.623237426837084e-155	0.322	True	CDS	154.0	['chr17:90362942-90454806' 'chr17:90362942-90560741']
