cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
937	ENSMUSG00000004207	Psap	0.0	0.0	0.314	True	CDS	14214.0	['chr10:60296003-60299098' 'chr10:60297546-60299098']
819	ENSMUSG00000032366	Tpm1	1.541662222818925e-270	1.4268083872189146e-267	0.82	True	CDS	7049.0	['chr9:67031515-67031951' 'chr9:67031515-67032466']
1373	ENSMUSG00000026879	Gsn	7.944297827849985e-198	4.901631759783442e-195	0.382	True	5' UTR	2151.0	['chr2:35256474-35283905' 'chr2:35266904-35283905' 'chr2:35282602-35283905' 'chr2:35282722-35283905']
108	ENSMUSG00000020315	Sptbn1	9.072384521307868e-193	4.198245937235216e-190	0.865	True	CDS	708.0	['chr11:30159446-30197724' 'chr11:30159446-30219579']
1400	ENSMUSG00000027455	Nsfl1c	7.297423982161687e-190	2.7015063581962565e-187	0.906	True	CDS	3059.0	['chr2:151500790-151503014' 'chr2:151502461-151503014']
1353	ENSMUSG00000025026	Add3	9.136150316491765e-186	2.81850237263771e-183	0.745	True	CDS	1278.0	['chr19:53242628-53244998' 'chr19:53244406-53244998']
1115	ENSMUSG00000025290	Rps24	3.7674918785397406e-166	9.962324953110085e-164	0.333	True	CDS	2644.0	['chr14:24493494-24495775' 'chr14:24495450-24495775']
223	ENSMUSG00000021585	Cast	3.164169431501941e-158	7.321097022137616e-156	0.743	True	CDS	1107.0	['chr13:74798719-74807819' 'chr13:74798719-74808436']
1352	ENSMUSG00000025026	Add3	2.791989862732446e-147	5.742192484353064e-145	0.728	True	5' UTR	1278.0	['chr19:53140715-53216801' 'chr19:53143090-53216801' 'chr19:53203476-53216801']
1298	ENSMUSG00000062210	Tnfaip8	2.5987753297096617e-139	4.810333135292584e-137	0.817	True	CDS	203.0	['chr18:49979627-50090200' 'chr18:50031364-50090200' 'chr18:50053620-50090200']
904	ENSMUSG00000026305	Lrrfip1	1.025403299339691e-125	1.7254740973434255e-123	0.828	False	CDS	441.0	['chr1:90998894-91068563' 'chr1:91044580-91068563' 'chr1:91053724-91068563']
593	ENSMUSG00000035325	Sec31a	2.4536028837759654e-125	3.784682448224427e-123	0.747	False	CDS	1275.0	['chr5:100368353-100369596' 'chr5:100368353-100373380' 'chr5:100368353-100373425' 'chr5:100368353-100375208']
1545	ENSMUSG00000040407	Akap9	2.9699310322683407e-124	4.2287248774836137e-122	0.813	True	CDS	11753.0	['chr5:3951735-3954792' 'chr5:3954451-3954792']
1046	ENSMUSG00000059248	Septin9	1.5063560992779654e-122	1.9916179569739384e-120	1.0	True	CDS	14207.0	['chr11:117218932-117290398' 'chr11:117232720-117290398' 'chr11:117266596-117290398']
957	ENSMUSG00000036499	Eea1	8.390353095206079e-117	1.0353695719484304e-114	0.859	True	CDS	9596.0	['chr10:95974079-95989562' 'chr10:95978287-95989562']
92	ENSMUSG00000090841	Myl6	8.876314912705278e-105	1.0268786814635918e-102	0.275	True	CDS	1919.0	['chr10:128491034-128491290' 'chr10:128491034-128491720' 'chr10:128491034-128492059']
670	ENSMUSG00000030315	Vgll4	1.0277881739920222e-103	1.1190799470936661e-101	0.886	True	CDS	5787.0	['chr6:114890807-114921317' 'chr6:114890807-114957936']
1534	ENSMUSG00000039953	Clstn1	4.031808780466267e-102	4.146043362579478e-100	0.967	False	CDS	12388.0	['chr4:149638396-149643195' 'chr4:149641715-149643195']
328	ENSMUSG00000022940	Pigp	2.140654059502487e-101	2.0854477179679487e-99	0.544	True	CDS	5230.0	['chr16:94370193-94370366' 'chr16:94370193-94370605' 'chr16:94370193-94370741' 'chr16:94370193-94370895' 'chr16:94370193-94371744']
70	ENSMUSG00000001435	Col18a1	9.835369187346587e-99	9.102634182889266e-97	0.976	True	CDS	11849.0	['chr10:77096536-77112218' 'chr10:77096536-77112959' 'chr10:77096536-77166290']
918	ENSMUSG00000053332	Gas5	2.1143987021109222e-98	1.8636914274320552e-96	0.356	True	Non-coding	2120.0	['chr1:161036853-161037288' 'chr1:161037165-161037288']
1114	ENSMUSG00000025290	Rps24	5.608197251594512e-94	4.7185332330461094e-92	0.083	True	CDS	2644.0	['chr14:24493494-24495430' 'chr14:24494070-24495430']
114	ENSMUSG00000015837	Sqstm1	9.131659951227908e-92	7.3490011172708065e-90	0.113	True	CDS	12530.0	['chr11:50200948-50202399' 'chr11:50200948-50202513']
1112	ENSMUSG00000039197	Adk	9.766906281394205e-91	7.53272646952528e-89	0.673	True	CDS	321.0	['chr14:21052701-21092367' 'chr14:21076322-21092367']
432	ENSMUSG00000025781	Atp5c1	5.776354166126428e-89	4.276812624600008e-87	0.138	True	CDS	1954.0	['chr2:10056162-10056770' 'chr2:10056162-10058996']
1662	ENSMUSG00000001918	Slc1a5	2.729030549181054e-87	1.9428598255900498e-85	0.406	False	CDS	7956.0	['chr7:16789938-16793647' 'chr7:16792577-16793647' 'chr7:16792723-16793647']
1340	ENSMUSG00000024810	Il33	4.324952440457862e-86	2.9649951730694457e-84	0.959	True	5' UTR	3069.0	['chr19:29925162-29949660' 'chr19:29945859-29949660']
929	ENSMUSG00000038587	Akap12	4.611146708413841e-82	3.0482973418835784e-80	0.654	True	CDS	165.0	['chr10:4313858-4353142' 'chr10:4334710-4353142']
53	ENSMUSG00000062866	Phactr2	1.0323235446843133e-80	6.589072004174705e-79	0.813	True	CDS	10737.0	['chr10:13291963-13324064' 'chr10:13291963-13474056']
935	ENSMUSG00000019920	Lims1	4.5286955857270003e-79	2.7398794645350482e-77	0.538	True	CDS	9594.0	['chr10:58323688-58399021' 'chr10:58371700-58399021']
624	ENSMUSG00000001847	Rac1	4.5886690113769055e-79	2.7398794645350482e-77	0.055	True	CDS	1622.0	['chr5:143508159-143509597' 'chr5:143508159-143514669']
68	ENSMUSG00000019947	Arid5b	3.8154014136261526e-77	2.2069712551943772e-75	0.548	True	CDS	4023.0	['chr10:68135107-68136486' 'chr10:68135107-68186026']
246	ENSMUSG00000004558	Ndrg2	2.025077814359984e-76	1.1358845558728277e-74	0.525	True	CDS	2901.0	['chr14:51910786-51911086' 'chr14:51910786-51911466']
212	ENSMUSG00000015937	Macroh2a1	4.1430406386533714e-74	2.255520065337468e-72	0.422	True	CDS	1090.0	['chr13:56084286-56088252' 'chr13:56084286-56089758']
1048	ENSMUSG00000025372	Baiap2	2.5015861149622605e-72	1.322981685370041e-70	0.623	False	CDS	3931.0	['chr11:120000587-120006359' 'chr11:120003082-120006359' 'chr11:120003086-120006359']
1040	ENSMUSG00000020612	Prkar1a	2.775360622035602e-72	1.4269979198299716e-70	0.36	True	5' UTR	10632.0	['chr11:109650625-109653779' 'chr11:109651074-109653779']
943	ENSMUSG00000023175	Bsg	9.708727976353929e-71	4.856987968711115e-69	0.067	True	CDS	2494.0	['chr10:79704585-79709671' 'chr10:79709045-79709671']
1782	ENSMUSG00000057193	Slc44a2	1.5087864066290137e-69	7.349377996500801e-68	0.929	True	CDS	6023.0	['chr9:21320852-21338441' 'chr9:21337963-21338441']
1693	ENSMUSG00000030774	Pak1	3.2612002234108766e-67	1.5478157983419313e-65	0.935	False	5' UTR	943.0	['chr7:97788975-97854436' 'chr7:97831059-97854436' 'chr7:97843142-97854436']
851	ENSMUSG00000016534	Lamp2	2.3147470680922277e-66	1.0711492057596782e-64	0.158	False	CDS	3429.0	['chrX:38405572-38421641' 'chrX:38405572-38424267']
1642	ENSMUSG00000042079	Hnrnpf	8.115176891411598e-66	3.663705469756798e-64	0.298	False	5' UTR	1122.0	['chr6:117906840-117917470' 'chr6:117907209-117917470' 'chr6:117907880-117917470' 'chr6:117907919-117917470' 'chr6:117917072-117917470']
1146	ENSMUSG00000022139	Mbnl2	4.804927620999284e-64	2.1176002443975414e-62	0.526	True	CDS	4282.0	['chr14:120389164-120396451' 'chr14:120395766-120396451']
170	ENSMUSG00000025162	Csnk1d	3.525503182639083e-62	1.517606137456964e-60	0.507	True	CDS	13834.0	['chr11:120963907-120964948' 'chr11:120963907-120967995']
475	ENSMUSG00000027459	Fam110a	1.4411414731532907e-61	6.062620151833503e-60	0.934	True	5' UTR	4946.0	['chr2:151970925-151973610' 'chr2:151970925-151979993']
1004	ENSMUSG00000005417	Mprip	4.498004742060788e-61	1.8501792839010045e-59	0.611	True	CDS	3114.0	['chr11:59771703-59775516' 'chr11:59772218-59775516']
1063	ENSMUSG00000021000	Mia2	7.00815768707112e-61	2.8200217127757917e-59	0.47	True	CDS	5002.0	['chr12:59137787-59146847' 'chr12:59144771-59146847' 'chr12:59146363-59146847']
226	ENSMUSG00000041417	Pik3r1	1.6523315542364246e-60	6.50737384445026e-59	0.518	True	CDS	2825.0	['chr13:101690584-101692183' 'chr13:101690584-101694376' 'chr13:101690584-101701447']
735	ENSMUSG00000030849	Fgfr2	2.9066560338271233e-60	1.120879233044584e-58	0.986	True	CDS	10309.0	['chr7:130196375-130198419' 'chr7:130196375-130199758']
278	ENSMUSG00000022565	Plec	6.942229099054387e-59	2.6224624617040144e-57	0.466	True	CDS	13630.0	['chr15:76194813-76195424' 'chr15:76194813-76197980' 'chr15:76194813-76199549' 'chr15:76194813-76205598' 'chr15:76194813-76208965' 'chr15:76194813-76229358']
382	ENSMUSG00000024456	Diaph1	5.4194668414107335e-58	2.006286624690254e-56	0.643	True	CDS	12005.0	['chr18:37905160-37906388' 'chr18:37905160-37935202']
133	ENSMUSG00000078812	Eif5a	7.498136987761147e-57	2.7213826596756633e-55	0.093	True	5' UTR	12306.0	['chr11:69919337-69920341' 'chr11:69919337-69920801' 'chr11:69919337-69921163']
1225	ENSMUSG00000055447	Cd47	9.248320097501677e-55	3.2920462500914626e-53	0.169	True	CDS	1230.0	['chr16:49898133-49910869' 'chr16:49906813-49910869' 'chr16:49908079-49910869' 'chr16:49908736-49910869']
749	ENSMUSG00000031078	Cttn	3.4463199907612484e-54	1.2036110005469945e-52	0.407	True	CDS	2545.0	['chr7:144449616-144450978' 'chr7:144449616-144452027']
681	ENSMUSG00000030220	Arhgdib	5.348369617139952e-54	1.833302252097417e-52	0.302	True	5' UTR	13307.0	['chr6:136933774-136941438' 'chr6:136933774-136941651' 'chr6:136933774-136941813']
1362	ENSMUSG00000026655	Fam107b	6.417970611883752e-53	2.121368500463718e-51	0.348	False	CDS	13334.0	['chr2:3713637-3772796' 'chr2:3749392-3772796']
772	ENSMUSG00000031708	Tecr	1.2888476603835732e-52	4.1853631918771836e-51	0.095	False	CDS	1265.0	['chr8:83572456-83572549' 'chr8:83572456-83573028']
595	ENSMUSG00000035325	Sec31a	6.604937414595624e-52	2.1078860611062927e-50	0.433	True	CDS	1275.0	['chr5:100386204-100388534' 'chr5:100386204-100389068' 'chr5:100386204-100390759']
1697	ENSMUSG00000032812	Arap1	1.8048954732310303e-51	5.607685225453067e-50	0.874	True	CDS	1076.0	['chr7:101393630-101394734' 'chr7:101394468-101394734']
1629	ENSMUSG00000056737	Capg	1.8177261670836525e-51	5.607685225453067e-50	0.156	False	5' UTR	2768.0	['chr6:72544467-72555273' 'chr6:72549502-72555273' 'chr6:72549553-72555273' 'chr6:72549869-72555273']
1139	ENSMUSG00000021996	Esd	2.9922301656919226e-50	9.079701699501226e-49	0.147	True	5' UTR	308.0	['chr14:74732389-74735960' 'chr14:74732522-74735960']
1638	ENSMUSG00000000440	Pparg	2.8781346309455154e-49	8.592624519161532e-48	0.686	True	5' UTR	240.0	['chr6:115361118-115383679' 'chr6:115361234-115383679' 'chr6:115361371-115383679' 'chr6:115362418-115383679']
