cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
546	ENSMUSG00000052040	Klf13	3.774151852452288e-161	5.181910493416992e-158	0.618	True	CDS	4262.0	['chr7:63891798-63936230' 'chr7:63891798-63937663' 'chr7:63891798-63937967']
1260	ENSMUSG00000030876	Mettl9	3.174538555174324e-156	2.179320718127173e-153	0.626	False	5' UTR	636.0	['chr7:121032854-121047838' 'chr7:121034976-121047838']
17	ENSMUSG00000026395	Ptprc	1.5208460650943386e-128	6.960405491248422e-126	0.561	True	CDS	3325.0	['chr1:138117026-138117754' 'chr1:138117026-138120020' 'chr1:138117026-138126303']
959	ENSMUSG00000062210	Tnfaip8	5.962487326701283e-111	2.0466237748902154e-108	0.549	True	CDS	6762.0	['chr18:49979627-50090200' 'chr18:50031364-50090200' 'chr18:50053620-50090200']
1123	ENSMUSG00000029063	Nadk	1.9087152509564009e-93	5.241332079126278e-91	0.669	True	5' UTR	741.0	['chr4:155562456-155576993' 'chr4:155563980-155576993']
714	ENSMUSG00000019920	Lims1	1.0126504641340538e-90	2.3172818120934267e-88	0.574	False	CDS	2741.0	['chr10:58323688-58399021' 'chr10:58352198-58399021' 'chr10:58371700-58399021']
504	ENSMUSG00000097354	2310001H17Rik	3.0272239744025663e-75	5.937683595506747e-73	0.477	False	Non-coding	1108.0	['chr6:129233154-129233885' 'chr6:129233154-129233896' 'chr6:129233154-129237739' 'chr6:129233154-129237996']
1197	ENSMUSG00000056737	Capg	1.7053991815047835e-71	2.926891345257584e-69	0.376	True	5' UTR	3775.0	['chr6:72544467-72555273' 'chr6:72549502-72555273' 'chr6:72549869-72555273']
834	ENSMUSG00000036006	Ripor2	1.2745234496642684e-61	1.9443563293211563e-59	0.569	True	CDS	8697.0	['chr13:24501688-24669960' 'chr13:24614748-24669960' 'chr13:24638937-24669960']
434	ENSMUSG00000039753	Fbxl5	2.1766111806447115e-61	2.9884871510251893e-59	0.4	False	CDS	5149.0	['chr5:43773660-43781965' 'chr5:43773660-43785778']
853	ENSMUSG00000025290	Rps24	8.468187210304108e-54	1.0569837308861399e-51	0.197	True	CDS	104.0	['chr14:24493494-24495775' 'chr14:24495450-24495775']
98	ENSMUSG00000078812	Eif5a	1.6695737514457157e-52	1.9102706339458066e-50	0.091	True	5' UTR	464.0	['chr11:69919337-69919449' 'chr11:69919337-69920341' 'chr11:69919337-69920801' 'chr11:69919337-69921024' 'chr11:69919337-69921163' 'chr11:69919337-69921187']
1268	ENSMUSG00000041836	Ptpre	2.3756426261626262e-51	2.5090440967086804e-49	0.431	True	CDS	3228.0	['chr7:135651847-135652090' 'chr7:135652015-135652090']
425	ENSMUSG00000039968	Rsbn1l	6.706410864275037e-46	6.577072940464017e-44	0.384	True	CDS	15665.0	['chr5:20927731-20945280' 'chr5:20927731-20951257']
97	ENSMUSG00000018736	Ndel1	8.65329898647573e-42	7.920653005620785e-40	0.397	True	5' UTR	4562.0	['chr11:68845425-68852942' 'chr11:68845425-68871781']
36	ENSMUSG00000038633	Degs1	1.3305994982326667e-35	1.0746547712196773e-33	0.125	False	CDS	1154.0	['chr1:182279719-182282622' 'chr1:182279719-182290780']
1303	ENSMUSG00000060470	Adgrg3	1.4916634095459278e-35	1.137807700725866e-33	0.447	True	CDS	4897.0	['chr8:95017821-95020933' 'chr8:95020785-95020933']
681	ENSMUSG00000026457	Adipor1	2.639135602493805e-35	1.9071227274863128e-33	0.224	True	5' UTR	433.0	['chr1:134415586-134422921' 'chr1:134415990-134422921']
341	ENSMUSG00000027639	Samhd1	3.910536372387533e-35	2.684583219644041e-33	0.305	True	CDS	6620.0	['chr2:157099504-157101321' 'chr2:157099504-157101721']
1261	ENSMUSG00000030876	Mettl9	7.697336231513638e-33	5.032591736127725e-31	0.266	False	CDS	636.0	['chr7:121057400-121076130' 'chr7:121074904-121076130' 'chr7:121075959-121076130']
148	ENSMUSG00000060147	Serpinb6a	1.0909506547424056e-32	6.8085238589151045e-31	0.711	False	CDS	13086.0	['chr13:33931647-33935922' 'chr13:33931647-33965638' 'chr13:33931647-33996243']
