	chromosome	start	end	cluster	left_exon_count	left_genes	right_exon_count	right_genes	genes	n_genes	genes_cluster	n_genes_cluster	annotated	gene_id	original_cluster	n_start	strand	cluster_type	psi_a	psi_b	delta_psi	lfc_psi	abs_delta_psi	abs_lfc_psi
0	chr1	10035164	10037662	0	7	['ENSMUSG00000025917']	1	['ENSMUSG00000025917']	['ENSMUSG00000025917']	1	['ENSMUSG00000025917']	1	True	ENSMUSG00000025917	19	1	-	shared_acceptor	1.0053420355223875e-11	0.042942177821572045	-0.04294217781151862	-25.341460460263466	0.04294217781151862	25.341460460263466
1	chr1	10035164	10037670	0	7	['ENSMUSG00000025917']	4	['ENSMUSG00000025917']	['ENSMUSG00000025917']	1	['ENSMUSG00000025917']	1	True	ENSMUSG00000025917	19	1	-	shared_acceptor	0.987160890076168	0.9105570869625524	0.07660380311361559	0.11653576880424917	0.07660380311361559	0.11653576880424917
2	chr1	10035164	10037919	0	7	['ENSMUSG00000025917']	3	['ENSMUSG00000025917']	['ENSMUSG00000025917']	1	['ENSMUSG00000025917']	1	True	ENSMUSG00000025917	19	1	-	shared_acceptor	0.012839109913778497	0.04650073521587559	-0.03366162530209709	-1.8567082558694334	0.03366162530209709	1.8567082558694334
3	chr1	13572075	13573858	1	2	['ENSMUSG00000025935']	0	[]	['ENSMUSG00000025935']	1	['ENSMUSG00000025935']	1	False	ENSMUSG00000025935	28	1	-	shared_acceptor	6.2354550340993245e-12	0.10057563499714528	-0.10057563499090982	-26.574737690613922	0.10057563499090982	26.574737690613922
4	chr1	13572075	13576368	1	2	['ENSMUSG00000025935']	2	['ENSMUSG00000025935']	['ENSMUSG00000025935']	1	['ENSMUSG00000025935']	1	True	ENSMUSG00000025935	28	1	-	shared_acceptor	0.9999999999937647	0.8994243650028547	0.10057563499090993	0.15292612821881904	0.10057563499090993	0.15292612821881904
5	chr1	13579567	13579690	2	5	['ENSMUSG00000025935']	3	['ENSMUSG00000025935']	['ENSMUSG00000025935']	1	['ENSMUSG00000025935']	1	True	ENSMUSG00000025935	29	1	-	shared_acceptor	0.9099908116868606	0.9771026540830074	-0.06711184239614687	-0.10265816083546467	0.06711184239614687	0.10265816083546467
6	chr1	13579567	13581023	2	5	['ENSMUSG00000025935']	4	['ENSMUSG00000025935']	['ENSMUSG00000025935']	1	['ENSMUSG00000025935']	1	True	ENSMUSG00000025935	29	1	-	shared_acceptor	0.09000918831313955	0.022897345916992697	0.06711184239614684	1.9748918531216506	0.06711184239614684	1.9748918531216506
7	chr1	16643479	16645686	3	14	['ENSMUSG00000079658']	14	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	40	1	-	shared_acceptor	0.9725798193357873	0.9865746398990771	-0.013994820563289823	-0.020611546510250243	0.013994820563289823	0.020611546510250243
8	chr1	16643479	16647955	3	14	['ENSMUSG00000079658']	23	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	False	ENSMUSG00000079658	40	1	-	shared_acceptor	0.027420180664212694	0.013425360100922913	0.013994820563289781	1.0302772365012727	0.013994820563289781	1.0302772365012727
9	chr1	16648008	16656296	4	10	['ENSMUSG00000079658']	3	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.013196676454711448	0.02053090032015899	-0.007334223865447543	-0.6376222180797164	0.007334223865447543	0.6376222180797164
10	chr1	16648008	16656616	4	10	['ENSMUSG00000079658']	0	[]	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	False	ENSMUSG00000079658	42	1	-	shared_acceptor	2.6225147841664696e-12	0.015096270360176727	-0.015096270357554212	-23.843910388785552	0.015096270357554212	23.843910388785552
11	chr1	16648008	16656822	4	10	['ENSMUSG00000079658']	5	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.6865584825150476	0.6584408118787896	0.02811767063625803	0.06032885682368372	0.02811767063625803	0.06032885682368372
12	chr1	16648008	16656862	4	10	['ENSMUSG00000079658']	0	[]	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	False	ENSMUSG00000079658	42	1	-	shared_acceptor	0.053901880493326504	0.08507845084372442	-0.03117657035039792	-0.6584581486764627	0.03117657035039792	0.6584581486764627
13	chr1	16648008	16656912	4	10	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.06088262953974562	0.061084887244132025	-0.00020225770438640767	-0.004784822344224615	0.00020225770438640767	0.004784822344224615
14	chr1	16648008	16656992	4	10	['ENSMUSG00000079658']	3	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.18546033099454637	0.15976867935301833	0.025691651641528035	0.2151260198816325	0.025691651641528035	0.2151260198816325
15	chr1	36269702	36273101	5	4	['ENSMUSG00000047180']	0	[]	['ENSMUSG00000047180']	1	['ENSMUSG00000047180']	1	False	ENSMUSG00000047180	67	1	-	shared_acceptor	0.0589941211122371	0.07208402548304882	-0.013089904370811721	-0.2891083812230093	0.013089904370811721	0.2891083812230093
16	chr1	36269702	36273338	5	4	['ENSMUSG00000047180']	4	['ENSMUSG00000047180']	['ENSMUSG00000047180']	1	['ENSMUSG00000047180']	1	True	ENSMUSG00000047180	67	1	-	shared_acceptor	0.9410058788877629	0.9279159745169511	0.013089904370811811	0.020209565079654268	0.013089904370811811	0.020209565079654268
