cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
857	ENSMUSG00000018819	Lsp1	0.0	0.0	0.982	True	CDS	4912.0	['chr7:142460967-142484479' 'chr7:142472365-142484479' 'chr7:142475418-142484479' 'chr7:142477367-142484479']
558	ENSMUSG00000025290	Rps24	2.0573509305830464e-226	9.432954016723269e-224	0.725	True	CDS	10652.0	['chr14:24493494-24495775' 'chr14:24495450-24495775']
687	ENSMUSG00000026879	Gsn	4.23291118341866e-143	1.2938598517316369e-140	0.81	True	5' UTR	25.0	['chr2:35266904-35283905' 'chr2:35282602-35283905']
45	ENSMUSG00000090841	Myl6	4.119014235816233e-114	9.442840135608714e-112	0.245	True	CDS	7981.0	['chr10:128491034-128491290' 'chr10:128491034-128491720' 'chr10:128491034-128492059']
721	ENSMUSG00000027763	Mbnl1	1.687861488420923e-104	3.0955379697639723e-102	0.739	True	5' UTR	12914.0	['chr3:60473174-60528756' 'chr3:60501424-60528756']
731	ENSMUSG00000074457	S100a16	4.4020898881640237e-85	6.727860712410685e-83	0.642	True	5' UTR	302.0	['chr3:90537418-90541994' 'chr3:90541318-90541994']
247	ENSMUSG00000028041	Adam15	5.758149115660097e-76	7.543175341514725e-74	0.627	True	CDS	7787.0	['chr3:89340180-89340401' 'chr3:89340180-89341508']
370	ENSMUSG00000030695	Aldoa	2.4204795530727565e-73	2.7744746877096475e-71	0.225	True	CDS	1870.0	['chr7:126797777-126797974' 'chr7:126797777-126799045' 'chr7:126797777-126800002' 'chr7:126797777-126800288']
333	ENSMUSG00000015766	Eps8	1.42372104312738e-65	1.450613551719786e-63	0.69	True	5' UTR	12396.0	['chr6:137539402-137570702' 'chr6:137539402-137591418']
846	ENSMUSG00000066406	Akap13	1.7978087601661756e-60	1.648590633072383e-58	0.583	True	CDS	3534.0	['chr7:75697435-75704365' 'chr7:75702153-75704365']
216	ENSMUSG00000025781	Atp5c1	1.9781223467910845e-60	1.6490347200067497e-58	0.34	True	CDS	13195.0	['chr2:10056162-10056770' 'chr2:10056162-10058996']
364	ENSMUSG00000048779	P2ry6	4.015853429098151e-60	3.0687813287358374e-58	1.0	True	5' UTR	3696.0	['chr7:100940019-100964219' 'chr7:100940019-100974515']
816	ENSMUSG00000056737	Capg	1.600516140627814e-58	1.12897946227362e-56	0.407	True	5' UTR	6435.0	['chr6:72544467-72555273' 'chr6:72549502-72555273' 'chr6:72549869-72555273']
492	ENSMUSG00000018217	Pmp22	9.441398356286589e-58	6.184115923367716e-56	0.382	False	5' UTR	132.0	['chr11:63129151-63133125' 'chr11:63131655-63133125']
705	ENSMUSG00000027455	Nsfl1c	7.159082568370718e-57	4.376585810130631e-55	0.693	True	CDS	4458.0	['chr2:151500790-151503014' 'chr2:151502461-151503014']
722	ENSMUSG00000027763	Mbnl1	3.4421193691580607e-50	1.9727646634487133e-48	0.382	True	5' UTR	12914.0	['chr3:60473174-60595594' 'chr3:60501424-60595594' 'chr3:60529805-60595594']
915	ENSMUSG00000040990	Sh3kbp1	5.258985162463755e-44	2.8367584670466263e-42	0.683	True	CDS	9309.0	['chrX:159828580-159865325' 'chrX:159840612-159865325']
650	ENSMUSG00000024395	Lims2	3.0211887868988286e-41	1.5391278431034588e-39	0.429	True	5' UTR	910.0	['chr18:31922477-31941740' 'chr18:31931551-31941740']
443	ENSMUSG00000026305	Lrrfip1	1.3309637202828427e-40	6.42365121841772e-39	0.764	True	CDS	1306.0	['chr1:90998894-91068563' 'chr1:91053724-91068563']
506	ENSMUSG00000038811	Gngt2	6.443908801863812e-40	2.9545321856545573e-38	0.507	True	5' UTR	7874.0	['chr11:95842427-95843812' 'chr11:95842796-95843812' 'chr11:95843393-95843812']
