cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
19544	ENSMUSG00000026879	Gsn	0.0	0.738	True	5' UTR		0.0	chr2	[35266904 35282602 35282722]	[35283905]
13009	ENSMUSG00000031431	Tsc22d3	0.0	0.694	False	CDS		0.0	chrX	[140542157]	[140542511 140542846 140548196 140548339 140598128]
4721	ENSMUSG00000022892	App	0.0	0.652	True	CDS		0.0	chr16	[85030366]	[85040251 85043576 85056324]
21570	ENSMUSG00000028745	Capzb	2.083960232258395e-295	0.689	True	CDS		3.464605539914205e-298	chr4	[139287833 139288974]	[139291003]
1417	ENSMUSG00000090841	Myl6	4.5623361655566874e-282	0.273	True	CDS		9.481164101323123e-285	chr10	[128491034]	[128491290 128491720 128492059]
21895	ENSMUSG00000029106	Add1	5.576977526073166e-257	0.698	True	CDS		1.3907674628611388e-259	chr5	[34628514 34629173 34630285]	[34630470]
15121	ENSMUSG00000020486	Septin4	1.1259548287749353e-254	0.648	True	CDS		3.275845304000228e-257	chr11	[87578538 87579029 87581099 87581226 87583365 87583615]	[87583921]
3938	ENSMUSG00000022425	Enpp2	5.804253263718987e-228	0.392	True	CDS		1.9299262722257642e-230	chr15	[54850128]	[54851348 54860043]
17748	ENSMUSG00000022744	Cldnd1	2.5903855816918043e-223	0.683	True	5' UTR		9.689721627276079e-226	chr16	[58728085 58729224]	[58729438]
14295	ENSMUSG00000058589	Anks1b	1.6534225182396875e-211	0.857	False	CDS		6.872080291935527e-214	chr10	[90680920 90829681 90829749 90830098]	[90895099]
18258	ENSMUSG00000039601	Rcan2	5.016439204602632e-209	0.656	True	CDS		2.293467633026972e-211	chr17	[43836498 43953538]	[44017767]
20541	ENSMUSG00000027940	Tpm3	4.367199340538302e-190	0.621	True	CDS		2.178154284557756e-192	chr3	[90088477 90089124]	[90089797]
10420	ENSMUSG00000054808	Actn4	3.902570145168989e-182	0.695	True	CDS		2.1086206104404342e-184	chr7	[28907065]	[28909903 28911490]
12083	ENSMUSG00000031996	Aplp2	1.5092916284510405e-160	0.427	True	CDS		8.782245552084194e-163	chr9	[31164674]	[31167561 31168708]
6712	ENSMUSG00000032841	Prr5l	1.4900867988782646e-158	0.91	True	CDS		9.289817948118855e-161	chr2	[101772409]	[101797421 101797472 101882941]
7426	ENSMUSG00000028041	Adam15	9.4452992100489e-150	0.737	True	CDS		6.281163231952718e-152	chr3	[89340180]	[89340401 89341508]
8195	ENSMUSG00000028677	Rnf220	5.992161678991614e-148	0.779	True	CDS		4.2338631979575e-150	chr4	[117289069]	[117289199 117289203 117296132]
18127	ENSMUSG00000041881	Ndufa7	2.1062828941394423e-145	0.191	True	CDS		1.5757727387576872e-147	chr17	[33824681 33825651 33829312 33829396]	[33829667]
15661	ENSMUSG00000004151	Etv1	8.803808277650391e-143	0.868	False	CDS		6.95230080113705e-145	chr12	[38857111 38861106]	[38861287]
16501	ENSMUSG00000025290	Rps24	9.4321071235329e-128	0.246	True	CDS		7.840488049487031e-130	chr14	[24493494 24494070]	[24495430]
20596	ENSMUSG00000015714	Cers2	3.6821674463741792e-127	0.243	True	5' UTR		3.213861860925093e-129	chr3	[95315346 95315539 95318954]	[95320062]
7111	ENSMUSG00000027546	Atp9a	8.241757608774865e-124	0.843	True	CDS		7.536104214174856e-126	chr2	[168710977]	[168734021 168741682 168742088]
5833	ENSMUSG00000024826	Dpf2	7.876570922673649e-119	0.765	True	CDS		7.529556576121944e-121	chr19	[5902769]	[5903731 5904240]
16127	ENSMUSG00000054728	Phactr1	3.7711446423803473e-118	0.667	True	CDS		3.7617402916512194e-120	chr13	[42709851 42866488 42866956 42916868]	[42956617]
8921	ENSMUSG00000029207	Apbb2	7.452756510416834e-104	0.871	True	CDS		7.7439282111563115e-106	chr5	[66391858]	[66392273 66400076]
23376	ENSMUSG00000040811	Eml2	3.767617585002018e-102	0.696	True	CDS		4.0714071990878e-104	chr7	[19179856 19181224]	[19181709]
18802	ENSMUSG00000041607	Mbp	1.0013622936783037e-99	0.141	True	CDS		1.123723272207573e-101	chr18	[82554751 82561856]	[82572825]
