cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
164	ENSMUSG00000030220	Arhgdib	7.448251945123466e-35	3.18040358056772e-32	0.076	True	5' UTR	404.0	['chr6:136933774-136941438' 'chr6:136933774-136941651' 'chr6:136933774-136941813']
425	ENSMUSG00000040990	Sh3kbp1	2.8902433778401222e-34	6.170669611688661e-32	0.384	True	CDS	2887.0	['chrX:159683702-159764012' 'chrX:159697475-159764012' 'chrX:159708744-159764012']
184	ENSMUSG00000030844	Rgs10	4.6371363317317366e-33	6.600190712164837e-31	0.226	False	CDS	132.0	['chr7:128374043-128376051' 'chr7:128374043-128376061' 'chr7:128374043-128388964']
99	ENSMUSG00000023927	Satb1	2.1997546170764793e-25	2.348238053729141e-23	0.115	True	5' UTR	214.0	['chr17:51809288-51826434' 'chr17:51809288-51831807' 'chr17:51809288-51832470' 'chr17:51809288-51833163']
376	ENSMUSG00000042079	Hnrnpf	4.860670788456093e-21	4.151012853341503e-19	0.153	True	5' UTR	6870.0	['chr6:117900507-117917470' 'chr6:117906840-117917470' 'chr6:117907209-117917470' 'chr6:117907880-117917470' 'chr6:117907919-117917470' 'chr6:117917072-117917470']
230	ENSMUSG00000040345	Arhgap9	8.868813555155087e-16	6.311638980085372e-14	0.526	True	CDS	301.0	['chr10:127322891-127325119' 'chr10:127323831-127325119' 'chr10:127324460-127325119']
355	ENSMUSG00000029204	Rhoh	1.493286251896375e-15	9.109046136567888e-14	0.137	True	5' UTR	604.0	['chr5:65863151-65891553' 'chr5:65863882-65891553']
135	ENSMUSG00000000409	Lck	6.747200327119563e-15	3.6013181746000673e-13	0.069	True	CDS	261.0	['chr4:129558191-129558288' 'chr4:129558191-129573515']
183	ENSMUSG00000000486	Septin1	3.258284948534761e-13	1.54587519224927e-11	0.098	True	CDS	2472.0	['chr7:127218232-127218325' 'chr7:127218232-127218407']
159	ENSMUSG00000030067	Foxp1	2.259558098115081e-12	9.648313078951396e-11	0.37	True	CDS	1392.0	['chr6:99076046-99096144' 'chr6:99076046-99162839']
215	ENSMUSG00000031506	Ptpn7	3.08139163622655e-12	1.1961402078806695e-10	0.328	True	5' UTR	9558.0	['chr1:135132778-135133750' 'chr1:135132791-135133750' 'chr1:135133456-135133750']
271	ENSMUSG00000022148	Fyb	1.2340853396832982e-11	4.3912870003730694e-10	0.242	True	CDS	3502.0	['chr15:6643764-6646637' 'chr15:6644900-6646637']
333	ENSMUSG00000027985	Lef1	7.361679555062329e-11	2.4180285923166263e-09	0.245	True	CDS	173.0	['chr3:131111679-131113856' 'chr3:131112821-131113856']
362	ENSMUSG00000049327	Kmt5a	4.708942524849765e-08	1.4362274700791783e-06	0.348	True	CDS	3683.0	['chr5:124445729-124447214' 'chr5:124446085-124447214']
10	ENSMUSG00000040723	Rcsd1	1.0715114176346352e-07	2.8595960958124325e-06	0.212	False	CDS	163.0	['chr1:165665051-165707891' 'chr1:165665051-165709254']
65	ENSMUSG00000041417	Pik3r1	1.7662553419398858e-07	4.189950172268508e-06	0.324	True	CDS	2551.0	['chr13:101690584-101694376' 'chr13:101690584-101701447']
252	ENSMUSG00000071379	Hpcal1	2.3318234666669523e-07	5.2404664224567824e-06	0.36	False	5' UTR	1625.0	['chr12:17691047-17767214' 'chr12:17728309-17767214']
293	ENSMUSG00000024038	Ndufv3	2.700741583173111e-07	5.766083280074592e-06	0.123	True	CDS	6849.0	['chr17:31521693-31531110' 'chr17:31528402-31531110']
160	ENSMUSG00000030067	Foxp1	3.169379086143189e-07	6.4444041418244826e-06	0.338	True	5' UTR	1392.0	['chr6:99260420-99266347' 'chr6:99260420-99308344']
276	ENSMUSG00000022471	Xrcc6	3.77559036289342e-07	7.328077658888593e-06	0.179	True	CDS	22.0	['chr15:82027412-82029122' 'chr15:82028155-82029122']
422	ENSMUSG00000025862	Stag2	5.947709456470336e-07	1.1042051903968843e-05	0.241	True	5' UTR	4458.0	['chrX:42149686-42201855' 'chrX:42150835-42201855' 'chrX:42151089-42201855']
202	ENSMUSG00000002010	Idh3g	9.594796432886828e-07	1.5965780868795488e-05	0.234	True	CDS	10478.0	['chrX:73782104-73782298' 'chrX:73782104-73782675']
174	ENSMUSG00000030629	Zfand6	9.742880225232835e-07	1.5965780868795488e-05	0.283	True	5' UTR	10579.0	['chr7:84634410-84679310' 'chr7:84634410-84689746']
311	ENSMUSG00000054766	Set	1.0095458628980751e-06	1.5965780868795488e-05	0.145	True	CDS	199.0	['chr2:30062281-30068269' 'chr2:30066894-30068269']
93	ENSMUSG00000067288	Rps28	1.5586517779599203e-06	2.3769439613888785e-05	0.078	True	3' UTR	57.0	['chr17:33823117-33823193' 'chr17:33823117-33823197']
181	ENSMUSG00000030695	Aldoa	2.1872744662760744e-06	3.220573093447874e-05	0.069	True	CDS	292.0	['chr7:126797777-126797974' 'chr7:126797777-126799045']
107	ENSMUSG00000024670	Cd6	7.574671547492761e-06	0.00010781282502598032	0.181	True	CDS	509.0	['chr19:10791454-10792828' 'chr19:10791454-10794142']
246	ENSMUSG00000020612	Prkar1a	1.164162795216488e-05	0.0001603540366314324	0.062	True	5' UTR	6748.0	['chr11:109650625-109653779' 'chr11:109651074-109653779']
89	ENSMUSG00000061613	U2af1	1.2604603378199795e-05	0.00016819267632785348	0.083	True	CDS	2685.0	['chr17:31648895-31651646' 'chr17:31648895-31652502']
