cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
10111	ENSMUSG00000030220	Arhgdib	3.616368705126671e-32	0.079	True	5' UTR	404.0	8.469247552989862e-35	chr6	[136933774]	[136941438 136941651 136941813]
26094	ENSMUSG00000040990	Sh3kbp1	6.794242229155447e-32	0.379	True	CDS	2887.0	3.1823148614311223e-34	chrX	[159683702 159697475 159708744]	[159764012]
11051	ENSMUSG00000030844	Rgs10	1.943533580993476e-30	0.227	False	CDS	132.0	1.3654802676769147e-32	chr7	[128374043]	[128376051 128376061 128388964]
5276	ENSMUSG00000023927	Satb1	2.4938533166562485e-23	0.116	True	5' UTR	214.0	2.336162357523418e-25	chr17	[51809288]	[51826434 51831807 51832470 51833163]
23084	ENSMUSG00000042079	Hnrnpf	4.357905872540321e-19	0.15	True	5' UTR	6870.0	5.102934276979299e-21	chr6	[117900507 117906840 117907209 117907880 117907919 117917072]	[117917470]
14419	ENSMUSG00000040345	Arhgap9	6.370012397275427e-14	0.519	True	CDS	301.0	8.950837092190295e-16	chr10	[127322891 127323831 127324460]	[127325119]
22000	ENSMUSG00000029204	Rhoh	9.589988404247217e-14	0.137	True	5' UTR	604.0	1.5721292465979047e-15	chr5	[65863151 65863882]	[65891553]
8327	ENSMUSG00000000409	Lck	3.771793797082224e-13	0.07	True	CDS	261.0	7.0665925940650585e-15	chr4	[129558191]	[129558288 129573515]
11012	ENSMUSG00000000486	Septin1	1.595946342853853e-11	0.098	True	CDS	2472.0	3.363821331542079e-13	chr7	[127218232]	[127218325 127218407]
9896	ENSMUSG00000030067	Foxp1	9.6727396854076e-11	0.366	True	CDS	1392.0	2.265278614849555e-12	chr6	[99076046]	[99096144 99162839]
13573	ENSMUSG00000031506	Ptpn7	1.2054039498270542e-10	0.324	True	5' UTR	9558.0	3.1052560768378445e-12	chr1	[135132778 135132791 135133456]	[135133750]
