cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
25	ENSMUSG00000026395	Ptprc	1.6122384577754382e-161	2.645683309209494e-158	0.647	True	CDS	1131.0	['chr1:138117026-138117754' 'chr1:138117026-138120020' 'chr1:138117026-138126303']
625	ENSMUSG00000030220	Arhgdib	1.5846429549711248e-134	1.300199544553808e-131	0.152	True	5' UTR	6860.0	['chr6:136933774-136935032' 'chr6:136933774-136939413' 'chr6:136933774-136939436' 'chr6:136933774-136939454' 'chr6:136933774-136939511' 'chr6:136933774-136940908' 'chr6:136933774-136941438' 'chr6:136933774-136941651' 'chr6:136933774-136941813']
1162	ENSMUSG00000024610	Cd74	2.8554644587423604e-121	1.561939058932071e-118	0.088	True	CDS	6.0	['chr18:60810419-60811859' 'chr18:60811486-60811859']
1022	ENSMUSG00000025290	Rps24	4.210255869819677e-95	1.7272574705935225e-92	0.197	True	CDS	173.0	['chr14:24493494-24495775' 'chr14:24495450-24495775']
122	ENSMUSG00000078812	Eif5a	2.008367618509319e-67	6.591462523947585e-65	0.091	True	5' UTR	899.0	['chr11:69919337-69919449' 'chr11:69919337-69920341' 'chr11:69919337-69920801' 'chr11:69919337-69921024' 'chr11:69919337-69921163' 'chr11:69919337-69921187']
1450	ENSMUSG00000056737	Capg	5.918287050478413e-67	1.6186515083058458e-64	0.376	True	5' UTR	3784.0	['chr6:72544467-72555273' 'chr6:72549502-72555273' 'chr6:72549869-72555273']
1095	ENSMUSG00000060636	Rpl35a	9.053368922269529e-58	2.1223683430634713e-55	0.13	True	5' UTR	5990.0	['chr16:33056511-33057136' 'chr16:33056556-33057136' 'chr16:33056618-33057136']
26	ENSMUSG00000026395	Ptprc	2.9878493700633427e-49	6.128826020342432e-47	0.359	True	CDS	1131.0	['chr1:138120167-138122456' 'chr1:138120167-138126303']
926	ENSMUSG00000010142	Tnfrsf13b	1.5859105461997118e-44	2.891643562570809e-42	0.265	True	CDS	8608.0	['chr11:61141492-61146841' 'chr11:61142530-61146841']
1637	ENSMUSG00000040990	Sh3kbp1	5.907348131879143e-43	9.693958284413676e-41	0.409	True	CDS	16078.0	['chrX:159683702-159764012' 'chrX:159708744-159764012']
1228	ENSMUSG00000064289	Tank	1.7404531183570107e-42	2.4718072153146195e-40	0.687	True	CDS	17102.0	['chr2:61578694-61613651' 'chr2:61593209-61613651' 'chr2:61594202-61613651']
219	ENSMUSG00000012405	Rpl15	1.807537268968643e-42	2.4718072153146195e-40	0.097	True	5' UTR	14743.0	['chr14:18270461-18270823' 'chr14:18270461-18270845' 'chr14:18270461-18270959']
464	ENSMUSG00000062006	Rpl34	3.6549536366790863e-40	4.6136760906079847e-38	0.052	True	5' UTR	445.0	['chr3:130729303-130730121' 'chr3:130729303-130730189' 'chr3:130729303-130730318']
1240	ENSMUSG00000032698	Lmo2	6.525860552325722e-40	7.649240833118935e-38	0.57	True	5' UTR	15036.0	['chr2:103969722-103970493' 'chr2:103970366-103970493']
810	ENSMUSG00000073702	Rpl31	2.994031520680476e-39	3.2754704836244407e-37	0.073	True	5' UTR	13133.0	['chr1:39367935-39368149' 'chr1:39368007-39368149' 'chr1:39368012-39368149']
373	ENSMUSG00000035171	1110059E24Rik	6.513697093560428e-37	6.680610581582915e-35	0.479	True	CDS	5067.0	['chr19:21619216-21630510' 'chr19:21619216-21652607']
