cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
533	ENSMUSG00000026395	Ptprc	4.129650526598393e-158	0.64	True	CDS	1131.0	2.4802705865455812e-161	chr1	[138117026]	[138117754 138120020 138126303]
10111	ENSMUSG00000030220	Arhgdib	6.17910234926683e-129	0.154	True	5' UTR	6860.0	7.42234516428448e-132	chr6	[136933774]	"[136935032 136939413 136939436 136939454 136939511 136940908 136941438
 136941651 136941813]"
18714	ENSMUSG00000024610	Cd74	1.5968359126113565e-118	0.088	True	CDS	6.0	2.8771818245249666e-121	chr18	[60810419 60811486]	[60811859]
16502	ENSMUSG00000025290	Rps24	1.9089278470584683e-92	0.197	True	CDS	173.0	4.5860128457861106e-95	chr14	[24493494 24495450]	[24495775]
22882	ENSMUSG00000056737	Capg	2.113085857866984e-64	0.372	True	5' UTR	3784.0	6.345603176777729e-67	chr6	[72544467 72549502 72549869]	[72555273]
1873	ENSMUSG00000078812	Eif5a	2.1275622892732518e-64	0.093	True	5' UTR	899.0	7.666891132516226e-67	chr11	[69919337]	[69919449 69920341 69920801 69921024 69921163 69921187]
17591	ENSMUSG00000060636	Rpl35a	2.5590992482047157e-55	0.13	True	5' UTR	5990.0	1.2295972363746381e-57	chr16	[33056511 33056556 33056618]	[33057136]
534	ENSMUSG00000026395	Ptprc	5.726551921522295e-47	0.356	True	CDS	1131.0	3.0954334710931326e-49	chr1	[138120167]	[138122456 138126303]
14834	ENSMUSG00000010142	Tnfrsf13b	5.495546927163368e-42	0.263	True	CDS	8608.0	3.300628785083105e-44	chr11	[61141492 61142530]	[61146841]
26094	ENSMUSG00000040990	Sh3kbp1	9.491174983354524e-41	0.406	True	CDS	16078.0	6.270445934948933e-43	chrX	[159683702 159708744]	[159764012]
19643	ENSMUSG00000064289	Tank	2.511444492694984e-40	0.678	True	CDS	17102.0	1.810050084825214e-42	chr2	[61578694 61593209 61594202]	[61613651]
3393	ENSMUSG00000012405	Rpl15	3.379306954981066e-40	0.098	True	5' UTR	14743.0	2.63849792280804e-42	chr14	[18270461]	[18270823 18270845 18270959]
7693	ENSMUSG00000062006	Rpl34	6.155395697647961e-38	0.053	True	5' UTR	445.0	5.175708094118407e-40	chr3	[130729303]	[130730121 130730189 130730318]
19813	ENSMUSG00000032698	Lmo2	7.294325014208869e-38	0.566	True	5' UTR	15036.0	6.571463976764747e-40	chr2	[103969722 103970366]	[103970493]
13205	ENSMUSG00000073702	Rpl31	6.2883769451850715e-37	0.073	True	5' UTR	13133.0	6.042884752129797e-39	chr1	[39367935 39368007 39368012]	[39368149]
5966	ENSMUSG00000035171	1110059E24Rik	7.247833306980226e-35	0.475	True	CDS	5067.0	7.400190163283112e-37	chr19	[21619216]	[21630510 21652607]
7392	ENSMUSG00000028066	Pmf1	5.47776678270823e-30	0.353	True	CDS	10798.0	5.921910035360249e-32	chr3	[88394571]	[88395714 88395905]
15405	ENSMUSG00000057322	Rpl38	5.1287090619991955e-27	0.111	True	5' UTR	1242.0	5.852580911590674e-29	chr11	[114668610 114668627 114668686]	[114668781]
3154	ENSMUSG00000021546	Hnrnpk	3.6418543559058887e-25	0.058	True	CDS	11193.0	4.5933298182596784e-27	chr13	[58395688]	[58396188 58396827]
9695	ENSMUSG00000004980	Hnrnpa2b1	6.486277326001744e-25	0.074	True	CDS	5617.0	8.960022732615024e-27	chr6	[51467296]	[51467391 51469671]
18150	ENSMUSG00000037548	H2-DMb2	1.7770739174011526e-24	0.208	True	5' UTR	2.0	2.5615479890467067e-26	chr17	[34143481 34143530 34145471]	[34147651]
10654	ENSMUSG00000052040	Klf13	5.086321642173269e-24	0.154	True	CDS	2430.0	7.637119582842746e-26	chr7	[63891798]	[63936230 63937663 63937967]
9898	ENSMUSG00000030067	Foxp1	7.124105983646835e-24	0.272	True	5' UTR	237.0	1.1124730064553616e-25	chr6	[99260420]	[99266347 99308344]
8195	ENSMUSG00000028677	Rnf220	1.820011767275517e-21	0.37	True	CDS	4252.0	3.060680449472341e-23	chr4	[117289069]	[117289199 117289203 117296132]
16075	ENSMUSG00000036006	Ripor2	3.993946388910703e-21	0.33	True	CDS	661.0	6.956423139844468e-23	chr13	[24501688 24614748 24638937]	[24669960]
532	ENSMUSG00000026395	Ptprc	4.3670561528143246e-21	0.073	True	CDS	1131.0	7.868569644710493e-23	chr1	[138115643]	[138116954 138126303]
9849	ENSMUSG00000030057	Cnbp	9.147144623242148e-21	0.133	True	CDS	13320.0	1.7580097774399318e-22	chr6	[87845558]	[87845656 87845674 87845677]
19022	ENSMUSG00000024675	Ms4a4c	1.1583390425981234e-19	0.098	False	5' UTR	74.0	2.295807111455741e-21	chr19	[11404798 11407768]	[11414792]
298	ENSMUSG00000038608	Dock10	4.852559817389652e-19	0.546	True	CDS	12409.0	9.90913115863352e-21	chr1	[80648333]	[80665109 80758326]
12867	ENSMUSG00000002010	Idh3g	2.2731104666954728e-17	0.19	True	CDS	4597.0	4.778310290350845e-19	chrX	[73782104]	[73782298 73782675]
9896	ENSMUSG00000030067	Foxp1	2.4390586030211287e-17	0.238	True	CDS	237.0	5.273640222748386e-19	chr6	[99076046]	[99096144 99162839]
10206	ENSMUSG00000063802	Hspbp1	6.206903459969377e-17	0.265	False	CDS	2627.0	1.3793118799931949e-18	chr7	[4664859]	[4674448 4677707]
3702	ENSMUSG00000059456	Ptk2b	2.3840219686919915e-16	0.287	False	5' UTR	13861.0	5.4410110997174586e-18	chr14	[66213553]	[66232213 66280883]
1612	ENSMUSG00000042032	Mat2b	5.436091189691386e-16	0.219	True	CDS	9187.0	1.2733186570448292e-17	chr11	[40687796]	[40692478 40694803]
23435	ENSMUSG00000040940	Arhgef1	6.943095719903243e-16	0.206	True	CDS	2307.0	1.6680109837605383e-17	chr7	[24918001 24918532]	[24919184]
9899	ENSMUSG00000030067	Foxp1	8.689556057843879e-16	0.425	False	5' UTR	237.0	2.1397705607903844e-17	chr6	[99308439]	[99338241 99339301 99435216]
3972	ENSMUSG00000022378	Fam49b	2.491181066265921e-15	0.162	True	5' UTR	11226.0	6.284060347337458e-17	chr15	[63970969]	[63997898 64022570 64060195]
6600	ENSMUSG00000027010	Slc25a12	7.548036993130273e-15	0.344	False	CDS	1703.0	1.9493428871147251e-16	chr2	[71333721]	[71338158 71343890]
8264	ENSMUSG00000028649	Macf1	1.2363768512937043e-14	0.286	True	CDS	340.0	3.2673021896049836e-16	chr4	[123554366]	[123564463 123572617 123664466]
17034	ENSMUSG00000059895	Ptp4a3	1.6622711042512068e-14	0.156	True	CDS	1561.0	4.492624606084344e-16	chr15	[73724849 73748466 73749389]	[73751129]
666	ENSMUSG00000038421	Fcrla	2.5314178500420847e-13	0.145	True	CDS	231.0	7.333970953552522e-15	chr1	[170922408]	[170927396 170927462]
21696	ENSMUSG00000029063	Nadk	2.5314178500420847e-13	0.42	True	5' UTR	636.0	7.449818297421151e-15	chr4	[155562456 155563980]	[155576993]
15788	ENSMUSG00000021134	Srsf5	1.01989760959496e-12	0.149	True	5' UTR	16178.0	3.124010696056634e-14	chr12	[80945669 80945673 80945799]	[80946576]
17702	ENSMUSG00000055447	Cd47	1.5190331958236774e-12	0.115	True	CDS	6301.0	4.7441276986685424e-14	chr16	[49868113 49869081]	[49884165]
17507	ENSMUSG00000022841	Ap2m1	1.5263455806752112e-12	0.201	True	CDS	4841.0	4.858637584131303e-14	chr16	[20540416 20540814]	[20540975]
21423	ENSMUSG00000028788	Ptp4a2	2.2681460103851588e-12	0.207	True	5' UTR	2630.0	7.356149222870785e-14	chr4	[129812305 129820602 129820800]	[129838978]
5744	ENSMUSG00000033016	Nfatc1	3.22983037688402e-12	0.341	True	CDS	16060.0	1.0863093159489797e-13	chr18	[80698657]	[80708034 80712640]
1517	ENSMUSG00000041126	H2az2	5.034597174184443e-12	0.053	True	CDS	496.0	1.7235557893604398e-13	chr11	[6429226]	[6433724 6439376]
