	chromosome	start	end	cluster	left_exon_count	left_genes	right_exon_count	right_genes	genes	n_genes	genes_cluster	n_genes_cluster	annotated	gene_id	original_cluster	n_start	strand	cluster_type	psi_a	psi_b	delta_psi	lfc_psi	abs_delta_psi	abs_lfc_psi
0	chr1	16648008	16656822	42	10	['ENSMUSG00000079658']	5	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.5494097194387995	0.6652361773162293	-0.11582645787742984	-0.2759841949877361	0.11582645787742984	0.2759841949877361
1	chr1	16648008	16656912	42	10	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.0586739918398818	0.0749358714044216	-0.016261879564539797	-0.3529353411701286	0.016261879564539797	0.3529353411701286
2	chr1	16648008	16656992	42	10	['ENSMUSG00000079658']	3	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.3919162887213186	0.25982795127934905	0.13208833744196957	0.5929888945756314	0.13208833744196957	0.5929888945756314
3	chr1	37995842	37997109	95	6	['ENSMUSG00000058407']	2	['ENSMUSG00000058407']	['ENSMUSG00000058407']	1	['ENSMUSG00000058407']	1	True	ENSMUSG00000058407	95	1	-	shared_acceptor	0.7318300752855446	0.7961490031271096	-0.06431892784156501	-0.12152975733252935	0.06431892784156501	0.12152975733252935
4	chr1	37995842	37997164	95	6	['ENSMUSG00000058407']	2	['ENSMUSG00000058407']	['ENSMUSG00000058407']	1	['ENSMUSG00000058407']	1	True	ENSMUSG00000058407	95	1	-	shared_acceptor	0.2681699247144555	0.20385099687289032	0.06431892784156518	0.3956324342987694	0.06431892784156518	0.3956324342987694
5	chr1	55086942	55087779	165	3	['ENSMUSG00000025980']	1	['ENSMUSG00000025980']	['ENSMUSG00000025980']	1	['ENSMUSG00000025980']	1	True	ENSMUSG00000025980	165	1	-	shared_acceptor	0.8432738017174903	0.8347474745610268	0.008526327156463509	0.014661310830241553	0.008526327156463509	0.014661310830241553
6	chr1	55086942	55087989	165	3	['ENSMUSG00000025980']	1	['ENSMUSG00000025980']	['ENSMUSG00000025980']	1	['ENSMUSG00000025980']	1	True	ENSMUSG00000025980	165	1	-	shared_acceptor	0.15672619828250955	0.16525252543897317	-0.00852632715646362	-0.07642595888894155	0.00852632715646362	0.07642595888894155
7	chr1	75316804	75316891	284	32	['ENSMUSG00000026209']	3	['ENSMUSG00000026209']	['ENSMUSG00000026209']	1	['ENSMUSG00000026209']	1	True	ENSMUSG00000026209	284	1	-	shared_acceptor	0.30199618774142994	0.5827033842404856	-0.2807071964990557	-0.9482313495733965	0.2807071964990557	0.9482313495733965
8	chr1	75316804	75317335	284	32	['ENSMUSG00000026209']	7	['ENSMUSG00000026209']	['ENSMUSG00000026209']	1	['ENSMUSG00000026209']	1	True	ENSMUSG00000026209	284	1	-	shared_acceptor	0.6980038122585701	0.4172966157595144	0.28070719649905573	0.7421616940607543	0.28070719649905573	0.7421616940607543
9	chr1	86358224	86358567	329	4	['ENSMUSG00000026234']	1	['ENSMUSG00000026234']	['ENSMUSG00000026234']	1	['ENSMUSG00000026234']	1	True	ENSMUSG00000026234	329	1	-	shared_acceptor	0.023751766543498355	0.006574862039018693	0.017176904504479663	1.8530021319261465	0.017176904504479663	1.8530021319261465
10	chr1	86358224	86359206	329	4	['ENSMUSG00000026234']	3	['ENSMUSG00000026234']	['ENSMUSG00000026234']	1	['ENSMUSG00000026234']	1	True	ENSMUSG00000026234	329	1	-	shared_acceptor	0.9762482334565016	0.9934251379609814	-0.01717690450447984	-0.025163220980603376	0.01717690450447984	0.025163220980603376
11	chr1	93442251	93445580	392	8	['ENSMUSG00000034088']	4	['ENSMUSG00000034088']	['ENSMUSG00000034088']	1	['ENSMUSG00000034088']	1	True	ENSMUSG00000034088	392	1	-	shared_acceptor	0.8667817330310363	0.822981942880533	0.04379979015050339	0.07480797292956823	0.04379979015050339	0.07480797292956823
12	chr1	93442251	93478713	392	8	['ENSMUSG00000034088']	2	['ENSMUSG00000034088']	['ENSMUSG00000034088']	1	['ENSMUSG00000034088']	1	True	ENSMUSG00000034088	392	1	-	shared_acceptor	0.13321826696896374	0.17701805711946714	-0.04379979015050339	-0.41010461125636466	0.04379979015050339	0.41010461125636466
13	chr1	121319973	121327566	435	6	['ENSMUSG00000003721']	2	['ENSMUSG00000003721']	['ENSMUSG00000003721']	1	['ENSMUSG00000003721']	1	True	ENSMUSG00000003721	435	1	-	shared_acceptor	0.45334929237982907	0.13797809136183645	0.31537120101799265	1.716183816707549	0.31537120101799265	1.716183816707549
14	chr1	121319973	121327691	435	6	['ENSMUSG00000003721']	4	['ENSMUSG00000003721']	['ENSMUSG00000003721']	1	['ENSMUSG00000003721']	1	True	ENSMUSG00000003721	435	1	-	shared_acceptor	0.5466507076201709	0.8620219086381636	-0.31537120101799276	-0.6571052442437986	0.31537120101799276	0.6571052442437986
15	chr1	162720607	162721430	621	13	['ENSMUSG00000040225']	9	['ENSMUSG00000040225']	['ENSMUSG00000040225']	1	['ENSMUSG00000040225']	1	True	ENSMUSG00000040225	621	1	-	shared_acceptor	0.7761989890201254	0.8578906169243975	-0.08169162790427209	-0.14436715820552035	0.08169162790427209	0.14436715820552035
16	chr1	162720607	162721445	621	13	['ENSMUSG00000040225']	4	['ENSMUSG00000040225']	['ENSMUSG00000040225']	1	['ENSMUSG00000040225']	1	True	ENSMUSG00000040225	621	1	-	shared_acceptor	0.2238010109798746	0.14210938307560253	0.08169162790427206	0.6552147349849826	0.08169162790427206	0.6552147349849826
17	chr1	170088945	170110262	658	6	['ENSMUSG00000026674']	1	['ENSMUSG00000026674']	['ENSMUSG00000026674']	1	['ENSMUSG00000026674']	1	True	ENSMUSG00000026674	658	1	-	shared_acceptor	0.5261934989524928	0.30639226648934037	0.21980123246315242	0.7802135390505948	0.21980123246315242	0.7802135390505948
18	chr1	170088945	170110622	658	6	['ENSMUSG00000026674']	2	['ENSMUSG00000026674']	['ENSMUSG00000026674']	1	['ENSMUSG00000026674']	1	True	ENSMUSG00000026674	658	1	-	shared_acceptor	0.4738065010475072	0.6936077335106595	-0.2198012324631523	-0.5498219895100205	0.2198012324631523	0.5498219895100205
19	chr1	170143464	170147996	659	6	['ENSMUSG00000026670']	4	['ENSMUSG00000026670']	['ENSMUSG00000026670']	1	['ENSMUSG00000026670']	1	True	ENSMUSG00000026670	659	1	-	shared_acceptor	0.9400294466964905	0.5154644064776117	0.42456504021887875	0.8668331381102299	0.42456504021887875	0.8668331381102299
20	chr1	170143464	170149271	659	6	['ENSMUSG00000026670']	6	['ENSMUSG00000026670']	['ENSMUSG00000026670']	1	['ENSMUSG00000026670']	1	True	ENSMUSG00000026670	659	1	-	shared_acceptor	0.059970553303509526	0.48453559352238823	-0.4245650402188787	-3.01427643880756	0.4245650402188787	3.01427643880756
21	chr1	183344386	183345186	782	7	['ENSMUSG00000056050']	4	['ENSMUSG00000056050']	['ENSMUSG00000056050']	1	['ENSMUSG00000056050']	1	True	ENSMUSG00000056050	782	1	-	shared_acceptor	0.6601233589829874	0.3308432173983917	0.3292801415845957	0.9965879444615761	0.3292801415845957	0.9965879444615761
22	chr1	183344386	183350964	782	7	['ENSMUSG00000056050']	3	['ENSMUSG00000056050']	['ENSMUSG00000056050']	1	['ENSMUSG00000056050']	1	True	ENSMUSG00000056050	782	1	-	shared_acceptor	0.3398766410170126	0.6691567826016084	-0.3292801415845958	-0.9773330580447472	0.3292801415845958	0.9773330580447472
23	chr10	7630977	7638009	843	4	['ENSMUSG00000019795']	1	['ENSMUSG00000019795']	['ENSMUSG00000019795']	1	['ENSMUSG00000019795']	1	True	ENSMUSG00000019795	843	1	-	shared_acceptor	0.4976383038689582	0.4560480198332131	0.041590284035745106	0.125911793820487	0.041590284035745106	0.125911793820487
24	chr10	7630977	7638056	843	4	['ENSMUSG00000019795']	3	['ENSMUSG00000019795']	['ENSMUSG00000019795']	1	['ENSMUSG00000019795']	1	True	ENSMUSG00000019795	843	1	-	shared_acceptor	0.5023616961310418	0.5439519801667868	-0.04159028403574505	-0.1147528300137135	0.04159028403574505	0.1147528300137135
25	chr10	12861736	12868093	859	3	['ENSMUSG00000019820']	3	['ENSMUSG00000019820']	['ENSMUSG00000019820']	1	['ENSMUSG00000019820']	1	True	ENSMUSG00000019820	859	1	-	shared_acceptor	0.5298421793562216	0.5021561851792823	0.027685994176939288	0.07742654323168907	0.027685994176939288	0.07742654323168907
26	chr10	12861736	12868755	859	3	['ENSMUSG00000019820']	1	['ENSMUSG00000019820']	['ENSMUSG00000019820']	1	['ENSMUSG00000019820']	1	True	ENSMUSG00000019820	859	1	-	shared_acceptor	0.4701578206437785	0.49784381482071766	-0.027685994176939177	-0.0825480901012643	0.027685994176939177	0.0825480901012643
27	chr10	12941984	12944152	860	4	['ENSMUSG00000039232']	2	['ENSMUSG00000039232']	['ENSMUSG00000039232']	1	['ENSMUSG00000039232']	1	True	ENSMUSG00000039232	860	1	-	shared_acceptor	0.7529595246390839	0.633220197715026	0.11973932692405787	0.24986504090280132	0.11973932692405787	0.24986504090280132
28	chr10	12941984	12964000	860	4	['ENSMUSG00000039232']	2	['ENSMUSG00000039232']	['ENSMUSG00000039232']	1	['ENSMUSG00000039232']	1	True	ENSMUSG00000039232	860	1	-	shared_acceptor	0.19112175525800956	0.26863512911214826	-0.0775133738541387	-0.4911559658759468	0.0775133738541387	0.4911559658759468
29	chr10	12941984	12964115	860	4	['ENSMUSG00000039232']	2	['ENSMUSG00000039232']	['ENSMUSG00000039232']	1	['ENSMUSG00000039232']	1	True	ENSMUSG00000039232	860	1	-	shared_acceptor	0.05591872010290667	0.09814467317282567	-0.042225953069919005	-0.8115786161468224	0.042225953069919005	0.8115786161468224
30	chr10	12944287	12964000	861	2	['ENSMUSG00000039232']	2	['ENSMUSG00000039232']	['ENSMUSG00000039232']	1	['ENSMUSG00000039232']	1	True	ENSMUSG00000039232	861	1	-	shared_acceptor	0.7671726113257953	0.7994741208933467	-0.0323015095675514	-0.05950011820194495	0.0323015095675514	0.05950011820194495
31	chr10	12944287	12964115	861	2	['ENSMUSG00000039232']	2	['ENSMUSG00000039232']	['ENSMUSG00000039232']	1	['ENSMUSG00000039232']	1	True	ENSMUSG00000039232	861	1	-	shared_acceptor	0.2328273886742047	0.2005258791066534	0.03230150956755129	0.21547234138682425	0.03230150956755129	0.21547234138682425
32	chr10	23786005	23786625	896	9	['ENSMUSG00000061983']	3	['ENSMUSG00000061983']	['ENSMUSG00000061983']	1	['ENSMUSG00000061983']	1	True	ENSMUSG00000061983	896	1	-	shared_acceptor	0.017958956050189927	0.012747541315672097	0.0052114147345178295	0.4944844423086101	0.0052114147345178295	0.4944844423086101
33	chr10	23786005	23786764	896	9	['ENSMUSG00000061983']	8	['ENSMUSG00000061983']	['ENSMUSG00000061983']	1	['ENSMUSG00000061983']	1	True	ENSMUSG00000061983	896	1	-	shared_acceptor	0.9820410439498101	0.987252458684328	-0.005211414734517916	-0.007635733045157633	0.005211414734517916	0.007635733045157633
34	chr10	62647202	62647534	1032	5	['ENSMUSG00000020076']	3	['ENSMUSG00000020076']	['ENSMUSG00000020076']	1	['ENSMUSG00000020076']	1	True	ENSMUSG00000020076	1032	1	-	shared_acceptor	0.3808421510659279	0.41416085433808947	-0.033318703272161576	-0.12099803611413606	0.033318703272161576	0.12099803611413606
35	chr10	62647202	62651025	1032	5	['ENSMUSG00000020076']	3	['ENSMUSG00000020076']	['ENSMUSG00000020076']	1	['ENSMUSG00000020076']	1	True	ENSMUSG00000020076	1032	1	-	shared_acceptor	0.6191578489340721	0.5858391456619105	0.033318703272161576	0.07980266176115824	0.033318703272161576	0.07980266176115824
36	chr10	68135107	68136486	1055	5	['ENSMUSG00000019947']	3	['ENSMUSG00000019947']	['ENSMUSG00000019947']	1	['ENSMUSG00000019947']	1	True	ENSMUSG00000019947	1055	1	-	shared_acceptor	0.8994238450545535	0.9504042627014243	-0.05098041764687078	-0.07954017427406054	0.05098041764687078	0.07954017427406054
37	chr10	68135107	68186026	1055	5	['ENSMUSG00000019947']	4	['ENSMUSG00000019947']	['ENSMUSG00000019947']	1	['ENSMUSG00000019947']	1	True	ENSMUSG00000019947	1055	1	-	shared_acceptor	0.10057615494544642	0.04959573729857572	0.050980417646870696	1.0200002572707807	0.050980417646870696	1.0200002572707807
38	chr10	70925379	70927715	1062	4	['ENSMUSG00000014329']	2	['ENSMUSG00000014329']	['ENSMUSG00000014329']	1	['ENSMUSG00000014329']	1	True	ENSMUSG00000014329	1062	1	-	shared_acceptor	0.4895077254363818	0.5367715471770911	-0.047263821740709255	-0.13297657120615658	0.047263821740709255	0.13297657120615658
39	chr10	70925379	70930591	1062	4	['ENSMUSG00000014329']	6	['ENSMUSG00000014329']	['ENSMUSG00000014329']	1	['ENSMUSG00000014329']	1	True	ENSMUSG00000014329	1062	1	-	shared_acceptor	0.5104922745636182	0.463228452822909	0.047263821740709255	0.1401652577082565	0.047263821740709255	0.1401652577082565
40	chr10	75915194	75916773	1086	4	['ENSMUSG00000000902']	2	['ENSMUSG00000000902']	['ENSMUSG00000000902']	1	['ENSMUSG00000000902']	1	True	ENSMUSG00000000902	1086	1	-	shared_acceptor	0.571613805556311	0.36712297438977237	0.20449083116653866	0.6387773588010779	0.20449083116653866	0.6387773588010779
41	chr10	75915194	75916800	1086	4	['ENSMUSG00000000902']	2	['ENSMUSG00000000902']	['ENSMUSG00000000902']	1	['ENSMUSG00000000902']	1	True	ENSMUSG00000000902	1086	1	-	shared_acceptor	0.4283861944436889	0.6328770256102276	-0.2044908311665387	-0.5630132083410815	0.2044908311665387	0.5630132083410815
42	chr10	78329337	78351627	1115	6	['ENSMUSG00000001211']	5	['ENSMUSG00000001211']	['ENSMUSG00000001211']	1	['ENSMUSG00000001211']	1	True	ENSMUSG00000001211	1115	1	-	shared_acceptor	0.4455508444558083	0.364209552039187	0.0813412924166213	0.2908213148887506	0.0813412924166213	0.2908213148887506
43	chr10	78329337	78352213	1115	6	['ENSMUSG00000001211']	3	['ENSMUSG00000001211']	['ENSMUSG00000001211']	1	['ENSMUSG00000001211']	1	True	ENSMUSG00000001211	1115	1	-	shared_acceptor	0.5544491555441917	0.6357904479608131	-0.08134129241662136	-0.1974961739320873	0.08134129241662136	0.1974961739320873
44	chr10	80072519	80075228	1147	11	['ENSMUSG00000035673']	4	['ENSMUSG00000035673']	['ENSMUSG00000035673']	1	['ENSMUSG00000035673']	1	True	ENSMUSG00000035673	1147	1	-	shared_acceptor	0.7738982359930467	0.8558424995193726	-0.08194426352632589	-0.14520145089278355	0.08194426352632589	0.14520145089278355
45	chr10	80072519	80082615	1147	11	['ENSMUSG00000035673']	9	['ENSMUSG00000035673']	['ENSMUSG00000035673']	1	['ENSMUSG00000035673']	1	True	ENSMUSG00000035673	1147	1	-	shared_acceptor	0.22610176400695323	0.1441575004806274	0.08194426352632583	0.6493263422969817	0.08194426352632583	0.6493263422969817
46	chr10	81401072	81403352	1210	8	['ENSMUSG00000055053']	4	['ENSMUSG00000055053']	['ENSMUSG00000055053']	1	['ENSMUSG00000055053']	1	True	ENSMUSG00000055053	1210	1	-	shared_acceptor	0.6928117836704372	0.7733716964007037	-0.08055991273026653	-0.15869849758541732	0.08055991273026653	0.15869849758541732
