cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
25	ENSMUSG00000090841	Myl6	3.229607678973889e-96	1.6309518778818145e-93	0.499	True	CDS	1712.0	['chr10:128491034-128491720' 'chr10:128491034-128492059']
9	ENSMUSG00000026670	Uap1	5.11127351660174e-67	1.2905965629419395e-64	0.426	True	CDS	1720.0	['chr1:170143464-170147996' 'chr1:170143464-170149271']
461	ENSMUSG00000056737	Capg	1.3676703096637554e-64	2.3022450212673222e-62	0.621	True	5' UTR	3124.0	['chr6:72544467-72555273' 'chr6:72549502-72555273']
316	ENSMUSG00000025290	Rps24	3.4620984354823534e-45	4.3708992747964706e-43	0.16	True	CDS	194.0	['chr14:24493494-24495775' 'chr14:24495450-24495775']
88	ENSMUSG00000022565	Plec	2.4239354100230877e-40	2.448174764123318e-38	0.507	True	CDS	9957.0	['chr15:76194813-76195424' 'chr15:76194813-76199549' 'chr15:76194813-76205598' 'chr15:76194813-76229358']
346	ENSMUSG00000043336	Filip1l	3.537615324978288e-36	2.9774928985233923e-34	0.768	True	CDS	9631.0	['chr16:57513445-57569650' 'chr16:57549340-57569650']
462	ENSMUSG00000042079	Hnrnpf	5.46032333733276e-36	3.939233264790063e-34	0.371	True	5' UTR	1378.0	['chr6:117906840-117917470' 'chr6:117907209-117917470' 'chr6:117907880-117917470' 'chr6:117907919-117917470']
423	ENSMUSG00000073889	Il11ra1	2.2085310169920786e-33	1.394135204476249e-31	0.272	True	5' UTR	4415.0	['chr4:41760552-41763582' 'chr4:41762424-41763582']
433	ENSMUSG00000028745	Capzb	1.2209517782886331e-31	6.850896089286219e-30	0.362	True	CDS	4760.0	['chr4:139287833-139291003' 'chr4:139288974-139291003']
391	ENSMUSG00000026879	Gsn	9.771774240293364e-30	4.934745991348148e-28	0.142	True	5' UTR	1475.0	['chr2:35266904-35283905' 'chr2:35282602-35283905']
452	ENSMUSG00000029761	Cald1	2.446005775116944e-27	1.1229390149400518e-25	0.253	True	CDS	9563.0	['chr6:34686075-34741789' 'chr6:34709698-34741789']
501	ENSMUSG00000023092	Fhl1	4.674900267430388e-25	1.9673538625436214e-23	0.429	True	5' UTR	4065.0	['chrX:56754392-56787989' 'chrX:56786583-56787989']
286	ENSMUSG00000018217	Pmp22	1.135080130279872e-22	4.409349736856426e-21	0.241	False	5' UTR	559.0	['chr11:63129151-63133125' 'chr11:63131655-63133125']
123	ENSMUSG00000002107	Celf2	1.6418995438420946e-22	5.922566211716126e-21	0.585	True	CDS	3294.0	['chr2:6721614-6872356' 'chr2:6721614-6962379']
31	ENSMUSG00000015837	Sqstm1	1.6633384243169055e-21	5.38231902867336e-20	0.098	True	CDS	275.0	['chr11:50200948-50202399' 'chr11:50200948-50202513']
200	ENSMUSG00000030695	Aldoa	1.8118697720286565e-21	5.38231902867336e-20	0.149	True	CDS	1151.0	['chr7:126797777-126797974' 'chr7:126797777-126799045' 'chr7:126797777-126800002' 'chr7:126797777-126800288']
386	ENSMUSG00000025026	Add3	2.0787832366130857e-20	5.832141858275602e-19	0.687	True	5' UTR	1444.0	['chr19:53140715-53216801' 'chr19:53143090-53216801']
365	ENSMUSG00000024381	Bin1	2.416809497442495e-20	6.42362524320242e-19	0.712	True	CDS	5188.0	['chr18:32424968-32431671' 'chr18:32426353-32431671']
171	ENSMUSG00000004631	Sgce	5.257598167337992e-20	1.3275435372528429e-18	0.224	True	CDS	1157.0	['chr6:4689768-4690469' 'chr6:4689768-4691429']
294	ENSMUSG00000020612	Prkar1a	7.839385527995437e-17	1.8851855674465217e-15	0.293	True	5' UTR	477.0	['chr11:109650625-109653779' 'chr11:109651074-109653779']
124	ENSMUSG00000025781	Atp5c1	2.0326526478190556e-16	4.665861759766468e-15	0.293	True	CDS	7446.0	['chr2:10056162-10056770' 'chr2:10056162-10058996']
72	ENSMUSG00000021585	Cast	3.029962139562925e-15	6.652742958605553e-14	0.431	True	CDS	3035.0	['chr13:74754371-74770546' 'chr13:74754371-74780503']
