cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
1931	ENSMUSG00000074457	S100a16	0.0	0.0	0.782	True	5' UTR	6610.0	['chr3:90537418-90541994' 'chr3:90539466-90541994' 'chr3:90541191-90541994' 'chr3:90541195-90541994' 'chr3:90541318-90541994']
2266	ENSMUSG00000018819	Lsp1	2.1094057474268275e-298	2.584022040597864e-295	0.881	True	CDS	942.0	['chr7:142460967-142484479' 'chr7:142472365-142484479' 'chr7:142475418-142484479' 'chr7:142477367-142484479']
2163	ENSMUSG00000064080	Fbln2	4.358560025153916e-254	3.559490687209032e-251	0.865	True	CDS	284.0	['chr6:91257827-91263339' 'chr6:91259771-91263339']
1726	ENSMUSG00000024395	Lims2	5.5253033322362285e-248	3.38424829099469e-245	0.762	True	5' UTR	567.0	['chr18:31922477-31941740' 'chr18:31931551-31941740' 'chr18:31937526-31941740']
1276	ENSMUSG00000038587	Akap12	3.1002241678159646e-196	1.519109842229823e-193	0.683	True	CDS	828.0	['chr10:4313858-4353142' 'chr10:4334710-4353142']
1308	ENSMUSG00000019929	Dcn	7.342011750281341e-180	2.9979881313648813e-177	0.272	True	5' UTR	29.0	['chr10:97479790-97483339' 'chr10:97479871-97483339' 'chr10:97479968-97483339' 'chr10:97482548-97483339']
1509	ENSMUSG00000025290	Rps24	3.2116770323431938e-177	1.1240869613201177e-174	0.333	True	CDS	7287.0	['chr14:24493494-24495775' 'chr14:24495450-24495775']
48	ENSMUSG00000040181	Fmo1	2.6807599981882997e-144	8.209827494451668e-142	0.956	True	5' UTR	2602.0	['chr1:162859563-162859801' 'chr1:162859563-162866239']
143	ENSMUSG00000090841	Myl6	5.547563835292547e-135	1.5101701551629712e-132	0.259	True	CDS	3570.0	['chr10:128491034-128491290' 'chr10:128491034-128491720' 'chr10:128491034-128492059']
1295	ENSMUSG00000035863	Palm	5.016036337618436e-125	1.2289289027165168e-122	0.394	True	CDS	2094.0	['chr10:79793741-79806640' 'chr10:79806078-79806640']
1830	ENSMUSG00000026879	Gsn	1.7408970384714424e-120	3.877452494777303e-118	0.347	True	5' UTR	22.0	['chr2:35266904-35283905' 'chr2:35282602-35283905']
1361	ENSMUSG00000018217	Pmp22	6.862379575049836e-103	1.4010691632393422e-100	0.289	False	5' UTR	122.0	['chr11:63129151-63133125' 'chr11:63131655-63133125']
2225	ENSMUSG00000066406	Akap13	2.0355350244464526e-98	3.836200622995237e-96	0.587	True	CDS	973.0	['chr7:75615049-75663412' 'chr7:75643465-75663412']
383	ENSMUSG00000022565	Plec	1.1007421918437683e-94	1.926298835726594e-92	0.589	True	CDS	4048.0	['chr15:76194813-76195424' 'chr15:76194813-76197980' 'chr15:76194813-76199549' 'chr15:76194813-76205598' 'chr15:76194813-76229358']
2132	ENSMUSG00000029761	Cald1	1.3015104813394785e-92	2.1258004528544817e-90	0.407	True	CDS	578.0	['chr6:34686075-34741789' 'chr6:34709698-34741789']
454	ENSMUSG00000002504	Slc9a3r2	5.713892833031114e-92	8.749398400578895e-90	0.21	True	CDS	415.0	['chr17:24642371-24644819' 'chr17:24642371-24647527']
942	ENSMUSG00000036570	Fxyd1	9.815847474637185e-91	1.4146368419330063e-88	0.292	True	5' UTR	105.0	['chr7:31054371-31054673' 'chr7:31054371-31054765' 'chr7:31054371-31055318' 'chr7:31054371-31055551']
1001	ENSMUSG00000030695	Aldoa	7.523049367224139e-87	1.0239706083166189e-84	0.153	True	CDS	14929.0	['chr7:126797777-126797974' 'chr7:126797777-126799045' 'chr7:126797777-126800002' 'chr7:126797777-126800288']
725	ENSMUSG00000028559	Osbpl9	2.236771482764362e-82	2.8842579646172027e-80	0.531	True	CDS	6389.0	['chr4:109102593-109117895' 'chr4:109102593-109133744']
2237	ENSMUSG00000032812	Arap1	3.609846356730574e-82	4.422061786994954e-80	0.795	True	CDS	736.0	['chr7:101393630-101394734' 'chr7:101394468-101394734']
1565	ENSMUSG00000059895	Ptp4a3	8.490325800838126e-82	9.905380100977816e-80	0.568	True	CDS	1561.0	['chr15:73724849-73751129' 'chr15:73748466-73751129']
2445	ENSMUSG00000040990	Sh3kbp1	8.140812952384664e-79	9.065905333337467e-77	0.745	True	CDS	13262.0	['chrX:159828580-159865325' 'chrX:159840612-159865325']
1103	ENSMUSG00000031996	Aplp2	3.545879643763645e-78	3.7771326640091e-76	0.275	True	CDS	2223.0	['chr9:31164674-31167561' 'chr9:31164674-31168708']
1910	ENSMUSG00000027763	Mbnl1	8.174630490093207e-77	8.34493529197015e-75	0.352	True	5' UTR	6931.0	['chr3:60473174-60528756' 'chr3:60501424-60528756' 'chr3:60528524-60528756']
2024	ENSMUSG00000057530	Ece1	1.4647798186746723e-75	1.435484222301179e-73	0.476	True	5' UTR	15736.0	['chr4:137862382-137913768' 'chr4:137905156-137913768' 'chr4:137913630-137913768']
984	ENSMUSG00000048779	P2ry6	1.8411012615329938e-74	1.7348838810599368e-72	0.863	True	5' UTR	2556.0	['chr7:100940019-100964219' 'chr7:100940019-100974515']
