cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
20561	ENSMUSG00000074457	S100a16	0.0	0.77	True	5' UTR		0.0	chr3	[90537418 90539466 90541191 90541195 90541318]	[90541994]
24300	ENSMUSG00000018819	Lsp1	4.786240380152862e-295	0.868	True	CDS		3.883359334809625e-298	chr7	[142460967 142472365 142475418 142477367]	[142484479]
22982	ENSMUSG00000064080	Fbln2	4.7310648627120394e-251	0.857	True	CDS		5.7578882710491354e-254	chr6	[91257827 91259771]	[91263339]
18591	ENSMUSG00000024395	Lims2	7.372899045781424e-245	0.754	True	5' UTR		1.1964136382606769e-247	chr18	[31922477 31931551 31937526]	[31941740]
13884	ENSMUSG00000038587	Akap12	1.6104438828075925e-193	0.678	True	CDS		3.2666204519423793e-196	chr10	[4313858 4334710]	[4353142]
14327	ENSMUSG00000019929	Dcn	7.617644260262142e-177	0.271	True	5' UTR		1.8541933290698927e-179	chr10	[97479790 97479871 97479968 97482548]	[97483339]
16502	ENSMUSG00000025290	Rps24	1.1834389531390463e-174	0.332	True	CDS		3.360678568751856e-177	chr14	[24493494 24495450]	[24495775]
622	ENSMUSG00000040181	Fmo1	2.6674941555687734e-141	0.946	True	5' UTR		8.657181843630909e-144	chr1	[162859563]	[162859801 162866239]
1417	ENSMUSG00000090841	Myl6	1.5730737139401905e-132	0.257	True	CDS		5.7434740062725e-135	chr10	[128491034]	[128491290 128491720 128492059]
19544	ENSMUSG00000026879	Gsn	7.083861269254669e-129	0.348	True	5' UTR		2.8737773911783643e-131	chr2	[35266904 35282602 35282722]	[35283905]
14169	ENSMUSG00000035863	Palm	2.248823666736642e-121	0.391	True	CDS		1.0035318593956616e-123	chr10	[79793741 79806078]	[79806640]
14873	ENSMUSG00000018217	Pmp22	1.4885341331443129e-100	0.288	False	5' UTR		7.246413629911462e-103	chr11	[63129151 63131655]	[63133125]
23792	ENSMUSG00000066406	Akap13	4.02807957744518e-96	0.582	True	CDS		2.124342170660744e-98	chr7	[75615049 75643465]	[75663412]
4033	ENSMUSG00000022565	Plec	2.3187520459087026e-92	0.577	True	CDS		1.3169382816520016e-94	chr15	[76194813]	[76195424 76197980 76199549 76205598 76229358]
22708	ENSMUSG00000029761	Cald1	2.1729789267740327e-90	0.404	True	CDS		1.3222995497610744e-92	chr6	[34686075 34709698]	[34741789]
4904	ENSMUSG00000002504	Slc9a3r2	1.089849982699184e-89	0.21	True	CDS		7.07407696681012e-92	chr17	[24642371]	[24644819 24647527]
10496	ENSMUSG00000036570	Fxyd1	2.0940132942646473e-87	0.293	True	5' UTR		1.4441470994928605e-89	chr7	[31054371]	[31054673 31054765 31055318 31055551]
10991	ENSMUSG00000030695	Aldoa	1.1366572170379445e-84	0.153	True	CDS		8.300133836382554e-87	chr7	[126797777]	[126797974 126799045 126800002 126800288]
8130	ENSMUSG00000028559	Osbpl9	2.9623948061606645e-80	0.526	True	CDS		2.283387477365218e-82	chr4	[109102593]	[109117895 109133744]
23937	ENSMUSG00000032812	Arap1	4.810238708616687e-80	0.787	True	CDS		3.902830595226521e-82	chr7	[101393630 101394468]	[101394734]
17034	ENSMUSG00000059895	Ptp4a3	1.0189325726411613e-79	0.562	True	CDS		8.680561470776623e-82	chr15	[73724849 73748466]	[73751129]
26096	ENSMUSG00000040990	Sh3kbp1	9.838681487171764e-77	0.738	True	CDS		8.78097333540685e-79	chrX	[159828580 159840612]	[159865325]
12083	ENSMUSG00000031996	Aplp2	3.868252672475221e-76	0.273	True	CDS		3.609322980402843e-78	chr9	[31164674]	[31167561 31168708]
20401	ENSMUSG00000027763	Mbnl1	1.9856252011535808e-74	0.348	True	5' UTR		1.9332659159304635e-76	chr3	[60473174 60501424 60528524]	[60528756]
21548	ENSMUSG00000057530	Ece1	1.6105556287081753e-73	0.471	True	5' UTR		1.6334235585275613e-75	chr4	[137862382 137905156 137913630]	[137913768]
10820	ENSMUSG00000048779	P2ry6	1.8683885625847913e-72	0.855	True	5' UTR		1.9707141025235114e-74	chr7	[100940019]	[100964219 100974515]
12903	ENSMUSG00000016382	Pls3	2.1664175601335158e-69	0.227	True	5' UTR		2.3729522971036484e-71	chrX	[75826954]	[75842904 75874338 75875048]
1552	ENSMUSG00000001891	Ugp2	5.764707901525979e-68	0.486	True	CDS		6.54814690639868e-70	chr11	[21354407]	[21370187 21371015]
20488	ENSMUSG00000028059	Arhgef2	3.6671104286531715e-67	0.776	True	CDS		4.3142475631213777e-69	chr3	[88616655 88621322]	[88629787]
25010	ENSMUSG00000031851	Ntpcr	2.03097047869464e-65	0.711	True	CDS		2.4717693452673104e-67	chr8	[125733232 125734350]	[125736068]
23084	ENSMUSG00000042079	Hnrnpf	3.1220080779152194e-65	0.23	True	5' UTR		3.926257623341655e-67	chr6	[117906840 117907209 117907880 117907919 117917072]	[117917470]
16825	ENSMUSG00000036461	Elf1	6.211453443685389e-65	0.49	False	5' UTR		8.063550109449593e-67	chr14	[79481638 79515771 79535629]	[79536123]
23382	ENSMUSG00000003549	Ercc1	2.4225378433427705e-64	0.337	False	CDS		3.243154110763141e-66	chr7	[19348617 19349565]	[19350161]
857	ENSMUSG00000019820	Utrn	1.2193621126471907e-63	0.645	True	CDS		1.6818787760650903e-65	chr10	[12765333]	[12813446 12861568]
23795	ENSMUSG00000066406	Akap13	6.300000341356399e-63	0.342	True	CDS		8.945233750404623e-65	chr7	[75697435 75702153]	[75704365]
