cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
1	ENSMUSG00000026395	Ptprc	3.0840658518738808e-58	4.132648241511001e-56	0.735	True	CDS	1475.0	['chr1:138120167-138122456' 'chr1:138120167-138126303']
0	ENSMUSG00000026395	Ptprc	6.147902717955766e-50	4.119094821030363e-48	0.565	True	CDS	1475.0	['chr1:138117026-138117754' 'chr1:138117026-138120020' 'chr1:138117026-138126303']
56	ENSMUSG00000030220	Arhgdib	1.8699366364547393e-17	8.35238364283117e-16	0.074	True	5' UTR	7556.0	['chr6:136933774-136941438' 'chr6:136933774-136941651' 'chr6:136933774-136941813']
79	ENSMUSG00000040345	Arhgap9	4.3899567076192065e-11	1.4706354970524341e-09	0.447	True	CDS	336.0	['chr10:127322891-127325119' 'chr10:127323831-127325119' 'chr10:127324460-127325119']
133	ENSMUSG00000040990	Sh3kbp1	8.236985335497403e-10	2.2075120699133043e-08	0.33	True	CDS	915.0	['chrX:159683702-159764012' 'chrX:159708744-159764012']
53	ENSMUSG00000030067	Foxp1	3.971491446778989e-07	8.869664231139744e-06	0.19	True	CDS	1224.0	['chr6:99016666-99028164' 'chr6:99016666-99075854']
66	ENSMUSG00000002015	Bcap31	8.981209257924645e-05	0.001719260057945575	0.118	False	5' UTR	8853.0	['chrX:73714929-73716118' 'chrX:73714929-73717661']
106	ENSMUSG00000027763	Mbnl1	0.00018324436149506516	0.0027283049378154143	0.193	True	5' UTR	1560.0	['chr3:60473174-60528756' 'chr3:60501424-60528756']
80	ENSMUSG00000000378	Ccm2	0.0008172118267848518	0.01095063847891702	0.226	True	CDS	3301.0	['chr11:6547030-6569964' 'chr11:6561242-6569964']
93	ENSMUSG00000055447	Cd47	0.00129065073626188	0.01572247260537199	0.14	True	CDS	6146.0	['chr16:49868113-49884165' 'chr16:49869081-49884165']
4	ENSMUSG00000078453	Abracl	0.0038135945756672283	0.03650154808138633	0.099	True	5' UTR	1204.0	['chr10:18018906-18022995' 'chr10:18018906-18023067']
