cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
16502	ENSMUSG00000025290	Rps24	0.0	0.664	True	CDS		0.0	chr14	[24493494 24495450]	[24495775]
22882	ENSMUSG00000056737	Capg	0.0	0.778	True	5' UTR		0.0	chr6	[72544467 72549502 72549869]	[72555273]
10111	ENSMUSG00000030220	Arhgdib	2.924069371731271e-259	0.127	True	5' UTR		2.655026669247522e-262	chr6	[136933774]	"[136935032 136939413 136939436 136939454 136939511 136940908 136941438
 136941651 136941813]"
12641	ENSMUSG00000032436	Cmtm7	1.8125862848512515e-247	0.073	True	CDS		2.194414388439772e-250	chr9	[114763393]	[114775208 114781668]
24209	ENSMUSG00000041836	Ptpre	2.5990094154555256e-242	0.708	True	CDS		3.933125628715989e-245	chr7	[135651847 135652015]	[135652090]
1873	ENSMUSG00000078812	Eif5a	2.427814560939487e-195	0.128	True	5' UTR		4.40886421478115e-198	chr11	[69919337]	[69919449 69920341 69920801 69921024 69921163 69921187]
1417	ENSMUSG00000090841	Myl6	5.224690650517852e-168	0.083	True	CDS		1.1069259852792061e-170	chr10	[128491034]	[128491290 128491720 128492059]
8195	ENSMUSG00000028677	Rnf220	4.426052573898184e-167	0.539	True	CDS		1.0716834319366065e-169	chr4	[117289069]	[117289199 117289203 117296132]
16075	ENSMUSG00000036006	Ripor2	5.29884803689227e-147	0.681	True	CDS		1.4433908090808242e-149	chr13	[24501688 24614748 24638937]	[24669960]
533	ENSMUSG00000026395	Ptprc	9.488756478919152e-140	0.498	True	CDS		2.871899660689815e-142	chr1	[138117026]	[138117754 138120020 138126303]
14036	ENSMUSG00000019920	Lims1	1.42778444177872e-131	0.469	False	CDS		4.753519630619224e-134	chr10	[58323688 58352198 58371700]	[58399021]
25112	ENSMUSG00000032187	Smarca4	1.1167078266084897e-129	0.416	False	5' UTR		4.055839563953353e-132	chr9	[21616401 21626013]	[21632805]
19459	ENSMUSG00000054766	Set	1.9793528571745646e-114	0.265	True	CDS		7.78801063658273e-117	chr2	[30062281 30066894]	[30068269]
6600	ENSMUSG00000027010	Slc25a12	2.8081542977571122e-114	0.526	False	CDS		1.189895888880132e-116	chr2	[71333721]	[71338158 71343890]
24045	ENSMUSG00000030876	Mettl9	4.885585485930275e-111	0.349	False	5' UTR		2.218032151602728e-113	chr7	[121032854 121034976]	[121047838]
7925	ENSMUSG00000028465	Tln1	5.898062416617723e-111	0.15	False	5' UTR		2.856204560105435e-113	chr4	[43556784]	[43558085 43562130]
10206	ENSMUSG00000063802	Hspbp1	6.726711267647945e-107	0.354	False	CDS		3.4610802527244263e-109	chr7	[4664859]	[4674448 4677707]
18692	ENSMUSG00000062210	Tnfaip8	4.510003468751036e-102	0.224	True	CDS		2.457023681522961e-104	chr18	[49979627 50031364 50053620]	[50090200]
9899	ENSMUSG00000030067	Foxp1	3.1389880867413906e-95	0.743	False	5' UTR		1.8051081612616956e-97	chr6	[99308439]	[99338241 99339301 99435216]
23435	ENSMUSG00000040940	Arhgef1	6.91313872709129e-92	0.452	True	CDS		4.18470867257342e-94	chr7	[24918001 24918532]	[24919184]
24802	ENSMUSG00000060470	Adgrg3	1.3268809204759962e-90	0.808	True	CDS		8.433565172516927e-93	chr8	[95017821 95020785]	[95020933]
24047	ENSMUSG00000030876	Mettl9	4.306324009605841e-89	0.301	False	CDS		2.867407028187908e-91	chr7	[121057400 121074904 121075959]	[121076130]
10079	ENSMUSG00000097354	2310001H17Rik	3.237976218098919e-86	0.587	False	Non-coding		2.2540391348751556e-88	chr6	[129233154]	[129233885 129233896 129237739 129237996]
534	ENSMUSG00000026395	Ptprc	1.4081194219740152e-82	0.734	True	CDS		1.0228470377535218e-84	chr1	[138120167]	[138122456 138126303]
5806	ENSMUSG00000024844	Banf1	5.407721701202159e-82	0.075	True	5' UTR		4.0917991080524806e-84	chr19	[5365957]	[5366174 5366263 5366434 5366568]
9143	ENSMUSG00000048163	Selplg	5.633021784283455e-81	0.195	True	5' UTR		4.4327653266153105e-83	chr5	[113820249]	[113830349 113832429]
15484	ENSMUSG00000059248	Septin9	2.6908522932599046e-79	0.305	False	CDS		2.1989410386809146e-81	chr11	[117291037 117326560 117331854 117332471]	[117351429]
17034	ENSMUSG00000059895	Ptp4a3	3.422389960160465e-77	0.28	True	CDS		2.900330474712259e-79	chr15	[73724849 73748466 73749389]	[73751129]
20401	ENSMUSG00000027763	Mbnl1	2.3579786772187042e-76	0.239	True	5' UTR		2.0696544079704122e-78	chr3	[60473174 60501095 60501424]	[60528756]
7693	ENSMUSG00000062006	Rpl34	2.2377811432027636e-74	0.069	True	5' UTR		2.0318836046029926e-76	chr3	[130729303]	[130730121 130730189 130730318]
10548	ENSMUSG00000008140	Emc10	3.635371477164297e-73	0.305	True	CDS		3.4109114949180763e-75	chr7	[44490971]	[44491163 44491955]
15405	ENSMUSG00000057322	Rpl38	1.0915547165794389e-72	0.129	True	5' UTR		1.0571958514086574e-74	chr11	[114668610 114668627 114668686]	[114668781]
19107	ENSMUSG00000024805	Pcgf5	5.217492693024655e-72	0.564	True	5' UTR		5.211176115914455e-74	chr19	[36348570 36409910]	[36411956]
3393	ENSMUSG00000012405	Rpl15	5.516549250094485e-69	0.108	True	5' UTR		5.843802171710259e-71	chr14	[18270461]	[18270823 18270845 18270959]
21696	ENSMUSG00000029063	Nadk	1.7760190609397845e-66	0.5	True	5' UTR		1.9351297274162297e-68	chr4	[155562456 155563980]	[155576993]
28	ENSMUSG00000025935	Tram1	1.7895825009524363e-65	0.151	False	CDS		2.0040724132941932e-67	chr1	[13572075]	[13573858 13576368]
13205	ENSMUSG00000073702	Rpl31	1.578833958122999e-60	0.083	True	5' UTR		1.8636357253873173e-62	chr1	[39367935 39368007 39368012]	[39368149]
23084	ENSMUSG00000042079	Hnrnpf	8.694746340073335e-60	0.082	False	5' UTR		1.0526327288224375e-61	chr6	[117900507 117906840 117907209 117907880 117907919 117917072]	[117917470]
5927	ENSMUSG00000024667	Tmem216	7.5017845486129645e-59	0.457	True	CDS		9.309115208629889e-61	chr19	[10555165]	[10555699 10555713 10556115]
6268	ENSMUSG00000058835	Abi1	1.0326488961744706e-58	0.498	True	CDS		1.3126892747980557e-60	chr2	[22962502]	[22963214 22971083]
9695	ENSMUSG00000004980	Hnrnpa2b1	1.2050757492411014e-57	0.083	True	CDS		1.5683491893876318e-59	chr6	[51467296]	[51467391 51469671]
13434	ENSMUSG00000026305	Lrrfip1	4.9331641107558286e-54	0.154	True	CDS		6.718897850605699e-56	chr1	[90998894 91053724]	[91068563]
13935	ENSMUSG00000019996	Map7	6.374206350266921e-53	0.963	False	CDS		8.874500366594384e-55	chr10	[20149081 20205476]	[20230784]
14471	ENSMUSG00000025351	Cd63	1.2320447514187834e-51	0.084	True	5' UTR		1.7526060325872521e-53	chr10	[128909053 128909959]	[128910395]
20140	ENSMUSG00000035268	Pkig	2.489742118344578e-51	0.288	True	5' UTR		3.617058767570815e-53	chr2	[163658493 163658660 163659236 163661607]	[163703486]
17591	ENSMUSG00000060636	Rpl35a	5.93056876620406e-51	0.104	True	5' UTR		8.795335034624663e-53	chr16	[33056511 33056556 33056618]	[33057136]
22678	ENSMUSG00000029771	Irf5	2.2194517161811963e-50	0.554	True	5' UTR		3.3587344373202124e-52	chr6	[29526775 29529484]	[29531126]
11332	ENSMUSG00000031557	Plekha2	4.493867606562638e-50	0.336	False	5' UTR		6.936660046449592e-52	chr8	[25088506]	[25101660 25102034 25104468]
17921	ENSMUSG00000039218	Srrm2	7.442342455244081e-50	0.084	True	5' UTR		1.1713129772175915e-51	chr17	[23792512 23803399 23803998]	[23806932]
19813	ENSMUSG00000032698	Lmo2	8.990413723560601e-48	0.451	True	5' UTR		1.442166850329031e-49	chr2	[103969722 103970366]	[103970493]
23795	ENSMUSG00000066406	Akap13	2.795931968775455e-47	0.417	True	CDS		4.5696224671269535e-49	chr7	[75697435 75702153]	[75704365]
