	chromosome	start	end	cluster	left_exon_count	left_genes	right_exon_count	right_genes	genes	n_genes	genes_cluster	n_genes_cluster	annotated	gene_id	original_cluster	n_start	strand	cluster_type	psi_a	psi_b	delta_psi	lfc_psi	abs_delta_psi	abs_lfc_psi
0	chr1	4782734	4783951	3	8	['ENSMUSG00000033845']	7	['ENSMUSG00000033845']	['ENSMUSG00000033845']	1	['ENSMUSG00000033845']	1	True	ENSMUSG00000033845	3	1	-	shared_acceptor	0.9826482855770148	0.9628559140895365	0.019792371487478255	0.02935520913698722	0.019792371487478255	0.02935520913698722
1	chr1	4782734	4785573	3	8	['ENSMUSG00000033845']	10	['ENSMUSG00000033845']	['ENSMUSG00000033845']	1	['ENSMUSG00000033845']	1	True	ENSMUSG00000033845	3	1	-	shared_acceptor	0.017351714422985262	0.03714408591046354	-0.019792371487478276	-1.098054264287625	0.019792371487478276	1.098054264287625
2	chr1	10035164	10037662	19	7	['ENSMUSG00000025917']	1	['ENSMUSG00000025917']	['ENSMUSG00000025917']	1	['ENSMUSG00000025917']	1	True	ENSMUSG00000025917	19	1	-	shared_acceptor	0.03793672282463088	0.05304161445726674	-0.015104891632635863	-0.483529620923421	0.015104891632635863	0.483529620923421
3	chr1	10035164	10037670	19	7	['ENSMUSG00000025917']	4	['ENSMUSG00000025917']	['ENSMUSG00000025917']	1	['ENSMUSG00000025917']	1	True	ENSMUSG00000025917	19	1	-	shared_acceptor	0.9126388942995585	0.8989966078190732	0.013642286480485266	0.02172846695216399	0.013642286480485266	0.02172846695216399
4	chr1	10035164	10037919	19	7	['ENSMUSG00000025917']	3	['ENSMUSG00000025917']	['ENSMUSG00000025917']	1	['ENSMUSG00000025917']	1	True	ENSMUSG00000025917	19	1	-	shared_acceptor	0.04942438287581056	0.04796177772366009	0.0014626051521504715	0.043337817507788756	0.0014626051521504715	0.043337817507788756
5	chr1	13286026	13299663	27	7	['ENSMUSG00000005886']	2	['ENSMUSG00000005886']	['ENSMUSG00000005886']	1	['ENSMUSG00000005886']	1	True	ENSMUSG00000005886	27	1	-	shared_acceptor	0.2640569077617452	0.2653201190861539	-0.0012632113244087084	-0.006885195514817921	0.0012632113244087084	0.006885195514817921
6	chr1	13286026	13373938	27	7	['ENSMUSG00000005886']	5	['ENSMUSG00000005886']	['ENSMUSG00000005886']	1	['ENSMUSG00000005886']	1	True	ENSMUSG00000005886	27	1	-	shared_acceptor	0.7359430922382547	0.7346798809138461	0.001263211324408653	0.0024784451111106165	0.001263211324408653	0.0024784451111106165
7	chr1	13572075	13573858	28	2	['ENSMUSG00000025935']	0	[]	['ENSMUSG00000025935']	1	['ENSMUSG00000025935']	1	False	ENSMUSG00000025935	28	1	-	shared_acceptor	0.003853855745434135	0.15462539849494156	-0.1507715427495074	-5.326330567228979	0.1507715427495074	5.326330567228979
8	chr1	13572075	13576368	28	2	['ENSMUSG00000025935']	2	['ENSMUSG00000025935']	['ENSMUSG00000025935']	1	['ENSMUSG00000025935']	1	True	ENSMUSG00000025935	28	1	-	shared_acceptor	0.9961461442545658	0.8453746015050585	0.15077154274950733	0.23676664626372698	0.15077154274950733	0.23676664626372698
9	chr1	13579567	13579690	29	5	['ENSMUSG00000025935']	3	['ENSMUSG00000025935']	['ENSMUSG00000025935']	1	['ENSMUSG00000025935']	1	True	ENSMUSG00000025935	29	1	-	shared_acceptor	0.9908161147257534	0.9568833880554856	0.03393272667026781	0.05027421349396831	0.03393272667026781	0.05027421349396831
