cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	chromosome	start	end	Annotated	Region	diff_exp_rank
20276	ENSMUSG00000021268	Meg3	1.11e-182	1.25e-178	0.268	chr12	[109549811 109558321 109568524 109568595]	[109571391]	False	Non-coding	15256.0
20521	ENSMUSG00000054728	Phactr1	2.24e-145	1.26e-141	0.618	chr13	[42709851 42866488 42866956 42916868]	[42956617]	True	CDS	117.0
14172	ENSMUSG00000025468	Caly	1.5799999999999999e-142	5.94e-139	0.313	chr7	[140074101]	[140081075 140081381 140081393 140081605 140082093 140082200 140082462]	True	5' UTR	1017.0
8207	ENSMUSG00000026825	Dnm1	7.51e-140	2.1199999999999998e-136	0.298	chr2	[32309065]	[32309893 32310447 32310451 32312123 32312127]	True	CDS	8800.0
32259	ENSMUSG00000032336	Nptn	3.51e-138	7.92e-135	0.318	chr9	[58582527 58582707 58619011 58621578]	[58623687]	True	CDS	3147.0
8337	ENSMUSG00000017412	Cacnb4	1.79e-130	3.37e-127	0.522	chr2	[52477812]	[52556202 52558269 52656675 52675728]	True	CDS	1954.0
14021	ENSMUSG00000030695	Aldoa	4.93e-121	7.95e-118	0.087	chr7	[126797777]	[126797974 126798196 126798676 126798823 126799045 126800002 126800288]	True	CDS	1697.0
17260	ENSMUSG00000056211	R3hdm1	6.689999999999999e-119	9.44e-116	0.369	chr1	[128103484 128141947 128142093]	[128151744]	True	5' UTR	206.0
8233	ENSMUSG00000026797	Stxbp1	1.35e-112	1.69e-109	0.336	chr2	[32789638]	[32794588 32796016]	True	CDS	10742.0
4601	ENSMUSG00000015759	Cnih1	3.14e-105	3.55e-102	0.172	chr14	[46780226]	[46783826 46784112]	True	CDS	6510.0
27879	ENSMUSG00000061576	Dpp6	5.700000000000001e-103	5.86e-100	0.378	chr5	[26905289 27049814 27262362]	[27382755]	True	CDS	284.0
22475	ENSMUSG00000050821	Fam131a	1.61e-101	1.52e-98	0.613	chr16	[20694721 20694830 20695178]	[20695739]	True	5' UTR	252.0
33286	ENSMUSG00000086316	Nbdy	1.15e-100	9.97e-98	0.314	chrX	[153725842 153728940 153739646]	[153741040]	True	CDS	650.0
23006	ENSMUSG00000025739	Gng13	3.95e-96	3.19e-93	0.277	chr17	[25717278 25717582]	[25718667]	True	5' UTR	4373.0
18211	ENSMUSG00000058589	Anks1b	9.079999999999999e-95	6.839999999999999e-92	0.237	chr10	[90895207 90897427 90914768]	[90921296]	True	CDS	22787.0
19778	ENSMUSG00000061911	Myt1l	5.99e-90	4.23e-87	0.21	chr12	[29527675 29528418 29528574 29528797 29533536 29534795 29535230 29535369]	[29566702]	True	5' UTR	2534.0
28292	ENSMUSG00000033805	Ephx4	2.2500000000000002e-87	1.4899999999999999e-84	0.083	chr5	[107402644 107402837 107403112 107403776 107403953 107405874]	[107406032]	True	5' UTR	11779.0
6160	ENSMUSG00000022940	Pigp	2.21e-86	1.39e-83	0.472	chr16	[94370193]	[94370366 94370605 94370741 94371744]	True	CDS	1573.0
18605	ENSMUSG00000020458	Rtn4	3.16e-86	1.88e-83	0.234	chr11	[29693694 29708771 29718883 29721045]	[29733633]	True	CDS	160.0
21717	ENSMUSG00000022307	Oxr1	1.39e-80	7.84e-78	0.263	chr15	[41826053 41831078 41831130 41848751 41849507]	[41850459]	True	CDS	15917.0
26916	ENSMUSG00000028478	Clta	3.16e-75	1.7000000000000002e-72	0.147	chr4	[44025561 44030269 44031436]	[44032401]	True	CDS	6792.0
11410	ENSMUSG00000029088	Kcnip4	3.99e-73	2.0500000000000002e-70	0.368	chr5	[48482656]	[48509659 48599423 48889366 49285253]	True	CDS	1366.0
23453	ENSMUSG00000003279	Dlgap1	1.64e-72	8.05e-70	0.176	chr17	[70516997 70521801 70522263 70522269 70522349 70561872 70583182]	[70593167]	True	CDS	1134.0
18208	ENSMUSG00000058589	Anks1b	2.54e-71	1.2e-68	0.336	chr10	[90680920 90829174 90829681 90830098 90830998]	[90895099]	False	CDS	22787.0
13797	ENSMUSG00000030706	Mrpl48	1.2200000000000001e-70	5.52e-68	0.211	chr7	[100574515]	[100582990 100591211 100607558 100607891]	True	CDS	3128.0
15375	ENSMUSG00000049313	Sorl1	9.65e-69	4.0800000000000004e-66	0.363	chr9	[41974130]	[41974298 41976358]	False	CDS	2733.0
29304	ENSMUSG00000033174	Mgll	9.76e-69	4.0800000000000004e-66	0.306	chr6	[88724572 88725179]	[88725701]	True	5' UTR	4016.0
1745	ENSMUSG00000090841	Myl6	1.02e-67	4.13e-65	0.227	chr10	[128491034]	[128491286 128491290 128491720 128492059]	True	CDS	8397.0
20949	ENSMUSG00000021759	Plpp1	9.68e-66	3.77e-63	0.328	chr13	[112801267 112835014 112841066 112851555]	[112856746]	False	CDS	21195.0
5038	ENSMUSG00000022323	Rida	5.66e-64	2.13e-61	0.388	chr15	[34485656]	[34486611 34487742]	False	CDS	23821.0
4464	ENSMUSG00000063142	Kcnma1	4.61e-63	1.68e-60	0.6	chr14	[23442080]	[23449200 23451599]	True	CDS	1234.0
31551	ENSMUSG00000031776	Arl2bp	1.34e-62	4.72e-60	0.199	chr8	[94666902 94667231]	[94667597]	True	CDS	1986.0
26251	ENSMUSG00000028059	Arhgef2	8.299999999999999e-61	2.8400000000000002e-58	0.493	chr3	[88616655 88621322 88621600 88622598 88629564 88629648 88629691]	[88629787]	True	CDS	422.0
22934	ENSMUSG00000034681	Rnps1	5.99e-60	1.99e-57	0.171	chr17	[24414735 24415163 24415497 24415506]	[24418038]	False	CDS	12044.0
31728	ENSMUSG00000034390	Cmip	5.01e-59	1.62e-56	0.249	chr8	[117377201 117379526]	[117384958]	False	CDS	7167.0
20438	ENSMUSG00000041112	Elmo1	6.0700000000000005e-58	1.9e-55	0.284	chr13	[20449607 20473288]	[20564424]	True	CDS	967.0
12259	ENSMUSG00000023089	Ndufa5	6.3100000000000006e-58	1.93e-55	0.057	chr6	[24519258]	[24522659 24527273]	True	CDS	7595.0
29176	ENSMUSG00000056091	St3gal5	1.01e-57	3.0099999999999997e-55	0.329	chr6	[72097783 72097995 72098978]	[72128264]	True	CDS	242.0
22274	ENSMUSG00000008658	Rbfox1	1.59e-57	4.62e-55	0.159	chr16	[6809249 7039201 7040026 7193878 7217830]	[7224311]	True	CDS	4519.0
673	ENSMUSG00000026393	Nek7	2.74e-57	7.74e-55	0.522	chr1	[138502666]	[138504969 138515625]	False	CDS	934.0
9035	ENSMUSG00000056941	Commd7	1.3e-56	3.57e-54	0.147	chr2	[153619513]	[153620446 153621770]	False	CDS	8336.0
8484	ENSMUSG00000056486	Chn1	6.0099999999999995e-55	1.58e-52	0.202	chr2	[73659758]	"[73660050 73660077 73660224 73660362 73660405 73677760 73679615 73679816
 73706919 73710455 73721403]"	True	CDS	370.0
6950	ENSMUSG00000024109	Nrxn1	5.69e-54	1.46e-51	0.439	chr17	[90162434]	[90163792 90208323]	True	CDS	269.0
2392	ENSMUSG00000001323	Srr	2.4e-53	5.9e-51	0.562	chr11	[74913134]	[74919437 74925584 74925619]	True	5' UTR	598.0
5887	ENSMUSG00000022523	Fgf12	2.4e-53	5.9e-51	0.103	chr16	[28398389]	[28444993 28564240 28564575 28752834 28753146]	True	CDS	9700.0
15042	ENSMUSG00000014633	Cmc2	3.14e-53	7.56e-51	0.277	chr8	[116911235]	[116918760 116921351 116944025]	False	5' UTR	6725.0
