cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
8233	ENSMUSG00000026797	Stxbp1	0.0	0.606	True	CDS	5388.0	0.0	chr2	[32789638]	[32794588 32796016]
1745	ENSMUSG00000090841	Myl6	0.0	0.569	True	CDS	4023.0	0.0	chr10	[128491034]	[128491286 128491290 128491720 128492059]
26251	ENSMUSG00000028059	Arhgef2	0.0	0.852	True	CDS	6127.0	0.0	chr3	[88616655 88621322 88621600 88622598 88629564 88629648 88629691]	[88629787]
14021	ENSMUSG00000030695	Aldoa	0.0	0.137	True	CDS	21657.0	0.0	chr7	[126797777]	[126797974 126798196 126798676 126798823 126799045 126800002 126800288]
8207	ENSMUSG00000026825	Dnm1	2.8709717635918665e-285	0.36	False	CDS	12317.0	1.2659722037180823e-288	chr2	[32309065]	[32309893 32310447 32310451 32312123 32312127]
21091	ENSMUSG00000025290	Rps24	1.2945601276364619e-264	0.314	True	CDS	16877.0	6.850128552622603e-268	chr14	[24493494 24494070]	[24495430]
1999	ENSMUSG00000020436	Gabrg2	1.7643206158455927e-264	0.383	True	CDS	4325.0	1.089182847774861e-267	chr11	[41912592]	[41913970 41916284 41967534]
32259	ENSMUSG00000032336	Nptn	3.6793281908745905e-263	0.389	True	CDS	23137.0	2.5958749031657753e-266	chr9	[58582527 58582707 58619011 58621578]	[58623687]
15771	ENSMUSG00000033419	Snap91	4.82180040046174e-263	0.76	True	CDS	5538.0	3.82716320699847e-266	chr9	[86792737]	[86793357 86798538]
23453	ENSMUSG00000003279	Dlgap1	7.209080572816028e-257	0.459	False	CDS	22917.0	6.3577745593227156e-260	chr17	[70516997 70521801 70522263 70522269 70522349 70561872 70583182]	[70593167]
18208	ENSMUSG00000058589	Anks1b	1.655174896985684e-229	0.67	False	CDS	1798.0	1.6056904371498828e-232	chr10	[90680920 90829174 90829681 90830098 90830998]	[90895099]
20521	ENSMUSG00000054728	Phactr1	6.857364146553595e-228	0.607	True	CDS	763.0	7.257109953139002e-231	chr13	[42709851 42866488 42866956 42916868]	[42956617]
18211	ENSMUSG00000058589	Anks1b	1.4516416217487444e-218	0.446	True	CDS	1798.0	1.664286187735574e-221	chr10	[90895207 90897427 90914768]	[90921296]
28621	ENSMUSG00000060371	Caln1	2.239552392705725e-208	0.599	False	CDS	20076.0	2.7651233352041767e-211	chr5	[130414947 130415002 130447892 130448225 130449459 130449685]	[130506064]
26916	ENSMUSG00000028478	Clta	1.972825049737889e-207	0.254	True	CDS	14760.0	2.609787084052239e-210	chr4	[44025561 44030269 44031436]	[44032401]
13843	ENSMUSG00000037032	Apbb1	5.8387509248870754e-204	0.33	True	CDS	1234.0	8.238823070658187e-207	chr7	[105567754]	[105568499 105568619 105568793 105569240 105573682]
25583	ENSMUSG00000027273	Snap25	7.399964857221386e-202	0.154	True	CDS	3610.0	1.1094400085789182e-204	chr2	[136769861 136770175]	[136773895]
31573	ENSMUSG00000036564	Ndrg4	4.146591487026817e-198	0.136	True	CDS	205.0	6.582471714126708e-201	chr8	[95700158 95703178]	[95706188]
5887	ENSMUSG00000022523	Fgf12	5.078432526323269e-191	0.13	False	CDS	396.0	8.509587970733054e-194	chr16	[28398389]	[28444993 28564240 28564575 28752834 28753146]
14172	ENSMUSG00000025468	Caly	1.5479768292123613e-189	0.352	True	5' UTR	2298.0	2.7303586369386393e-192	chr7	[140074101]	[140081075 140081381 140081393 140081605 140082093 140082200 140082462]
20276	ENSMUSG00000021268	Meg3	4.135471852654399e-184	0.278	False	Non-coding	4386.0	7.658956601617636e-187	chr12	[109549811 109558321 109568524 109568595]	[109571391]
1988	ENSMUSG00000053519	Kcnip1	1.1295004686108335e-183	0.394	True	CDS	726.0	2.191464001185143e-186	chr11	[33645628]	[33651540 33680463 33718193 33843130]
5038	ENSMUSG00000022323	Rida	1.4990793763004076e-183	0.53	False	CDS	12189.0	3.040728958012997e-186	chr15	[34485656]	[34486611 34487742]
1799	ENSMUSG00000059534	Uqcr10	7.50113829110816e-158	0.108	True	CDS	282.0	1.587682502748001e-160	chr11	[4702221]	[4703832 4703904 4704008 4704101 4704157]
20522	ENSMUSG00000054728	Phactr1	3.5013998891346797e-156	0.602	True	CDS	763.0	7.719816317873443e-159	chr13	[43057347 43059778]	[43077655]
8411	ENSMUSG00000064329	Scn1a	2.841416082338373e-152	0.39	True	5' UTR	112.0	6.515285134561929e-155	chr2	[66351227]	[66409862 66411343 66440700 66440836]
9830	ENSMUSG00000068739	Sars	2.6654618333237297e-151	0.286	True	CDS	228.0	6.346897389517656e-154	chr3	[108427390]	[108427853 108427856 108427861 108428174]
12984	ENSMUSG00000041540	Sox5	4.34944537907166e-151	0.907	True	CDS	17482.0	1.0740318424376619e-153	chr6	[144155224]	[144203794 144204011 144209331 144434425]
17100	ENSMUSG00000026150	Mff	1.1033895071073318e-150	0.252	True	CDS	7077.0	2.8219680488678566e-153	chr1	[82735508 82741977 82745557]	[82747083]
16321	ENSMUSG00000031137	Fgf13	2.457345961528851e-149	0.622	False	CDS	18942.0	6.501488565646488e-152	chrX	[59131951]	[59133621 59133877 59135170 59250799 59567140]
