cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
19439	ENSMUSG00000061086	Myl4	4.709864014263202e-123	0.128	False	CDS	56.0	4.674339037577611e-127	chr11	[104577575 104577831 104579947]	[104580402]
18904	ENSMUSG00000033066	Gas7	6.357566272476329e-99	0.765	False	CDS	1349.0	1.2619226424129275e-102	chr11	[67455775 67571351 67596700]	[67603108]
12944	ENSMUSG00000030209	Grin2b	5.525973588993695e-85	0.134	False	5' UTR	343.0	1.6452878887436566e-88	chr6	[136171883]	"[136171981 136172036 136172139 136172268 136172493 136172865 136173330
 136173473]"
12696	ENSMUSG00000035357	Pdzrn3	1.277531370130786e-84	0.708	True	CDS	192.0	5.071581461416378e-88	chr6	[101172448]	[101198824 101354394]
17260	ENSMUSG00000056211	R3hdm1	5.4220756155465e-79	0.364	True	5' UTR	837.0	2.6905893288738093e-82	chr1	[128103484 128141947 128142093]	[128151744]
30392	ENSMUSG00000052572	Dlg2	1.3619924107613615e-67	0.474	True	CDS	19270.0	8.110316062493222e-71	chr7	[91449916 91543192 91672955 91711799]	[91733091]
20520	ENSMUSG00000054728	Phactr1	1.380536325451756e-63	0.29	False	5' UTR	1662.0	9.590863713936375e-67	chr13	[42672604 42680927 42681556 42681742 42682296]	[42682650]
5887	ENSMUSG00000022523	Fgf12	1.483864408199381e-62	0.154	True	CDS	1177.0	1.1781376801900604e-65	chr16	[28398389]	[28444993 28564240 28564575 28752834 28753146]
19832	ENSMUSG00000004151	Etv1	6.0268809538535015e-62	0.348	False	CDS	25.0	5.383279930992609e-65	chr12	[38783286 38783803 38784564]	[38793171]
16027	ENSMUSG00000032503	Arpp21	1.3466515774370664e-60	0.209	True	5' UTR	16450.0	1.3364942213547701e-63	chr9	[112187767]	"[112187854 112187861 112187903 112188021 112188124 112206245 112219803
 112228864 112230916 112232335 112233092 112233646 112234310 112235646
 112235650]"
22272	ENSMUSG00000008658	Rbfox1	5.739516149738185e-55	0.405	False	5' UTR	480.0	6.265847325041686e-58	chr16	[6173668 6348855 6349228 6349232 6365605]	[6487819]
12096	ENSMUSG00000029554	Mad1l1	3.700888617567113e-53	0.498	False	CDS	3773.0	4.774866219568527e-56	chr5	[140009275]	[140011395 140065814]
25969	ENSMUSG00000039717	Ralyl	2.5678715768796137e-52	0.45	True	CDS	200.0	3.5679041361963666e-55	chr3	[13777104 13946533]	[14039714]
2499	ENSMUSG00000018648	Dusp14	3.329854809183119e-50	0.362	True	5' UTR	1819.0	4.957108191519133e-53	chr11	[84050921]	[84056823 84066985 84068270 84068481]
3888	ENSMUSG00000057531	Dtnbp1	8.352341061801095e-50	0.257	False	CDS	5136.0	1.3262947299406263e-52	chr13	[44931152]	[44946172 44946865 44946869 44948505 44953172 44970046]
12689	ENSMUSG00000030067	Foxp1	1.0362893661353144e-47	0.262	True	CDS	279.0	1.7484040516375884e-50	chr6	[99016666]	[99027702 99028164 99028674 99044326 99075854]
4375	ENSMUSG00000054423	Cadps	2.0333546893735486e-46	0.244	True	CDS	6177.0	3.632431957991651e-49	chr14	[12376710]	[12405949 12411554]
23453	ENSMUSG00000003279	Dlgap1	9.875202324973547e-45	0.155	True	CDS	1627.0	1.8621362065750043e-47	chr17	[70516997 70521801 70522263 70522269 70522349 70561872 70583182]	[70593167]
