cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
18692	ENSMUSG00000062210	Tnfaip8	7.866298634490311e-154	0.713	True	CDS	8722.0	3.888432345274499e-157	chr18	[49979627 50031364 50053620]	[50090200]
15484	ENSMUSG00000059248	Septin9	6.0978170730002464e-68	0.435	False	CDS	328.0	6.028489444389763e-71	chr11	[117291037 117326560 117331854 117332471]	[117351429]
533	ENSMUSG00000026395	Ptprc	9.836628181487551e-52	0.416	True	CDS	2898.0	1.9449586122565595e-54	chr1	[138117026]	[138117754 138120020 138126303]
16502	ENSMUSG00000025290	Rps24	1.6144144028943535e-51	0.189	True	CDS	4296.0	3.9901492903963267e-54	chr14	[24493494 24495450]	[24495775]
8792	ENSMUSG00000029136	Rbks	1.4897875548670807e-47	0.563	False	CDS	437.0	4.418549347109482e-50	chr5	[31624657]	[31647581 31647721]
11333	ENSMUSG00000065954	Tacc1	1.799374103785548e-46	0.495	True	CDS	8086.0	6.22620797157629e-49	chr8	[25177995]	[25181823 25201122 25240794]
17037	ENSMUSG00000022587	Ly6e	1.6047708446290911e-43	0.111	False	5' UTR	599.0	6.346103191810541e-46	chr15	[74955336 74955718 74956714 74957303 74957464]	[74957777]
24209	ENSMUSG00000041836	Ptpre	4.9772766437136244e-36	0.464	True	CDS	2523.0	2.214309925527564e-38	chr7	[135651847 135652015]	[135652090]
19021	ENSMUSG00000101389	Ms4a4a	8.93488956036003e-36	0.79	False	CDS	200.0	4.4166532676025847e-38	chr19	[11388390 11389273]	[11390261]
9677	ENSMUSG00000029810	Tmem176b	4.588965589265757e-34	0.336	True	5' UTR	8890.0	2.495235861686768e-36	chr6	[48838366]	[48840361 48840996 48841348]
15176	ENSMUSG00000038811	Gngt2	5.250558782404547e-34	0.314	True	5' UTR	1130.0	3.1145183088904876e-36	chr11	[95842427 95843393]	[95843812]
19214	ENSMUSG00000025026	Add3	1.8153850605626048e-32	0.536	False	5' UTR	696.0	1.1665845668469528e-34	chr19	[53140715 53143090 53194454 53203476]	[53216801]
24047	ENSMUSG00000030876	Mettl9	4.575821485950897e-31	0.47	False	CDS	16830.0	3.166658467786089e-33	chr7	[121057400 121074904 121075959]	[121076130]
23084	ENSMUSG00000042079	Hnrnpf	1.2123173075819014e-30	0.235	True	5' UTR	7686.0	8.989006235159921e-33	chr6	[117900507 117906840 117907209 117907880 117907919 117917072]	[117917470]
9143	ENSMUSG00000048163	Selplg	2.0147683704042832e-25	0.145	True	5' UTR	215.0	1.5934895663108516e-27	chr5	[113820249]	[113830349 113832429]
19022	ENSMUSG00000024675	Ms4a4c	3.340326020972326e-25	0.125	False	5' UTR	33.0	2.806996656279266e-27	chr19	[11404798 11407768]	[11414792]
9676	ENSMUSG00000029810	Tmem176b	6.350548230557811e-25	0.387	False	5' UTR	8890.0	5.650512513595681e-27	chr6	[48838363]	[48840361 48840996 48841348]
22875	ENSMUSG00000056091	St3gal5	5.0305909179390435e-22	0.569	True	CDS	3335.0	4.9733968541167015e-24	chr6	[72097783 72115380]	[72128264]
18598	ENSMUSG00000024381	Bin1	1.3306279501746955e-20	0.419	False	CDS	12852.0	1.3812746887626593e-22	chr18	[32377491 32397712 32397791]	[32406100]
22809	ENSMUSG00000038301	Snx10	1.7928782128467668e-20	0.385	True	5' UTR	441.0	1.9497439783800728e-22	chr6	[51524035 51544650 51544753]	[51562018]
10654	ENSMUSG00000052040	Klf13	4.47921743747709e-19	0.193	True	CDS	859.0	5.0925358903595186e-21	chr7	[63891798]	[63936230 63937663 63937967]
10374	ENSMUSG00000060376	Bckdha	4.697950706413689e-19	0.308	False	CDS	12000.0	5.5734462162100104e-21	chr7	[25641827]	[25649228 25652470 25658633]
8195	ENSMUSG00000028677	Rnf220	8.428598324819064e-19	0.316	True	CDS	14921.0	1.0415964316385395e-20	chr4	[117289069]	[117289199 117289203 117296132]
19813	ENSMUSG00000032698	Lmo2	6.774810308873497e-18	0.565	True	5' UTR	6178.0	8.707121504236822e-20	chr2	[103969722 103970366]	[103970493]
10206	ENSMUSG00000063802	Hspbp1	1.493449506070604e-17	0.261	False	CDS	9357.0	1.993234634894034e-19	chr7	[4664859]	[4674448 4677707]
667	ENSMUSG00000026656	Fcgr2b	8.099495307568909e-17	0.279	True	CDS	240.0	1.121037412812306e-18	chr1	[170961234]	[170963325 170963409 170965702]
22678	ENSMUSG00000029771	Irf5	1.657263233321935e-16	0.215	True	5' UTR	84.0	2.3757110116824573e-18	chr6	[29526775 29529484]	[29531126]
24766	ENSMUSG00000056608	Chd9	2.025953682236022e-16	0.455	False	5' UTR	7416.0	3.0925834527114734e-18	chr8	[90849760 90876709]	[90890977]
10111	ENSMUSG00000030220	Arhgdib	2.025953682236022e-16	0.112	True	5' UTR	3841.0	3.104526156664196e-18	chr6	[136933774]	"[136935032 136939413 136939436 136939454 136939511 136940908 136941438
 136941651 136941813]"
17034	ENSMUSG00000059895	Ptp4a3	7.015577339117623e-16	0.49	True	CDS	383.0	1.1097304738100043e-17	chr15	[73724849 73748466 73749389]	[73751129]
24453	ENSMUSG00000031584	Gsr	7.708066435508844e-16	0.077	False	CDS	573.0	1.2573711931378737e-17	chr8	[33671593 33674000]	[33674087]
10114	ENSMUSG00000015766	Eps8	1.118288700893657e-14	0.549	True	5' UTR	1959.0	1.9347555378783e-16	chr6	[137539402]	[137570702 137591418]
8396	ENSMUSG00000003644	Rps6ka1	1.466053137733579e-14	0.228	True	CDS	1513.0	2.6088933741180846e-16	chr4	[133872004]	[133872844 133874608 133874883 133880917]
22371	ENSMUSG00000049327	Kmt5a	2.3560777469849028e-14	0.157	True	CDS	1365.0	4.309188167990183e-16	chr5	[124440016 124445729 124446085 124446910]	[124447214]
7925	ENSMUSG00000028465	Tln1	1.3963306921685698e-13	0.062	False	5' UTR	559.0	2.6228653634407147e-15	chr4	[43556784]	[43558085 43562130]
18023	ENSMUSG00000046711	Hmga1	1.6247058496603185e-13	0.294	True	5' UTR	9466.0	3.1321566058701146e-15	chr17	[27556710 27556712 27556750 27557067]	[27559533]
18840	ENSMUSG00000024856	Cdk2ap2	1.6643220160253593e-13	0.077	True	CDS	772.0	3.290799833960177e-15	chr19	[4097508 4097734]	[4097817]
15702	ENSMUSG00000021000	Mia2	3.5328134503528206e-13	0.145	True	CDS	341.0	7.159928396661675e-15	chr12	[59137787 59144771 59146363]	[59146847]
22882	ENSMUSG00000056737	Capg	3.93103975638846e-13	0.182	True	5' UTR	667.0	8.16132821395528e-15	chr6	[72544467 72549502 72549869]	[72555273]
19028	ENSMUSG00000024691	Fam111a	3.986305599106137e-13	0.149	False	5' UTR	886.0	8.47311620175798e-15	chr19	[12564651 12573581 12574563]	[12577090]
532	ENSMUSG00000026395	Ptprc	6.914054639159113e-13	0.107	True	CDS	2898.0	1.5037983397083586e-14	chr1	[138115643]	[138116954 138126303]
28	ENSMUSG00000025935	Tram1	8.51831866338813e-13	0.105	False	CDS	7411.0	1.8948311411392286e-14	chr1	[13572075]	[13573858 13576368]
19023	ENSMUSG00000056290	Ms4a4b	3.4161072813105158e-12	0.498	False	5' UTR	478.0	7.767717990127718e-14	chr19	[11443661 11447615]	[11449894]
21554	ENSMUSG00000028759	Hp1bp3	3.467761528745575e-12	0.296	True	5' UTR	4199.0	8.056588821109345e-14	chr4	[138216741 138216800 138217295]	[138221526]
7089	ENSMUSG00000017664	Slc35c2	6.839524900745625e-12	0.312	True	5' UTR	1848.0	1.6228235058615423e-13	chr2	[165283536]	[165286481 165287784]
11639	ENSMUSG00000057672	Pkn1	7.345120758046537e-12	0.231	True	CDS	3730.0	1.7790949932984694e-13	chr8	[83692937]	[83693960 83698967]
8264	ENSMUSG00000028649	Macf1	2.298502322694405e-11	0.24	True	CDS	2141.0	5.680925167311925e-13	chr4	[123554366]	[123564463 123572617 123664466]
20401	ENSMUSG00000027763	Mbnl1	3.7328112501482205e-11	0.145	True	5' UTR	4976.0	9.59496712840867e-13	chr3	[60473174 60501095 60501424]	[60528756]
10730	ENSMUSG00000030629	Zfand6	8.413713523904598e-11	0.218	True	5' UTR	14217.0	2.2042848085365483e-12	chr7	[84634410]	[84652882 84679310 84689746]
18150	ENSMUSG00000037548	H2-DMb2	1.4282045815435193e-10	0.383	False	5' UTR	7217.0	3.812310796013348e-12	chr17	[34143481 34143530 34145471]	[34147651]
10548	ENSMUSG00000008140	Emc10	1.5294460047912776e-10	0.183	True	CDS	4704.0	4.158157699630265e-12	chr7	[44490971]	[44491163 44491955]
14036	ENSMUSG00000019920	Lims1	4.582940956043344e-10	0.209	False	CDS	2408.0	1.2912883563740515e-11	chr10	[58323688 58352198 58371700]	[58399021]
15979	ENSMUSG00000052160	Pld4	4.827948861674594e-10	0.057	False	CDS	46.0	1.3841870191652327e-11	chr12	[112760784 112762610]	[112763397]
21696	ENSMUSG00000029063	Nadk	7.189392343873025e-10	0.273	True	5' UTR	602.0	2.096758024164649e-11	chr4	[155562456 155563980]	[155576993]
23435	ENSMUSG00000040940	Arhgef1	2.379578658995625e-09	0.215	True	CDS	10537.0	7.175200108686758e-11	chr7	[24918001 24918532]	[24919184]
20402	ENSMUSG00000027763	Mbnl1	2.515106102262105e-09	0.193	True	5' UTR	4976.0	7.708184791905611e-11	chr3	[60473174 60501095 60501424 60529805]	[60595594]
3231	ENSMUSG00000021585	Cast	3.574404232286492e-09	0.242	True	CDS	1195.0	1.1308050957307736e-10	chr13	[74798719]	[74807819 74808436]
16486	ENSMUSG00000039197	Adk	3.841871712162983e-09	0.341	True	CDS	15177.0	1.2344125619900838e-10	chr14	[21052701 21076322]	[21092367]
3972	ENSMUSG00000022378	Fam49b	6.611300295519688e-09	0.094	True	5' UTR	467.0	2.15692446616065e-10	chr15	[63970969]	[63997898 64022570 64060195]
3230	ENSMUSG00000021585	Cast	1.0067915207681041e-08	0.209	True	CDS	1195.0	3.334405926419326e-10	chr13	[74754371]	[74770546 74780503]
9898	ENSMUSG00000030067	Foxp1	1.0636418751809102e-08	0.386	True	5' UTR	1120.0	3.6278442603797733e-10	chr6	[99260420]	[99266347 99308344]
15941	ENSMUSG00000017843	Ppp2r5c	1.9196654860774226e-08	0.098	True	CDS	2635.0	6.737333144414089e-10	chr12	[110466021 110485953]	[110522491]
9945	ENSMUSG00000030315	Vgll4	2.7700932982899887e-08	0.302	True	CDS	4634.0	9.995887828728084e-10	chr6	[114864080]	[114875039 114890617]
19059	ENSMUSG00000052085	Dock8	8.062069825806606e-08	0.303	True	CDS	1739.0	3.0182712737444715e-09	chr19	[25051590 25052639]	[25061108]
16884	ENSMUSG00000022148	Fyb	8.062069825806606e-08	0.221	True	CDS	487.0	3.0287558416277912e-09	chr15	[6643764 6644900]	[6646637]
24045	ENSMUSG00000030876	Mettl9	1.5295331943484061e-07	0.197	False	5' UTR	16830.0	5.821752642848605e-09	chr7	[121032854 121034976]	[121047838]
8129	ENSMUSG00000028559	Osbpl9	1.5705639906423339e-07	0.27	True	CDS	6050.0	6.0555606164163144e-09	chr4	[109087486]	[109091661 109098503]
2438	ENSMUSG00000017132	Cyth1	3.043813185247209e-07	0.317	True	CDS	16769.0	1.1944923960331996e-08	chr11	[118193698]	[118212649 118248439]
7194	ENSMUSG00000027506	Tpd52	3.427989789861763e-07	0.055	True	CDS	231.0	1.3725515223865685e-08	chr3	[8953800]	[8963847 9004405]
18111	ENSMUSG00000073423	Zfp414	3.470444270681497e-07	0.27	True	CDS	6285.0	1.4067050429850853e-08	chr17	[33629217 33629699]	[33629797]
20140	ENSMUSG00000035268	Pkig	7.455458284398573e-07	0.217	True	5' UTR	2343.0	3.0588385447606596e-08	chr2	[163658493 163658660 163659236 163661607]	[163703486]
20542	ENSMUSG00000027940	Tpm3	8.075532916507871e-07	0.08	True	CDS	4278.0	3.3531624566814687e-08	chr3	[90090080 90091092]	[90099528]
14331	ENSMUSG00000019943	Atp2b1	9.273104599915248e-07	0.181	True	5' UTR	267.0	3.89626243693918e-08	chr10	[98914794 98915372]	[98968694]
19459	ENSMUSG00000054766	Set	1.340236381751184e-06	0.114	True	CDS	7228.0	5.763745190922048e-08	chr2	[30062281 30066894]	[30068269]
18795	ENSMUSG00000034006	Slc66a2	1.6965808876930415e-06	0.302	True	5' UTR	1453.0	7.463949530631769e-08	chr18	[80255411 80256319 80256404]	[80256782]
14178	ENSMUSG00000057729	Prtn3	3.927131368647331e-06	0.139	True	5' UTR	15311.0	1.7665296813984535e-07	chr10	[79874722 79879743 79880594]	[79881036]
20406	ENSMUSG00000027763	Mbnl1	5.307032460495271e-06	0.102	True	CDS	4976.0	2.4397133901436485e-07	chr3	[60615774 60621459 60622241]	[60625124]
19544	ENSMUSG00000026879	Gsn	5.5030620817915835e-06	0.153	True	5' UTR	1422.0	2.557033295543296e-07	chr2	[35256474 35266904 35282602]	[35283905]
25383	ENSMUSG00000032381	Ciao2a	5.716121200228363e-06	0.073	True	CDS	396.0	2.6842882551739716e-07	chr9	[66132692 66133482 66133723]	[66136302]
23795	ENSMUSG00000066406	Akap13	7.76821871851413e-06	0.194	True	CDS	16653.0	3.7247514369543773e-07	chr7	[75697435 75702153]	[75704365]
23432	ENSMUSG00000040940	Arhgef1	8.402664854085987e-06	0.144	True	5' UTR	10537.0	4.070495085024353e-07	chr7	[24903129 24904498]	[24907716]
21830	ENSMUSG00000029162	Khk	9.818193426755944e-06	0.148	True	CDS	837.0	4.804751108496483e-07	chr5	[30924856 30926823]	[30928443]
10697	ENSMUSG00000030538	Cib1	1.2270282775257072e-05	0.066	True	CDS	2359.0	6.065389409420203e-07	chr7	[80228549]	[80230316 80232510]
4001	ENSMUSG00000022584	Ly6c2	1.2455212580229165e-05	0.057	True	5' UTR	133.0	6.218371085532109e-07	chr15	[75111681]	[75111909 75111940]
5765	ENSMUSG00000024885	Aldh3b1	1.3038836084105169e-05	0.115	False	5' UTR	418.0	6.638656038867188e-07	chr19	[3923902]	[3929696 3930716]
5899	ENSMUSG00000118346	Tmem179b	1.3612754081423145e-05	0.136	True	CDS	2278.0	7.065443294856304e-07	chr19	[8773107]	[8773290 8773505 8774335]
1086	ENSMUSG00000000902	Smarcb1	1.8742308175484044e-05	0.198	True	CDS	11110.0	9.820487724178492e-07	chr10	[75915194]	[75916773 75916800]
22739	ENSMUSG00000029911	Ssbp1	1.909338675686345e-05	0.202	True	5' UTR	16906.0	1.0098825422562478e-06	chr6	[40471460 40471674 40471826]	[40472071]
13110	ENSMUSG00000025915	Sgk3	2.502319544937933e-05	0.134	True	5' UTR	412.0	1.3358898213212891e-06	chr1	[9798247 9827120 9848386]	[9865131]
6600	ENSMUSG00000027010	Slc25a12	2.524829976430275e-05	0.188	False	CDS	3746.0	1.3603878765739002e-06	chr2	[71333721]	[71338158 71343890]
165	ENSMUSG00000025980	Hspd1	3.056729598110707e-05	0.181	True	5' UTR	11969.0	1.6620872752949962e-06	chr1	[55086942]	[55087779 55087989]
700	ENSMUSG00000038179	Slamf7	3.6589968279159474e-05	0.091	False	CDS	4983.0	2.007655204639991e-06	chr1	[171641268]	[171648873 171652657]
9564	ENSMUSG00000039841	Zfp800	5.435064575304539e-05	0.158	True	5' UTR	12550.0	3.062765010305079e-06	chr6	[28260837]	[28261296 28261378 28261480 28261768 28312507]
10369	ENSMUSG00000074272	Ceacam1	5.824428273729454e-05	0.204	True	CDS	2119.0	3.3109701012302875e-06	chr7	[25472074]	[25473798 25474520 25476344]
14177	ENSMUSG00000057729	Prtn3	5.906464037463382e-05	0.164	False	5' UTR	15311.0	3.3868009310220093e-06	chr10	[79874722 79879743]	[79880428]
20405	ENSMUSG00000027763	Mbnl1	6.073513895150754e-05	0.11	True	CDS	4976.0	3.5126106066862985e-06	chr3	[60615774 60621459]	[60622146]
15700	ENSMUSG00000021000	Mia2	6.775638555878811e-05	0.082	True	CDS	341.0	3.985669738752241e-06	chr12	[59129897 59131605]	[59136064]
3381	ENSMUSG00000053453	Thoc7	6.782120196408025e-05	0.12	True	CDS	9535.0	4.056532593995902e-06	chr14	[13954657]	[13957062 13957460 13957480 13957554 13960868 13961185 13961794]
10079	ENSMUSG00000097354	2310001H17Rik	6.981206062357261e-05	0.228	True	Non-coding	6710.0	4.3150026317573255e-06	chr6	[129233154]	[129233885 129233896 129237739 129237996]
6983	ENSMUSG00000027490	E2f1	6.981206062357261e-05	0.234	True	CDS	8594.0	4.348156024997601e-06	chr2	[154564509]	[154569067 154569489]
2245	ENSMUSG00000020923	Ubtf	9.096765951394816e-05	0.201	True	CDS	6211.0	5.71077249543817e-06	chr11	[102310577]	[102310926 102311380]
15233	ENSMUSG00000037992	Rara	0.00014972165979339541	0.265	True	CDS	103.0	9.621263357954229e-06	chr11	[98950796 98961134]	[98966347]
22319	ENSMUSG00000029462	Vps29	0.00015148270595270128	0.134	True	CDS	2628.0	9.884190403241014e-06	chr5	[122354477 122356806]	[122360013]
25893	ENSMUSG00000015217	Hmgb3	0.00015243176959526432	0.246	True	5' UTR	1806.0	1.0096815188218201e-05	chrX	[71556009 71556191]	[71558053]
16825	ENSMUSG00000036461	Elf1	0.00018062192282821183	0.08	True	5' UTR	2919.0	1.2142650274165505e-05	chr14	[79481638 79515771 79516485 79535629 79535702]	[79536123]
42	ENSMUSG00000079658	Eloc	0.00019811721301468232	0.121	True	5' UTR	3496.0	1.3514669004461768e-05	chr1	[16648008]	[16656296 16656616 16656822 16656862 16656912 16656992]
7091	ENSMUSG00000017664	Slc35c2	0.0002497448487830032	0.21	False	5' UTR	1848.0	1.7283380538616142e-05	chr2	[165283604]	[165286481 165287784]
