cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
15645	ENSMUSG00000032366	Tpm1	1.965014491728624e-196	0.389	True	CDS	46.0	1.5504296131676057e-200	chr9	[67036129]	[67043578 67047786]
14172	ENSMUSG00000025468	Caly	6.546531346103534e-172	0.317	True	5' UTR	608.0	1.0330647540008733e-175	chr7	[140074101]	[140081075 140081381 140081393 140081605 140082093 140082200 140082462]
191	ENSMUSG00000060424	Pantr1	3.781452191240241e-137	0.371	False	Non-coding	2752.0	8.950888885687803e-141	chr1	[42667004]	"[42687111 42688714 42692941 42694396 42694747 42694790 42697173 42697504
 42697758 42698585]"
14021	ENSMUSG00000030695	Aldoa	8.967759455284492e-122	0.115	True	CDS	334.0	3.5378568152455794e-125	chr7	[126797777]	[126797974 126798196 126798676 126798823 126799045 126800002 126800288]
21119	ENSMUSG00000040640	Erc2	5.770676090488009e-111	0.468	False	CDS	281.0	2.7318965238226333e-114	chr14	[27777243 27798647 27876203]	[27876587]
28621	ENSMUSG00000060371	Caln1	5.957787916098264e-91	0.296	False	CDS	2611.0	3.2905566839741083e-94	chr5	[130414947 130415002 130447892 130448225 130449459 130449685]	[130506064]
20677	ENSMUSG00000021458	Aopep	2.042876402958049e-79	0.261	False	CDS	99.0	1.2894911806583868e-82	chr13	[63240332 63240798 63251784 63279191]	[63282142]
24287	ENSMUSG00000024921	Smarca2	2.3071689344747254e-76	0.412	True	CDS	1790.0	1.820395245758818e-79	chr19	"[26720948 26722223 26748299 26748341 26748953 26749943 26749948 26750011
 26751157]"	[26751824]
31578	ENSMUSG00000036564	Ndrg4	1.453735373711645e-75	0.114	True	CDS	853.0	1.2617239317364763e-78	chr8	[95711145 95712364]	[95713178]
24270	ENSMUSG00000053279	Aldh1a1	1.12304762591235e-72	0.7	False	5' UTR	453.0	1.0633242473527062e-75	chr19	[20493525 20536719]	[20553099]
8207	ENSMUSG00000026825	Dnm1	1.0904662413917359e-68	0.227	True	CDS	8175.0	1.1185151600199278e-71	chr2	[32309065]	[32309893 32310447 32310451 32312123 32312127]
23066	ENSMUSG00000040276	Pacsin1	1.401499693629964e-68	0.344	True	5' UTR	11702.0	1.5481296915590574e-71	chr17	[27655760 27685426]	[27701767]
5060	ENSMUSG00000051359	Ncald	6.053970364438417e-68	0.142	True	5' UTR	1575.0	7.165027257896185e-71	chr15	[37397454]	"[37443656 37445830 37458459 37458489 37459020 37459217 37494540 37508876
 37792134]"
26251	ENSMUSG00000028059	Arhgef2	4.019504747181317e-63	0.271	True	CDS	1526.0	5.0743313835333e-66	chr3	[88616655 88621322 88621600 88622598 88629564 88629648 88629691]	[88629787]
18904	ENSMUSG00000033066	Gas7	6.63651949742934e-63	0.231	True	CDS	3361.0	8.901754099439705e-66	chr11	[67455775 67571351 67596700]	[67603108]
22272	ENSMUSG00000008658	Rbfox1	9.678115573922757e-63	0.201	False	5' UTR	2556.0	1.3745153884378222e-65	chr16	[6173668 6348855 6349228 6349232 6365605]	[6487819]
5987	ENSMUSG00000047261	Gap43	1.0799248387258567e-62	0.071	True	CDS	3695.0	1.6189499712633167e-65	chr16	[42249115]	[42255687 42264473 42275970 42276507 42291799 42340473]
9537	ENSMUSG00000033981	Gria2	1.3515184031625163e-58	0.3	True	CDS	7864.0	2.1327416808624207e-61	chr3	[80689352]	[80690404 80691320]
16745	ENSMUSG00000016918	Sulf1	2.0417886973470417e-57	0.571	True	5' UTR	23.0	3.3831120912330655e-60	chr1	[12692685 12718784]	[12728594]
31728	ENSMUSG00000034390	Cmip	3.072471853211625e-56	0.287	False	CDS	1385.0	5.333310775655337e-59	chr8	[117377201 117379526]	[117384958]
22274	ENSMUSG00000008658	Rbfox1	6.656715720447637e-56	0.093	False	CDS	2556.0	1.2080200534187754e-58	chr16	[6809249 7039201 7040026 7193878 7217830]	[7224311]
31551	ENSMUSG00000031776	Arl2bp	1.1834052590488069e-55	0.277	True	CDS	9181.0	2.2409441547397324e-58	chr8	[94666902 94667231]	[94667597]
949	ENSMUSG00000073481	Mtarc2	3.1243240540584408e-55	0.106	False	CDS	154.0	6.162861081857424e-58	chr1	[184841428]	[184845546 184846343 184846814 184849393 184857091]
20225	ENSMUSG00000021203	Otub2	4.5737544247412494e-55	0.341	False	5' UTR	318.0	9.38280061884744e-58	chr12	[103377369 103388874 103389109]	[103400196]
5887	ENSMUSG00000022523	Fgf12	4.986095616739671e-55	0.093	True	CDS	2674.0	1.0622106805426156e-57	chr16	[28398389]	[28444993 28564240 28564575 28752834 28753146]
16321	ENSMUSG00000031137	Fgf13	3.672331593588026e-52	0.348	False	CDS	8302.0	8.113088576650207e-55	chrX	[59131951]	[59133621 59133877 59135170 59250799 59567140]
1745	ENSMUSG00000090841	Myl6	1.0427074429262633e-47	0.131	True	CDS	4857.0	2.468141335631048e-50	chr10	[128491034]	[128491286 128491290 128491720 128492059]
21357	ENSMUSG00000021981	Cab39l	1.0633764480817413e-46	0.289	True	5' UTR	6344.0	2.6009681150807937e-49	chr14	[59461703 59479185]	[59496803]
659	ENSMUSG00000041889	Shisa4	1.2808179415315275e-45	0.056	False	CDS	2035.0	3.233878343775357e-48	chr1	[135372365]	[135373152 135374378]
20276	ENSMUSG00000021268	Meg3	4.850632872752423e-45	0.155	False	Non-coding	1991.0	1.2629863089855606e-47	chr12	[109549811 109558321 109568524 109568595]	[109571391]
18773	ENSMUSG00000020524	Gria1	8.206028127828098e-44	0.432	True	CDS	541.0	2.2013962154501765e-46	chr11	[57309884 57309894 57310723]	[57317666]
23067	ENSMUSG00000040276	Pacsin1	7.324773580792704e-39	0.323	True	5' UTR	11702.0	2.0227795118174583e-41	chr17	[27655760 27685426]	[27701826]
12948	ENSMUSG00000030216	Wbp11	2.399389846030093e-37	0.21	False	CDS	589.0	7.0046886778533565e-40	chr6	[136816234]	[136816536 136816604 136816944]
1302	ENSMUSG00000019947	Arid5b	7.359804037883977e-36	0.31	True	CDS	11164.0	2.2066636692408964e-38	chr10	[68135107]	[68136486 68186026]
13569	ENSMUSG00000052040	Klf13	2.715590589579439e-35	0.143	True	CDS	539.0	8.356322628499141e-38	chr7	[63891798]	[63901166 63921619 63924670 63936029 63936230 63936439 63937663 63937967]
6478	ENSMUSG00000024012	Mtch1	8.326425094334159e-35	0.056	True	CDS	8515.0	2.6278759963181813e-37	chr17	[29342908]	[29347121 29347467]
27700	ENSMUSG00000073684	Faap20	3.190789343143256e-34	0.441	False	5' UTR	2286.0	1.0573864005997849e-36	chr4	[155246986 155249964 155250063]	[155250506]
33286	ENSMUSG00000086316	Nbdy	6.3864209064399005e-34	0.137	True	CDS	19401.0	2.166767389750005e-36	chrX	[153725842 153728940 153739646]	[153741040]
12905	ENSMUSG00000038077	Kcna6	2.1473311961466964e-33	0.135	False	3' UTR	13892.0	7.624262571137867e-36	chr6	[126708708]	[126712560 126712586 126715063 126727480 126735215 126737281]
757	ENSMUSG00000026721	Rabgap1l	2.8693406582588524e-33	0.287	False	CDS	957.0	1.0414207849132649e-35	chr1	[160472112]	[160579165 160627215]
32259	ENSMUSG00000032336	Nptn	9.997691290131776e-33	0.186	True	CDS	3438.0	3.707523202116092e-35	chr9	[58582527 58582707 58619011 58621578]	[58623687]
23900	ENSMUSG00000024524	Gnal	3.961388763004694e-32	0.358	True	CDS	3208.0	1.5002892585152702e-34	chr18	[67088874 67133971]	[67134213]
13843	ENSMUSG00000037032	Apbb1	4.578282615581492e-32	0.126	True	CDS	2577.0	1.7700477210311909e-34	chr7	[105567754]	[105568499 105568619 105568793 105569240 105573682]
18211	ENSMUSG00000058589	Anks1b	1.9211308681080704e-31	0.091	True	CDS	3814.0	7.579023465788506e-34	chr10	[90895207 90897427 90914768]	[90921296]
6949	ENSMUSG00000024109	Nrxn1	3.0221413293529003e-31	0.135	True	CDS	1149.0	1.216105474175461e-33	chr17	[90059564]	[90087072 90088165 90162114]
23453	ENSMUSG00000003279	Dlgap1	4.709154335951243e-31	0.098	True	CDS	6865.0	1.9321131881763028e-33	chr17	[70516997 70521801 70522263 70522269 70522349 70561872 70583182]	[70593167]
22406	ENSMUSG00000003531	Dgcr6	5.04338970366716e-31	0.125	True	CDS	2337.0	2.1090394058257813e-33	chr16	[18065185 18065193 18066600]	[18066696]
4464	ENSMUSG00000063142	Kcnma1	1.487396750728719e-29	0.262	True	CDS	10197.0	6.337338215192587e-32	chr14	[23442080]	[23449200 23451599]
14173	ENSMUSG00000025468	Caly	2.1835641722199278e-29	0.229	False	5' UTR	608.0	9.475779507029826e-32	chr7	[140081539]	[140082093 140082462]
3540	ENSMUSG00000033530	Ttc7b	1.0389349415725329e-27	0.283	True	CDS	6167.0	4.6725021042791835e-30	chr12	[100332720]	[100337942 100340497 100347936]
32927	ENSMUSG00000001986	Gria3	1.7842353141049415e-27	0.195	True	CDS	1549.0	8.165192379523953e-30	chrX	[41654925 41669616]	[41672219]
20332	ENSMUSG00000037686	Aspg	2.9194447480791674e-27	0.572	False	CDS	55.0	1.3590598085582364e-29	chr12	[112121864 112122124]	[112122944]
5807	ENSMUSG00000013539	Tango2	4.6819688130304055e-27	0.169	True	CDS	6930.0	2.2164914690060303e-29	chr16	[18316735]	[18319744 18324357 18343798 18347871]
1996	ENSMUSG00000042032	Mat2b	2.6740321287886383e-26	0.128	True	CDS	7362.0	1.3081110303368754e-28	chr11	[40687796]	[40691247 40692138 40692478 40694803]
5159	ENSMUSG00000022378	Fam49b	3.040026187808476e-26	0.154	True	CDS	6579.0	1.5111381555304872e-28	chr15	[63950128]	[63956600 63957585 63970930 64022570]
29108	ENSMUSG00000004535	Tax1bp1	4.7305451505888307e-26	0.093	False	CDS	17113.0	2.388787199287401e-28	chr6	[52737173 52739730]	[52741951]
15501	ENSMUSG00000049556	Lingo1	6.165751944167472e-26	0.205	False	CDS	186.0	3.1621735550803668e-28	chr9	[56621316]	[56635075 56637094 56653600]
21717	ENSMUSG00000022307	Oxr1	1.3011921665578783e-25	0.165	True	CDS	792.0	6.775973093957707e-28	chr15	[41826053 41831078 41831130 41848751 41849507]	[41850459]
28000	ENSMUSG00000029095	Ablim2	1.734962084044657e-25	0.28	True	CDS	1815.0	9.171726339828944e-28	chr5	[35812220 35814664]	[35824025]
19175	ENSMUSG00000059439	Bcas3	1.8957326778833974e-25	0.187	True	CDS	7258.0	1.0171202627116226e-27	chr11	[85583995 85640777]	[85801785]
4380	ENSMUSG00000054423	Cadps	4.884699440704934e-25	0.361	True	CDS	6130.0	2.6593361323074054e-27	chr14	[12485659]	[12486525 12488981]
21921	ENSMUSG00000033287	Kctd17	6.404331895056263e-25	0.198	True	CDS	6964.0	3.537188201467085e-27	chr15	[78435711 78437314 78437672]	[78438487]
29438	ENSMUSG00000034023	Fancd2	1.5954083274860926e-24	0.357	False	CDS	221.0	8.937509172440634e-27	chr6	[113585544 113586210 113586249 113587100 113587189]	[113587382]
28428	ENSMUSG00000029538	Srsf9	2.5861531853535174e-24	0.161	True	CDS	16566.0	1.4691733418451414e-26	chr5	[115327500 115328705 115329143 115330029]	[115330498]
27546	ENSMUSG00000028759	Hp1bp3	2.9967089484805638e-24	0.178	True	5' UTR	17673.0	1.7260513905561085e-26	chr4	[138216741 138216800 138217295 138221724]	[138222089]
19486	ENSMUSG00000020612	Prkar1a	5.551047938479054e-23	0.054	True	5' UTR	4288.0	3.2849029145173507e-25	chr11	[109649182 109649528 109650625 109651074 109651444]	[109653779]
17100	ENSMUSG00000026150	Mff	2.1016949024331122e-22	0.092	True	CDS	20997.0	1.2602873014432423e-24	chr1	[82735508 82741977 82745557]	[82747083]
27703	ENSMUSG00000073684	Faap20	4.110427028496883e-22	0.137	False	5' UTR	2286.0	2.497261174011835e-24	chr4	[155246986 155251037]	[155256135]
224	ENSMUSG00000043629	1700019D03Rik	4.111600268243225e-22	0.183	False	5' UTR	6400.0	2.5304151879672677e-24	chr1	[52925735]	[52952343 52952615 52953197 52953542 52987571]
1104	ENSMUSG00000039166	Akap7	5.52756942288155e-22	0.525	True	CDS	159.0	3.445463029885138e-24	chr10	[25171249]	[25199997 25220611]
6950	ENSMUSG00000024109	Nrxn1	4.7024839248262445e-21	0.197	True	CDS	1149.0	3.0053747665372086e-23	chr17	[90162434]	[90163792 90208323]
20949	ENSMUSG00000021759	Plpp1	6.224140015801048e-21	0.19	False	CDS	1743.0	4.026980284801058e-23	chr13	[112801267 112835014 112841066 112851555]	[112856746]
4378	ENSMUSG00000054423	Cadps	1.6253162394656452e-20	0.303	True	CDS	6130.0	1.077217643325818e-22	chr14	[12467180]	[12468346 12473409]
2384	ENSMUSG00000038807	Rap1gap2	3.569992941119261e-20	0.265	False	CDS	1902.0	2.394267003275503e-22	chr11	[74484972]	[74522400 74558936 74567216]
20263	ENSMUSG00000021262	Evl	6.19380370294853e-20	0.236	True	CDS	1631.0	4.2028335052357077e-22	chr12	[108555214 108606012]	[108648315]
20325	ENSMUSG00000021288	Klc1	8.979948986972306e-20	0.096	True	CDS	18262.0	6.164238297826973e-22	chr12	[111789460 111789487 111793700]	[111794337]
1692	ENSMUSG00000006736	Tspan31	9.006282337774421e-20	0.07	False	CDS	1644.0	6.253375775005121e-22	chr10	[127069514]	[127069807 127069946 127070115 127070889 127079667]
12949	ENSMUSG00000030216	Wbp11	9.277852839582584e-20	0.105	False	CDS	589.0	6.515140466489268e-22	chr6	[136817238]	[136817515 136817930]
22845	ENSMUSG00000023868	Pde10a	1.8350986782984218e-19	0.235	True	CDS	22884.0	1.3031314584729205e-21	chr17	[8757094 8758268 8802146]	[8898861]
22380	ENSMUSG00000022761	Lztr1	1.4106130807172886e-18	0.147	True	CDS	630.0	1.0239577357266099e-20	chr16	[17509219 17509431]	[17509626]
21532	ENSMUSG00000033060	Lmo7	2.8859321849409693e-18	0.259	True	CDS	979.0	2.1404262694054847e-20	chr14	[101929452 101931281]	[101932570]
14264	ENSMUSG00000031078	Cttn	5.05010459395945e-18	0.162	False	CDS	7821.0	3.8650792615911833e-20	chr7	[144449616]	[144449937 144450978 144452027 144452548 144454676]
18245	ENSMUSG00000019943	Atp2b1	6.859621717690991e-18	0.056	True	5' UTR	163.0	5.304110212511576e-20	chr10	[98914794 98915372 98915545 98916016 98916298 98916319 98940610]	[98968694]
10863	ENSMUSG00000059291	Rpl11	7.157879124185709e-18	0.056	True	CDS	4624.0	5.591210614599853e-20	chr4	[136052718]	[136052970 136053087 136053155 136053348]
31031	ENSMUSG00000047495	Dlgap2	9.920424126254853e-18	0.262	True	CDS	22828.0	7.905655963008837e-20	chr8	[14258027 14382189 14454527]	[14531029]
6160	ENSMUSG00000022940	Pigp	1.1044367464612386e-17	0.17	True	CDS	7285.0	8.888476261562754e-20	chr16	[94370193]	[94370366 94370605 94370741 94371744]
16685	ENSMUSG00000049176	Frmpd4	1.1632657984740802e-17	0.244	False	CDS	4600.0	9.45371447394905e-20	chrX	[167897639]	[168122786 168124005 168447948]
15445	ENSMUSG00000032064	Dixdc1	1.5768236945088392e-17	0.18	True	CDS	1773.0	1.2939061403575766e-19	chr9	[50695584]	[50697590 50698286 50698558 50699366 50701920]
25924	ENSMUSG00000000827	Tpd52l2	1.745834088384097e-17	0.121	True	CDS	6310.0	1.4463672027799444e-19	chr2	[181508268 181510531]	[181511574]
13664	ENSMUSG00000025104	Hdgfl3	1.8008260518527204e-17	0.155	False	CDS	2331.0	1.5061350914974623e-19	chr7	[81905637]	[81933574 81933939]
20334	ENSMUSG00000037686	Aspg	2.1150201056346983e-17	0.392	False	CDS	55.0	1.7856016356549843e-19	chr12	[112124897 112126412]	[112126662]
23006	ENSMUSG00000025739	Gng13	2.2475312654688515e-17	0.076	True	5' UTR	602.0	1.9152073273681233e-19	chr17	[25717278 25717582]	[25718667]
27879	ENSMUSG00000061576	Dpp6	3.614199731643061e-17	0.185	True	CDS	4415.0	3.1083144291391327e-19	chr5	[26905289 27049814 27262362]	[27382755]
12689	ENSMUSG00000030067	Foxp1	3.776416786734843e-17	0.181	True	CDS	3032.0	3.277622270323755e-19	chr6	[99016666]	[99027702 99028164 99028674 99044326 99075854]
13647	ENSMUSG00000025586	Cpeb1	4.0509505997771636e-17	0.425	True	CDS	578.0	3.547857949938972e-19	chr7	[81372201]	[81372409 81436203]
20333	ENSMUSG00000037686	Aspg	5.480259818488128e-17	0.459	True	CDS	55.0	4.842899634453767e-19	chr12	[112123040 112123454]	[112124810]
25888	ENSMUSG00000027525	Phactr3	2.1203461974520902e-16	0.37	True	CDS	13131.0	1.907207404998724e-18	chr2	[178119303 178142500 178193194]	[178256113]
13552	ENSMUSG00000109006	B230209E15Rik	2.1598343389759803e-16	0.069	False	Non-coding	3568.0	1.9597676264970627e-18	chr7	[61535489]	[61546001 61604516 61615160]
23827	ENSMUSG00000024480	Ap3s1	2.5832079806502057e-16	0.115	True	CDS	12575.0	2.3846878154968756e-18	chr18	[46780769 46783800 46788705]	[46789897]
26717	ENSMUSG00000049119	Fam110b	2.986708607429841e-16	0.343	True	5' UTR	2597.0	2.7807449556313813e-18	chr4	[5644411 5678999 5724511]	[5729571]
15771	ENSMUSG00000033419	Snap91	1.1022244653154055e-15	0.097	True	CDS	7191.0	1.0349117198400916e-17	chr9	[86792737]	[86793357 86798538]
1882	ENSMUSG00000020152	Actr2	1.2369279739574794e-15	0.161	False	CDS	6615.0	1.1711484683201635e-17	chr11	[20094446]	[20098737 20100823]
29167	ENSMUSG00000052337	Immt	1.6986839358719298e-15	0.125	True	CDS	8858.0	1.6217512722147982e-17	chr6	[71851881 71852868 71853269]	[71856912]
13691	ENSMUSG00000039405	Prss23	1.7430458396334995e-15	0.13	True	5' UTR	244.0	1.6778569704535815e-17	chr7	[89510871]	[89517112 89517447 89517831 89518024 89518107 89527019]
28758	ENSMUSG00000050022	Amz1	2.177296159941298e-15	0.546	True	5' UTR	54.0	2.113045823518855e-17	chr5	[140724472 140735639 140735822]	[140741065]
20521	ENSMUSG00000054728	Phactr1	2.385784267939024e-15	0.087	True	CDS	10177.0	2.334205848385979e-17	chr13	[42709851 42866488 42866956 42916868]	[42956617]
1790	ENSMUSG00000020435	Osbp2	3.099677158868609e-15	0.308	False	CDS	9606.0	3.0571220203454006e-17	chr11	[3726576]	[3761949 3773706 3773718 3774587 3775104 3819837]
22664	ENSMUSG00000055447	Cd47	3.4338872223535554e-15	0.054	True	CDS	644.0	3.4138376993573296e-17	chr16	[49855833 49868113 49869081]	[49884165]
4601	ENSMUSG00000015759	Cnih1	4.191325573561759e-15	0.093	True	CDS	7224.0	4.1999238428463265e-17	chr14	[46780226]	[46783826 46784112]
22725	ENSMUSG00000090386	Mir99ahg	4.7405103332305835e-15	0.233	True	Non-coding	838.0	4.787638651203366e-17	chr16	[77360719 77421853 77436403 77459503 77500646 77501088 77501377]	[77501503]
16430	ENSMUSG00000025656	Arhgef9	5.695959988209287e-15	0.157	True	CDS	1728.0	5.842471188789706e-17	chrX	[95131016]	[95164109 95164677 95165589 95165593 95165600 95166424 95196410]
29924	ENSMUSG00000030588	Yif1b	1.0990773810749106e-14	0.108	True	5' UTR	10582.0	1.1446916072422923e-16	chr7	[29225255 29238175 29238437 29238446 29238564 29238594 29238612]	[29244070]
30566	ENSMUSG00000038244	Mical2	2.0851338036821878e-14	0.077	False	5' UTR	6418.0	2.204575743201934e-16	chr7	[112235420 112236070 112242008]	[112271230]
28687	ENSMUSG00000037428	Vgf	2.5365347874741038e-14	0.094	True	5' UTR	1508.0	2.7018478484219982e-16	chr5	[137030462 137030840]	[137030966]
23065	ENSMUSG00000040276	Pacsin1	4.2431269366103405e-14	0.261	True	5' UTR	11702.0	4.553142365306976e-16	chr17	[27655760 27685426]	[27701732]
20522	ENSMUSG00000054728	Phactr1	5.066930421159426e-14	0.08	True	CDS	10177.0	5.4771143103901e-16	chr13	[43057347 43059778]	[43077655]
25448	ENSMUSG00000027207	Galk2	7.819023593746255e-14	0.232	True	5' UTR	4965.0	8.575384878733862e-16	chr2	[125859299 125859378 125866386 125870462]	[125878278]
27537	ENSMUSG00000041351	Rap1gap	7.928892967558943e-14	0.295	True	CDS	7696.0	8.758442602637303e-16	chr4	[137721958 137723824]	[137724692]
8338	ENSMUSG00000017412	Cacnb4	8.213268969049345e-14	0.207	True	CDS	1008.0	9.137375135205598e-16	chr2	[52675812]	[52676021 52676271]
