cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
10496	ENSMUSG00000036570	Fxyd1	4.775947277981156e-125	0.606	True	5' UTR		9.53282889816598e-128	chr7	[31054371]	[31054673 31054765 31055318 31055551]
1269	ENSMUSG00000061904	Slc25a3	3.4400625074266877e-107	0.708	True	CDS		1.373278446078518e-109	chr10	[91119707]	[91121922 91122207]
12347	ENSMUSG00000032366	Tpm1	3.3779422736900565e-85	0.645	True	CDS		2.0227199243653034e-87	chr9	[67036129]	[67043578 67047786 67048124]
21570	ENSMUSG00000028745	Capzb	3.5950046502554016e-77	0.702	True	CDS		2.8702631938166877e-79	chr4	[139287833 139288974]	[139291003]
11316	ENSMUSG00000008892	Vdac3	1.6120641629792013e-73	0.717	True	CDS		1.608846470039123e-75	chr8	[22583737]	[22587550 22587553]
22097	ENSMUSG00000034842	Art3	1.065726333813254e-66	0.808	True	CDS		1.2763189626506037e-68	chr5	[92411196 92412195]	[92414242]
20656	ENSMUSG00000068823	Csde1	3.1333617426390155e-66	0.468	True	5' UTR		4.377950538617387e-68	chr3	[103029213 103036722]	[103038692]
15076	ENSMUSG00000018845	Unc45b	1.7251796777388427e-64	0.878	True	CDS		2.754777928525098e-66	chr11	[82929562 82933653]	[82933832]
7730	ENSMUSG00000028273	Pdlim5	2.16450724220884e-61	0.815	True	CDS		3.888336363249413e-63	chr3	[142304470]	[142304705 142312123]
18509	ENSMUSG00000024236	Svil	3.7201128106228e-61	0.735	True	5' UTR		7.425374871502594e-63	chr18	[4920875 4971198 4995150]	[5037108]
6211	ENSMUSG00000025781	Atp5c1	1.959437569618166e-58	0.597	True	CDS		4.302158336486992e-60	chr2	[10056162]	[10056770 10058996]
22870	ENSMUSG00000052337	Immt	2.2013916475201766e-58	0.695	True	CDS		5.272794365317787e-60	chr6	[71851881 71852868 71853269]	[71856912]
20119	ENSMUSG00000027642	Rpn2	2.799155415684098e-56	0.543	True	CDS		7.2632775257272e-58	chr2	[157321873 157323271]	[157325711]
14052	ENSMUSG00000004207	Psap	6.288795906388375e-56	0.468	True	CDS		1.7573481574737972e-57	chr10	[60296003 60297546]	[60299098]
24934	ENSMUSG00000031841	Cdh13	5.67395556204497e-52	0.472	True	CDS		1.6987890904326254e-53	chr8	[119242444 119277510]	[119288586]
20799	ENSMUSG00000078578	Ube2d3	7.188928496740284e-49	0.213	True	CDS		2.2958653881805296e-50	chr3	[135463044 135463771]	[135465195]
8694	ENSMUSG00000002944	Cd36	1.3708810702534661e-45	0.375	True	5' UTR		4.651692254353079e-47	chr5	[17835672]	[17849657 17888711]
9850	ENSMUSG00000030057	Cnbp	1.823406699769959e-45	0.211	True	5' UTR		6.551161795580693e-47	chr6	[87845794]	[87849015 87850904]
25338	ENSMUSG00000032294	Pkm	5.356370888325063e-45	0.602	True	CDS		2.0313582211212816e-46	chr9	[59675196 59675735]	[59678044]
