	chromosome	start	end	cluster	left_exon_count	left_genes	right_exon_count	right_genes	genes	n_genes	genes_cluster	n_genes_cluster	annotated	gene_id	original_cluster	n_start	strand	cluster_type	psi_a	psi_b	delta_psi	lfc_psi	abs_delta_psi	abs_lfc_psi
0	chr1	13579567	13579690	29	5	['ENSMUSG00000025935']	3	['ENSMUSG00000025935']	['ENSMUSG00000025935']	1	['ENSMUSG00000025935']	1	True	ENSMUSG00000025935	29	1	-	shared_acceptor	0.9753382677347664	0.9821579017936077	-0.0068196340588413396	-0.010052323151879636	0.0068196340588413396	0.010052323151879636
1	chr1	13579567	13581023	29	5	['ENSMUSG00000025935']	4	['ENSMUSG00000025935']	['ENSMUSG00000025935']	1	['ENSMUSG00000025935']	1	True	ENSMUSG00000025935	29	1	-	shared_acceptor	0.02466173226523362	0.017842098206392366	0.006819634058841253	0.46698883310949224	0.006819634058841253	0.46698883310949224
2	chr1	16648008	16656822	42	10	['ENSMUSG00000079658']	5	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.6377595018826235	0.7521653213010745	-0.11440581941845096	-0.2380373034049122	0.11440581941845096	0.2380373034049122
3	chr1	16648008	16656862	42	10	['ENSMUSG00000079658']	0	[]	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	False	ENSMUSG00000079658	42	1	-	shared_acceptor	0.08900744377076107	0.043606929958326136	0.045400513812434935	1.029368553604824	0.045400513812434935	1.029368553604824
4	chr1	16648008	16656912	42	10	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.0887080309844533	0.037981170932766005	0.0507268600516873	1.223780316461748	0.0507268600516873	1.223780316461748
5	chr1	16648008	16656992	42	10	['ENSMUSG00000079658']	3	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	42	1	-	shared_acceptor	0.18452502336216198	0.16624657780783333	0.018278445554328643	0.1504918289842374	0.018278445554328643	0.1504918289842374
6	chr1	37995842	37996893	95	6	['ENSMUSG00000058407']	1	['ENSMUSG00000058407']	['ENSMUSG00000058407']	1	['ENSMUSG00000058407']	1	True	ENSMUSG00000058407	95	1	-	shared_acceptor	0.09362762865540022	0.17653438124932386	-0.08290675259392363	-0.9149429542789909	0.08290675259392363	0.9149429542789909
7	chr1	37995842	37997109	95	6	['ENSMUSG00000058407']	2	['ENSMUSG00000058407']	['ENSMUSG00000058407']	1	['ENSMUSG00000058407']	1	True	ENSMUSG00000058407	95	1	-	shared_acceptor	0.6949522121672427	0.6207834521640404	0.07416876000320227	0.16282367421002863	0.07416876000320227	0.16282367421002863
8	chr1	37995842	37997164	95	6	['ENSMUSG00000058407']	2	['ENSMUSG00000058407']	['ENSMUSG00000058407']	1	['ENSMUSG00000058407']	1	True	ENSMUSG00000058407	95	1	-	shared_acceptor	0.21142015917735707	0.2026821665866357	0.00873799259072136	0.06089378991159222	0.00873799259072136	0.06089378991159222
9	chr1	43153255	43163702	119	2	['ENSMUSG00000008136']	1	['ENSMUSG00000008136']	['ENSMUSG00000008136']	1	['ENSMUSG00000008136']	1	True	ENSMUSG00000008136	119	1	-	shared_acceptor	0.09719740778421601	0.729313130788825	-0.6321157230046089	-2.9075486128435615	0.6321157230046089	2.9075486128435615
10	chr1	43153255	43196651	119	2	['ENSMUSG00000008136']	2	['ENSMUSG00000008136']	['ENSMUSG00000008136']	1	['ENSMUSG00000008136']	1	True	ENSMUSG00000008136	119	1	-	shared_acceptor	0.902802592215784	0.2706868692111751	0.6321157230046088	1.7377856518660924	0.6321157230046088	1.7377856518660924
11	chr1	55086942	55087779	165	3	['ENSMUSG00000025980']	1	['ENSMUSG00000025980']	['ENSMUSG00000025980']	1	['ENSMUSG00000025980']	1	True	ENSMUSG00000025980	165	1	-	shared_acceptor	0.6159565286910182	0.7507378398962932	-0.13478131120527492	-0.28548066554937995	0.13478131120527492	0.28548066554937995
12	chr1	55086942	55087989	165	3	['ENSMUSG00000025980']	1	['ENSMUSG00000025980']	['ENSMUSG00000025980']	1	['ENSMUSG00000025980']	1	True	ENSMUSG00000025980	165	1	-	shared_acceptor	0.38404347130898175	0.24926216010370683	0.13478131120527492	0.6236057348310058	0.13478131120527492	0.6236057348310058
13	chr1	63170915	63172154	214	8	['ENSMUSG00000025968']	2	['ENSMUSG00000025968']	['ENSMUSG00000025968']	1	['ENSMUSG00000025968']	1	True	ENSMUSG00000025968	214	1	-	shared_acceptor	0.1593005577767748	0.13942741937823722	0.019873138398537576	0.19223701186160058	0.019873138398537576	0.19223701186160058
14	chr1	63170915	63176428	214	8	['ENSMUSG00000025968']	4	['ENSMUSG00000025968']	['ENSMUSG00000025968']	1	['ENSMUSG00000025968']	1	True	ENSMUSG00000025968	214	1	-	shared_acceptor	0.3389935589406509	0.35354197040381313	-0.014548411463162214	-0.06062363157370876	0.014548411463162214	0.06062363157370876
15	chr1	63170915	63176586	214	8	['ENSMUSG00000025968']	4	['ENSMUSG00000025968']	['ENSMUSG00000025968']	1	['ENSMUSG00000025968']	1	True	ENSMUSG00000025968	214	1	-	shared_acceptor	0.5017058832825743	0.5070306102179496	-0.005324726935375335	-0.015230991499827318	0.005324726935375335	0.015230991499827318
16	chr1	66930330	66934246	240	11	['ENSMUSG00000061816']	5	['ENSMUSG00000061816']	['ENSMUSG00000061816']	1	['ENSMUSG00000061816']	1	True	ENSMUSG00000061816	240	1	-	shared_acceptor	0.15051195941329698	0.030922183485783666	0.11958977592751331	2.2831639885037878	0.11958977592751331	2.2831639885037878
17	chr1	66930330	66934518	240	11	['ENSMUSG00000061816']	7	['ENSMUSG00000061816']	['ENSMUSG00000061816']	1	['ENSMUSG00000061816']	1	True	ENSMUSG00000061816	240	1	-	shared_acceptor	0.849488040586703	0.9690778165142163	-0.1195897759275133	-0.1900188811001936	0.1195897759275133	0.1900188811001936
18	chr1	92637404	92639687	383	6	['ENSMUSG00000073616']	6	['ENSMUSG00000073616']	['ENSMUSG00000073616']	1	['ENSMUSG00000073616']	1	True	ENSMUSG00000073616	383	1	-	shared_acceptor	0.9969211297498487	0.9746981166728167	0.022223013077032006	0.032523915179991876	0.022223013077032006	0.032523915179991876
19	chr1	92637404	92641880	383	6	['ENSMUSG00000073616']	3	['ENSMUSG00000073616']	['ENSMUSG00000073616']	1	['ENSMUSG00000073616']	1	False	ENSMUSG00000073616	383	1	-	shared_acceptor	0.003078870250151344	0.025301883327183337	-0.02222301307703199	-3.038771387630958	0.02222301307703199	3.038771387630958
20	chr1	92639760	92641607	384	6	['ENSMUSG00000073616']	1	['ENSMUSG00000073616']	['ENSMUSG00000073616']	1	['ENSMUSG00000073616']	1	True	ENSMUSG00000073616	384	1	-	shared_acceptor	0.045068276925106156	0.020798548552064488	0.024269728373041668	1.1156294039182066	0.024269728373041668	1.1156294039182066
21	chr1	92639760	92641880	384	6	['ENSMUSG00000073616']	3	['ENSMUSG00000073616']	['ENSMUSG00000073616']	1	['ENSMUSG00000073616']	1	True	ENSMUSG00000073616	384	1	-	shared_acceptor	0.9549317230748938	0.9792014514479355	-0.024269728373041644	-0.03620811128106073	0.024269728373041644	0.03620811128106073
22	chr1	97821989	97822936	409	9	['ENSMUSG00000026335']	7	['ENSMUSG00000026335']	['ENSMUSG00000026335']	1	['ENSMUSG00000026335']	1	True	ENSMUSG00000026335	409	1	-	shared_acceptor	0.9962439241989808	0.8785074560674516	0.11773646813152916	0.1814444896344709	0.11773646813152916	0.1814444896344709
23	chr1	97821989	97825837	409	9	['ENSMUSG00000026335']	8	['ENSMUSG00000026335']	['ENSMUSG00000026335']	1	['ENSMUSG00000026335']	1	False	ENSMUSG00000026335	409	1	-	shared_acceptor	0.0037560758010192334	0.12149254393254841	-0.11773646813152917	-5.015497416893713	0.11773646813152917	5.015497416893713
24	chr1	97853233	97864203	411	7	['ENSMUSG00000026335']	5	['ENSMUSG00000026335']	['ENSMUSG00000026335']	1	['ENSMUSG00000026335']	1	True	ENSMUSG00000026335	411	1	-	shared_acceptor	0.7251622451626165	0.4067877601917141	0.3183744849709024	0.8340275423261183	0.3183744849709024	0.8340275423261183
25	chr1	97853233	97884126	411	7	['ENSMUSG00000026335']	8	['ENSMUSG00000026335']	['ENSMUSG00000026335']	1	['ENSMUSG00000026335']	1	True	ENSMUSG00000026335	411	1	-	shared_acceptor	0.2748377548373834	0.593212239808286	-0.3183744849709026	-1.109968159799454	0.3183744849709026	1.109968159799454
26	chr1	160205066	160206096	598	2	['ENSMUSG00000014226']	2	['ENSMUSG00000014226']	['ENSMUSG00000014226']	1	['ENSMUSG00000014226']	1	True	ENSMUSG00000014226	598	1	-	shared_acceptor	0.8838197627289043	0.960518029066142	-0.07669826633723775	-0.12006050265100346	0.07669826633723775	0.12006050265100346
27	chr1	160205066	160206097	598	2	['ENSMUSG00000014226']	2	['ENSMUSG00000014226']	['ENSMUSG00000014226']	1	['ENSMUSG00000014226']	1	False	ENSMUSG00000014226	598	1	-	shared_acceptor	0.1161802372710958	0.03948197093385792	0.07669826633723789	1.5570987414031183	0.07669826633723789	1.5570987414031183
28	chr1	161244343	161247257	613	10	['ENSMUSG00000026701']	7	['ENSMUSG00000026701']	['ENSMUSG00000026701']	1	['ENSMUSG00000026701']	1	True	ENSMUSG00000026701	613	1	-	shared_acceptor	0.950000190004431	0.9682280167002011	-0.018227826695770055	-0.027419038689504606	0.018227826695770055	0.027419038689504606
29	chr1	161244343	161251022	613	10	['ENSMUSG00000026701']	5	['ENSMUSG00000026701']	['ENSMUSG00000026701']	1	['ENSMUSG00000026701']	1	True	ENSMUSG00000026701	613	1	-	shared_acceptor	0.04999980999556905	0.031771983299798835	0.018227826695770215	0.6541674458625675	0.018227826695770215	0.6541674458625675
30	chr1	171143660	171145756	672	3	['ENSMUSG00000058076']	5	['ENSMUSG00000058076']	['ENSMUSG00000058076']	1	['ENSMUSG00000058076']	1	True	ENSMUSG00000058076	672	1	-	shared_acceptor	0.972610432853059	0.9797271173276892	-0.007116684474630208	-0.010517905434357329	0.007116684474630208	0.010517905434357329
31	chr1	171143660	171150559	672	3	['ENSMUSG00000058076']	4	['ENSMUSG00000058076']	['ENSMUSG00000058076']	1	['ENSMUSG00000058076']	1	False	ENSMUSG00000058076	672	1	-	shared_acceptor	0.027389567146940946	0.020272882672310803	0.007116684474630142	0.4340752027341681	0.007116684474630142	0.4340752027341681
32	chr1	171235088	171235273	680	7	['ENSMUSG00000013593']	7	['ENSMUSG00000013593']	['ENSMUSG00000013593']	1	['ENSMUSG00000013593']	1	True	ENSMUSG00000013593	680	1	-	shared_acceptor	0.8954599109894581	0.9603672631004968	-0.06490735211103871	-0.10095738048333944	0.06490735211103871	0.10095738048333944
33	chr1	171235088	171236357	680	7	['ENSMUSG00000013593']	6	['ENSMUSG00000013593']	['ENSMUSG00000013593']	1	['ENSMUSG00000013593']	1	False	ENSMUSG00000013593	680	1	-	shared_acceptor	0.10454008901054195	0.03963273689950325	0.0649073521110387	1.39929176681086	0.0649073521110387	1.39929176681086
34	chr1	171246198	171246994	683	7	['ENSMUSG00000013593']	5	['ENSMUSG00000013593']	['ENSMUSG00000013593']	1	['ENSMUSG00000013593']	1	True	ENSMUSG00000013593	683	1	-	shared_acceptor	0.9961582166197887	0.9680943178428479	0.02806389877694071	0.041227288303445846	0.02806389877694071	0.041227288303445846
