cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
14172	ENSMUSG00000025468	Caly	0.0	0.442	True	5' UTR	662.0	0.0	chr7	[140074101]	[140081075 140081381 140081393 140081605 140082093 140082200 140082462]
14021	ENSMUSG00000030695	Aldoa	0.0	0.124	True	CDS	3352.0	0.0	chr7	[126797777]	[126797974 126798196 126798676 126798823 126799045 126800002 126800288]
13552	ENSMUSG00000109006	B230209E15Rik	2.4071795503030224e-307	0.565	False	Non-coding	3564.0	6.310878835016e-311	chr7	[61535489]	[61546001 61604516 61615160]
10359	ENSMUSG00000028399	Ptprd	2.9103662436867573e-261	0.774	True	5' UTR	5847.0	1.0173437887570596e-264	chr4	[76325346]	[76388050 76449643 76594267]
1745	ENSMUSG00000090841	Myl6	2.232183014155196e-235	0.366	True	CDS	7556.0	9.753486909705478e-239	chr10	[128491034]	[128491286 128491290 128491720 128492059]
20276	ENSMUSG00000021268	Meg3	1.982525400066379e-210	0.252	False	Non-coding	733.0	1.0395134493051013e-213	chr12	[109549811 109558321 109568524 109568595]	[109571391]
17260	ENSMUSG00000056211	R3hdm1	1.4480641160017567e-195	0.388	True	5' UTR	639.0	8.858209221368783e-199	chr1	[128103484 128141947 128142093]	[128151744]
6950	ENSMUSG00000024109	Nrxn1	2.4842179384777046e-189	0.621	True	CDS	23900.0	1.7367598975637192e-192	chr17	[90162434]	[90163792 90208323]
23453	ENSMUSG00000003279	Dlgap1	1.0244708177553349e-175	0.495	True	CDS	6756.0	8.057535051820338e-179	chr17	[70516997 70521801 70522263 70522269 70522349 70561872 70583182]	[70593167]
11657	ENSMUSG00000011831	Evi5	1.852833072215309e-169	0.549	True	CDS	18379.0	1.619184717482574e-172	chr5	[107842301]	[107843786 107843827 107868791 107872601 107874989]
26251	ENSMUSG00000028059	Arhgef2	1.1620749308473123e-164	0.638	True	CDS	1356.0	1.1170867988569813e-167	chr3	[88616655 88621322 88621600 88622598 88629564 88629648 88629691]	[88629787]
25969	ENSMUSG00000039717	Ralyl	8.739861425218244e-164	0.441	True	CDS	1881.0	9.165283326279728e-167	chr3	[13777104 13946533]	[14039714]
14748	ENSMUSG00000031708	Tecr	3.5386473066008033e-158	0.112	True	CDS	5309.0	4.0201358896976705e-161	chr8	[83573324]	[83573411 83573871 83574478]
5887	ENSMUSG00000022523	Fgf12	1.397843838144184e-155	0.161	True	CDS	790.0	1.7101995747634862e-158	chr16	[28398389]	[28444993 28564240 28564575 28752834 28753146]
32259	ENSMUSG00000032336	Nptn	3.605811576750894e-148	0.307	True	CDS	3882.0	4.726660285874631e-151	chr9	[58582527 58582707 58619011 58621578]	[58623687]
18211	ENSMUSG00000058589	Anks1b	1.5705994082503077e-144	0.359	True	CDS	24217.0	2.1960666374206874e-147	chr10	[90895207 90897427 90914768]	[90921296]
6953	ENSMUSG00000024109	Nrxn1	1.979849077010303e-128	0.893	True	CDS	23900.0	2.9413120955322167e-131	chr17	[90597630]	[90620865 90623420]
22475	ENSMUSG00000050821	Fam131a	4.077958833814913e-122	0.701	True	5' UTR	162.0	6.414686621398972e-125	chr16	[20694721 20694830 20695178]	[20695739]
16321	ENSMUSG00000031137	Fgf13	4.959779427002294e-121	0.583	False	CDS	12674.0	8.235236311547986e-124	chrX	[59131951]	[59133621 59133877 59135170 59250799 59567140]
8337	ENSMUSG00000017412	Cacnb4	3.8631540876356487e-118	0.555	True	CDS	951.0	6.751995259347461e-121	chr2	[52477812]	[52556202 52558269 52656675 52675728]
4601	ENSMUSG00000015759	Cnih1	3.541692891369129e-117	0.172	True	CDS	8399.0	6.499654873612839e-120	chr14	[46780226]	[46783826 46784112]
6160	ENSMUSG00000022940	Pigp	9.794018269456014e-107	0.502	True	CDS	1414.0	1.882971265647403e-109	chr16	[94370193]	[94370366 94370605 94370741 94371744]
10357	ENSMUSG00000028399	Ptprd	9.619156476411974e-102	0.884	True	CDS	5847.0	1.933414305317446e-104	chr4	[76136922]	[76138556 76140514]
17101	ENSMUSG00000026150	Mff	3.7785810740894874e-98	0.129	True	CDS	1833.0	7.925014924246062e-101	chr1	[82735508 82741977 82747143]	[82750520]
31728	ENSMUSG00000034390	Cmip	4.2417761632197636e-98	0.288	False	CDS	6722.0	9.267185535304911e-101	chr8	[117377201 117379526]	[117384958]
191	ENSMUSG00000060424	Pantr1	3.3976087612662974e-97	0.289	True	Non-coding	1281.0	8.016729577400159e-100	chr1	[42667004]	"[42687111 42688714 42692941 42694396 42694747 42694790 42697173 42697504
 42697758 42698585]"
31573	ENSMUSG00000036564	Ndrg4	9.429203996962274e-95	0.116	True	CDS	1525.0	2.3072420861220285e-97	chr8	[95700158 95703178]	[95706188]
514	ENSMUSG00000073616	Cops9	1.1870129076876563e-93	0.063	True	CDS	20367.0	3.0082473409894287e-96	chr1	[92639760]	[92641607 92641880]
33282	ENSMUSG00000041658	Rragb	1.1470747863523879e-92	0.208	True	CDS	2282.0	3.0072746299547005e-95	chrX	[153144076 153148536]	[153150362]
19835	ENSMUSG00000004151	Etv1	6.832342720433619e-91	0.801	False	CDS	7005.0	1.850936156020643e-93	chr12	[38857111 38861106]	[38861287]
30392	ENSMUSG00000052572	Dlg2	2.009874903078047e-90	0.169	True	CDS	23395.0	5.620553779471949e-93	chr7	[91449916 91543192 91672955 91711799]	[91733091]
22722	ENSMUSG00000090386	Mir99ahg	6.5102792093744e-89	0.529	True	Non-coding	428.0	1.8774728122813525e-91	chr16	[77311853 77329679]	[77360663]
22274	ENSMUSG00000008658	Rbfox1	2.211966225969457e-88	0.242	False	CDS	2452.0	6.572301990995503e-91	chr16	[6809249 7039201 7040026 7193878 7217830]	[7224311]
13843	ENSMUSG00000037032	Apbb1	5.15797250463194e-88	0.208	True	CDS	844.0	1.577637312436581e-90	chr7	[105567754]	[105568499 105568619 105568793 105569240 105573682]
16172	ENSMUSG00000031157	Pqbp1	3.9727549610888063e-87	0.173	True	5' UTR	2267.0	1.2845576646009423e-89	chrX	[7898637]	[7898771 7898780 7898877 7898966 7899139 7899169]
76	ENSMUSG00000079658	Eloc	1.4560495826573083e-86	0.071	True	5' UTR	2737.0	4.8352603461485385e-89	chr1	[16648008]	[16656296 16656616 16656822 16656862 16656912 16656992]
31551	ENSMUSG00000031776	Arl2bp	1.1572437179921671e-84	0.207	True	CDS	3504.0	3.9441147427855043e-87	chr8	[94666902 94667231]	[94667597]
8207	ENSMUSG00000026825	Dnm1	1.369097182729336e-82	0.26	False	CDS	175.0	4.7857980694899455e-85	chr2	[32309065]	[32309893 32310447 32310451 32312123 32312127]
7958	ENSMUSG00000002107	Celf2	2.621684762132935e-81	0.375	True	CDS	1111.0	9.622543040250218e-84	chr2	[6721614]	[6721779 6849299 6871867 6872209 6872356 6884367 6884852 6962379]
19778	ENSMUSG00000061911	Myt1l	3.2911122907008573e-80	0.163	False	5' UTR	3007.0	1.2367196408296504e-82	chr12	[29527675 29528418 29528574 29528797 29533536 29534795 29535230 29535369]	[29566702]
