cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
0	ENSMUSG00000026395	Ptprc	2.075767230777434e-46	8.925799092342967e-45	0.939	True	CDS	1222.0	['chr1:138117026-138117754' 'chr1:138117026-138126303']
25	ENSMUSG00000025290	Rps24	6.324403670619659e-29	1.3597467891832266e-27	0.354	True	CDS	53.0	['chr14:24493494-24495775' 'chr14:24495450-24495775']
1	ENSMUSG00000090841	Myl6	8.356369581084149e-08	1.1977463066220615e-06	0.083	True	CDS	984.0	['chr10:128491034-128491720' 'chr10:128491034-128492059']
22	ENSMUSG00000026457	Adipor1	9.408430473650895e-06	8.554647344734314e-05	0.272	True	5' UTR	640.0	['chr1:134415586-134422921' 'chr1:134415990-134422921']
19	ENSMUSG00000030220	Arhgdib	1.4960289880846577e-05	9.706627701942635e-05	0.126	True	5' UTR	102.0	['chr6:136933774-136941438' 'chr6:136933774-136941651']
38	ENSMUSG00000056737	Capg	1.5801486956650804e-05	9.706627701942635e-05	0.195	True	5' UTR	807.0	['chr6:72544467-72555273' 'chr6:72549502-72555273']
39	ENSMUSG00000042079	Hnrnpf	7.501594199560183e-05	0.00040321068822635984	0.237	True	5' UTR	1237.0	['chr6:117906840-117917470' 'chr6:117907209-117917470' 'chr6:117917072-117917470']
20	ENSMUSG00000002885	Adgre5	0.0005829103382241543	0.002506514454363864	0.249	True	CDS	3375.0	['chr8:83729526-83730111' 'chr8:83729526-83733414']
35	ENSMUSG00000078578	Ube2d3	0.0012864143034419238	0.005028710458909338	0.157	True	5' UTR	5669.0	['chr3:135438699-135439644' 'chr3:135438865-135439644']
27	ENSMUSG00000022841	Ap2m1	0.001446210541697436	0.0051822544410824786	0.234	True	CDS	2953.0	['chr16:20540416-20540975' 'chr16:20540814-20540975']
4	ENSMUSG00000015937	Macroh2a1	0.004010666833975211	0.013266051835456472	0.182	True	CDS	2220.0	['chr13:56084286-56088252' 'chr13:56084286-56089758']
37	ENSMUSG00000029064	Gnb1	0.014761962899338682	0.045340314619397366	0.165	True	5' UTR	3841.0	['chr4:155491581-155527413' 'chr4:155515680-155527413']
