	chromosome	start	end	cluster	left_exon_count	left_genes	right_exon_count	right_genes	genes	n_genes	genes_cluster	n_genes_cluster	annotated	gene_id	original_cluster	n_start	strand	cluster_type	psi_a	psi_b	delta_psi	lfc_psi	abs_delta_psi	abs_lfc_psi
0	chr1	138117026	138117754	0	6	['ENSMUSG00000026395']	2	['ENSMUSG00000026395']	['ENSMUSG00000026395']	1	['ENSMUSG00000026395']	1	True	ENSMUSG00000026395	533	1	-	shared_acceptor	0.9999999999944035	0.060813191086292726	0.9391868089081108	4.039471872589499	0.9391868089081108	4.039471872589499
1	chr1	138117026	138126303	0	6	['ENSMUSG00000026395']	11	['ENSMUSG00000026395']	['ENSMUSG00000026395']	1	['ENSMUSG00000026395']	1	True	ENSMUSG00000026395	533	1	-	shared_acceptor	5.596461536707921e-12	0.9391868089137073	-0.9391868089081109	-29.79878542788753	0.9391868089081109	29.79878542788753
2	chr10	128491034	128491720	1	11	['ENSMUSG00000090841']	1	['ENSMUSG00000090841']	['ENSMUSG00000090841']	1	['ENSMUSG00000090841']	1	True	ENSMUSG00000090841	1417	1	-	shared_acceptor	0.022732044190547643	0.10567607382612143	-0.08294402963557379	-2.216849392376121	0.08294402963557379	2.216849392376121
3	chr10	128491034	128492059	1	11	['ENSMUSG00000090841']	14	['ENSMUSG00000090841']	['ENSMUSG00000090841']	1	['ENSMUSG00000090841']	1	True	ENSMUSG00000090841	1417	1	-	shared_acceptor	0.9772679558094522	0.8943239261738786	0.08294402963557368	0.12795671343137985	0.08294402963557368	0.12795671343137985
4	chr11	50200948	50202399	2	6	['ENSMUSG00000015837']	4	['ENSMUSG00000015837']	['ENSMUSG00000015837']	1	['ENSMUSG00000015837']	1	True	ENSMUSG00000015837	1652	1	-	shared_acceptor	0.7995295246895967	0.7698388800088222	0.029690644680774536	0.05459477487182929	0.029690644680774536	0.05459477487182929
5	chr11	50200948	50202513	2	6	['ENSMUSG00000015837']	2	['ENSMUSG00000015837']	['ENSMUSG00000015837']	1	['ENSMUSG00000015837']	1	True	ENSMUSG00000015837	1652	1	-	shared_acceptor	0.20047047531040324	0.23016111999117783	-0.02969064468077459	-0.1992543690711246	0.02969064468077459	0.1992543690711246
6	chr11	51601479	51601750	3	4	['ENSMUSG00000020358']	2	['ENSMUSG00000020358']	['ENSMUSG00000020358']	1	['ENSMUSG00000020358']	1	True	ENSMUSG00000020358	1672	1	-	shared_acceptor	0.2995962656850671	0.3203432106536072	-0.020746944968540126	-0.09659877262040806	0.020746944968540126	0.09659877262040806
7	chr11	51601479	51602593	3	4	['ENSMUSG00000020358']	6	['ENSMUSG00000020358']	['ENSMUSG00000020358']	1	['ENSMUSG00000020358']	1	True	ENSMUSG00000020358	1672	1	-	shared_acceptor	0.700403734314933	0.6796567893463927	0.020746944968540237	0.04338037242337878	0.020746944968540237	0.04338037242337878
8	chr13	56084286	56088252	4	5	['ENSMUSG00000015937']	2	['ENSMUSG00000015937']	['ENSMUSG00000015937']	1	['ENSMUSG00000015937']	1	True	ENSMUSG00000015937	3139	1	-	shared_acceptor	0.18340331936862825	0.36566005477809665	-0.1822567354094684	-0.9954832791892476	0.1822567354094684	0.9954832791892476
9	chr13	56084286	56089758	4	5	['ENSMUSG00000015937']	3	['ENSMUSG00000015937']	['ENSMUSG00000015937']	1	['ENSMUSG00000015937']	1	True	ENSMUSG00000015937	3139	1	-	shared_acceptor	0.8165966806313718	0.6343399452219033	0.18225673540946852	0.3643675092448228	0.18225673540946852	0.3643675092448228
10	chr13	58393775	58393853	5	19	['ENSMUSG00000021546']	19	['ENSMUSG00000021546']	['ENSMUSG00000021546']	1	['ENSMUSG00000021546']	1	True	ENSMUSG00000021546	3152	1	-	shared_acceptor	0.9632788446631771	0.9627389423853798	0.0005399022777973217	0.0008088340238330688	0.0005399022777973217	0.0008088340238330688
11	chr13	58393775	58394060	5	19	['ENSMUSG00000021546']	0	[]	['ENSMUSG00000021546']	1	['ENSMUSG00000021546']	1	False	ENSMUSG00000021546	3152	1	-	shared_acceptor	0.03672115533682283	0.0372610576146202	-0.0005399022777973703	-0.021057173462836865	0.0005399022777973703	0.021057173462836865
12	chr13	58400418	58402064	6	20	['ENSMUSG00000021546']	7	['ENSMUSG00000021546']	['ENSMUSG00000021546']	1	['ENSMUSG00000021546']	1	True	ENSMUSG00000021546	3158	1	-	shared_acceptor	0.16976425308383827	0.20749677484127715	-0.03773252175743888	-0.28955620553967476	0.03773252175743888	0.28955620553967476
13	chr13	58400418	58402393	6	20	['ENSMUSG00000021546']	9	['ENSMUSG00000021546']	['ENSMUSG00000021546']	1	['ENSMUSG00000021546']	1	True	ENSMUSG00000021546	3158	1	-	shared_acceptor	0.8302357469161618	0.7925032251587228	0.03773252175743891	0.06710424393732822	0.03773252175743891	0.06710424393732822
14	chr14	52081308	52081789	7	18	['ENSMUSG00000060373']	6	['ENSMUSG00000060373']	['ENSMUSG00000060373']	1	['ENSMUSG00000060373']	1	True	ENSMUSG00000060373	3590	1	-	shared_acceptor	0.1913106233601938	0.18223198570733173	0.00907863765286207	0.07014078152910308	0.00907863765286207	0.07014078152910308
15	chr14	52081308	52081828	7	18	['ENSMUSG00000060373']	12	['ENSMUSG00000060373']	['ENSMUSG00000060373']	1	['ENSMUSG00000060373']	1	True	ENSMUSG00000060373	3590	1	-	shared_acceptor	0.8086893766398062	0.8177680142926683	-0.009078637652862098	-0.016105975610283818	0.009078637652862098	0.016105975610283818
