cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
533	ENSMUSG00000026395	Ptprc	1.4149220391480774e-44	0.931	True	CDS	1222.0	3.2905163701118077e-46	chr1	[138117026]	[138117754 138126303]
16502	ENSMUSG00000025290	Rps24	1.3975787137628559e-27	0.352	True	CDS	53.0	6.50036611052491e-29	chr14	[24493494 24495450]	[24495775]
1417	ENSMUSG00000090841	Myl6	1.2150510416890276e-06	0.084	True	CDS	984.0	8.477100290853681e-08	chr10	[128491034]	[128491720 128492059]
13569	ENSMUSG00000026457	Adipor1	8.723643191896427e-05	0.271	True	5' UTR	640.0	9.419446721487773e-06	chr1	[134415586 134415990]	[134422921]
10111	ENSMUSG00000030220	Arhgdib	9.726121615777202e-05	0.126	True	5' UTR	102.0	1.4969080553832514e-05	chr6	[136933774]	[136941438 136941651]
22882	ENSMUSG00000056737	Capg	9.726121615777202e-05	0.194	True	5' UTR	807.0	1.5833221234986144e-05	chr6	[72544467 72549502]	[72555273]
23084	ENSMUSG00000042079	Hnrnpf	0.00040401510899370363	0.234	True	5' UTR	1237.0	7.516560167324718e-05	chr6	[117906840 117907209 117917072]	[117917470]
11641	ENSMUSG00000002885	Adgre5	0.002507897590542369	0.247	True	CDS	3375.0	0.0005832319978005509	chr8	[83729526]	[83730111 83733414]
20797	ENSMUSG00000078578	Ube2d3	0.005034740790151914	0.156	True	5' UTR	5669.0	0.0012879569463179314	chr3	[135438699 135438865]	[135439644]
17507	ENSMUSG00000022841	Ap2m1	0.005184488439717898	0.232	True	CDS	2953.0	0.0014468339831770882	chr16	[20540416 20540814]	[20540975]
3139	ENSMUSG00000015937	Macroh2a1	0.013278382445590323	0.181	True	CDS	2220.0	0.004014394692852889	chr13	[56084286]	[56088252 56089758]
21694	ENSMUSG00000029064	Gnb1	0.04535388688895032	0.164	True	5' UTR	3841.0	0.014766381777797781	chr4	[155491581 155515680]	[155527413]
