cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
20561	ENSMUSG00000074457	S100a16	9.616191278447299e-137	0.868	True	5' UTR	565.0	5.061153304445944e-139	chr3	[90537418 90541191 90541195 90541318]	[90541994]
14873	ENSMUSG00000018217	Pmp22	1.6684715341727223e-70	0.401	False	5' UTR	909.0	1.7562858254449708e-72	chr11	[63129151 63131655]	[63133125]
10991	ENSMUSG00000030695	Aldoa	9.454913762240182e-56	0.34	True	CDS	7510.0	1.4928811203537132e-57	chr7	[126797777]	[126799045 126800002 126800288]
13884	ENSMUSG00000038587	Akap12	6.826691444187329e-50	0.683	True	CDS	3600.0	1.43719819877628e-51	chr10	[4313858 4334710]	[4353142]
10691	ENSMUSG00000030605	Mfge8	3.665955363871051e-34	0.251	True	CDS	843.0	9.647250957555396e-36	chr7	[79143051]	[79143278 79145247]
8264	ENSMUSG00000028649	Macf1	4.081527088741132e-32	0.749	True	CDS	760.0	1.2889032911814102e-33	chr4	[123554366]	[123613587 123664466]
15138	ENSMUSG00000069763	Tmem100	1.4325081227421241e-25	0.323	False	5' UTR	105.0	5.2776615048394036e-27	chr11	[90030744 90033122 90033391]	[90033590]
6211	ENSMUSG00000025781	Atp5c1	4.1439650934787357e-23	0.384	True	CDS	7310.0	1.7448274077805198e-24	chr2	[10056162]	[10056770 10058996]
4033	ENSMUSG00000022565	Plec	1.8838887507199019e-19	0.674	True	CDS	2808.0	8.92368355604164e-21	chr15	[76194813]	[76195424 76197980]
1417	ENSMUSG00000090841	Myl6	2.467524977567485e-19	0.29	True	CDS	711.0	1.298697356614466e-20	chr10	[128491034]	[128491720 128492059]
11162	ENSMUSG00000038650	Rnh1	3.253286287068839e-16	0.536	True	CDS	928.0	1.8834815346188013e-17	chr7	[141166788]	[141168676 141172742]
15121	ENSMUSG00000020486	Septin4	8.764406958802097e-16	0.163	True	CDS	3401.0	5.5354149213486924e-17	chr11	[87578538 87581226 87583615]	[87583921]
9895	ENSMUSG00000030067	Foxp1	2.0994933357541387e-13	0.522	True	CDS	490.0	1.4364954402528317e-14	chr6	[99016666]	[99028164 99075854]
22708	ENSMUSG00000029761	Cald1	1.2186501250605725e-12	0.413	True	CDS	821.0	8.979527237288426e-14	chr6	[34686075 34709698]	[34741789]
24288	ENSMUSG00000025511	Tspan4	4.944190383347913e-12	0.466	True	5' UTR	5231.0	3.903308197379931e-13	chr7	[141475498 141476479]	[141482487]
4904	ENSMUSG00000002504	Slc9a3r2	8.261704000842196e-12	0.191	True	CDS	103.0	6.957224421761851e-13	chr17	[24642371]	[24644819 24647527]
21570	ENSMUSG00000028745	Capzb	4.605330316437508e-11	0.136	True	CDS	4406.0	4.252890121017357e-12	chr4	[139287833 139288974]	[139291003]
12083	ENSMUSG00000031996	Aplp2	1.858549220533733e-10	0.286	True	CDS	7168.0	1.8585492205337334e-11	chr9	[31164674]	[31167561 31168708]
12082	ENSMUSG00000031996	Aplp2	2.801301950897457e-09	0.207	True	CDS	7168.0	2.948738895681533e-10	chr9	[31153500]	[31156190 31157695]
22456	ENSMUSG00000005514	Por	3.078580638199377e-09	0.15	True	5' UTR	512.0	3.4026417580098376e-10	chr5	[135670117 135689253]	[135715872]
25404	ENSMUSG00000011958	Bnip2	3.2747275920026685e-09	0.517	True	CDS	6178.0	3.791789843371511e-10	chr9	[70003668 70004342]	[70007064]
17507	ENSMUSG00000022841	Ap2m1	3.662195502488429e-09	0.29	True	CDS	9292.0	4.4331840293280974e-10	chr16	[20540416 20540814]	[20540975]
9517	ENSMUSG00000004631	Sgce	9.791200074152886e-08	0.241	True	CDS	1270.0	1.2367831672614172e-08	chr6	[4689768]	[4690469 4691429]
10654	ENSMUSG00000052040	Klf13	9.887795802377884e-08	0.176	True	CDS	2121.0	1.301025763470774e-08	chr7	[63891798]	[63936230 63937967]
4721	ENSMUSG00000022892	App	1.334152186478018e-07	0.203	True	CDS	6643.0	1.825681939390972e-08	chr16	[85030366]	[85040251 85043576 85056324]
14036	ENSMUSG00000019920	Lims1	3.354164779288663e-07	0.323	True	CDS	2269.0	4.766444686357573e-08	chr10	[58323688 58394601]	[58399021]
12498	ENSMUSG00000032475	Nck1	5.1464484357514e-07	0.427	True	CDS	7616.0	7.584239800054692e-08	chr9	[100497971]	[100506726 100508429]
2410	ENSMUSG00000020814	Mxra7	7.578390219357106e-07	0.382	False	CDS	6148.0	1.1567016650597687e-07	chr11	[116807969]	[116810788 116811923]
2588	ENSMUSG00000047446	Arl4a	8.815721851757977e-06	0.287	True	5' UTR	9281.0	1.3919560818565225e-06	chr12	[40036834]	[40037263 40037838]
16501	ENSMUSG00000025290	Rps24	1.1160190743127942e-05	0.172	True	CDS	6846.0	1.8208732265103484e-06	chr14	[24493494 24494070]	[24495430]
9677	ENSMUSG00000029810	Tmem176b	1.116290423987654e-05	0.168	True	5' UTR	5943.0	1.8800680825055224e-06	chr6	[48838366]	[48840361 48840996 48841348]
15389	ENSMUSG00000020612	Prkar1a	1.5652208632392316e-05	0.174	True	5' UTR	7407.0	2.7185414993102446e-06	chr11	[109650625 109651074]	[109653779]
25020	ENSMUSG00000025810	Nrp1	2.206795708899603e-05	0.154	False	CDS	8672.0	3.9490028475045535e-06	chr8	[128480969 128480990]	[128487897]
3229	ENSMUSG00000021585	Cast	2.795302208150837e-05	0.362	True	CDS	1262.0	5.14924090975154e-06	chr13	[74748244]	[74748805 74754311]
4716	ENSMUSG00000022892	App	4.9713263448427336e-05	0.155	True	CDS	6643.0	9.419355179702023e-06	chr16	[84965771]	[84971408 84978064]
21894	ENSMUSG00000029106	Add1	0.00013387563810581308	0.184	True	CDS	2990.0	2.6775127621162617e-05	chr5	[34620135 34620919]	[34625279]
25665	ENSMUSG00000033392	Clasp2	0.00020951699809900568	0.265	True	CDS	9337.0	4.300612066242749e-05	chr9	[113786635 113793467]	[113813142]
1612	ENSMUSG00000042032	Mat2b	0.00026213580921792496	0.204	True	CDS	7845.0	5.518648615114209e-05	chr11	[40687796]	[40692478 40694803]
23084	ENSMUSG00000042079	Hnrnpf	0.0003167388950982284	0.23	True	5' UTR	5580.0	6.834891946856506e-05	chr6	[117906840 117907209]	[117917470]
8130	ENSMUSG00000028559	Osbpl9	0.0006936472328063865	0.303	True	CDS	2666.0	0.0001533325461993065	chr4	[109102593]	[109117895 109133744]
21694	ENSMUSG00000029064	Gnb1	0.0008317578065908592	0.157	True	5' UTR	296.0	0.00018823992464951024	chr4	[155491581 155515680]	[155527413]
25873	ENSMUSG00000023092	Fhl1	0.003609124786926081	0.071	True	5' UTR	100.0	0.0008357973190776188	chrX	[56731869 56731886 56732169]	[56754335]
4030	ENSMUSG00000002524	Puf60	0.005120960900158369	0.138	True	CDS	7506.0	0.0012128591605638241	chr15	[76072569]	[76074607 76075542]
20541	ENSMUSG00000027940	Tpm3	0.005593497896187348	0.139	True	CDS	4905.0	0.0013542152801295686	chr3	[90088477 90089124]	[90089797]
8294	ENSMUSG00000043962	Thrap3	0.006134859068761193	0.274	True	5' UTR	5630.0	0.0015175704012198742	chr4	[126186589]	[126194317 126202570]
4764	ENSMUSG00000022940	Pigp	0.006913993457848125	0.227	True	CDS	1520.0	0.0017466930840879474	chr16	[94370193]	[94370366 94370605]
9320	ENSMUSG00000040731	Eif4h	0.008186031694737245	0.178	True	CDS	8308.0	0.002111134489695395	chr5	[134622087]	[134624441 134625366]
19228	ENSMUSG00000024985	Tcf7l2	0.009279488274373816	0.238	True	CDS	1008.0	0.002441970598519425	chr19	[55743198 55755083]	[55817764]
14175	ENSMUSG00000006498	Ptbp1	0.012499989121568165	0.228	True	CDS	6509.0	0.0034005703608665193	chr10	[79859956 79860195]	[79860824]
