cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
993	ENSMUSG00000032366	Tpm1	0.0	0.0	0.796	True	CDS	39.0	['chr9:67036129-67043578' 'chr9:67036129-67047786' 'chr9:67036129-67048124' 'chr9:67036129-67049019']
1329	ENSMUSG00000025290	Rps24	5.851414961900724e-234	6.293196791524228e-231	0.311	True	CDS	5138.0	['chr14:24493494-24495430' 'chr14:24494070-24495430']
1159	ENSMUSG00000019929	Dcn	1.7703796929600793e-165	1.2693622398523767e-162	0.243	True	5' UTR	4490.0	['chr10:97479790-97483339' 'chr10:97482548-97483339']
99	ENSMUSG00000090841	Myl6	1.5582584202305234e-162	8.37953465478964e-160	0.111	True	CDS	24.0	['chr10:128492746-128492939' 'chr10:128492746-128493334' 'chr10:128492746-128493539']
1135	ENSMUSG00000006345	Ggt1	3.225434283967852e-141	1.3875818289629696e-138	0.802	False	5' UTR	1251.0	['chr10:75561807-75573611' 'chr10:75564906-75573611' 'chr10:75568767-75573611' 'chr10:75568771-75573611' 'chr10:75568970-75573611']
1884	ENSMUSG00000029761	Cald1	9.927270567054408e-132	3.558926498289005e-129	0.552	True	CDS	64.0	['chr6:34686075-34741789' 'chr6:34709698-34741789']
1655	ENSMUSG00000027455	Nsfl1c	7.66519629929883e-102	2.3554053199702547e-99	0.625	True	CDS	14322.0	['chr2:151500790-151503014' 'chr2:151502461-151503014']
1552	ENSMUSG00000034006	Slc66a2	7.481435371171927e-95	2.0115709354238512e-92	0.41	True	CDS	34.0	['chr18:80263554-80283276' 'chr18:80272516-80283276']
911	ENSMUSG00000031078	Cttn	1.2894790801437865e-86	3.0818550015436496e-84	0.466	True	CDS	5183.0	['chr7:144449616-144450978' 'chr7:144449616-144452027']
2091	ENSMUSG00000032294	Pkm	3.413287607536807e-76	7.34198164381167e-74	0.232	True	CDS	1319.0	['chr9:59675196-59678044' 'chr9:59675735-59678044']
992	ENSMUSG00000032366	Tpm1	1.2109164656730472e-75	2.3678921069661135e-73	0.303	True	CDS	39.0	['chr9:67031515-67031951' 'chr9:67031515-67032466' 'chr9:67031515-67032794']
2086	ENSMUSG00000032068	Plet1	7.375307715322084e-71	1.3220239079714836e-68	0.13	False	CDS	6183.0	['chr9:50494747-50501073' 'chr9:50499300-50501073' 'chr9:50500932-50501073']
457	ENSMUSG00000024501	Dpysl3	1.4795426320843842e-69	2.448074001241162e-67	0.637	True	CDS	1373.0	['chr18:43363592-43392990' 'chr18:43363592-43437830']
1678	ENSMUSG00000017897	Eya2	8.678597027657269e-59	1.3334044433207707e-56	0.594	True	5' UTR	965.0	['chr2:165595265-165664786' 'chr2:165655536-165664786']
1482	ENSMUSG00000041881	Ndufa7	4.682016526502426e-53	6.714011699004479e-51	0.065	True	CDS	1963.0	['chr17:33824681-33829667' 'chr17:33825651-33829667' 'chr17:33829312-33829667']
1813	ENSMUSG00000040407	Akap9	8.663120572133858e-51	1.1646482719162459e-48	0.456	True	CDS	10822.0	['chr5:3951735-3954792' 'chr5:3954451-3954792']
579	ENSMUSG00000027506	Tpd52	5.2512859168808684e-48	6.644421180712203e-46	0.142	True	CDS	14086.0	['chr3:8953800-8963847' 'chr3:8953800-9004405']
1885	ENSMUSG00000029761	Cald1	2.17471127712553e-46	2.598779976165008e-44	0.403	True	CDS	64.0	['chr6:34746016-34753443' 'chr6:34746640-34753443' 'chr6:34747970-34753443']
877	ENSMUSG00000030701	Plekhb1	1.2603582108590775e-43	1.4268581639778295e-41	0.105	True	CDS	205.0	['chr7:100645670-100649928' 'chr7:100645670-100653654' 'chr7:100645670-100654602']
752	ENSMUSG00000009281	Rarres2	2.118053789971473e-43	2.1694922391564946e-41	0.787	True	5' UTR	353.0	['chr6:48572291-48572594' 'chr6:48572291-48572740']
1293	ENSMUSG00000064215	Ifi27	7.500948265065308e-41	7.33388169007067e-39	0.214	True	CDS	9292.0	['chr12:103436683-103437676' 'chr12:103437525-103437676']
1538	ENSMUSG00000024589	Nedd4l	1.6239710495648526e-40	1.5187659685278248e-38	0.56	True	CDS	12629.0	['chr18:64997422-65074724' 'chr18:65023990-65074724' 'chr18:65051173-65074724']
1539	ENSMUSG00000024589	Nedd4l	2.008911233236796e-39	1.8004866927884783e-37	0.543	True	CDS	12629.0	['chr18:65165647-65172275' 'chr18:65167574-65172275']
1248	ENSMUSG00000020612	Prkar1a	1.6447584757055576e-37	1.4151501924970614e-35	0.252	True	5' UTR	3508.0	['chr11:109650625-109653779' 'chr11:109651074-109653779']
607	ENSMUSG00000062006	Rpl34	2.4815225043105066e-37	2.0529826564507304e-35	0.09	True	5' UTR	5131.0	['chr3:130729303-130730121' 'chr3:130729303-130730189' 'chr3:130729303-130730318']
1606	ENSMUSG00000026821	Ralgds	2.0563475678029268e-36	1.638223562349665e-34	0.381	False	CDS	1819.0	['chr2:28513561-28540711' 'chr2:28528337-28540711' 'chr2:28533734-28540711']
