	chromosome	start	end	cluster	left_exon_count	left_genes	right_exon_count	right_genes	genes	n_genes	genes_cluster	n_genes_cluster	annotated	gene_id	original_cluster	n_start	strand	cluster_type	psi_a	psi_b	delta_psi	lfc_psi	abs_delta_psi	abs_lfc_psi
0	chr1	138117026	138117754	0	6	['ENSMUSG00000026395']	2	['ENSMUSG00000026395']	['ENSMUSG00000026395']	1	['ENSMUSG00000026395']	1	True	ENSMUSG00000026395	533	1	-	shared_acceptor	0.04731043473386128	0.9999999999902834	-0.9526895652564221	-4.4016977429265145	0.9526895652564221	4.4016977429265145
1	chr1	138117026	138126303	0	6	['ENSMUSG00000026395']	11	['ENSMUSG00000026395']	['ENSMUSG00000026395']	1	['ENSMUSG00000026395']	1	True	ENSMUSG00000026395	533	1	-	shared_acceptor	0.9526895652661387	9.716627536872458e-12	0.952689565256422	29.813480484014427	0.952689565256422	29.813480484014427
2	chr10	128491034	128491720	1	11	['ENSMUSG00000090841']	1	['ENSMUSG00000090841']	['ENSMUSG00000090841']	1	['ENSMUSG00000090841']	1	True	ENSMUSG00000090841	1417	1	-	shared_acceptor	0.0210031770209865	0.10871312345301982	-0.08770994643203332	-2.371846575272086	0.08770994643203332	2.371846575272086
3	chr10	128491034	128492059	1	11	['ENSMUSG00000090841']	14	['ENSMUSG00000090841']	['ENSMUSG00000090841']	1	['ENSMUSG00000090841']	1	True	ENSMUSG00000090841	1417	1	-	shared_acceptor	0.9789968229790136	0.8912868765469801	0.08770994643203345	0.13541431431204054	0.08770994643203345	0.13541431431204054
4	chr11	50200948	50202399	2	6	['ENSMUSG00000015837']	4	['ENSMUSG00000015837']	['ENSMUSG00000015837']	1	['ENSMUSG00000015837']	1	True	ENSMUSG00000015837	1652	1	-	shared_acceptor	0.7508696517883383	0.7966297299542118	-0.04576007816587346	-0.0853468385722575	0.04576007816587346	0.0853468385722575
5	chr11	50200948	50202513	2	6	['ENSMUSG00000015837']	2	['ENSMUSG00000015837']	['ENSMUSG00000015837']	1	['ENSMUSG00000015837']	1	True	ENSMUSG00000015837	1652	1	-	shared_acceptor	0.24913034821166175	0.20337027004578814	0.0457600781658736	0.29279198287339314	0.0457600781658736	0.29279198287339314
6	chr11	51601479	51601750	3	4	['ENSMUSG00000020358']	2	['ENSMUSG00000020358']	['ENSMUSG00000020358']	1	['ENSMUSG00000020358']	1	True	ENSMUSG00000020358	1672	1	-	shared_acceptor	0.3504769328815872	0.29666490576866406	0.053812027112923155	0.2404852216120934	0.053812027112923155	0.2404852216120934
7	chr11	51601479	51602593	3	4	['ENSMUSG00000020358']	6	['ENSMUSG00000020358']	['ENSMUSG00000020358']	1	['ENSMUSG00000020358']	1	True	ENSMUSG00000020358	1672	1	-	shared_acceptor	0.6495230671184128	0.7033350942313359	-0.0538120271129231	-0.11483144256513977	0.0538120271129231	0.11483144256513977
8	chr13	56084286	56088252	4	5	['ENSMUSG00000015937']	2	['ENSMUSG00000015937']	['ENSMUSG00000015937']	1	['ENSMUSG00000015937']	1	True	ENSMUSG00000015937	3139	1	-	shared_acceptor	0.22689994500850888	0.3296586854400358	-0.10275874043152691	-0.5389168308676782	0.10275874043152691	0.5389168308676782
9	chr13	56084286	56089758	4	5	['ENSMUSG00000015937']	3	['ENSMUSG00000015937']	['ENSMUSG00000015937']	1	['ENSMUSG00000015937']	1	True	ENSMUSG00000015937	3139	1	-	shared_acceptor	0.7731000549914911	0.6703413145599643	0.10275874043152688	0.20575928730666043	0.10275874043152688	0.20575928730666043
