cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
533	ENSMUSG00000026395	Ptprc	4.904886974720998e-46	0.945	True	CDS		1.0899748832713331e-47	chr1	[138117026]	[138117754 138126303]
15176	ENSMUSG00000038811	Gngt2	2.161767812010631e-17	0.476	True	5' UTR		9.607856942269471e-19	chr11	[95842427 95843393]	[95843812]
1417	ENSMUSG00000090841	Myl6	7.927878521136945e-08	0.089	True	CDS		7.0470031298995065e-09	chr10	[128491034]	[128491720 128492059]
19544	ENSMUSG00000026879	Gsn	6.918135702194364e-07	0.383	True	5' UTR		7.686817446882626e-08	chr2	[35266904 35282602]	[35283905]
16502	ENSMUSG00000025290	Rps24	9.70895630755467e-05	0.163	True	CDS		1.294527507673956e-05	chr14	[24493494 24495450]	[24495775]
13569	ENSMUSG00000026457	Adipor1	0.00018208087428188475	0.229	True	5' UTR		2.8323691554959853e-05	chr1	[134415586 134415990]	[134422921]
17702	ENSMUSG00000055447	Cd47	0.00019003574850999042	0.177	True	CDS		3.378413306844273e-05	chr16	[49868113 49869081]	[49884165]
23084	ENSMUSG00000042079	Hnrnpf	0.0018830022743896774	0.243	True	5' UTR		0.0003766004548779355	chr6	[117906840 117907209 117917072]	[117917470]
10111	ENSMUSG00000030220	Arhgdib	0.0043221561035789845	0.096	True	5' UTR		0.0009604791341286631	chr6	[136933774]	[136941438 136941651]
3591	ENSMUSG00000060373	Hnrnpc	0.006076975562130903	0.148	True	5' UTR		0.001527989468041509	chr14	[52084392]	[52098015 52103889]
12736	ENSMUSG00000031167	Rbm3	0.011435535830914334	0.165	True	3' UTR		0.003303599240041918	chrX	[8142956]	[8143247 8143251]
22882	ENSMUSG00000056737	Capg	0.04592848331782269	0.115	True	5' UTR		0.014288861476655947	chr6	[72544467 72549502]	[72555273]
