cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
559	ENSMUSG00000040345	Arhgap9	3.5513272785776164e-83	3.533570642184728e-80	0.696	True	CDS	308.0	['chr10:127322891-127325119' 'chr10:127323831-127325119' 'chr10:127324460-127325119']
16	ENSMUSG00000026395	Ptprc	5.675124325579903e-53	2.8233743519760014e-50	0.584	True	CDS	156.0	['chr1:138120167-138122456' 'chr1:138120167-138126303']
15	ENSMUSG00000026395	Ptprc	1.5615828296848288e-50	5.179249718454683e-48	0.373	True	CDS	156.0	['chr1:138117026-138117754' 'chr1:138117026-138120020' 'chr1:138117026-138126303']
310	ENSMUSG00000003644	Rps6ka1	8.194779587326727e-37	2.038451422347523e-34	0.563	True	CDS	4048.0	['chr4:133872004-133872844' 'chr4:133872004-133874608' 'chr4:133872004-133874883' 'chr4:133872004-133880917']
270	ENSMUSG00000028064	Sema4a	1.0337106640638078e-32	2.0570842214869772e-30	0.726	True	5' UTR	97.0	['chr3:88454847-88455080' 'chr3:88454847-88455258' 'chr3:88454847-88455548']
731	ENSMUSG00000056290	Ms4a4b	8.591325590913319e-30	1.4247281604931255e-27	0.607	False	5' UTR	35.0	['chr19:11443661-11449894' 'chr19:11447615-11449894']
388	ENSMUSG00000030220	Arhgdib	9.770086386519178e-29	1.388747993512369e-26	0.104	True	5' UTR	3970.0	['chr6:136933774-136935032' 'chr6:136933774-136939413' 'chr6:136933774-136939436' 'chr6:136933774-136939454' 'chr6:136933774-136939511' 'chr6:136933774-136940908' 'chr6:136933774-136941438' 'chr6:136933774-136941651' 'chr6:136933774-136941813']
180	ENSMUSG00000022747	St3gal6	6.601553434269714e-24	8.210682083872956e-22	0.555	False	5' UTR	223.0	['chr16:58507615-58507774' 'chr16:58507615-58523076' 'chr16:58507615-58523502']
650	ENSMUSG00000009585	Apobec3	3.19136291907908e-21	3.5282290049818716e-19	0.15	True	CDS	2132.0	['chr15:79898226-79905444' 'chr15:79900570-79905444']
632	ENSMUSG00000025290	Rps24	2.966157742142687e-19	2.9513269534319736e-17	0.162	True	CDS	769.0	['chr14:24493494-24495775' 'chr14:24495450-24495775']
907	ENSMUSG00000004612	Nkg7	2.676789256872616e-13	2.4212775550802295e-11	0.071	True	CDS	84.0	['chr7:43437684-43438039' 'chr7:43437910-43438039']
17	ENSMUSG00000026395	Ptprc	1.3728723044304151e-11	1.1383399524235523e-09	0.104	True	5' UTR	156.0	['chr1:138175127-138175208' 'chr1:138175127-138175256' 'chr1:138175127-138175575']
299	ENSMUSG00000028677	Rnf220	2.660639083863095e-11	2.035600827376899e-09	0.319	True	CDS	14714.0	['chr4:117289069-117289199' 'chr4:117289069-117289203' 'chr4:117289069-117296132']
993	ENSMUSG00000040990	Sh3kbp1	2.864161968168501e-11	2.035600827376899e-09	0.331	True	CDS	3702.0	['chrX:159683702-159764012' 'chrX:159708744-159764012']
377	ENSMUSG00000030067	Foxp1	1.9169399527648597e-10	1.2715701686673568e-08	0.306	True	CDS	2355.0	['chr6:99016666-99028164' 'chr6:99016666-99028674' 'chr6:99016666-99075854']
428	ENSMUSG00000000486	Septin1	2.6981981036141846e-10	1.677941945685071e-08	0.107	True	CDS	170.0	['chr7:127218232-127218325' 'chr7:127218232-127218407']
535	ENSMUSG00000019920	Lims1	3.6883085215513737e-10	2.15874528173154e-08	0.342	False	CDS	6457.0	['chr10:58323688-58399021' 'chr10:58352198-58399021' 'chr10:58371700-58399021']
637	ENSMUSG00000036461	Elf1	6.857353925069047e-10	3.790592864135391e-08	0.192	False	5' UTR	4024.0	['chr14:79481638-79536123' 'chr14:79515771-79536123' 'chr14:79516485-79536123' 'chr14:79535629-79536123' 'chr14:79535702-79536123']
240	ENSMUSG00000002107	Celf2	1.4877990207249011e-09	7.791368555901456e-08	0.162	False	CDS	2645.0	['chr2:6664198-6720766' 'chr2:6664198-6721417']
179	ENSMUSG00000022747	St3gal6	1.1467535369670857e-08	5.705098846411251e-07	0.243	False	CDS	223.0	['chr16:58475946-58479069' 'chr16:58475946-58484763']
62	ENSMUSG00000042032	Mat2b	2.6483521005010038e-08	1.254814447618333e-06	0.204	True	CDS	2090.0	['chr11:40687796-40692478' 'chr11:40687796-40694803']
267	ENSMUSG00000002458	Rgs19	3.254642687186383e-08	1.4719861244320231e-06	0.304	True	CDS	9517.0	['chr2:181691596-181691721' 'chr2:181691596-181693363' 'chr2:181691596-181693479' 'chr2:181691596-181693879']
378	ENSMUSG00000030067	Foxp1	1.2847570124104016e-07	5.32638844728479e-06	0.292	True	CDS	2355.0	['chr6:99076046-99096144' 'chr6:99076046-99162839']
794	ENSMUSG00000027985	Lef1	1.7191940445819186e-07	6.842392297436036e-06	0.359	True	CDS	116.0	['chr3:131111679-131113856' 'chr3:131112821-131113856']
1	ENSMUSG00000025935	Tram1	6.174036132609629e-07	2.275246648869104e-05	0.099	False	CDS	8253.0	['chr1:13572075-13573858' 'chr1:13572075-13576368']
288	ENSMUSG00000028465	Tln1	9.562703437397937e-07	3.398174971503909e-05	0.057	False	5' UTR	1494.0	['chr4:43556784-43558085' 'chr4:43556784-43562130']
666	ENSMUSG00000022841	Ap2m1	1.1158975960856765e-06	3.828683131397407e-05	0.18	True	CDS	3329.0	['chr16:20540416-20540975' 'chr16:20540814-20540975']
102	ENSMUSG00000025144	Cenpx	1.1689755940001331e-06	3.877102386767108e-05	0.098	False	CDS	12336.0	['chr11:120711757-120711844' 'chr11:120711757-120713693']
195	ENSMUSG00000079563	Pglyrp2	3.2955444553047773e-06	0.00010577634622671784	0.26	True	CDS	623.0	['chr17:32413475-32415806' 'chr17:32413475-32416878']
596	ENSMUSG00000059248	Septin9	4.002739101715358e-06	0.00012446016894396194	0.233	False	CDS	502.0	['chr11:117291037-117351429' 'chr11:117326560-117351429' 'chr11:117331854-117351429' 'chr11:117332471-117351429']
29	ENSMUSG00000038179	Slamf7	9.469810809524215e-06	0.0002855291441053514	0.09	False	CDS	548.0	['chr1:171641268-171648873' 'chr1:171641268-171652657']
773	ENSMUSG00000027763	Mbnl1	1.461398529812726e-05	0.0004154547249039036	0.188	True	5' UTR	442.0	['chr3:60473174-60595594' 'chr3:60501095-60595594' 'chr3:60501424-60595594' 'chr3:60529805-60595594']
344	ENSMUSG00000048163	Selplg	1.850263399323661e-05	0.0005113922450908451	0.089	True	5' UTR	135.0	['chr5:113820249-113830349' 'chr5:113820249-113832429']
488	ENSMUSG00000031431	Tsc22d3	2.439087583187952e-05	0.000638655827703161	0.07	True	CDS	5881.0	['chrX:140542157-140542511' 'chrX:140542157-140542846' 'chrX:140542157-140598128']
417	ENSMUSG00000030629	Zfand6	5.021776589147076e-05	0.0012811968477439335	0.185	True	5' UTR	8032.0	['chr7:84634410-84652882' 'chr7:84634410-84679310' 'chr7:84634410-84689746']
551	ENSMUSG00000015889	Lta4h	7.345833210862516e-05	0.0018272760112020509	0.086	True	CDS	401.0	['chr10:93480787-93482962' 'chr10:93482333-93482962']
621	ENSMUSG00000036006	Ripor2	0.00020632708649455763	0.004665805705956472	0.256	True	CDS	1832.0	['chr13:24501688-24669960' 'chr13:24614748-24669960' 'chr13:24638937-24669960']
813	ENSMUSG00000028788	Ptp4a2	0.00021105062998024343	0.004666563929563161	0.142	True	5' UTR	1082.0	['chr4:129812305-129838978' 'chr4:129820602-129838978' 'chr4:129820800-129838978']
100	ENSMUSG00000017132	Cyth1	0.0002158909361018396	0.004669814813507182	0.143	True	CDS	1817.0	['chr11:118193698-118212649' 'chr11:118193698-118248439']
914	ENSMUSG00000038623	Tm6sf1	0.0002534246772405528	0.005365054337326596	0.08	True	CDS	428.0	['chr7:81859541-81863150' 'chr7:81862719-81863150']
472	ENSMUSG00000032580	Rbm5	0.00035250955331090635	0.007158102153966364	0.095	True	5' UTR	4406.0	['chr9:107769627-107770552' 'chr9:107769627-107770885']
322	ENSMUSG00000039936	Pik3cd	0.0003870618935418888	0.007702531681483586	0.231	True	5' UTR	409.0	['chr4:149674195-149697049' 'chr4:149674195-149698555' 'chr4:149674195-149701503']
75	ENSMUSG00000018501	Ncor1	0.0004269989204569362	0.008330665212836303	0.111	True	5' UTR	5304.0	['chr11:62438516-62457148' 'chr11:62438516-62457436' 'chr11:62438516-62458455']
544	ENSMUSG00000035697	Arhgap45	0.0004835137783352721	0.009251850181607613	0.093	True	CDS	454.0	['chr10:80016919-80017780' 'chr10:80017104-80017780']
705	ENSMUSG00000062210	Tnfaip8	0.0005021666063041924	0.009427467420239085	0.217	True	CDS	1033.0	['chr18:49979627-50090200' 'chr18:50031364-50090200' 'chr18:50053620-50090200']
294	ENSMUSG00000028530	Jak1	0.0005200015452386654	0.009581509953934666	0.053	True	5' UTR	166.0	['chr4:101193864-101197776' 'chr4:101193864-101265042']
482	ENSMUSG00000002010	Idh3g	0.0005714119476969282	0.010010143355327348	0.118	True	CDS	16914.0	['chrX:73782104-73782298' 'chrX:73782104-73782675']
714	ENSMUSG00000036299	BC031181	0.0005734453982448832	0.010010143355327348	0.172	True	5' UTR	5527.0	['chr18:75005901-75008651' 'chr18:75005984-75008651' 'chr18:75006015-75008651' 'chr18:75006115-75008651']
512	ENSMUSG00000031506	Ptpn7	0.0008196259344919313	0.013557957262537348	0.219	True	5' UTR	792.0	['chr1:135132778-135133750' 'chr1:135132791-135133750' 'chr1:135133456-135133750']
13	ENSMUSG00000051998	Lax1	0.0008311913497635962	0.013557957262537348	0.146	False	5' UTR	157.0	['chr1:133689005-133689809' 'chr1:133689005-133689815']
189	ENSMUSG00000024012	Mtch1	0.0008684506339495324	0.013937231948061044	0.173	True	CDS	1442.0	['chr17:29334006-29336167' 'chr17:29334006-29336218']
796	ENSMUSG00000078578	Ube2d3	0.0009724286157564019	0.015217277108851603	0.064	True	5' UTR	1272.0	['chr3:135438353-135439644' 'chr3:135438433-135439644' 'chr3:135438699-135439644' 'chr3:135438865-135439644' 'chr3:135438871-135439644']
618	ENSMUSG00000017843	Ppp2r5c	0.000978799733634676	0.015217277108851603	0.055	True	CDS	2063.0	['chr12:110466021-110522491' 'chr12:110485953-110522491']
643	ENSMUSG00000059895	Ptp4a3	0.00124667737677194	0.019083753690585847	0.154	True	CDS	2517.0	['chr15:73724849-73751129' 'chr15:73748466-73751129' 'chr15:73749389-73751129']
532	ENSMUSG00000019843	Fyn	0.0013675306465055757	0.020616560504137082	0.079	True	CDS	120.0	['chr10:39529602-39532016' 'chr10:39530075-39532016']
411	ENSMUSG00000052040	Klf13	0.0014007469973241595	0.020802138243843863	0.088	True	CDS	2006.0	['chr7:63891798-63936230' 'chr7:63891798-63937663' 'chr7:63891798-63937967']
822	ENSMUSG00000028759	Hp1bp3	0.0014281584115029425	0.020897317933021	0.168	True	5' UTR	6344.0	['chr4:138216741-138221526' 'chr4:138216800-138221526' 'chr4:138217295-138221526']
521	ENSMUSG00000053332	Gas5	0.0014491644418613498	0.020897371299304968	0.117	True	Non-coding	6620.0	['chr1:161036853-161037288' 'chr1:161037165-161037288']
45	ENSMUSG00000019961	Tmpo	0.0014924271325511135	0.021213785669833687	0.116	True	CDS	7542.0	['chr10:91153181-91153278' 'chr10:91153181-91158748']
755	ENSMUSG00000027455	Nsfl1c	0.0015756230549679492	0.022080914643564924	0.052	True	CDS	8643.0	['chr2:151500790-151503014' 'chr2:151502461-151503014']
170	ENSMUSG00000067713	Prkag1	0.001837708917063868	0.024709734763223638	0.063	True	CDS	2386.0	['chr15:98825734-98830887' 'chr15:98825734-98831430']
164	ENSMUSG00000055762	Eef1d	0.002000241283390693	0.02568216529533007	0.125	True	CDS	1534.0	['chr15:75896920-75897226' 'chr15:75896920-75900691' 'chr15:75896920-75901132']
379	ENSMUSG00000030315	Vgll4	0.0020132752693826587	0.02568216529533007	0.161	True	CDS	1395.0	['chr6:114864080-114875039' 'chr6:114864080-114890617']
549	ENSMUSG00000035011	Zbtb7a	0.002662451160502124	0.03311423630874517	0.11	True	5' UTR	2550.0	['chr10:81135592-81143962' 'chr10:81136660-81143962' 'chr10:81136700-81143962' 'chr10:81138071-81143962']
510	ENSMUSG00000026457	Adipor1	0.002926476747265628	0.03594869584604073	0.101	True	5' UTR	5590.0	['chr1:134415586-134422921' 'chr1:134415990-134422921']
507	ENSMUSG00000026305	Lrrfip1	0.003682530850246353	0.04362045471422765	0.053	True	CDS	684.0	['chr1:90998894-91068563' 'chr1:91053724-91068563']
719	ENSMUSG00000024845	Tmem134	0.004316938968966628	0.04994597993164877	0.075	True	CDS	11099.0	['chr19:4127640-4131031' 'chr19:4127837-4131031']
