cluster	gene_id	gene_name	p_value	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	coordinates
23	ENSMUSG00000026395	Ptprc	6.304748407928428e-110	9.526474844379853e-107	0.626	True	CDS	710.0	['chr1:138117026-138117754' 'chr1:138117026-138120020' 'chr1:138117026-138126303']
573	ENSMUSG00000030220	Arhgdib	1.2964291174872878e-58	9.79452198261646e-56	0.112	True	5' UTR	2937.0	['chr6:136933774-136935032' 'chr6:136933774-136939413' 'chr6:136933774-136939436' 'chr6:136933774-136939454' 'chr6:136933774-136939511' 'chr6:136933774-136940908' 'chr6:136933774-136941438' 'chr6:136933774-136941651' 'chr6:136933774-136941813']
946	ENSMUSG00000025290	Rps24	2.074757663213832e-43	1.044986276372033e-40	0.175	True	CDS	7610.0	['chr14:24493494-24495775' 'chr14:24495450-24495775']
115	ENSMUSG00000078812	Eif5a	2.7823467285059757e-29	1.0510314766931323e-26	0.069	True	5' UTR	12181.0	['chr11:69919337-69919449' 'chr11:69919337-69920341' 'chr11:69919337-69920801' 'chr11:69919337-69921024' 'chr11:69919337-69921163' 'chr11:69919337-69921187']
1339	ENSMUSG00000056737	Capg	5.453601776025858e-29	1.6480784567150143e-26	0.332	True	5' UTR	14189.0	['chr6:72544467-72555273' 'chr6:72549502-72555273' 'chr6:72549869-72555273']
1073	ENSMUSG00000062210	Tnfaip8	2.7593814862282087e-28	6.949042376151372e-26	0.36	True	CDS	6334.0	['chr18:49979627-50090200' 'chr18:50031364-50090200' 'chr18:50053620-50090200']
24	ENSMUSG00000026395	Ptprc	1.0041017776065887e-22	1.8964972324544447e-20	0.279	True	CDS	710.0	['chr1:138120167-138122456' 'chr1:138120167-138126303']
612	ENSMUSG00000052040	Klf13	5.9559325339821496e-21	9.999348954274477e-19	0.153	True	CDS	1014.0	['chr7:63891798-63936230' 'chr7:63891798-63937663' 'chr7:63891798-63937967']
453	ENSMUSG00000028677	Rnf220	2.1383253179790727e-17	3.231009555466379e-15	0.326	True	CDS	3751.0	['chr4:117289069-117289199' 'chr4:117289069-117289203' 'chr4:117289069-117296132']
969	ENSMUSG00000059895	Ptp4a3	1.1001836561366912e-16	1.511252276747764e-14	0.175	True	CDS	691.0	['chr15:73724849-73751129' 'chr15:73748466-73751129' 'chr15:73749389-73751129']
575	ENSMUSG00000063802	Hspbp1	1.3782447438860422e-16	1.7354398400098415e-14	0.264	False	CDS	2579.0	['chr7:4664859-4674448' 'chr7:4664859-4677707']
880	ENSMUSG00000061086	Myl4	4.3938670190874617e-16	5.107025435262426e-14	0.268	False	CDS	106.0	['chr11:104580430-104583978' 'chr11:104582030-104583978' 'chr11:104582163-104583978' 'chr11:104582923-104583978']
1260	ENSMUSG00000029063	Nadk	6.6956940806181585e-16	7.226566968438597e-14	0.463	True	5' UTR	837.0	['chr4:155562456-155576993' 'chr4:155563980-155576993']
505	ENSMUSG00000048163	Selplg	1.3150024533896373e-15	1.3246458047144946e-13	0.319	True	5' UTR	156.0	['chr5:113820249-113830349' 'chr5:113820249-113832429']
597	ENSMUSG00000008140	Emc10	1.966747127497647e-15	1.8573468185305895e-13	0.225	True	CDS	15303.0	['chr7:44490971-44491163' 'chr7:44490971-44491955']
1345	ENSMUSG00000042079	Hnrnpf	2.011409604803072e-14	1.7877881840337893e-12	0.141	True	5' UTR	4523.0	['chr6:117900507-117917470' 'chr6:117906840-117917470' 'chr6:117907209-117917470' 'chr6:117907880-117917470' 'chr6:117907919-117917470' 'chr6:117917072-117917470']
541	ENSMUSG00000004980	Hnrnpa2b1	3.8106748981365546e-14	3.19884987282463e-12	0.056	True	CDS	3180.0	['chr6:51467296-51467391' 'chr6:51467296-51469671']
741	ENSMUSG00000073702	Rpl31	4.125169660094288e-14	3.280595450738142e-12	0.058	True	5' UTR	3536.0	['chr1:39367935-39368149' 'chr1:39368007-39368149' 'chr1:39368012-39368149']
373	ENSMUSG00000027010	Slc25a12	4.440126623709961e-14	3.3163264772776413e-12	0.343	False	CDS	2008.0	['chr2:71333721-71338158' 'chr2:71333721-71343890']
22	ENSMUSG00000026395	Ptprc	4.609057314548673e-14	3.3163264772776413e-12	0.066	True	CDS	710.0	['chr1:138115643-138116954' 'chr1:138115643-138126303']
1488	ENSMUSG00000048758	Rpl29	1.810397397265278e-13	1.243413848758107e-11	0.094	True	5' UTR	12875.0	['chr9:106429577-106429970' 'chr9:106429640-106429970' 'chr9:106429814-106429970']
1185	ENSMUSG00000027763	Mbnl1	1.017179632892568e-12	6.682427936089871e-11	0.145	True	5' UTR	6480.0	['chr3:60473174-60528756' 'chr3:60501095-60528756' 'chr3:60501424-60528756']
928	ENSMUSG00000021457	Syk	2.3916155754837308e-12	1.5057213060649656e-10	0.293	True	5' UTR	418.0	['chr13:52583606-52610796' 'chr13:52597055-52610796']
1134	ENSMUSG00000064289	Tank	3.993778404844154e-12	2.413839667887806e-10	0.459	True	CDS	16847.0	['chr2:61578694-61613651' 'chr2:61593209-61613651' 'chr2:61594202-61613651']
199	ENSMUSG00000012405	Rpl15	2.7771133178864362e-11	1.6139300858947707e-09	0.068	True	5' UTR	8333.0	['chr14:18270461-18270823' 'chr14:18270461-18270845' 'chr14:18270461-18270959']
1020	ENSMUSG00000055447	Cd47	3.9673131186435655e-11	2.220225971211269e-09	0.117	True	CDS	4073.0	['chr16:49868113-49884165' 'chr16:49869081-49884165']
959	ENSMUSG00000036461	Elf1	8.583825401063498e-11	4.6322000646453384e-09	0.111	False	5' UTR	6256.0	['chr14:79481638-79536123' 'chr14:79515771-79536123' 'chr14:79516485-79536123' 'chr14:79535629-79536123' 'chr14:79535702-79536123']
98	ENSMUSG00000042032	Mat2b	1.8570168601473485e-10	9.675698192009117e-09	0.197	True	CDS	7195.0	['chr11:40687796-40692478' 'chr11:40687796-40694803']
561	ENSMUSG00000030067	Foxp1	1.940755501970834e-10	9.774938544926432e-09	0.373	False	5' UTR	178.0	['chr6:99308439-99338241' 'chr6:99308439-99339301' 'chr6:99308439-99435216']
1394	ENSMUSG00000066406	Akap13	2.0542898090985456e-10	1.0013006134025493e-08	0.304	True	CDS	1999.0	['chr7:75697435-75704365' 'chr7:75702153-75704365']
313	ENSMUSG00000024431	Nr3c1	2.9835271587929915e-10	1.4087842302925655e-08	0.179	True	5' UTR	9173.0	['chr18:39487246-39489477' 'chr18:39487246-39490568' 'chr18:39487246-39519163']
1163	ENSMUSG00000027593	Raly	1.0604691121637596e-09	4.7128494955277665e-08	0.067	True	CDS	5046.0	['chr2:154859751-154861840' 'chr2:154859959-154861840']
164	ENSMUSG00000113902	Ndufb1-ps	1.5285433749405394e-09	6.242240647392309e-08	0.058	True	5' UTR	16598.0	['chr12:101969638-101975660' 'chr12:101969638-101976784']
180	ENSMUSG00000015937	Macroh2a1	2.498267614808834e-09	9.933900963095128e-08	0.087	True	CDS	1013.0	['chr13:56084286-56088252' 'chr13:56084286-56089758' 'chr13:56084286-56096124']
694	ENSMUSG00000032312	Csk	1.3569802612965581e-08	4.7683655228351147e-07	0.164	False	5' UTR	400.0	['chr9:57631444-57633995' 'chr9:57631444-57644995' 'chr9:57631444-57651832']
432	ENSMUSG00000028459	Cd72	2.7221866549138945e-08	9.348236444488396e-07	0.102	True	CDS	23.0	['chr4:43452640-43453083' 'chr4:43452640-43454242' 'chr4:43452640-43454446']
1304	ENSMUSG00000029599	Ddx54	3.7427906191093524e-08	1.2567459167720516e-06	0.142	False	CDS	236.0	['chr5:120620759-120621615' 'chr5:120621486-120621615']
870	ENSMUSG00000038811	Gngt2	4.456366814709231e-08	1.463819621092532e-06	0.072	True	5' UTR	520.0	['chr11:95842427-95843812' 'chr11:95843393-95843812']
246	ENSMUSG00000068105	Tnfrsf13c	5.7739846149077895e-08	1.8562746283246101e-06	0.057	True	CDS	3.0	['chr15:82223923-82224168' 'chr15:82223923-82224220']
390	ENSMUSG00000002458	Rgs19	8.228393885024622e-08	2.4866206320544413e-06	0.207	True	CDS	9149.0	['chr2:181691596-181691721' 'chr2:181691596-181693363' 'chr2:181691596-181693479' 'chr2:181691596-181693879']
434	ENSMUSG00000028465	Tln1	1.215633174233991e-07	3.6016112279756097e-06	0.058	False	5' UTR	748.0	['chr4:43556784-43558085' 'chr4:43556784-43562130']
1056	ENSMUSG00000071068	Treml2	1.520371640265048e-07	4.417849131616321e-06	0.074	False	CDS	2908.0	['chr17:48302933-48309119' 'chr17:48308274-48309119']
1167	ENSMUSG00000035268	Pkig	1.830323953906568e-07	5.21814998934495e-06	0.145	True	5' UTR	91.0	['chr2:163658493-163703486' 'chr2:163658660-163703486' 'chr2:163659236-163703486' 'chr2:163661607-163703486']
667	ENSMUSG00000070000	Fcho1	2.860449819935826e-07	7.891263999366523e-06	0.282	True	5' UTR	13622.0	['chr8:71721860-71723235' 'chr8:71721860-71725633']
714	ENSMUSG00000031167	Rbm3	3.4983669187268e-07	9.43934359677892e-06	0.093	True	3' UTR	6795.0	['chrX:8142956-8143247' 'chrX:8142956-8143251']
553	ENSMUSG00000030057	Cnbp	4.927662468557744e-07	1.3062628052615351e-05	0.075	True	CDS	11268.0	['chr6:87845558-87845656' 'chr6:87845558-87845674' 'chr6:87845558-87845677']
186	ENSMUSG00000021546	Hnrnpk	5.065551266957941e-07	1.3196634421333529e-05	0.052	True	5' UTR	2874.0	['chr13:58400418-58402064' 'chr13:58400418-58402393']
