	chromosome	start	end	cluster	left_exon_count	left_genes	right_exon_count	right_genes	genes	n_genes	genes_cluster	n_genes_cluster	annotated	gene_id	original_cluster	n_start	strand	cluster_type	psi_a	psi_b	delta_psi	lfc_psi	abs_delta_psi	abs_lfc_psi
0	chr1	4782734	4783951	0	8	['ENSMUSG00000033845']	7	['ENSMUSG00000033845']	['ENSMUSG00000033845']	1	['ENSMUSG00000033845']	1	True	ENSMUSG00000033845	3	1	-	shared_acceptor	0.9848906410119569	0.9767835316618645	0.0081071093500924	0.011924664345651634	0.0081071093500924	0.011924664345651634
1	chr1	4782734	4785573	0	8	['ENSMUSG00000033845']	10	['ENSMUSG00000033845']	['ENSMUSG00000033845']	1	['ENSMUSG00000033845']	1	True	ENSMUSG00000033845	3	1	-	shared_acceptor	0.015109358988043092	0.023216468338135506	-0.008107109350092415	-0.6197060387661208	0.008107109350092415	0.6197060387661208
2	chr1	10035164	10037662	1	7	['ENSMUSG00000025917']	1	['ENSMUSG00000025917']	['ENSMUSG00000025917']	1	['ENSMUSG00000025917']	1	True	ENSMUSG00000025917	19	1	-	shared_acceptor	0.06322196842571148	0.04007866909152503	0.023143299334186455	0.6575913401222344	0.023143299334186455	0.6575913401222344
3	chr1	10035164	10037670	1	7	['ENSMUSG00000025917']	4	['ENSMUSG00000025917']	['ENSMUSG00000025917']	1	['ENSMUSG00000025917']	1	True	ENSMUSG00000025917	19	1	-	shared_acceptor	0.8951495973624708	0.9145609419489145	-0.01941134458644367	-0.030950501752434578	0.01941134458644367	0.030950501752434578
4	chr1	10035164	10037919	1	7	['ENSMUSG00000025917']	3	['ENSMUSG00000025917']	['ENSMUSG00000025917']	1	['ENSMUSG00000025917']	1	True	ENSMUSG00000025917	19	1	-	shared_acceptor	0.04162843421181787	0.0453603889595605	-0.0037319547477426343	-0.12386371361797632	0.0037319547477426343	0.12386371361797632
5	chr1	13572075	13573858	2	2	['ENSMUSG00000025935']	0	[]	['ENSMUSG00000025935']	1	['ENSMUSG00000025935']	1	False	ENSMUSG00000025935	28	1	-	shared_acceptor	0.14954371163523025	0.09000089106454245	0.0595428205706878	0.732556049325316	0.0595428205706878	0.732556049325316
6	chr1	13572075	13576368	2	2	['ENSMUSG00000025935']	2	['ENSMUSG00000025935']	['ENSMUSG00000025935']	1	['ENSMUSG00000025935']	1	True	ENSMUSG00000025935	28	1	-	shared_acceptor	0.8504562883647697	0.9099991089354577	-0.05954282057068794	-0.09762804617137799	0.05954282057068794	0.09762804617137799
7	chr1	13579567	13579690	3	5	['ENSMUSG00000025935']	3	['ENSMUSG00000025935']	['ENSMUSG00000025935']	1	['ENSMUSG00000025935']	1	True	ENSMUSG00000025935	29	1	-	shared_acceptor	0.975971635524627	0.9728066672498765	0.003164968274750435	0.0046861031220630026	0.003164968274750435	0.0046861031220630026
8	chr1	13579567	13581023	3	5	['ENSMUSG00000025935']	4	['ENSMUSG00000025935']	['ENSMUSG00000025935']	1	['ENSMUSG00000025935']	1	True	ENSMUSG00000025935	29	1	-	shared_acceptor	0.024028364475373015	0.027193332750123523	-0.0031649682747505077	-0.17851451574967125	0.0031649682747505077	0.17851451574967125
9	chr1	16643479	16645686	4	14	['ENSMUSG00000079658']	14	['ENSMUSG00000079658']	['ENSMUSG00000079658']	1	['ENSMUSG00000079658']	1	True	ENSMUSG00000079658	40	1	-	shared_acceptor	0.9899154915555314	0.9850101113778439	0.004905380177687491	0.007166834226038355	0.004905380177687491	0.007166834226038355
