cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
12347	ENSMUSG00000032366	Tpm1	0.0	0.696	True	CDS	661.0	0.0	chr9	[67036129]	[67043578 67047786 67048124 67049019]
12345	ENSMUSG00000032366	Tpm1	3.4906775805220432e-217	0.453	True	CDS	661.0	3.543835107128979e-220	chr9	[67031515]	[67031951 67032466 67032794]
19544	ENSMUSG00000026879	Gsn	5.135749754601786e-208	0.665	True	5' UTR	616.0	7.82093871259155e-211	chr2	[35256474 35266904 35282602 35282722]	[35283905]
20026	ENSMUSG00000027455	Nsfl1c	2.0456211624553044e-172	0.823	True	CDS	3396.0	4.1535455075234603e-175	chr2	[151500790 151502461]	[151503014]
16502	ENSMUSG00000025290	Rps24	3.514126087496027e-162	0.402	True	CDS	7241.0	8.919101744913772e-165	chr14	[24493494 24495450]	[24495775]
14119	ENSMUSG00000006345	Ggt1	7.635842683477826e-140	0.793	False	5' UTR	7707.0	2.3256373655262418e-142	chr10	[75561807 75564906 75568767 75568771 75568970]	[75573611]
16501	ENSMUSG00000025290	Rps24	2.9741924659769764e-137	0.278	True	CDS	7241.0	1.056819657961362e-139	chr14	[24493494 24494070]	[24495430]
1420	ENSMUSG00000090841	Myl6	1.6964062083271378e-108	0.096	True	CDS	186.0	6.888959221633048e-111	chr10	[128492746]	[128492939 128493334 128493539]
11235	ENSMUSG00000031078	Cttn	4.164957294549573e-108	0.567	True	CDS	1243.0	1.9027723680683333e-110	chr7	[144449616]	[144450978 144452027]
9043	ENSMUSG00000029322	Plac8	1.2448164738287367e-71	0.918	True	5' UTR	2842.0	6.318865349384451e-74	chr5	[100562763]	[100562841 100572145]
18127	ENSMUSG00000041881	Ndufa7	1.3457043919289953e-71	0.092	True	CDS	322.0	7.514085437166978e-74	chr17	[33824681 33825651 33829312]	[33829667]
25246	ENSMUSG00000032068	Plet1	3.8202828711650535e-71	0.134	False	CDS	196.0	2.3270758606081544e-73	chr9	[50494747 50499300 50500932]	[50501073]
21740	ENSMUSG00000040407	Akap9	1.5601498921929043e-70	0.585	True	CDS	4418.0	1.0295405379953175e-72	chr5	[3951735 3954451]	[3954792]
18797	ENSMUSG00000034006	Slc66a2	5.6310396748670265e-68	0.384	True	CDS	281.0	4.001754083661848e-70	chr18	[80263554 80272516]	[80283276]
20179	ENSMUSG00000017897	Eya2	1.622688221934221e-63	0.638	True	5' UTR	9004.0	1.2355494075641273e-65	chr2	[165595265 165655536]	[165664786]
14810	ENSMUSG00000005417	Mprip	3.2402075292600216e-62	0.772	True	CDS	10332.0	2.631640632901541e-64	chr11	[59771703 59772218]	[59775516]
25338	ENSMUSG00000032294	Pkm	9.327449071432939e-58	0.215	True	CDS	4953.0	8.049067726617257e-60	chr9	[59675196 59675735]	[59678044]
14324	ENSMUSG00000036499	Eea1	2.2424446262492436e-48	0.655	True	CDS	3522.0	2.1627638527276966e-50	chr10	[95974079 95978287]	[95989562]
7426	ENSMUSG00000028041	Adam15	2.772849660894898e-48	0.459	True	CDS	11998.0	2.8150757978628396e-50	chr3	[89340180]	[89340401 89341508]
10810	ENSMUSG00000030706	Mrpl48	6.306018454522075e-47	0.465	True	CDS	4667.0	6.722151652028607e-49	chr7	[100574515]	[100582990 100607558 100607891]
18739	ENSMUSG00000024589	Nedd4l	4.562156197984829e-46	0.576	True	CDS	1128.0	5.094793723637881e-48	chr18	[64997422 65023990 65051173]	[65074724]
15964	ENSMUSG00000007411	Mark3	6.709965350737377e-46	0.736	True	CDS	9964.0	7.83396969883044e-48	chr12	[111647729 111651985]	[111653390]
7194	ENSMUSG00000027506	Tpd52	7.615050332940382e-46	0.143	True	CDS	467.0	9.277218679724322e-48	chr3	[8953800]	[8963847 9004405]
10813	ENSMUSG00000030701	Plekhb1	2.0213430262592667e-41	0.106	True	CDS	4956.0	2.565156124694501e-43	chr7	[100645670]	[100649928 100653654 100654602]
22967	ENSMUSG00000033174	Mgll	3.392855845914238e-41	0.406	True	CDS	11882.0	4.477880811866507e-43	chr6	[88809447 88813964]	[88818574]
15702	ENSMUSG00000021000	Mia2	4.706971717728518e-41	0.47	True	CDS	4054.0	6.451179511607614e-43	chr12	[59137787 59144771 59146363]	[59146847]
1591	ENSMUSG00000020315	Sptbn1	1.2240357367675403e-40	0.712	True	CDS	3121.0	1.7397462248472654e-42	chr11	[30159446]	[30197724 30219579]
1844	ENSMUSG00000018736	Ndel1	7.10409324344237e-40	0.212	True	5' UTR	12062.0	1.0457802236539528e-41	chr11	[68845425]	[68852942 68859923]
19441	ENSMUSG00000026821	Ralgds	2.3360426444333692e-39	0.422	False	CDS	12014.0	3.5574253468528473e-41	chr2	[28513561 28528337 28533734]	[28540711]
18741	ENSMUSG00000024589	Nedd4l	2.480350498177379e-39	0.552	True	CDS	1128.0	3.903089616421257e-41	chr18	[65165647 65167574]	[65172275]
13663	ENSMUSG00000053332	Gas5	7.070519737242292e-37	0.237	True	Non-coding	1567.0	1.1485108202627076e-38	chr1	[161036853 161037165]	[161037288]
15517	ENSMUSG00000025372	Baiap2	9.559924410636648e-35	0.351	False	CDS	4577.0	1.6014086576193367e-36	chr11	[120000587 120003082 120003086]	[120006359]
14052	ENSMUSG00000004207	Psap	1.6102217257209986e-33	0.088	True	CDS	4546.0	2.7790628768788805e-35	chr10	[60296003 60297546]	[60299098]
18708	ENSMUSG00000054072	Iigp1	3.9980580997317677e-32	0.781	True	5' UTR	2582.0	7.103148908152886e-34	chr18	[60376131 60382795]	[60389792]
16860	ENSMUSG00000022139	Mbnl2	1.0486275194443976e-31	0.371	True	CDS	4980.0	1.9162736395938234e-33	chr14	[120389164 120395766]	[120396451]
22882	ENSMUSG00000056737	Capg	1.7563564887474786e-29	0.168	True	5' UTR	1234.0	3.298740613383589e-31	chr6	[72544467 72549502 72549869]	[72555273]
13438	ENSMUSG00000026305	Lrrfip1	9.80105458391092e-29	0.191	True	CDS	5983.0	1.8905587522264715e-30	chr1	[91101311 91103319]	[91105127]
20506	ENSMUSG00000042747	Krtcap2	1.993422916411074e-28	0.082	False	5' UTR	2679.0	3.946370240610755e-30	chr3	[89238256 89246516 89246594]	[89246778]
15896	ENSMUSG00000064215	Ifi27	7.746314417369506e-28	0.224	True	CDS	4157.0	1.5728557192628435e-29	chr12	[103436683 103437525]	[103437676]
18692	ENSMUSG00000062210	Tnfaip8	9.691694923145183e-28	0.348	True	CDS	10984.0	2.0170532581165098e-29	chr18	[49979627 50031364 50053620]	[50090200]
9388	ENSMUSG00000025856	Pdgfa	1.4650539500115944e-27	0.338	True	CDS	13491.0	3.1234652741363946e-29	chr5	[138977228]	[138978622 138979146]
16825	ENSMUSG00000036461	Elf1	1.2977780717142247e-26	0.328	True	5' UTR	9153.0	2.8327135575488147e-28	chr14	[79481638 79515771]	[79536123]
1756	ENSMUSG00000020444	Guk1	2.0574668442370942e-26	0.1	True	CDS	1758.0	4.5953574186006175e-28	chr11	[59186888]	[59187703 59191751]
15389	ENSMUSG00000020612	Prkar1a	5.097376210265116e-26	0.233	True	5' UTR	8299.0	1.1643752764564988e-27	chr11	[109650625 109651074]	[109653779]
24284	ENSMUSG00000048200	Cracr2b	7.317242765359945e-25	0.458	False	CDS	176.0	1.7085947573936928e-26	chr7	[141465357 141465686 141465838]	[141466046]
16486	ENSMUSG00000039197	Adk	8.798685626020928e-25	0.306	True	CDS	3977.0	2.0991788041775817e-26	chr14	[21052701 21076322]	[21092367]
19215	ENSMUSG00000025026	Add3	9.16933170685952e-25	0.576	True	CDS	5102.0	2.2341518879657718e-26	chr19	[53242628 53244406]	[53244998]
1458	ENSMUSG00000020439	Smtn	2.5169403293077923e-24	0.221	True	CDS	171.0	6.260409956146285e-26	chr11	[3517828]	[3520752 3521817]
20797	ENSMUSG00000078578	Ube2d3	3.0522049633681284e-24	0.173	True	5' UTR	7730.0	7.746713104995249e-26	chr3	[135438353 135438433 135438699 135438865 135438871]	[135439644]
6562	ENSMUSG00000026970	Rbms1	3.862940615842303e-24	0.322	True	CDS	712.0	1.0000506162840479e-25	chr2	[60842473]	[60881118 60962691]
14063	ENSMUSG00000020085	Aifm2	6.346556997165576e-23	0.572	False	CDS	5111.0	1.7074493444151044e-24	chr10	[61726055 61726212]	[61726365]
11634	ENSMUSG00000031708	Tecr	1.6742787941387052e-22	0.071	False	CDS	3285.0	4.589393648908126e-24	chr8	[83572456]	[83572549 83573028]
9035	ENSMUSG00000035325	Sec31a	7.314390830922456e-22	0.497	True	CDS	4198.0	2.0420888106636298e-23	chr5	[100386204]	[100388534 100389068 100390759]
18700	ENSMUSG00000073563	Csnk1g3	7.518741492902901e-22	0.566	True	CDS	13024.0	2.137307226408947e-23	chr18	[53948155 53948669]	[53953245]
9032	ENSMUSG00000035325	Sec31a	8.23493674413928e-22	0.49	False	CDS	4198.0	2.382697433583447e-23	chr5	[100368353]	[100373380 100373425 100375208]
3294	ENSMUSG00000052727	Map1b	1.0807169856541572e-21	0.132	True	CDS	9539.0	3.1818063537025946e-23	chr13	[99444297]	[99447176 99508108]
23878	ENSMUSG00000030774	Pak1	2.3990662192991488e-21	0.311	False	5' UTR	4402.0	7.185020656784252e-23	chr7	[97788975 97831059 97843142]	[97854436]
11162	ENSMUSG00000038650	Rnh1	3.556897714430586e-21	0.165	True	CDS	645.0	1.083319100841803e-22	chr7	[141166788]	[141168574 141168676 141172742]
14542	ENSMUSG00000020456	Ogdh	5.042604128164253e-21	0.294	True	CDS	8952.0	1.5614154914620276e-22	chr11	[6316856 6317081]	[6334533]
20098	ENSMUSG00000027624	Epb41l1	7.128618882688808e-21	0.703	True	5' UTR	10286.0	2.2435247245010467e-22	chr2	[156438634 156476007]	[156493904]
17136	ENSMUSG00000009585	Apobec3	9.870014400912988e-21	0.288	True	CDS	597.0	3.1564005444544075e-22	chr15	[79898226 79900400 79900570]	[79905444]
5593	ENSMUSG00000024456	Diaph1	4.7336600460118066e-20	0.404	True	CDS	2698.0	1.5378387966738864e-21	chr18	[37905160]	[37906388 37935202]
4717	ENSMUSG00000022892	App	2.564854672725685e-19	0.068	False	CDS	6091.0	8.462718463308101e-21	chr16	[84971462]	[84971707 84978064]
