cluster	gene_id	gene_name	p_value_adj	max_abs_delta_psi	Annotated	Region	diff_exp_rank	p_value	chromosome	start	end
533	ENSMUSG00000026395	Ptprc	4.420271455804605e-93	0.805	True	CDS		2.9666251381238956e-95	chr1	[138117026]	[138117754 138120020 138126303]
534	ENSMUSG00000026395	Ptprc	2.469126112884037e-36	0.741	True	CDS		3.3142632387705186e-38	chr1	[138120167]	[138122456 138126303]
10111	ENSMUSG00000030220	Arhgdib	1.866148981001918e-25	0.088	True	5' UTR		3.7573469416145996e-27	chr6	[136933774]	[136941438 136941651 136941813]
8264	ENSMUSG00000028649	Macf1	7.656545618770134e-09	0.455	True	CDS		2.0554484882604391e-10	chr4	[123554366]	[123564463 123572617]
23436	ENSMUSG00000040940	Arhgef1	2.9670485541924144e-06	0.181	True	CDS		1.194784652694932e-07	chr7	[24918001 24919352]	[24919631]
14419	ENSMUSG00000040345	Arhgap9	3.0184862891397686e-06	0.373	True	CDS		1.4180808069784148e-07	chr10	[127322891 127323831 127324460]	[127325119]
26094	ENSMUSG00000040990	Sh3kbp1	9.743893758116935e-06	0.254	True	CDS		5.231620809727213e-07	chrX	[159683702 159708744]	[159764012]
20401	ENSMUSG00000027763	Mbnl1	1.2151960304022827e-05	0.248	True	5' UTR		7.340110250752045e-07	chr3	[60473174 60501424]	[60528756]
12864	ENSMUSG00000002015	Bcap31	0.00029965305488875867	0.115	False	5' UTR		2.0110943281124745e-05	chrX	[73714929]	[73716118 73717661]
9895	ENSMUSG00000030067	Foxp1	0.001152713976188661	0.159	True	CDS		8.50996895172837e-05	chr6	[99016666]	[99028164 99075854]
14553	ENSMUSG00000000378	Ccm2	0.0013909287541076676	0.261	True	CDS		0.00012135620002281665	chr11	[6547030 6561242]	[6569964]
16825	ENSMUSG00000036461	Elf1	0.0044551062786213425	0.179	False	5' UTR		0.0004485006320759738	chr14	[79515771 79535629]	[79536123]
1472	ENSMUSG00000059534	Uqcr10	0.0054213459401619936	0.109	True	CDS		0.0005821579533059857	chr11	[4702221]	[4703904 4704157]
16075	ENSMUSG00000036006	Ripor2	0.02643316500970536	0.127	True	CDS		0.0030158644641945713	chr13	[24614748 24638937]	[24669960]
13654	ENSMUSG00000090394	4930523C07Rik	0.045814874502581183	0.107	False	5' UTR		0.0055346828258151775	chr1	[160044754 160070804]	[160075031]
23084	ENSMUSG00000042079	Hnrnpf	0.04705730245522071	0.065	True	5' UTR		0.0060005956150952595	chr6	[117900507 117906840 117907209 117907880 117907919 117917072]	[117917470]
